nif	year	inmovilizado_mat
"A08131153"	2015	1783
"A48033526"	2017	1783.503
"A79092573"	2010	1783.6
"B03044641"	2017	1783.871
"A20029104"	2014	1783.888
"A33117995"	2013	1784.53
"A50042027"	2013	1785.813
"A41055377"	2015	1786.681
"A28126274"	2014	1787.265
"A30014211"	2013	1787.579
"B35388867"	2008	1788.192
"F46026829"	2009	1789.133
"B36620193"	2009	1789.16
"A46016374"	2008	1789.654
"A08421190"	2016	1789.713
"A25022609"	2016	1790.174
"B39446315"	2015	1790.224
"A48045199"	2017	1790.728
"B30034730"	2014	1791.334
"A61557641"	2009	1791.422
"A36014009"	2014	1791.769
"B30015226"	2011	1791.87
"A36621522"	2017	1792.144
"A36600518"	2014	1792.163
"A31501901"	2014	1792.314
"A50011980"	2007	1792.4
"A47022058"	2007	1792.95
"A17010018"	2009	1793.17
"A02006021"	2010	1793.405
"A28458826"	2013	1794.136
"A28681492"	2013	1794.334
"A44003663"	2014	1794.797
"A08200651"	2010	1795.313
"A28923662"	2014	1796
"A16007064"	2017	1796.301
"B08292054"	2012	1796.425
"B12681060"	2015	1796.502
"A03021409"	2010	1797.543
"B08447948"	2013	1798.101
"A38003133"	2011	1799.098
"A41050535"	2013	1799.222
"A08453219"	2011	1799.285
"A08199168"	2017	1799.716
"A07033491"	2012	1800.043
"B46148797"	2010	1800.203
"A50023423"	2013	1800.236
"B08292054"	2011	1800.405
"A28458826"	2012	1800.877
"A12016143"	2017	1800.97
"A28030062"	2016	1801.117
"B28360360"	2013	1801.181
"B43491356"	2013	1801.452
"A33117995"	2007	1801.56
"A08710055"	2010	1801.865
"A29056769"	2009	1802.679
"A18312041"	2015	1802.801
"A08200651"	2008	1802.901
"A48073274"	2014	1802.962
"A48093918"	2016	1803.717
"B80397409"	2012	1803.969
"A46002069"	2012	1804.093
"A08231250"	2014	1804.834
"A08105256"	2007	1804.876
"B50029263"	2014	1805.635
"F30587919"	2015	1805.648
"A79049797"	2007	1805.959
"B28670602"	2014	1806.221
"A28024172"	2007	1806.656
"B27011477"	2010	1806.687
"A46170080"	2007	1806.788
"A32007817"	2010	1806.834
"A01002864"	2012	1806.857
"A08105256"	2009	1806.918
"A28294718"	2016	1807
"A50011980"	2010	1807.033
"B04018495"	2013	1807.546
"A14037642"	2007	1807.575
"A50008937"	2015	1807.779
"A17000993"	2011	1808.785
"A35091057"	2012	1809.071
"A28410850"	2016	1809.471
"A28662005"	2007	1809.696
"A20074068"	2014	1809.716
"B08424855"	2013	1809.841
"A08360844"	2008	1809.923
"B08424855"	2012	1810.288
"A08209538"	2011	1810.31
"A46115127"	2009	1810.434
"B28623213"	2014	1810.525
"A08063372"	2013	1810.853
"B48059786"	2011	1810.907
"A31038839"	2007	1811.13
"B03004801"	2015	1811.277
"F30587919"	2016	1811.552
"B41088642"	2013	1811.693
"B41088642"	2012	1811.754
"A20029104"	2007	1811.91
"A14004691"	2011	1812.752
"A29056769"	2011	1812.803
"B03032620"	2016	1812.988
"B31001290"	2007	1813.344
"A41037672"	2011	1813.561
"A28623379"	2008	1814.007
"A81957367"	2016	1814.232
"A07265465"	2008	1814.315
"B80470628"	2009	1814.537
"A07019573"	2014	1814.616
"A28543809"	2012	1814.99
"A50169143"	2013	1815.689
"A48114318"	2017	1815.993
"A41112012"	2015	1816.039
"A33014176"	2014	1816.12
"B10005932"	2017	1816.68
"A08453219"	2014	1816.701
"A29076759"	2017	1816.818
"A46038519"	2016	1816.833
"A03028461"	2011	1817.083
"A12022224"	2010	1817.13
"A26023606"	2012	1817.495
"A28618890"	2015	1817.647
"A46134250"	2012	1817.894
"B29006574"	2007	1817.99
"A30022214"	2013	1818.448
"A39000690"	2016	1818.506
"B28113991"	2012	1818.713
"A03062619"	2011	1818.809
"A48071351"	2015	1819.042
"B08424855"	2011	1819.048
"V30558738"	2013	1819.726
"B81308439"	2016	1820.226
"A28709053"	2008	1821.337
"A08102410"	2017	1821.412
"B30015226"	2012	1822.069
"A33026980"	2015	1822.394
"B08292054"	2010	1822.944
"A18431064"	2010	1823.166
"A43110337"	2014	1823.233
"A28681492"	2014	1823.753
"A78688934"	2011	1824
"A08005696"	2010	1824.21
"F30587919"	2017	1824.428
"A33025719"	2016	1824.618
"A30036438"	2007	1824.968
"A35098482"	2011	1825.717
"A31037294"	2008	1826.088
"A45017142"	2015	1826.712
"B46191094"	2016	1827.213
"A50011980"	2014	1827.247
"A46005252"	2017	1827.516
"F46026829"	2008	1827.691
"A35811272"	2014	1828.002
"A50013671"	2016	1828.235
"B20793956"	2015	1828.273
"B17462961"	2013	1828.779
"A28030062"	2017	1829.114
"B38020020"	2013	1829.241
"A46105086"	2015	1829.568
"A28579373"	2017	1829.716
"A28270452"	2010	1830.103
"B38017067"	2016	1830.307
"A33025719"	2015	1830.925
"F38008579"	2010	1831.448
"A20053773"	2013	1831.456
"A07053374"	2016	1831.814
"B11009917"	2016	1831.964
"A28711893"	2014	1831.981
"A47000641"	2012	1832.423
"A28443158"	2016	1832.575
"B08359093"	2017	1832.667
"A25022609"	2015	1832.701
"A46014650"	2007	1833.25
"A21102157"	2012	1833.302
"B03019601"	2015	1833.983
"A33036880"	2017	1834.12
"A33026980"	2014	1834.316
"A81593808"	2013	1834.435
"A41037672"	2010	1834.438
"A28030062"	2015	1834.51
"B17462961"	2014	1835.273
"B28623213"	2013	1835.29
"A06008411"	2014	1835.832
"A03005154"	2009	1836.413
"A80897770"	2015	1836.525
"A18312041"	2013	1837.267
"B04001848"	2010	1837.508
"B14484612"	2012	1838.102
"A08372351"	2016	1838.27
"A17001322"	2011	1838.564
"B33614033"	2015	1839.032
"A08340267"	2007	1839.1
"B27014398"	2014	1839.52
"A33606534"	2015	1839.552
"B38005377"	2008	1839.566
"A31070378"	2015	1839.579
"B03032620"	2013	1840.078
"A08513749"	2012	1840.455
"A04001897"	2013	1840.545
"A28555563"	2016	1840.677
"A79184453"	2017	1840.934
"A28313351"	2013	1840.951
"A17013269"	2017	1840.955
"A30022172"	2015	1841.266
"A46965034"	2014	1841.525
"A28126274"	2013	1841.97
"A33615923"	2012	1842.228
"B53548384"	2010	1842.778
"A03017886"	2017	1842.808
"A50008390"	2014	1842.98
"A31072325"	2013	1843.211
"A08215428"	2014	1843.326
"A59990580"	2010	1843.569
"A81824047"	2014	1844.008
"A08562910"	2016	1844.785
"A46002069"	2008	1844.786
"A30023295"	2012	1845.582
"A08202715"	2007	1845.587
"A41038274"	2010	1845.794
"A28623379"	2007	1846.225
"A31501901"	2009	1847.132
"B28127447"	2010	1847.457
"B08359093"	2009	1847.706
"A08189359"	2008	1847.9
"B46108403"	2011	1847.927
"A48108484"	2007	1848.41
"A12027488"	2014	1848.573
"B57551350"	2015	1848.802
"A59990580"	2017	1849.746
"A31070378"	2014	1850.029
"B37014388"	2008	1850.234
"B46191094"	2010	1850.599
"B46166013"	2014	1850.79
"A48047377"	2012	1851.381
"A04000881"	2007	1851.469
"A03028552"	2010	1852.852
"B48771711"	2016	1853.089
"B45020351"	2016	1853.415
"A08562910"	2013	1853.485
"B59469296"	2015	1854.024
"A28087575"	2013	1854.166
"A39000690"	2017	1854.237
"A18312041"	2014	1854.597
"A12017919"	2012	1855.082
"A80771116"	2007	1855.16
"A28167443"	2007	1855.97
"A46011888"	2014	1856.005
"A59990580"	2011	1857.129
"A08105256"	2008	1857.499
"A08199168"	2012	1858.59
"A39031620"	2014	1859.255
"A28681492"	2012	1860.122
"A29018207"	2011	1860.124
"A46044814"	2012	1860.571
"A08138042"	2011	1860.791
"B40003550"	2011	1861.12
"A31012636"	2014	1861.778
"A28175412"	2017	1861.815
"A20060075"	2011	1862.138
"A09021825"	2015	1862.223
"B83654426"	2011	1862.446
"A11682507"	2009	1862.526
"A35031343"	2009	1862.674
"A48093538"	2017	1863.717
"A46035770"	2013	1864.409
"A48802854"	2011	1864.715
"A28138386"	2012	1865.094
"A31096233"	2011	1865.402
"A62332580"	2014	1865.926
"A26013714"	2013	1866.367
"A21010616"	2017	1866.391
"A28399434"	2010	1866.418
"B03078391"	2017	1866.485
"A28410850"	2015	1866.572
"B20062295"	2010	1866.752
"A50011980"	2015	1867.717
"A46014650"	2011	1867.774
"A04016952"	2015	1868.33
"A31086598"	2016	1868.711
"A48045199"	2016	1869.194
"B43029305"	2015	1869.235
"A45020450"	2017	1869.236
"A03028461"	2015	1869.298
"A30006142"	2013	1869.373
"A07042435"	2015	1870.77
"A11012572"	2011	1871.112
"A08299406"	2007	1871.47
"A48009773"	2015	1871.843
"B80397409"	2013	1872.547
"A33602905"	2014	1873.295
"A25007105"	2012	1873.31
"A46005484"	2017	1873.626
"A17048752"	2013	1873.883
"B28028348"	2008	1875.273
"A28392694"	2012	1875.779
"B63220917"	2017	1876.155
"A08513749"	2011	1876.542
"B12020194"	2015	1876.556
"A12021267"	2016	1877.351
"A12000071"	2009	1877.515
"A43029339"	2007	1877.542
"A28543809"	2009	1878.048
"B08292054"	2009	1878.622
"A50042027"	2010	1878.661
"B28419703"	2015	1879.391
"A47006887"	2014	1880.297
"A03077898"	2015	1880.524
"A37003050"	2012	1880.567
"A41037672"	2009	1880.725
"F50011139"	2011	1881
"A28313351"	2012	1881.349
"A08630063"	2011	1881.595
"A28027811"	2010	1881.623
"B42141176"	2017	1882.081
"B46164091"	2016	1882.61
"A08005696"	2017	1883.111
"A08651762"	2012	1884.202
"A28524726"	2016	1884.647
"A12022224"	2013	1884.718
"A08005696"	2009	1885.039
"A31035413"	2014	1885.603
"B30034730"	2013	1885.631
"A33117995"	2014	1885.773
"B80470628"	2010	1885.955
"B17048364"	2012	1886.118
"A21011580"	2013	1886.349
"B36008555"	2009	1887.932
"B20070082"	2008	1887.943
"A35091057"	2016	1887.961
"A08285157"	2010	1888.238
"A21102157"	2013	1888.551
"A46002069"	2016	1889.215
"B31001290"	2015	1889.552
"A08042764"	2010	1889.831
"B38005377"	2011	1889.927
"B28127447"	2016	1890.686
"A08653685"	2017	1891.389
"A28662005"	2009	1891.533
"A08484107"	2014	1891.911
"A32007817"	2009	1892.324
"A39031620"	2013	1892.564
"A17001322"	2010	1892.652
"A08509788"	2015	1893.096
"A12029468"	2014	1893.131
"B04018495"	2016	1893.157
"A50042027"	2011	1893.473
"B28205532"	2007	1893.831
"A59320143"	2011	1894.205
"A46069456"	2007	1894.32
"A08202715"	2008	1894.661
"A46014650"	2008	1895.373
"A28173573"	2011	1895.612
"A43029339"	2008	1895.925
"A08069809"	2016	1896.206
"B38005377"	2010	1896.315
"A23019342"	2011	1896.966
"A03017886"	2016	1897.219
"B08190654"	2014	1897.425
"A04016952"	2017	1897.538
"A08710055"	2012	1898.513
"B08373250"	2017	1898.842
"B08488645"	2010	1899.568
"B20062295"	2009	1900.606
"B37020179"	2012	1900.607
"A36600518"	2012	1900.785
"A36249076"	2010	1900.826
"A03062619"	2014	1901.548
"B11009917"	2014	1902.527
"A04016952"	2016	1902.547
"A31404452"	2011	1902.846
"B08373250"	2015	1903.743
"A20060075"	2010	1904.043
"A45007614"	2012	1904.155
"B31001696"	2017	1904.324
"A28399434"	2009	1904.475
"A22001721"	2014	1904.857
"A35026590"	2009	1905.79
"A28329480"	2007	1905.84
"A41212572"	2009	1906.094
"B03078391"	2016	1906.251
"A11019767"	2015	1906.596
"A08012601"	2009	1907.12
"B46171518"	2014	1907.277
"A48033526"	2015	1907.293
"A49005861"	2012	1907.309
"A48102792"	2014	1908.297
"A45007614"	2010	1908.357
"A30029862"	2016	1908.448
"A31501901"	2010	1908.629
"B30000574"	2015	1909.162
"A29056769"	2015	1909.185
"A08723926"	2014	1909.285
"A08363400"	2008	1909.77
"A33026980"	2013	1910.799
"F37014560"	2013	1911
"A08347452"	2016	1912.125
"A33015454"	2013	1912.35
"A20047726"	2014	1912.824
"A28198661"	2010	1913.662
"A28012359"	2016	1914.024
"A18024919"	2010	1914.37
"A08132656"	2009	1914.39
"A03018710"	2015	1914.673
"B45020351"	2009	1914.939
"A08228124"	2014	1915
"A29056769"	2010	1915.225
"A28313351"	2014	1915.293
"A40004731"	2017	1915.295
"A36611622"	2012	1915.356
"A20574372"	2014	1915.386
"A46965034"	2017	1916.147
"A50060011"	2007	1916.296
"A04001897"	2017	1916.555
"A26014035"	2011	1916.734
"A21010616"	2016	1916.751
"A26013714"	2014	1917.041
"B08424855"	2014	1917.577
"A07036569"	2007	1917.6
"A46014155"	2010	1917.758
"A39022124"	2008	1917.82
"A28191088"	2015	1917.891
"B95087482"	2010	1918
"A28147197"	2008	1918.118
"B37020179"	2013	1918.303
"A20017604"	2009	1918.831
"A28027811"	2008	1919.284
"A09021833"	2011	1919.325
"A18024919"	2011	1919.848
"A20060075"	2007	1919.861
"B08292054"	2008	1920.08
"A08630063"	2009	1920.137
"A43016757"	2013	1920.749
"A43019975"	2015	1920.831
"B41088642"	2009	1921.172
"A32007817"	2013	1921.242
"B36620193"	2012	1921.65
"A33005612"	2014	1921.742
"A24020562"	2012	1921.773
"B27014398"	2013	1921.953
"A50013671"	2013	1922.039
"A28684512"	2013	1922.153
"A53288478"	2013	1922.184
"B08229221"	2013	1922.671
"A08999088"	2016	1922.678
"A08710055"	2014	1923.065
"A08063372"	2012	1923.497
"A08562910"	2012	1923.596
"A83401273"	2012	1923.84
"B36009942"	2013	1924.64
"B28307536"	2010	1924.751
"A08340267"	2015	1924.932
"A01014794"	2013	1925.033
"A08007056"	2010	1925.199
"A36600518"	2011	1925.202
"A22009492"	2017	1925.669
"A50060011"	2008	1925.676
"B40003550"	2013	1925.988
"A12022224"	2007	1926.86
"A28027811"	2009	1927.265
"B48059786"	2010	1927.857
"A28543809"	2011	1927.96
"A33603317"	2015	1928.058
"B81496515"	2013	1928.664
"B28543023"	2011	1929.351
"A31076508"	2017	1929.593
"B20049615"	2011	1929.838
"A80771116"	2017	1930
"A36600518"	2015	1930.04
"A08340267"	2017	1930.268
"A08347452"	2015	1930.457
"A46002069"	2011	1930.787
"A08397465"	2011	1930.81
"B17462961"	2012	1930.82
"A30014211"	2007	1931.337
"A08361644"	2017	1931.513
"A08375545"	2016	1931.523
"B46103131"	2016	1932.228
"B25006222"	2017	1932.242
"B12018008"	2016	1933.497
"A81000028"	2010	1933.767
"A08347452"	2017	1933.961
"B50047091"	2017	1934.105
"B08292054"	2007	1934.57
"A31501901"	2013	1934.669
"A07050420"	2008	1934.865
"A08541021"	2015	1935.669
"A28171601"	2008	1936.158
"B38028692"	2012	1936.26
"A11000098"	2017	1937.197
"A28392694"	2011	1937.288
"A31069321"	2015	1937.365
"A28543809"	2010	1937.43
"A46109054"	2007	1937.63
"A20060075"	2008	1938.051
"A11682507"	2010	1938.27
"A06163851"	2016	1938.882
"A61557641"	2010	1939.052
"A12015673"	2008	1939.287
"B08229221"	2012	1939.373
"A37043015"	2010	1940
"A11209749"	2008	1940.067
"B04018495"	2015	1940.179
"A28027811"	2007	1940.18
"A20557294"	2012	1940.378
"B92554765"	2015	1940.536
"B38017067"	2015	1940.773
"A45007614"	2011	1941.178
"A08559932"	2017	1941.932
"A17010018"	2008	1942.16
"A53288478"	2012	1942.759
"A46007548"	2009	1943.365
"A31069321"	2007	1943.823
"A36600518"	2016	1943.844
"A29018207"	2010	1943.876
"A08934168"	2011	1944
"A28443158"	2015	1944.607
"A07053374"	2017	1944.803
"A81944324"	2009	1945
"A08191579"	2012	1945.455
"A08659617"	2011	1946.158
"A36621522"	2016	1946.179
"A46002697"	2014	1946.51
"B41065418"	2014	1946.885
"A07019573"	2013	1947.056
"A21008727"	2011	1947.321
"A28012359"	2013	1947.51
"A30604680"	2009	1947.578
"B10005932"	2010	1947.941
"A80771116"	2016	1948
"A35005743"	2008	1948.086
"B83325076"	2009	1948.575
"A83401273"	2014	1948.678
"A30023295"	2013	1948.767
"B03004678"	2014	1948.927
"A50042027"	2009	1949.252
"A46002069"	2014	1949.594
"B35044197"	2010	1949.601
"A08199168"	2011	1949.712
"A30604680"	2010	1950.708
"A31076508"	2016	1951.159
"A13012869"	2015	1951.553
"A25022369"	2013	1952.102
"A29018207"	2008	1952.236
"A28039469"	2015	1952.917
"V30558738"	2014	1953.653
"A50032325"	2017	1953.755
"B28205532"	2008	1954.436
"A47011721"	2014	1954.651
"A39030812"	2012	1954.675
"A28112555"	2007	1954.679
"A01008069"	2012	1954.689
"A08453219"	2012	1954.713
"A46044814"	2011	1955.086
"A47000641"	2011	1955.149
"A07021256"	2015	1955.511
"A29018207"	2012	1955.517
"A96569207"	2015	1955.746
"A33604182"	2016	1955.844
"A20029104"	2009	1956.793
"A21008727"	2010	1956.898
"B30000574"	2014	1957.027
"A30022214"	2016	1957.897
"A28012359"	2014	1958.004
"A18431064"	2008	1958.341
"A31096233"	2010	1958.754
"B45020351"	2014	1958.864
"A03012614"	2007	1959.994
"A26021527"	2013	1960.185
"A21010616"	2015	1960.313
"A11609682"	2008	1960.58
"A18024919"	2015	1960.76
"A33014176"	2013	1961.014
"A50889955"	2012	1961.381
"B17048364"	2011	1961.553
"B11009917"	2013	1961.577
"A33025701"	2015	1961.643
"A25022369"	2012	1961.981
"B08488645"	2011	1962.178
"A08189359"	2010	1962.274
"A28681492"	2010	1962.292
"B03078391"	2015	1962.445
"A31018799"	2015	1962.484
"A30014211"	2012	1962.896
"A18024919"	2012	1963.273
"A31189350"	2011	1963.604
"A28485571"	2008	1963.706
"A28610863"	2014	1963.87
"A08659617"	2012	1964.033
"B11012820"	2014	1964.04
"B28120012"	2007	1964.83
"A08347452"	2014	1965.123
"A48050439"	2011	1965.127
"B30020226"	2007	1965.895
"B21015474"	2012	1965.98
"B20062295"	2011	1967.002
"A12006227"	2007	1967.09
"A59990580"	2016	1967.284
"B03101748"	2016	1968.102
"A02006021"	2009	1968.458
"A30023295"	2017	1968.591
"A46105086"	2012	1968.708
"A08710055"	2011	1969.544
"A28681492"	2011	1969.604
"A48119143"	2010	1969.964
"A28266989"	2017	1970
"A48061675"	2013	1970.567
"A35098482"	2009	1970.864
"A82716010"	2017	1971.263
"A08562910"	2014	1971.368
"B43241769"	2014	1971.565
"A33611195"	2013	1971.789
"B48059786"	2012	1971.862
"A08565285"	2017	1972.035
"A30022214"	2014	1972.081
"A08562910"	2015	1972.407
"B96246350"	2011	1972.605
"A08094567"	2007	1972.96
"A81808966"	2017	1973.202
"A30013791"	2009	1973.796
"A28681492"	2009	1974.043
"A28655157"	2012	1974.589
"B46164091"	2017	1975.346
"B03044641"	2015	1975.932
"A36006021"	2014	1976.128
"A41061771"	2012	1976.221
"B08373250"	2016	1976.226
"A05000682"	2017	1976.746
"A50042027"	2008	1976.783
"B29042348"	2012	1977.156
"B43004852"	2017	1977.919
"A28720795"	2011	1978.221
"A08518979"	2015	1978.335
"B50030964"	2009	1978.543
"A08659617"	2008	1978.592
"A44003663"	2013	1979.05
"A01005594"	2015	1979.166
"A32007817"	2011	1979.915
"A07026651"	2015	1980.078
"A08211112"	2010	1980.668
"B45020351"	2015	1981.77
"A20047726"	2013	1982.426
"A12385860"	2017	1983.469
"A08564502"	2014	1983.717
"B37020179"	2011	1983.945
"A28229409"	2012	1984.077
"B28337038"	2014	1984.334
"B41088642"	2011	1984.413
"B31001696"	2010	1985.715
"A30038020"	2008	1985.844
"B80470628"	2008	1986.03
"B38025920"	2014	1986.829
"A30604276"	2011	1987.241
"A15007750"	2007	1987.29
"A30014211"	2008	1987.371
"A28024172"	2010	1987.727
"A28681492"	2008	1987.731
"A46038519"	2017	1987.853
"A17055153"	2016	1988.062
"B08488645"	2008	1988.302
"A04007811"	2007	1988.367
"A12000071"	2008	1989.228
"A47006887"	2013	1989.355
"A48102792"	2013	1989.468
"B35044197"	2009	1989.743
"B46191094"	2013	1990.813
"A28693166"	2009	1991.652
"A01012293"	2010	1991.877
"B08229221"	2015	1992.053
"A33117995"	2012	1992.059
"A59736686"	2012	1992.159
"A12021267"	2015	1992.234
"B60552619"	2015	1992.317
"A20779849"	2014	1992.366
"A08347452"	2013	1992.417
"A28175412"	2016	1992.453
"A08630063"	2010	1992.485
"B43241769"	2013	1992.493
"A41031303"	2008	1992.51
"A81957367"	2017	1992.513
"A28054211"	2011	1992.987
"B17048364"	2010	1993.542
"A20060075"	2009	1993.84
"B31001696"	2012	1993.984
"A46002069"	2015	1994.183
"A50023423"	2012	1994.859
"A08453219"	2013	1994.982
"A08102410"	2015	1995.027
"A60401585"	2014	1995.365
"B03044641"	2014	1995.412
"A09021833"	2009	1995.465
"B41065418"	2013	1995.616
"A29025368"	2016	1996.193
"A47005095"	2007	1996.54
"A43020759"	2007	1996.727
"A30112221"	2015	1996.87
"A28266989"	2015	1997
"A36621522"	2013	1997.072
"B48092084"	2013	1997.299
"A41031303"	2007	1997.66
"A14026199"	2007	1998.28
"B41088642"	2010	1998.402
"A50889955"	2010	1998.51
"A08211112"	2008	1998.798
"A08479933"	2014	1999.186
"A36611903"	2013	1999.998
"A31037294"	2009	2000.506
"A28266989"	2016	2001
"A08466807"	2011	2001.128
"B08238263"	2016	2001.189
"A08360844"	2007	2001.401
"A35091057"	2014	2002.084
"B39523956"	2016	2002.13
"A50889955"	2011	2002.171
"A03028461"	2014	2002.19
"A29018207"	2009	2002.444
"A15021843"	2014	2003.068
"B20062295"	2013	2003.418
"A30005524"	2017	2003.435
"B28205532"	2015	2003.719
"B10005932"	2011	2004.084
"A30023295"	2014	2004.102
"A08421190"	2015	2004.447
"A17040072"	2017	2004.619
"A01007137"	2015	2004.631
"A21007570"	2011	2005
"B28205532"	2009	2005.252
"A08630063"	2013	2005.386
"B40003550"	2012	2005.936
"A59320143"	2010	2006.285
"A09028184"	2011	2006.407
"A48802854"	2012	2006.529
"A29008174"	2007	2006.832
"B28218816"	2013	2006.921
"A08493306"	2010	2007.699
"A31061401"	2013	2007.799
"A17000993"	2017	2008.161
"B30034730"	2012	2008.182
"A14004691"	2010	2008.254
"A25008046"	2007	2008.41
"A36611622"	2013	2009.088
"A30038020"	2009	2009.333
"B03101748"	2017	2009.42
"A11000098"	2016	2009.931
"B82274135"	2014	2010.526
"A36621522"	2011	2011.212
"B17462961"	2010	2011.561
"A07096886"	2010	2012.247
"B15009566"	2008	2013.081
"A45017142"	2014	2013.085
