nif	year	amortizacion
"B46164091"	2016	-347.203
"A12100020"	2010	-347.139
"B12007357"	2008	-347.126
"A29015849"	2015	-347.068
"A08005761"	2012	-346.973
"A08007056"	2015	-346.965
"A39003025"	2017	-346.766
"B43032713"	2016	-346.694
"B12015210"	2011	-346.659
"A15049281"	2015	-346.571
"B10005932"	2015	-346.445
"A36002285"	2015	-346.393
"B28379386"	2014	-346.362
"A50005156"	2016	-346.314
"B30034573"	2009	-346.234
"A79235891"	2015	-346.167
"A33019423"	2015	-346.002
"A28711893"	2013	-345.92
"A31013543"	2014	-345.854
"A46051918"	2011	-345.817
"B61395497"	2016	-345.812
"A27014430"	2013	-345.59
"A33013202"	2007	-345.56
"A41031303"	2008	-345.56
"A14015788"	2009	-345.434
"A33373622"	2015	-345.352
"B12681060"	2017	-345.323
"A01161066"	2016	-345.321
"A01161066"	2017	-345.314
"B28270411"	2014	-345.237
"B28361350"	2013	-345.233
"A28686111"	2016	-345.172
"A08393571"	2011	-344.85
"A28386225"	2015	-344.782
"A33018425"	2011	-344.665
"A07004187"	2015	-344.655
"A08375545"	2009	-344.613
"B10010775"	2015	-344.563
"B17016569"	2017	-344.489
"B37020179"	2016	-344.43
"A28579373"	2007	-344.407
"A30006142"	2015	-344.306
"A46164034"	2017	-344.288
"A33018425"	2013	-344.281
"B22004113"	2015	-344.233
"B08619363"	2016	-344.145
"A48080683"	2017	-344.008
"A08228124"	2015	-344
"A80316672"	2009	-344
"A28184661"	2013	-343.808
"B12007357"	2007	-343.713
"A32005548"	2012	-343.681
"A33018425"	2012	-343.617
"A08397002"	2013	-343.589
"B46084695"	2009	-343.541
"B08488645"	2009	-343.522
"A81841850"	2017	-343.504
"A26022657"	2015	-343.447
"A46109054"	2017	-343.27
"A28290799"	2016	-343.148
"A43025618"	2017	-343.13
"A07326473"	2009	-343.052
"A08042764"	2015	-342.988
"B37012069"	2012	-342.774
"A15024482"	2012	-342.525
"A08375545"	2008	-342.35
"A08132805"	2008	-342.339
"A25011180"	2016	-342.251
"A28510246"	2015	-342.221
"A50068923"	2008	-342.19
"B08721060"	2016	-342.158
"A22201164"	2016	-342.155
"F41114141"	2012	-342.122
"A28034031"	2011	-342.089
"A41031303"	2014	-342
"B63031660"	2013	-342
"A37003050"	2017	-341.987
"A12017760"	2017	-341.969
"A12385860"	2017	-341.93
"A07042435"	2017	-341.922
"A08221582"	2007	-341.875
"B03032620"	2017	-341.874
"A06017941"	2014	-341.828
"B46146080"	2014	-341.763
"B30041115"	2011	-341.689
"A48093868"	2009	-341.637
"A78092764"	2010	-341.61
"A16007064"	2014	-341.474
"B46111035"	2011	-341.325
"B73254898"	2017	-341.181
"A28491637"	2012	-341.163
"A08477663"	2016	-341.119
"A01005594"	2017	-340.973
"B35388867"	2012	-340.888
"A08329831"	2015	-340.848
"A33009630"	2016	-340.845
"B30566194"	2011	-340.702
"A08623928"	2015	-340.578
"A48020358"	2017	-340.558
"F30587919"	2017	-340.535
"B46084695"	2013	-340.425
"A34009191"	2013	-340.391
"A34009936"	2008	-340.352
"A82716010"	2017	-340.227
"A26022657"	2017	-340.115
"B46164091"	2013	-340.031
"A09007089"	2017	-339.901
"A48100002"	2015	-339.815
"A46068318"	2016	-339.769
"A38023925"	2009	-339.688
"A10301240"	2014	-339.647
"A35028208"	2015	-339.644
"A48093868"	2010	-339.61
"A07012826"	2017	-339.597
"A33005612"	2016	-339.375
"A30015820"	2016	-339.347
"A59202853"	2011	-338.952
"A06244131"	2013	-338.883
"A12014346"	2013	-338.882
"A17041708"	2011	-338.879
"A08131153"	2007	-338.87
"A17005968"	2013	-338.847
"B37020179"	2015	-338.801
"B81308439"	2011	-338.798
"A33006644"	2016	-338.701
"A20024832"	2016	-338.693
"A48226047"	2009	-338.625
"A03066909"	2010	-338.622
"A60401585"	2013	-338.578
"A12011672"	2011	-338.524
"A07059058"	2013	-338.51
"A38024345"	2016	-338.439
"A01292846"	2012	-338.408
"B80372220"	2010	-338.305
"A17483124"	2014	-338.294
"B50021658"	2011	-338.158
"B28102556"	2017	-338.105
"A62400718"	2013	-338.007
"A01008069"	2016	-337.922
"B36002913"	2014	-337.91
"B46047817"	2016	-337.89
"B15596331"	2012	-337.773
"A48025845"	2013	-337.653
"A45015872"	2017	-337.599
"A08623928"	2014	-337.464
"A28547115"	2014	-337.392
"B08282337"	2011	-337.257
"A46019063"	2013	-337.126
"A08438194"	2017	-337.081
"A30004790"	2015	-337.068
"A81527095"	2013	-337.034
"B35027143"	2016	-337.023
"B12018008"	2016	-337.012
"B03004801"	2012	-336.997
"B15004849"	2009	-336.882
"A14000533"	2013	-336.807
"A26023606"	2014	-336.632
"A47000641"	2014	-336.487
"A17054081"	2014	-336.478
"A18312041"	2016	-336.448
"A25020173"	2010	-336.289
"A07027261"	2013	-336.284
"A28648053"	2017	-336.103
"A31018799"	2013	-336.098
"A08384190"	2009	-335.903
"A17041708"	2017	-335.902
"B38008983"	2012	-335.872
"A12095295"	2007	-335.84
"A46023255"	2012	-335.795
"A78092764"	2008	-335.74
"A17005968"	2010	-335.735
"A14030027"	2012	-335.732
"A08005761"	2013	-335.615
"B35027143"	2017	-335.486
"A83102426"	2011	-335.389
"A28547115"	2015	-335.379
"A46109054"	2016	-335.35
"A08393571"	2013	-335.349
"A33018425"	2010	-335.255
"A28087583"	2015	-335.155
"A15049281"	2016	-335.071
"B35042092"	2012	-335
"A50000876"	2012	-334.977
"A08299406"	2010	-334.928
"A30038020"	2009	-334.885
"B11900602"	2010	-334.67
"A95249199"	2016	-334.664
"A28057008"	2015	-334.63
"A08393571"	2010	-334.629
"F10026128"	2013	-334.522
"A28283067"	2016	-334.479
"A28016947"	2009	-334.413
"A28290799"	2017	-334.321
"A59202853"	2009	-334.318
"A08221582"	2015	-334.254
"A38018404"	2015	-334.247
"B22004113"	2016	-334.225
"A12012605"	2010	-334.101
"A30033898"	2007	-334.05
"B50001874"	2015	-334.044
"A18312041"	2015	-333.956
"A59954487"	2011	-333.908
"A74136060"	2015	-333.815
"A31072325"	2015	-333.742
"B46102364"	2009	-333.697
"A41008301"	2016	-333.602
"B23011273"	2017	-333.514
"A46005252"	2014	-333.404
"B15032485"	2007	-333.363
"B36009207"	2008	-333.248
"A17005968"	2007	-333.24
"A08510364"	2015	-333.117
"B46146080"	2015	-333.101
"A36005718"	2010	-333.034
"A26008664"	2016	-332.991
"A35515485"	2015	-332.887
"B36007904"	2009	-332.833
"B36009942"	2014	-332.824
"A07042435"	2016	-332.772
"B14008999"	2010	-332.644
"A08372351"	2015	-332.577
"A50049105"	2014	-332.509
"A28449569"	2011	-332.32
"A60016037"	2013	-332.314
"A32007817"	2013	-332.031
"B28579324"	2013	-331.981
"A63645220"	2014	-331.935
"B46441275"	2017	-331.735
"A28684512"	2013	-331.702
"B08359705"	2014	-331.7
"A08329831"	2011	-331.669
"A08224545"	2012	-331.63
"A08568057"	2010	-331.526
"A08301475"	2013	-331.494
"A36604882"	2015	-331.424
"A20056248"	2016	-331.402
"B07034416"	2013	-331.401
"B28379386"	2015	-331.355
"A18017228"	2016	-331.28
"B23014848"	2017	-331.05
"A08097438"	2011	-331.048
"A45025327"	2017	-331.005
"A48108484"	2017	-331
"A95249199"	2015	-330.973
"B73212417"	2016	-330.77
"B38028692"	2016	-330.634
"A07026701"	2011	-330.62
"A08288490"	2010	-330.611
"A28686111"	2015	-330.61
"A28290799"	2015	-330.534
"A08069809"	2016	-330.489
"B08628455"	2012	-330.381
"A50889955"	2011	-330.358
"A08132805"	2013	-330.116
"A21102157"	2009	-330.042
"A28057008"	2016	-330.022
"B80146517"	2015	-330
"B28250090"	2016	-329.952
"A28683068"	2015	-329.786
"A08496473"	2016	-329.753
"A23022783"	2013	-329.54
"A08622938"	2009	-329.523
"A31031545"	2008	-329.499
"A14015101"	2016	-329.483
"B08216202"	2012	-329.437
"A46134748"	2013	-329.232
"A26021527"	2015	-329.115
"A28060515"	2015	-329
"A45017142"	2017	-328.929
"A81527095"	2015	-328.653
"A36604882"	2014	-328.589
"A26008664"	2017	-328.573
"A28306868"	2009	-328.366
"A31072325"	2016	-328.27
"B31083488"	2016	-328.249
"B28361350"	2010	-328.239
"A31624661"	2017	-328.22
"A57346926"	2016	-328.133
"B03004801"	2013	-328.044
"B28403194"	2009	-328
"A20024832"	2017	-327.966
"B48033278"	2007	-327.91
"B20049615"	2015	-327.885
"A18020271"	2017	-327.821
"B60420692"	2008	-327.64
"A46117792"	2016	-327.61
"A28313542"	2017	-327.607
"B30023535"	2017	-327.553
"B61425682"	2014	-327.515
"A41277336"	2014	-327.486
"A15049281"	2017	-327.471
"B30721237"	2013	-327.319
"A20032264"	2013	-327.212
"A78990603"	2017	-327
"A22013072"	2012	-327
"B30034573"	2012	-326.841
"B08359705"	2015	-326.79
"A28235158"	2017	-326.788
"A28563047"	2017	-326.771
"A08372351"	2014	-326.716
"B28379386"	2016	-326.619
"A28386225"	2016	-326.486
"B18012831"	2013	-326.477
"A43035542"	2007	-326.418
"B28623213"	2011	-326.402
"B28304129"	2012	-326.382
"B28361350"	2012	-326.275
"A35515485"	2016	-326.262
"A08244808"	2008	-326.247
"A28126274"	2015	-326.156
"B46441275"	2016	-326.152
"A28184661"	2009	-326.148
"A08604159"	2013	-326.065
"B28255016"	2012	-326.029
"B24013799"	2014	-325.984
"A22201164"	2015	-325.938
"B24013799"	2015	-325.889
"A03026697"	2016	-325.792
"B31039530"	2014	-325.577
"A28623379"	2017	-325.52
"A08012270"	2013	-325.456
"A48045199"	2013	-325.411
"B17016569"	2015	-325.41
"A36621522"	2014	-325.309
"A36604882"	2017	-325.293
"A08477663"	2017	-325.261
"A82275306"	2013	-325
"A08026197"	2013	-325
"A46066825"	2011	-324.997
"A33604182"	2014	-324.991
"A35028208"	2016	-324.9
"A28627446"	2013	-324.839
"A08094435"	2015	-324.746
"B20062295"	2016	-324.725
"A28683068"	2011	-324.586
"B08190654"	2016	-324.52
"A43001627"	2014	-324.503
"A28030062"	2009	-324.424
"A31404452"	2011	-324.278
"A08012270"	2012	-324.088
"A14000533"	2012	-324.034
"A26022657"	2016	-324.01
"A50000876"	2015	-323.975
"A08134942"	2017	-323.876
"A48876874"	2008	-323.77
"A12095295"	2010	-323.765
"A08132656"	2013	-323.555
"B35027143"	2015	-323.547
"A12100020"	2009	-323.511
"A18312041"	2017	-323.252
"A20037933"	2011	-323.233
"A46269155"	2008	-323.152
"A50049105"	2015	-323.005
"A08477663"	2014	-322.978
"A45011103"	2009	-322.93
"B31005507"	2009	-322.924
"A43015338"	2013	-322.906
"B31684020"	2017	-322.865
"B30023535"	2016	-322.864
"B30028187"	2017	-322.86
"A25011180"	2014	-322.821
"A35012780"	2015	-322.713
"A28273241"	2010	-322.677
"A41212572"	2016	-322.663
"A78092764"	2009	-322.417
"A35004399"	2013	-322.369
"A30004790"	2016	-322.289
"A07004187"	2014	-322.284
"A02006021"	2017	-322.279
"A08906208"	2017	-322.273
"A48093421"	2014	-322.187
"A30023295"	2016	-322.082
"A48226047"	2008	-322.004
"A28266989"	2016	-322
"B46441275"	2015	-321.921
"A08663809"	2012	-321.878
"A28096378"	2008	-321.874
"A12017760"	2011	-321.845
"B46037446"	2013	-321.789
"B60420692"	2010	-321.78
"A48093868"	2011	-321.654
"A08156218"	2014	-321.627
"B38028692"	2011	-321.627
"A07096886"	2015	-321.557
"A20037933"	2012	-321.387
"A46126439"	2014	-321.289
"B15017908"	2016	-321.25
"A28392694"	2014	-321.115
"A15590904"	2016	-321
"A34009191"	2012	-320.963
"A08005688"	2016	-320.955
"A35091057"	2016	-320.918
"A30023295"	2017	-320.498
"A08514986"	2013	-320.279
"A82494931"	2014	-320.256
"A61351540"	2014	-320.176
"B28376184"	2014	-320.156
"B28361350"	2014	-320.144
"A41008301"	2017	-320.053
"A36000073"	2014	-320.049
"A78067188"	2011	-320
"A41031303"	2015	-320
"A43035708"	2012	-319.991
"A08361644"	2017	-319.975
"A29018249"	2016	-319.956
"B38028692"	2015	-319.843
"A30014047"	2012	-319.789
"A48093868"	2012	-319.788
"A28145191"	2016	-319.755
"A28368603"	2013	-319.715
"A38027637"	2017	-319.71
"B61175725"	2008	-319.68
"A03066933"	2013	-319.659
"A33005612"	2017	-319.646
"A08262412"	2013	-319.627
"A28662005"	2012	-319.607
"A95249199"	2014	-319.606
"F14016729"	2008	-319.595
"B17011511"	2011	-319.583
"A47010095"	2008	-319.558
"A08709131"	2012	-319.277
"A20074068"	2014	-319.267
"A33018425"	2009	-319.132
"B50997949"	2017	-319.087
"A28313351"	2016	-319.01
"B15516933"	2013	-318.932
"A08623928"	2016	-318.928
"A43025618"	2012	-318.908
"A03066933"	2008	-318.848
"A30004790"	2014	-318.81
"A12003950"	2012	-318.746
"A23022783"	2012	-318.664
"A25020629"	2016	-318.616
"B48969877"	2011	-318.6
"A28108447"	2013	-318.6
"A16010126"	2016	-318.565
"A09004813"	2017	-318.556
"A30032619"	2008	-318.456
"A36604882"	2016	-318.42
"A07012826"	2016	-318.42
"A33025974"	2011	-318.306
"A08188658"	2017	-318.268
"A08110249"	2009	-318.249
"F04030672"	2017	-318.161
"A78990603"	2016	-318
"A28496438"	2014	-317.887
"A38019543"	2014	-317.84
"B28419703"	2015	-317.8
"A18017228"	2017	-317.712
"A08007056"	2016	-317.533
"A33024621"	2015	-317.442
"A46126439"	2016	-317.413
"A48093538"	2015	-317.368
"A13012869"	2015	-317.354
"A20012498"	2017	-317.329
"B42001297"	2017	-317.098
"A12095295"	2013	-317.096
"A39000690"	2010	-317.068
"A07096886"	2016	-317.055
"A02003465"	2015	-317.023
"A46066791"	2012	-317
"A81036923"	2014	-316.923
"A50027929"	2011	-316.911
"A08005688"	2017	-316.721
"A08188658"	2015	-316.688
"B15021835"	2015	-316.654
"A12012605"	2013	-316.632
"B48111124"	2012	-316.562
"A35515485"	2014	-316.439
"B24013799"	2016	-316.362
"A32002107"	2007	-316.34
"A47006887"	2013	-316.328
"A28313542"	2016	-316.319
"A46139937"	2013	-316.122
"B03020914"	2015	-316.065
"B61425682"	2017	-315.984
"B73212417"	2012	-315.96
"A08005761"	2011	-315.943
"B37012069"	2011	-315.829
"A50000876"	2011	-315.736
"A31072325"	2014	-315.722
"A62023262"	2015	-315.674
"A08132656"	2010	-315.669
"A48093538"	2016	-315.594
"A26011841"	2016	-315.435
"A48108484"	2008	-315.38
"A17483124"	2015	-315.365
"A08375545"	2013	-315.313
"B30034573"	2008	-315.31
"A07066467"	2007	-315.297
"A08122574"	2017	-315.224
"A08373102"	2015	-315.208
"A08061731"	2014	-315.069
"A30004790"	2017	-315.057
"A41031303"	2011	-315
"A08200651"	2013	-314.824
"A28022952"	2015	-314.552
"B27008408"	2016	-314.539
"A17010018"	2014	-314.477
"A31056500"	2017	-314.317
"V30558738"	2016	-314.218
"A81824047"	2017	-314.195
"A07096886"	2014	-314.176
"B17023995"	2007	-314.175
"A46043154"	2014	-314.021
"A46126439"	2015	-314.018
"B36880003"	2017	-313.859
"A78990603"	2015	-313.752
"A30029862"	2016	-313.648
"B11900602"	2009	-313.577
"A08623928"	2017	-313.555
"B24399305"	2014	-313.315
"A43002450"	2012	-313.299
"A43004472"	2017	-313.155
"A08188658"	2016	-313.127
"B17016569"	2016	-312.973
"B31001696"	2014	-312.748
"A28407484"	2009	-312.719
"B34226514"	2015	-312.613
"A08329831"	2014	-312.59
"A37003050"	2014	-312.577
"A33610106"	2013	-312.526
"A08384190"	2008	-312.48
"A35040831"	2014	-312.468
"A28637304"	2009	-312.436
"A28191088"	2015	-312.397
"A08122574"	2016	-312.355
"A08224081"	2015	-312.35
"A48033526"	2015	-312.264
"A28580546"	2008	-312.172
"A82275306"	2012	-312
"B20055703"	2017	-311.944
"A08147357"	2017	-311.868
"B46023677"	2011	-311.826
"A38017844"	2011	-311.697
"A46066791"	2007	-311.61
"A41010521"	2013	-311.608
"A46031845"	2011	-311.497
"A08623928"	2013	-311.494
"A30006142"	2008	-311.43
"A09092305"	2007	-311.421
"A12405577"	2012	-311.417
"A08630808"	2015	-311.413
"A08012270"	2011	-311.375
"A15018146"	2015	-311.308
"A08393571"	2012	-311.284
"A17000993"	2007	-311.14
"A08802068"	2016	-311.118
"A78343977"	2007	-311.05
"A24004103"	2015	-310.969
"A12021556"	2017	-310.926
"A82494931"	2015	-310.86
"B08156127"	2016	-310.745
"A04006706"	2013	-310.744
"A43004472"	2015	-310.63
"A30022909"	2013	-310.623
"A30005524"	2015	-310.535
"B12002457"	2008	-310.503
"A15018146"	2017	-310.337
"A12021556"	2013	-310.304
"A03026697"	2017	-310.269
"A08373102"	2017	-310.245
"A31825466"	2014	-310.01
"A02013985"	2008	-309.843
"B46045993"	2016	-309.643
"A12019840"	2017	-309.613
"A50049105"	2016	-309.578
"A17009093"	2016	-309.546
"A40002701"	2010	-309.385
"B22004113"	2014	-309.381
"A61587358"	2011	-309.337
"A28648053"	2012	-309.325
"A12021267"	2015	-309.306
"A41008301"	2015	-309.27
"B15017908"	2017	-309.244
"B03030913"	2014	-309.2
"A18024919"	2013	-309.101
"A08105256"	2017	-309.063
"A46066791"	2011	-309
"A30015820"	2017	-308.914
"B08988149"	2017	-308.82
"A33024621"	2016	-308.78
"A43025618"	2015	-308.701
"A04012258"	2011	-308.651
"A33009630"	2017	-308.647
"A30029862"	2012	-308.639
"A30006142"	2010	-308.564
"A33604406"	2016	-308.521
"A50043298"	2012	-308.494
"A33015454"	2014	-308.436
"A50005156"	2017	-308.411
"A58348038"	2017	-308.394
"A58348038"	2011	-308.291
"A41212572"	2015	-308.269
"B35046630"	2014	-308.196
"B11606761"	2015	-308.166
"A15018146"	2016	-308.157
"A08436214"	2016	-308.102
"A08189359"	2007	-308.06
"A36014009"	2012	-308.036
"A50052950"	2014	-307.901
"A28145498"	2016	-307.887
"A47000641"	2017	-307.847
"A46043154"	2015	-307.832
"B35046630"	2016	-307.763
"A50029065"	2013	-307.7
"A07050420"	2013	-307.564
"A46002697"	2014	-307.45
"A30031835"	2014	-307.41
"A28889939"	2015	-307.354
"A28313351"	2015	-307.351
"A48226047"	2007	-307.328
"B12015210"	2009	-307.178
"B46132387"	2007	-307.122
"A08397002"	2011	-307.015
"B58222548"	2014	-306.839
"A08466807"	2015	-306.769
"A28801942"	2014	-306.54
"A08104994"	2013	-306.466
"A36615037"	2017	-306.46
"A28496438"	2015	-306.35
"B36620193"	2017	-306.224
"B08721060"	2013	-306.204
"B50001874"	2016	-306.201
"B96906375"	2017	-306
"A78428596"	2013	-305.974
"A24004103"	2014	-305.874
"A20015368"	2013	-305.865
"B08142655"	2015	-305.849
"B33011792"	2014	-305.742
"A33618257"	2012	-305.548
"A08149668"	2012	-305.514
"A12025490"	2017	-305.496
"A08156218"	2015	-305.467
"A08361644"	2016	-305.446
"A07802218"	2016	-305.207
"A28518041"	2014	-305.093
"A50459528"	2015	-304.98
"A28133023"	2014	-304.887
"A22009492"	2011	-304.863
"A08132805"	2007	-304.827
"F03290871"	2016	-304.793
"A08191579"	2015	-304.732
"A20032264"	2012	-304.623
"A48087126"	2013	-304.602
"A17054081"	2017	-304.478
"B20062295"	2007	-304.422
"A08224081"	2011	-304.413
"A17009598"	2016	-304.36
"A15027139"	2017	-304.325
"A07326473"	2008	-304.321
"B08238263"	2016	-304.222
"A28357903"	2015	-304.212
"A28027647"	2016	-304.107
"B08216202"	2016	-304.074
"A29018249"	2015	-304.013
"A46068284"	2017	-304
"A08299406"	2008	-303.999
"B28623593"	2011	-303.991
"A81496382"	2015	-303.936
"B08619363"	2015	-303.881
"B30009039"	2016	-303.793
"A46072203"	2007	-303.72
"B48714133"	2014	-303.653
"A08373102"	2016	-303.633
"A29056769"	2017	-303.628
"B36002913"	2016	-303.536
"A46079380"	2016	-303.411
"A28987196"	2016	-303.363
"A50008390"	2017	-303.359
"A12025490"	2016	-303.295
"A12329223"	2012	-303.258
"A33018425"	2008	-303.211
"A20017604"	2017	-303.206
"A08332363"	2007	-302.898
"A08466807"	2014	-302.862
"A33618257"	2013	-302.831
"A48006423"	2013	-302.791
"A08154650"	2007	-302.78
"A33015454"	2015	-302.765
"A16007064"	2015	-302.709
"A28889939"	2016	-302.616
"A17014119"	2010	-302.573
"A25022369"	2014	-302.504
"A28684512"	2016	-302.386
"A80433519"	2009	-302.332
"A28057008"	2013	-302.269
"A09030412"	2017	-302.254
"A48119622"	2013	-302.058
"A41031303"	2010	-302
"A35515485"	2017	-301.997
"A50032309"	2012	-301.994
"A29008174"	2010	-301.94
"B46037446"	2011	-301.923
"A50049105"	2017	-301.911
"A46089819"	2009	-301.783
"A46003265"	2009	-301.678
"A07084940"	2007	-301.67
"B28361350"	2017	-301.611
"A28579191"	2015	-301.606
"A17051152"	2017	-301.578
"A08630063"	2012	-301.518
"A28386225"	2017	-301.387
"A08224081"	2016	-301.359
"A28496438"	2016	-301.249
"F30587919"	2016	-301.169
"A48025845"	2012	-301.138
"A24003873"	2013	-301.122
"A20012498"	2011	-301.1
"B03019106"	2016	-301.061
"A08276438"	2011	-301.007
"B35027143"	2014	-300.855
"A33618257"	2011	-300.848
"A48057467"	2011	-300.717
"A31001266"	2013	-300.681
"A38003679"	2014	-300.607
"B08721060"	2011	-300.576
"A08005688"	2015	-300.552
"B08190654"	2015	-300.497
"A08445983"	2010	-300.425
"A08066300"	2007	-300.35
"A32006215"	2012	-300.349
"A16010126"	2017	-300.342
"A07004187"	2017	-300.335
"A28617801"	2008	-300.293
"A08122574"	2015	-300.026
"A31070378"	2017	-300.02
"A58348038"	2016	-299.979
"A08329831"	2017	-299.958
"A82716010"	2016	-299.845
"B28249431"	2010	-299.795
"A06017941"	2016	-299.75
"A17014523"	2007	-299.711
"A23012719"	2007	-299.69
"A09030412"	2016	-299.668
"B30721237"	2008	-299.655
"A20037933"	2010	-299.642
"B46047817"	2017	-299.634
"A30024798"	2014	-299.63
"A08484107"	2011	-299.615
"A79259339"	2010	-299.572
"A16010126"	2015	-299.488
"B97131155"	2012	-299.392
"B50997949"	2016	-299.357
"B35329077"	2014	-299.349
"A28662005"	2014	-299.347
"B80372220"	2014	-299.1
"A26011841"	2012	-299.016
