nif	year	existencias
"A08228124"	2014	1540
"B35018332"	2014	1540.092
"A28452647"	2017	1540.15
"A46226122"	2008	1541.184
"A03024809"	2016	1541.94
"A20031076"	2011	1542
"A37003050"	2016	1542.023
"A48045199"	2011	1542.138
"A96918867"	2013	1542.225
"B28193340"	2007	1542.331
"A08257388"	2012	1542.354
"A08612103"	2010	1542.74
"A31071756"	2009	1543.912
"A28027647"	2017	1543.954
"A07051253"	2012	1544.864
"A28392694"	2015	1544.959
"A30012041"	2011	1545.282
"B97526008"	2014	1545.6
"A01015510"	2017	1546.491
"B08721060"	2014	1546.897
"A08170151"	2011	1547
"A39030200"	2008	1547.08
"B20062295"	2008	1547.093
"A28724268"	2017	1547.657
"A28145191"	2013	1548.746
"B07034416"	2013	1548.966
"A35098482"	2009	1549.603
"A36615474"	2014	1549.666
"A20032264"	2014	1549.702
"B08113615"	2012	1550.325
"A50011980"	2011	1551.097
"A30040562"	2017	1551.638
"A30001010"	2007	1551.68
"A29030715"	2008	1551.76
"A08730277"	2013	1552.133
"B03100831"	2013	1552.199
"F50561091"	2013	1552.214
"A28352656"	2016	1552.866
"A12006227"	2010	1553.176
"B26011361"	2012	1553.813
"F03290871"	2015	1553.848
"A01009265"	2014	1554.033
"A08200032"	2007	1554.357
"A08667370"	2011	1554.717
"B39014709"	2008	1555.054
"A20003042"	2013	1555.152
"A28399434"	2008	1555.386
"A15590904"	2014	1555.98
"B28579324"	2009	1556.054
"B22003099"	2016	1556.6
"B31039530"	2016	1556.619
"A15038326"	2007	1556.785
"A61351540"	2008	1557
"A31082712"	2008	1557.075
"A38026605"	2010	1557.18
"A30015820"	2014	1557.297
"A48876874"	2016	1557.459
"A50000876"	2010	1557.476
"A25041146"	2009	1557.788
"A35014075"	2016	1558.027
"A58349929"	2012	1558.129
"A23020506"	2017	1558.805
"B41072471"	2017	1558.827
"A08181067"	2017	1558.896
"A28720795"	2017	1559.187
"A39000690"	2015	1559.211
"A08225278"	2012	1559.271
"A28550960"	2013	1559.544
"B36002913"	2014	1559.612
"B27011477"	2016	1559.738
"B20062295"	2007	1559.879
"A12027488"	2015	1560.037
"A08257388"	2015	1561.925
"A08710055"	2013	1561.992
"A35091057"	2016	1562.382
"B46055489"	2016	1563.255
"A40002701"	2008	1564.788
"B39008404"	2016	1564.823
"A50032325"	2012	1564.921
"A28112555"	2010	1565.059
"B48045942"	2013	1566.287
"B61395497"	2012	1566.979
"B46063137"	2014	1567.98
"A28581247"	2013	1568.043
"A28126274"	2013	1568.422
"A03681186"	2012	1568.43
"A28610863"	2014	1568.59
"A46074563"	2012	1568.599
"A78428596"	2008	1568.6
"A61351540"	2009	1569
"A28452647"	2016	1569.332
"A36121176"	2008	1569.583
"A19011634"	2015	1569.747
"A37003050"	2017	1569.93
"A08436214"	2015	1570.046
"B73108755"	2011	1570.156
"B39551973"	2014	1570.169
"A50013671"	2017	1570.187
"B01128552"	2016	1570.643
"A08029951"	2015	1571.051
"B03037736"	2008	1571.38
"A28019461"	2007	1571.69
"B03087293"	2014	1571.703
"B17593633"	2015	1571.753
"B31001696"	2007	1572.003
"B50001874"	2013	1572.015
"A17040072"	2017	1572.038
"B50030964"	2016	1572.469
"A50013671"	2016	1572.632
"A08612103"	2016	1572.683
"A50032325"	2015	1572.806
"B92403716"	2017	1573.103
"A08657017"	2015	1573.138
"B29042348"	2013	1574.082
"A31031545"	2017	1574.61
"B31064082"	2016	1574.822
"B59886531"	2014	1575
"A04012258"	2007	1575.6
"A12294815"	2015	1576.049
"B46148797"	2011	1576.588
"A08396830"	2017	1576.759
"A08311995"	2010	1576.875
"A32006579"	2017	1577.184
"A20003042"	2014	1577.293
"A38485827"	2009	1577.606
"B17228081"	2007	1577.858
"B08216202"	2014	1577.867
"A48020358"	2017	1577.96
"A48087126"	2013	1578.148
"A08723926"	2011	1578.435
"B39014709"	2015	1578.535
"A08679060"	2017	1579.074
"A29006343"	2013	1580.113
"A46105508"	2007	1580.518
"A26297663"	2007	1581.101
"V30558738"	2015	1581.167
"A08283798"	2014	1581.256
"B38020020"	2008	1581.435
"A12006227"	2009	1581.765
"A03024809"	2010	1582
"A22001721"	2013	1582.318
"A08262065"	2008	1582.864
"A03062619"	2014	1583.288
"B63220917"	2013	1583.833
"A59202853"	2010	1583.949
"A08630063"	2010	1583.981
"A28375913"	2013	1584
"A15031800"	2015	1584.221
"B20062295"	2015	1584.317
"A38000410"	2013	1584.345
"A46078267"	2017	1585.47
"A17009093"	2012	1585.513
"B60338290"	2015	1585.65
"A48121826"	2014	1586.311
"A08710055"	2016	1586.558
"A08375545"	2016	1586.691
"A39000690"	2017	1586.794
"B08488645"	2009	1586.921
"A29049509"	2008	1586.942
"B63218440"	2013	1587.412
"A45010204"	2016	1588.55
"B36009942"	2007	1588.653
"A01167204"	2012	1588.79
"A29012044"	2011	1588.907
"A28399715"	2010	1589.789
"A46137352"	2015	1589.872
"A59202853"	2015	1589.918
"A22271209"	2016	1589.92
"B36603629"	2014	1590.229
"A19011634"	2017	1590.355
"B48045942"	2017	1590.392
"B30041115"	2011	1592.249
"A39005095"	2013	1593.023
"A08667016"	2011	1593.068
"A12100020"	2012	1593.805
"A41695149"	2013	1594
"A50030543"	2011	1594.283
"A45015872"	2010	1594.321
"A24022196"	2007	1594.92
"A08013898"	2008	1594.982
"B50001874"	2016	1595.01
"B12015210"	2013	1595.419
"A28577864"	2011	1595.513
"B31039530"	2017	1595.835
"A28352656"	2012	1595.897
"A01035807"	2009	1596
"A08683864"	2008	1596.357
"A03086931"	2013	1596.39
"B31039530"	2015	1596.782
"A31068927"	2012	1597.207
"A08623928"	2012	1597.462
"A28496438"	2011	1597.54
"A20012498"	2013	1597.566
"A25011180"	2016	1598.373
"F06305007"	2017	1599.041
"A26011841"	2011	1599.908
"B31009715"	2013	1600.05
"A03024809"	2014	1600.19
"B08367948"	2012	1600.359
"B45005279"	2013	1600.799
"A28579373"	2017	1600.93
"A33560772"	2013	1601.02
"A46072203"	2017	1601.431
"A08093015"	2008	1601.546
"A08607988"	2012	1601.761
"A21007950"	2016	1601.854
"A46072203"	2010	1602.099
"B46111035"	2014	1602.171
"A46126439"	2012	1602.323
"A84039338"	2015	1602.521
"B28579506"	2015	1602.571
"B36623148"	2012	1602.66
"A46151973"	2013	1602.727
"A08568057"	2015	1603.399
"A14022099"	2016	1603.788
"A12083002"	2017	1603.889
"B46054508"	2007	1603.9
"A28112555"	2007	1603.929
"A63414486"	2017	1604
"A15007727"	2015	1604.038
"A03017308"	2008	1604.11
"A50049105"	2011	1604.246
"A34009936"	2013	1604.775
"A17018276"	2007	1605.406
"A03024809"	2017	1606.47
"B82612896"	2016	1606.521
"A12017760"	2009	1606.766
"B35044197"	2013	1606.769
"B50030964"	2009	1606.89
"A43014174"	2015	1606.98
"A48016794"	2011	1607.062
"A08612103"	2011	1607.468
"B11050176"	2007	1607.86
"A48059950"	2012	1607.901
"A08374332"	2014	1608.07
"A07066467"	2015	1608.185
"A18024919"	2008	1608.452
"A08704520"	2016	1608.914
"A08228124"	2016	1609
"B20055703"	2012	1609.621
"A36249076"	2011	1610.31
"A20017604"	2014	1610.72
"A06007637"	2013	1611.097
"B50030964"	2017	1611.11
"A28325785"	2016	1611.965
"A08093015"	2009	1611.966
"A08311995"	2009	1612.567
"A28375913"	2011	1614
"A28734432"	2013	1614.083
"B30034730"	2016	1614.15
"B17048364"	2016	1614.781
"A59202853"	2012	1614.944
"B46055943"	2007	1615.024
"A08906208"	2015	1615.494
"A28733350"	2015	1615.661
"A08612103"	2014	1615.967
"A58415779"	2016	1616.256
"B73456147"	2016	1616.649
"A30023295"	2013	1616.836
"A31071756"	2010	1617.722
"A82275306"	2008	1618.177
"A39005095"	2011	1618.187
"A08061590"	2011	1618.311
"B46135364"	2010	1618.694
"A43355403"	2009	1618.75
"A36060754"	2016	1618.862
"B46084695"	2010	1619.029
"B28126019"	2017	1619.1
"B81760829"	2007	1620.09
"A08621161"	2010	1620.388
"A48110381"	2017	1621.179
"A29049509"	2009	1621.538
"A58349929"	2007	1621.842
"A28278596"	2007	1622.61
"A15024482"	2013	1622.913
"A50011980"	2013	1622.98
"A48006423"	2012	1623.014
"A07061161"	2016	1623.411
"A07052244"	2014	1623.418
"B38238788"	2016	1623.65
"A35251727"	2015	1623.979
"B82175001"	2008	1624.077
"A46019204"	2008	1624.886
"A08228124"	2015	1625
"B48045140"	2011	1625.851
"B11605862"	2009	1626.333
"B36009942"	2017	1627.037
"A46084984"	2009	1627.153
"A28712479"	2016	1627.558
"A24003873"	2012	1627.87
"A03001948"	2011	1627.879
"A08091894"	2007	1628.02
"B48033278"	2017	1628.233
"A48110381"	2012	1628.24
"A08481632"	2010	1628.849
"A15032196"	2010	1628.971
"A08612103"	2013	1629.268
"A48061675"	2010	1629.575
"A36603421"	2009	1630.649
"A30610984"	2012	1630.684
"A30040224"	2011	1630.928
"A31082712"	2015	1630.995
"B11900602"	2015	1631.817
"A17001678"	2011	1632.044
"A28313542"	2014	1632.541
"A28675908"	2011	1633.099
"A30041883"	2016	1634.076
"A08091894"	2013	1634.121
"A48017974"	2011	1634.697
"A08663098"	2013	1634.783
"A84039338"	2013	1634.786
"B23011273"	2014	1635.181
"A08595324"	2011	1635.685
"A41277336"	2013	1635.693
"A50057421"	2013	1636.853
"A22201164"	2016	1637.022
"B31009715"	2008	1637.133
"A08644932"	2013	1638.416
"A28681492"	2009	1638.539
"A33016403"	2016	1638.598
"A08012601"	2009	1638.759
"A08683864"	2009	1638.946
"A07051253"	2017	1639.031
"B73108755"	2012	1639.206
"A28375913"	2014	1639.437
"A08225278"	2009	1639.904
"A08467052"	2015	1640
"A12006227"	2008	1640.087
"A50032002"	2016	1640.283
"A31082712"	2016	1640.361
"A20017604"	2013	1640.599
"B28579324"	2007	1640.642
"A31071756"	2008	1640.817
"A08220428"	2014	1642.159
"A01009265"	2015	1642.241
"B28555001"	2012	1642.245
"A28229409"	2012	1642.256
"B61395497"	2010	1642.784
"A41022609"	2014	1642.834
"A28039469"	2013	1642.904
"A58294166"	2016	1643.071
"A28325785"	2015	1643.492
"A36621522"	2013	1643.895
"A08520629"	2007	1643.93
"A28202075"	2007	1644.12
"B12020194"	2015	1644.338
"B12457230"	2015	1644.65
"B48714133"	2015	1644.831
"A17004763"	2017	1645.299
"A28278596"	2013	1646
"A28145191"	2009	1646.147
"B96011283"	2017	1646.957
"A08572729"	2009	1647.263
"A33373622"	2010	1647.337
"C28863686"	2009	1647.968
"A28734432"	2014	1648.092
"A28134534"	2008	1648.193
"A46068318"	2016	1648.199
"B35044197"	2011	1649.473
"A28662005"	2009	1649.554
"A28612208"	2017	1649.593
"A58907015"	2016	1649.644
"A28399715"	2016	1649.686
"A28496438"	2012	1650.832
"A08607988"	2016	1650.85
"A31096233"	2015	1650.983
"A31082712"	2017	1651.364
"A28734432"	2011	1651.513
"A31034606"	2013	1651.576
"B07034416"	2014	1651.742
"A33018664"	2014	1651.8
"A28375913"	2015	1652.51
"A28648053"	2011	1652.599
"B31071178"	2008	1652.737
"A46105086"	2014	1652.889
"A38225041"	2013	1652.913
"A08562431"	2017	1652.996
"A26270322"	2011	1653
"A48087126"	2014	1653.071
"A31031545"	2009	1654.004
"B08423246"	2011	1655.945
"A12100020"	2013	1657.02
"B61395497"	2011	1657.236
"A31065915"	2011	1657.357
"A07066467"	2016	1658.22
"A12283388"	2007	1658.3
"B01003581"	2016	1658.615
"A33604406"	2012	1658.679
"A30022958"	2009	1658.999
"A23010200"	2010	1659.556
"A36615896"	2013	1659.907
"A28577864"	2016	1660.833
"A58294166"	2015	1660.914
"A29507456"	2011	1661.225
"A08186074"	2010	1661.9
"A48107809"	2013	1662.227
"A28675908"	2010	1662.506
"A08257388"	2007	1662.57
"A24004103"	2012	1663.474
"A48102792"	2015	1663.589
"A42003368"	2017	1663.805
"A60016037"	2014	1663.817
"A08097180"	2017	1664.031
"A28733350"	2016	1664.363
"A28392694"	2017	1664.836
"A08061731"	2007	1665.728
"A34007831"	2013	1665.811
"A48020358"	2013	1665.958
"B31631062"	2010	1666.277
"B21011333"	2007	1666.306
"A20574372"	2008	1667.5
"A46105086"	2015	1668.161
"A47010095"	2009	1668.42
"A12083002"	2013	1669.079
"A27199140"	2009	1669.893
"B30000574"	2011	1669.93
"A08243297"	2010	1669.981
"B08216202"	2016	1670.177
"A45014610"	2011	1670.255
"A28375913"	2017	1670.573
"A17040072"	2015	1670.813
"A08663809"	2011	1670.891
"A17040072"	2016	1671.125
"B46173423"	2015	1671.174
"A08132565"	2015	1671.39
"A48017974"	2012	1671.438
"B36009207"	2008	1673.079
"A48034110"	2013	1673.311
"B39019468"	2015	1673.795
"A08630063"	2011	1674.002
"B46114724"	2009	1674.342
"A50022698"	2016	1674.514
"A31038839"	2008	1674.85
"A08382491"	2017	1675.638
"A08159816"	2014	1675.668
"A31071756"	2011	1675.674
"A50018837"	2010	1676.389
"A15032196"	2012	1676.424
"A28399715"	2015	1676.431
"A30015820"	2015	1676.688
"A08228124"	2017	1677
"A20015137"	2017	1677.822
"A30023238"	2008	1677.884
"A07089121"	2015	1677.995
"A31196983"	2011	1678.015
"A17013947"	2008	1678.2
"A32006579"	2016	1678.296
"B46163655"	2014	1678.3
"A30014047"	2007	1678.308
"A31018492"	2007	1678.61
"A47022165"	2016	1678.847
"A28399715"	2013	1678.87
"A28577864"	2017	1678.922
"A08621161"	2011	1679.243
"B37015526"	2016	1679.584
"A08029951"	2016	1679.587
"A08329963"	2015	1679.865
"A01035807"	2010	1680
"A30046320"	2010	1680.246
"B50030964"	2008	1680.392
"B28494797"	2017	1680.523
"A41277336"	2015	1680.677
"B39008404"	2017	1681.712
"B39014709"	2007	1681.943
"B22004931"	2013	1681.953
"A43019975"	2009	1682.21
"A01016450"	2015	1682.612
"A08675522"	2009	1683.338
"A20003042"	2017	1683.347
"B50030964"	2010	1683.4
"A26020198"	2010	1684.568
"A28375913"	2012	1685
"A28108447"	2011	1685.097
"A36615474"	2016	1685.615
"B03091527"	2015	1686.149
"B07034416"	2017	1686.194
"A08063372"	2009	1686.727
"A31031545"	2008	1686.757
"A28278596"	2012	1687
"A08061590"	2012	1687.279
"A08013898"	2010	1687.348
"B50030964"	2014	1687.636
"A01000249"	2007	1687.72
"A28496438"	2009	1687.747
"A28399715"	2007	1687.849
"A33019423"	2013	1688.242
"A01161066"	2008	1688.312
"A19011634"	2016	1688.64
"A36621522"	2012	1689.446
"A30022909"	2013	1689.912
"A07053374"	2016	1690.305
"A29063567"	2012	1690.703
"B08423246"	2016	1691.237
"A14033526"	2017	1691.356
"A28415487"	2017	1691.41
"A35045681"	2010	1691.721
"A12016093"	2011	1692.079
"A36201259"	2008	1692.3
"A46170080"	2012	1692.925
"B48033278"	2016	1693.165
"A46226122"	2009	1694.787
"A20012498"	2012	1694.793
"B11900602"	2017	1694.976
"B12015210"	2014	1695.485
"A08186074"	2013	1696.228
"A35735083"	2014	1696.234
"A50068923"	2012	1696.416
"A18312041"	2017	1697.038
"A48087126"	2017	1697.826
"A08513749"	2009	1698.68
"A38225041"	2012	1698.743
"B46149555"	2012	1699.293
"A48117881"	2017	1699.401
"A29063567"	2013	1699.611
"A21391917"	2012	1700.071
"A25011180"	2008	1700.673
"B36002913"	2013	1700.923
"A07051253"	2014	1701.168
"A08595324"	2016	1702.004
"A48080881"	2016	1702.497
"A50000876"	2011	1702.686
"A22001721"	2017	1703.239
"A28581247"	2008	1703.664
"B48045942"	2012	1703.685
"A32006215"	2017	1704.702
"B48059786"	2010	1704.879
"A10301240"	2012	1704.944
"F30046411"	2010	1705.001
"A21007950"	2017	1705.808
"A96918867"	2016	1705.852
"A50011980"	2016	1706.054
"B11018462"	2013	1706.621
"A36603421"	2011	1707.67
"A12016549"	2011	1707.68
"A33036807"	2017	1707.801
"A48020358"	2014	1708.177
"A28449569"	2010	1708.232
"B38024089"	2009	1708.344
"A28399434"	2007	1708.807
"A59119917"	2015	1709.662
"A31031545"	2010	1709.854
"A17013947"	2007	1710.38
"B31049273"	2009	1710.516
"B11018462"	2010	1710.538
"A26011841"	2013	1710.785
"B31065212"	2016	1710.9
"A08499568"	2014	1710.987
"A46089819"	2008	1711.156
"V30558738"	2013	1711.297
"A08283798"	2015	1711.757
"A28011286"	2016	1712
"A48093421"	2012	1712.534
"A08623928"	2016	1712.73
"A04236931"	2015	1712.914
"B03032620"	2017	1713.045
"A28734432"	2012	1713.448
"A12016549"	2008	1713.62
"A22201164"	2017	1714.126
"A24001661"	2012	1714.539
"A25041146"	2010	1714.747
"A39023759"	2015	1714.943
"B81760829"	2010	1715.073
"A21000427"	2008	1715.485
"B46114724"	2007	1715.515
"A28039469"	2016	1716.569
"B28126019"	2011	1716.845
"A48061675"	2007	1716.878
"A41695149"	2012	1717
"A08675522"	2010	1717.234
"A36615896"	2007	1717.38
"A58349929"	2009	1717.443
"A30023238"	2007	1717.628
"A08720708"	2011	1718.059
"A25011180"	2012	1718.066
"B03158532"	2008	1718.46
"B26011361"	2013	1718.467
"A28337129"	2017	1718.535
"B28120012"	2010	1718.613
"B35044197"	2010	1719.365
"B11018462"	2009	1719.481
"A46126439"	2015	1719.567
"B08488645"	2010	1719.609
"A30022909"	2017	1720.045
"A08595324"	2012	1720.075
"A39007943"	2011	1721.042
"A43025618"	2016	1721.508
"A39031406"	2016	1721.559
"A31138761"	2007	1721.932
"A08723926"	2008	1721.999
"A08097180"	2016	1722.075
"A08042764"	2009	1722.487
"A08710055"	2015	1722.653
"B19001551"	2007	1722.946
"A46105508"	2009	1723.348
"A35031343"	2010	1724.581
"A08186074"	2012	1724.651
"A41028820"	2013	1724.945
"A28278596"	2016	1725.03
"A28313542"	2015	1725.048
"A08262065"	2009	1725.508
"A08730277"	2014	1725.802
"B10005932"	2011	1726.258
"A08329963"	2013	1726.311
"V30405880"	2013	1726.545
"A17001678"	2010	1727.766
"A08021768"	2016	1727.969
"A36121176"	2011	1728.435
"A28458826"	2009	1729.114
"A20574372"	2016	1729.265
"A46105508"	2015	1729.294
"B28120012"	2017	1729.334
"A08063372"	2013	1729.512
"B28579506"	2017	1730.17
"A08681264"	2015	1730.498
"A48016794"	2012	1730.996
"A24015802"	2016	1731.205
"B31065212"	2017	1731.233
"A08243297"	2014	1731.249
"A45015872"	2011	1731.473
"A28496438"	2013	1731.876
"A08657017"	2007	1731.995
"A43035401"	2010	1732.015
"A08591075"	2013	1732.34
"A32007817"	2016	1732.345
"B39014709"	2014	1732.487
"A28074078"	2012	1732.512
"B28341790"	2008	1733.04
"A24004103"	2013	1733.205
"A08720708"	2009	1733.57
"B73070914"	2009	1733.639
"A27199140"	2010	1733.935
"A28337129"	2014	1734.213
"A27199140"	2008	1736.94
"A28550960"	2015	1737.238
"A08689796"	2008	1737.29
"A28058758"	2007	1737.333
"A60016037"	2017	1737.727
"A50008937"	2014	1737.947
"A24001661"	2014	1737.951
"A07066467"	2014	1738.319
"A50068923"	2010	1738.679
"A15038326"	2012	1738.996
"A46965034"	2016	1740.111
"A50038959"	2015	1740.144
"A08159816"	2015	1740.606
"A29507456"	2016	1740.648
"A28278596"	2008	1741.96
"A28011286"	2017	1742
"A33024621"	2016	1742.747
"A23014871"	2012	1743.228
"B46084695"	2008	1743.331
"F50561091"	2012	1743.42
"B35011675"	2007	1743.508
"B31067168"	2009	1743.532
"B63533095"	2013	1743.594
"A58907015"	2015	1744.449
"A08061590"	2010	1744.56
"A03197308"	2014	1745.299
"A30046320"	2012	1745.432
"A08300774"	2013	1745.577
"A38019543"	2015	1745.868
"A41084740"	2007	1745.884
"A39005095"	2012	1745.916
"B36009942"	2010	1746.284
"B03039609"	2016	1746.327
"A36060754"	2013	1746.447
"A40005514"	2009	1746.802
"A45010204"	2014	1748.177
"A15031800"	2016	1748.639
"F04030672"	2007	1748.678
"B41058124"	2015	1749.292
"A34003624"	2013	1749.369
"A46087565"	2017	1750.185
"A01006055"	2015	1750.222
"A08667370"	2007	1750.3
"A08042764"	2008	1750.639
"A08720708"	2008	1751.476
"A30040224"	2016	1751.598
"B39019468"	2016	1752.532
"B07034416"	2015	1752.57
"B13004924"	2016	1753.096
"A08520629"	2009	1753.503
"A08396830"	2016	1753.853
"A08301475"	2012	1753.869
"A08193591"	2017	1754.33
"A33606682"	2017	1754.601
"A31624661"	2016	1754.918
"B46054508"	2008	1755.293
"A08311995"	2014	1756.054
"B03032620"	2015	1756.793
"B03004678"	2014	1757.279
"A27007731"	2017	1757.336
"A28623155"	2016	1757.739
"A30046320"	2015	1758.109
"A47022058"	2010	1758.207
"A30025555"	2013	1758.401
"A17023813"	2011	1758.497
"A08093015"	2010	1758.519
"A29063567"	2017	1758.949
"C28863686"	2011	1758.969
"A28667244"	2012	1759.412
"A33019423"	2011	1759.746
"A30046320"	2017	1760.176
"A08102410"	2007	1760.45
"A24001661"	2013	1761.543
"A08595324"	2013	1761.89
"A48119622"	2012	1762.588
"A08496473"	2012	1763.174
"A08311995"	2008	1764.221
"A03033164"	2017	1764.59
"A20036083"	2013	1764.708
"B36009207"	2016	1765.465
"B31009715"	2010	1765.741
"A48064182"	2009	1766
"A01006659"	2016	1766.266
"A25041146"	2008	1766.5
"A28451649"	2008	1766.513
"A33608563"	2009	1768.087
"A23022783"	2013	1768.515
"B03091527"	2017	1768.715
"A08285363"	2013	1769.402
"B03032620"	2016	1770.209
"B46055943"	2014	1770.211
"A08499568"	2012	1770.353
"B37015526"	2017	1770.658
"A28672624"	2012	1770.685
"A08730277"	2015	1771.812
"A46105508"	2012	1772.053
"A96918867"	2014	1772.613
"B46069654"	2011	1772.723
"A19012962"	2012	1772.923
"B28113991"	2013	1772.952
"A15031800"	2017	1772.985
"B59886531"	2015	1773
"A12100020"	2008	1773.46
"A08222465"	2007	1773.82
"A28167443"	2007	1774.27
"A08720708"	2010	1774.498
"A12294815"	2014	1775.003
"B46135364"	2015	1775.019
"B48714133"	2009	1775.288
"A22201164"	2015	1775.451
"B63533095"	2015	1775.755
"A08091894"	2016	1776.229
"A13001730"	2007	1776.887
"A45007614"	2009	1777.163
"B46084695"	2009	1777.552
"A30046320"	2011	1777.71
"A92111871"	2015	1778
"A08687204"	2011	1778.165
