nif	year	pasivo_liq
"B46045993"	2013	2260.422
"B33614033"	2013	2260.593
"A08225278"	2016	2261.133
"A28577864"	2012	2261.207
"A08630808"	2017	2261.229
"A82683434"	2016	2261.665
"B12008397"	2008	2262.008
"A15010994"	2015	2262.533
"A08122574"	2011	2262.828
"A46044962"	2013	2262.91
"B31001290"	2008	2263.295
"A36608180"	2011	2263.609
"A08069809"	2007	2263.942
"B35015262"	2012	2264.287
"A28801942"	2016	2264.361
"A36619476"	2015	2264.38
"A24015802"	2016	2264.534
"A28458826"	2016	2265.307
"B35015262"	2010	2266.26
"A12016143"	2010	2266.89
"B38030045"	2013	2267.059
"A38003679"	2014	2267.93
"A40005514"	2017	2268.18
"A08514986"	2017	2268.315
"A29006343"	2012	2268.416
"A08194946"	2013	2268.426
"A12012340"	2014	2268.722
"A02436152"	2017	2269.018
"A20008579"	2015	2269.371
"A28101020"	2016	2270.228
"A28642122"	2011	2271.074
"A47010194"	2010	2271.312
"A08691503"	2010	2271.77
"A45025327"	2013	2272.067
"A48083927"	2008	2272.505
"B15004849"	2007	2272.996
"B46084695"	2017	2273.263
"A81438145"	2007	2273.607
"A50022698"	2016	2273.661
"A08575672"	2008	2273.841
"B12026183"	2012	2274.582
"A12006227"	2013	2274.891
"A12363529"	2009	2275.033
"A28099356"	2016	2275.074
"A28134534"	2007	2276.457
"A28034031"	2012	2276.651
"B39021217"	2016	2276.929
"A50036037"	2017	2276.954
"A28101020"	2012	2277.152
"A28496438"	2017	2277.589
"B03019106"	2012	2277.594
"A35397884"	2014	2279.596
"A08280323"	2014	2279.927
"B38071155"	2007	2280.094
"B03100831"	2011	2280.581
"A81896375"	2008	2281.007
"A08273898"	2010	2282.156
"B03030913"	2011	2282.767
"A09281999"	2008	2283.421
"A97043772"	2016	2284.785
"A08514135"	2013	2285.567
"B03035854"	2016	2286.18
"A35045681"	2017	2286.181
"A12025490"	2017	2286.594
"A28582450"	2008	2287.377
"A08514135"	2009	2287.759
"A25022609"	2010	2287.897
"A07032030"	2011	2288.246
"A39007729"	2011	2288.797
"A01006055"	2014	2288.918
"A29006343"	2013	2289.034
"A15021843"	2014	2289.729
"A12294815"	2017	2290.477
"A08122574"	2017	2291.201
"V61861548"	2010	2291.354
"B30028187"	2015	2292.631
"A01035807"	2007	2293.09
"A08220428"	2010	2294.215
"A28458826"	2015	2294.261
"A03027919"	2017	2294.722
"A45010543"	2015	2294.882
"A48034110"	2013	2294.926
"A08026627"	2011	2295.444
"A17004763"	2010	2296.344
"A58253816"	2009	2296.348
"B50021658"	2017	2296.628
"A48080147"	2012	2298.004
"A20032264"	2011	2298.039
"B38030045"	2014	2298.132
"A48117881"	2015	2298.354
"A46169082"	2016	2298.796
"A35031343"	2009	2299.086
"A08409948"	2013	2299.381
"A50008390"	2013	2299.553
"A17010018"	2011	2299.857
"A01035807"	2015	2300
"A45019916"	2009	2300.478
"A01014794"	2010	2301.579
"B46063137"	2017	2301.616
"A18012930"	2011	2301.752
"A08413403"	2015	2302.341
"A08479933"	2013	2303.038
"A33603317"	2008	2303.78
"B38020020"	2013	2304.322
"A17045972"	2013	2304.872
"A28012656"	2008	2306.19
"B46173423"	2017	2306.209
"A05122460"	2007	2306.342
"B34224923"	2016	2307.257
"A39031406"	2014	2307.485
"B31077514"	2011	2307.973
"B15004849"	2008	2308.164
"A07059058"	2010	2310.171
"A12050324"	2016	2310.702
"A03099405"	2010	2310.893
"A07018112"	2010	2311.115
"A08713869"	2016	2311.758
"A28011716"	2014	2312.438
"A03197308"	2015	2312.501
"B18551226"	2010	2313.062
"A09018862"	2009	2313.254
"A07004187"	2017	2313.332
"A28101020"	2015	2313.837
"A20024832"	2012	2314.569
"B82432725"	2016	2314.968
"A01006055"	2013	2316.024
"B17002049"	2013	2316.495
"A79092573"	2012	2316.5
"B28623213"	2014	2316.711
"A08396830"	2013	2317.347
"A08646101"	2017	2317.571
"A45025327"	2017	2317.655
"A23012719"	2007	2317.67
"A20047726"	2010	2318.762
"A12002887"	2010	2320.633
"A20003042"	2015	2321.119
"A08156218"	2014	2321.818
"A48016877"	2012	2322.53
"A08285363"	2011	2322.552
"A28392033"	2016	2323.25
"B28403194"	2008	2323.61
"B32008625"	2012	2323.624
"A44003663"	2014	2323.831
"A24007072"	2010	2323.842
"A03734514"	2013	2324.192
"B61882551"	2011	2325.498
"A28167567"	2016	2325.608
"A48117881"	2010	2326.44
"A08688095"	2016	2326.575
"A48005672"	2010	2326.958
"A30035034"	2015	2327.292
"A02003754"	2017	2327.643
"B46045993"	2008	2327.742
"A08436214"	2014	2327.833
"B50776657"	2015	2328.473
"A30035034"	2017	2328.558
"B48907885"	2014	2328.947
"A28491041"	2012	2329.644
"A35014414"	2015	2329.803
"A08290751"	2013	2330.495
"B46131371"	2008	2331.434
"A07529233"	2013	2331.513
"B28623213"	2017	2331.757
"A26022657"	2009	2331.957
"B46118717"	2015	2332.005
"A28458826"	2009	2333.181
"B03072576"	2014	2333.675
"A28734432"	2007	2334.797
"A62520788"	2017	2334.846
"A03028552"	2014	2335.463
"A81722712"	2014	2335.792
"A08224107"	2008	2336.639
"A07010937"	2009	2336.719
"A08646200"	2016	2336.825
"B28227775"	2013	2336.965
"A06008411"	2013	2337.261
"A08496473"	2010	2337.694
"A12083002"	2008	2338.12
"A28392694"	2016	2338.376
"A58534777"	2008	2338.945
"A28029122"	2014	2339.52
"A28715027"	2009	2339.714
"A08215428"	2017	2340.051
"B39446315"	2013	2340.052
"B08688301"	2011	2340.382
"A18006569"	2014	2340.394
"A08421190"	2008	2341.174
"A81722712"	2012	2341.481
"A46002697"	2016	2341.727
"B08245805"	2012	2342.338
"A12105029"	2011	2342.52
"A15000227"	2009	2342.636
"A20047726"	2012	2343.879
"A50012541"	2010	2344.051
"A08578395"	2016	2344.235
"B31027097"	2010	2344.939
"A20003042"	2009	2345.57
"A08225278"	2015	2345.773
"A08637829"	2011	2345.963
"A81864498"	2011	2346.077
"A47017728"	2016	2346.917
"B28227775"	2009	2346.92
"A46169082"	2017	2347.308
"A08397119"	2016	2347.584
"B39021217"	2013	2347.615
"A48117881"	2011	2347.894
"B45011269"	2014	2348.329
"A19163682"	2011	2348.43
"B46131371"	2009	2348.786
"A48050728"	2013	2348.959
"A28027647"	2013	2349.147
"A20008579"	2010	2349.705
"A46005252"	2011	2349.944
"B08245805"	2011	2350.742
"A45002839"	2016	2351.06
"A28192532"	2007	2351.137
"A24050015"	2017	2351.997
"A60850500"	2016	2352.241
"A07256100"	2007	2353.87
"A41001439"	2015	2354.412
"A11019767"	2015	2354.769
"A28253656"	2012	2354.996
"A28193209"	2017	2355.476
"A28729424"	2011	2357.37
"A33606682"	2012	2358.754
"A17475203"	2007	2359.197
"A41049503"	2014	2359.379
"A46044962"	2009	2359.802
"A39023759"	2010	2360.263
"A24012692"	2017	2360.609
"A96785225"	2017	2361.562
"A36608180"	2016	2361.757
"A08220428"	2012	2362.037
"A08193591"	2016	2362.432
"A46038519"	2016	2362.952
"B63220917"	2011	2363.221
"A14616031"	2016	2363.441
"A31194905"	2011	2364
"A47000054"	2013	2364.621
"A35014414"	2016	2364.632
"A39000690"	2012	2364.658
"A08297509"	2014	2365.485
"A11006095"	2015	2365.816
"A39007729"	2016	2366.197
"A33202474"	2013	2366.775
"A48083927"	2009	2366.887
"A31000441"	2014	2367.083
"B15516933"	2009	2367.31
"B07985609"	2017	2367.579
"B20056255"	2016	2368.499
"A31000441"	2008	2369.153
"A08273898"	2009	2369.171
"A08630808"	2012	2370.092
"A08713869"	2009	2370.476
"A28099356"	2013	2370.68
"A03030350"	2016	2370.731
"A08452500"	2017	2370.868
"A45020450"	2016	2370.913
"A08560484"	2017	2371.036
"A31017106"	2014	2371.221
"A46023735"	2017	2371.645
"A07009814"	2013	2371.711
"A20060075"	2011	2372.439
"B24399305"	2017	2372.731
"A08228520"	2008	2374.183
"A80762602"	2012	2374.265
"B28120012"	2009	2374.563
"A03734514"	2011	2374.758
"A08196446"	2008	2376.356
"A50011980"	2007	2376.527
"B28304129"	2016	2376.584
"A12012605"	2010	2377.32
"A33019423"	2016	2378.082
"A07026701"	2009	2379.094
"B43032713"	2017	2379.253
"A28458826"	2012	2380.269
"A12025565"	2009	2380.981
"B46054508"	2011	2381.358
"A21011903"	2015	2381.359
"B50068105"	2015	2382.237
"A78905908"	2014	2382.481
"A07021256"	2009	2383.296
"A28167567"	2017	2385.175
"A50036037"	2016	2385.489
"B46043238"	2013	2386.449
"A08708620"	2014	2386.72
"A41018854"	2007	2386.978
"A08631517"	2009	2387.155
"B46084208"	2010	2387.368
"A45019916"	2007	2387.778
"A08193591"	2015	2388.228
"A08196446"	2016	2388.253
"B28188100"	2016	2388.47
"A78097656"	2013	2388.699
"A08989782"	2008	2388.981
"A07044530"	2011	2390.72
"A48033526"	2013	2390.968
"B28555001"	2011	2391.054
"A17010018"	2014	2391.336
"A08196446"	2014	2392.307
"A30046379"	2008	2392.409
"B96199807"	2015	2393
"A28556504"	2010	2393.121
"A17475203"	2008	2393.737
"B43590272"	2016	2394.149
"A36605772"	2017	2394.407
"A28458826"	2013	2394.471
"B50047091"	2016	2395.013
"B46055943"	2016	2395.147
"A08244808"	2009	2395.663
"A07032030"	2010	2396.216
"B23011273"	2014	2396.546
"B61882551"	2010	2397.361
"A08713869"	2012	2397.644
"A35014414"	2017	2399.68
"A20032264"	2010	2399.747
"A24010381"	2008	2401.759
"A50000355"	2016	2402.641
"B46069654"	2007	2403.001
"A15021843"	2016	2403.978
"B46135364"	2016	2404.143
"A09000308"	2007	2404.67
"B32008625"	2013	2405.093
"A31000441"	2016	2405.219
"A45013620"	2015	2406.39
"A78100609"	2016	2406.557
"A08404253"	2013	2406.839
"A20055380"	2008	2408.251
"A39020805"	2015	2408.35
"A08409948"	2017	2409.066
"B17002049"	2017	2409.077
"B61567970"	2014	2409.628
"A08156218"	2009	2409.952
"B58875048"	2008	2410.472
"A39000690"	2014	2410.751
"A45202975"	2009	2410.879
"A07032030"	2008	2411.04
"A08452500"	2016	2411.118
"A03027919"	2015	2411.309
"A07265465"	2014	2411.969
"A25007105"	2016	2412.156
"A15049281"	2008	2412.304
"A20003042"	2017	2412.341
"B27011477"	2016	2412.379
"B31067168"	2010	2412.798
"A12000071"	2007	2413.046
"A38003133"	2016	2413.323
"A26008664"	2010	2413.403
"A35046572"	2012	2414.38
"B01128552"	2016	2414.572
"A28022952"	2015	2415.125
"B13009592"	2008	2415.17
"B50021658"	2016	2415.541
"A61427183"	2007	2415.622
"A35031343"	2010	2415.914
"A43035708"	2013	2416.356
"A12002887"	2014	2416.669
"A20047726"	2013	2417.749
"A03099405"	2016	2418.55
"A38026605"	2015	2419.185
"A92153527"	2015	2419.27
"A28556504"	2012	2419.328
"B50561968"	2012	2419.972
"A01014794"	2013	2420.076
"A46084984"	2007	2420.434
"A31624661"	2016	2420.701
"A08347452"	2017	2420.875
"A03030350"	2017	2421.43
"A09030412"	2017	2421.729
"A38473724"	2011	2421.831
"A08323404"	2012	2421.938
"A41277336"	2013	2422.783
"A08687204"	2008	2423.449
"A17007014"	2007	2424.107
"A20003042"	2007	2424.16
"B59469296"	2012	2424.508
"A26017434"	2015	2424.739
"A28332914"	2015	2424.817
"B84598192"	2016	2424.949
"F95073748"	2010	2425.023
"B31066798"	2015	2425.49
"B81542813"	2016	2426.019
"A08396830"	2011	2426.468
"B31077514"	2010	2426.68
"B03046158"	2015	2426.926
"A07096886"	2010	2428.214
"A08595324"	2014	2428.756
"A08122574"	2012	2429.002
"B28644441"	2009	2429.649
"A08196446"	2015	2429.903
"B11900602"	2015	2430.248
"A28452647"	2014	2430.884
"B28205532"	2013	2430.942
"B09019548"	2016	2431.096
"A08139339"	2015	2431.676
"A41392317"	2011	2431.772
"A43035708"	2015	2432.278
"B21259726"	2015	2432.827
"B28188100"	2017	2433.073
"A28686111"	2012	2433.505
"A08225278"	2017	2434.896
"A28496438"	2014	2436.335
"A41087404"	2010	2438.934
"B12462560"	2016	2439.225
"A14000939"	2009	2439.554
"A48083927"	2012	2439.606
"A20055380"	2011	2439.699
"B42001297"	2013	2439.948
"A36608180"	2013	2440.077
"A50047505"	2011	2440.651
"A38473724"	2013	2440.665
"A78097656"	2007	2441.931
"A48034110"	2008	2442.114
"A46115127"	2012	2443.412
"A07021256"	2008	2443.69
"A39027917"	2010	2444.026
"A48080147"	2011	2444.12
"A50011980"	2009	2444.798
"A31001266"	2010	2445.202
"A11019767"	2010	2445.234
"B08078396"	2017	2445.939
"A08181067"	2017	2446.069
"B82175001"	2016	2446.156
"A01017557"	2008	2446.668
"A43037191"	2014	2446.835
"A48119622"	2009	2447.059
"B46051116"	2014	2447.059
"A08404253"	2014	2447.175
"B43009091"	2012	2447.303
"B03028784"	2011	2447.774
"B46148797"	2008	2449.149
"A36060754"	2016	2449.456
"A25010430"	2016	2450.12
"A08514135"	2010	2451.58
"A48059950"	2010	2451.671
"A28675908"	2017	2451.71
"A28011872"	2009	2451.757
"A08213936"	2017	2451.967
"A28017531"	2015	2452.307
"A28642122"	2012	2452.474
"A07027261"	2010	2452.936
"A28649879"	2015	2453.047
"A46074563"	2014	2453.188
"A48016794"	2007	2453.217
"B03100831"	2010	2453.367
"A28648053"	2009	2453.534
"B46047817"	2014	2454.128
"B46055943"	2015	2455.268
"A59736686"	2009	2455.549
"B31067697"	2009	2456.062
"A81957367"	2012	2456.433
"A08220428"	2011	2456.586
"A50012541"	2012	2456.647
"B46164679"	2011	2457.742
"A08026072"	2012	2457.837
"B46124434"	2017	2458.881
"A47022058"	2015	2460.463
"B31049273"	2013	2461.009
"B46070728"	2016	2463.131
"A58253816"	2012	2463.384
"A08273898"	2011	2463.91
"B46191094"	2016	2464.088
"A01017557"	2007	2464.116
"A97163653"	2016	2464.631
"A35004399"	2007	2464.97
"A59382762"	2010	2465.192
"B45018017"	2013	2465.51
"B28350965"	2008	2466.332
"A46005252"	2013	2466.432
"A20032264"	2009	2466.758
"A08141038"	2017	2467.065
"A41089368"	2012	2467.622
"B07685779"	2016	2467.66
"A59382762"	2012	2467.721
"A48117881"	2012	2468.67
"A07026701"	2010	2470.302
"A39005574"	2014	2470.585
"A28729424"	2016	2470.878
"A78100609"	2011	2471.195
"B09417932"	2012	2471.275
"A58253816"	2007	2471.58
"A08196446"	2017	2471.786
"A08029951"	2012	2472.252
"A50000355"	2017	2472.293
"A08623928"	2012	2472.626
"A08653685"	2017	2472.805
"B46118717"	2014	2473.829
"A20055380"	2012	2474.438
"A39017058"	2017	2474.826
"A08629107"	2012	2474.83
"B47364872"	2014	2474.901
"A08421190"	2009	2475.464
"A17001678"	2009	2475.635
"A08396830"	2010	2475.718
"A08122574"	2010	2475.944
"B28337731"	2010	2477.405
"A01001072"	2017	2477.847
"A41014986"	2012	2479.903
"B59886531"	2015	2480
"A27003243"	2009	2480.953
"A43015965"	2014	2481.191
"A43016757"	2008	2481.365
"A26013714"	2017	2481.479
"A11019767"	2009	2481.517
"A41091927"	2016	2481.901
"B08463424"	2007	2482.261
"A84911825"	2016	2482.525
"B48108898"	2015	2483.185
"A08215428"	2015	2483.401
"A28399715"	2010	2483.555
"A28555563"	2016	2483.8
"A33019423"	2017	2483.997
"A38000485"	2017	2484
"A28075968"	2010	2486.896
"B46055943"	2014	2488.099
"B17616814"	2017	2488.241
"A58294166"	2016	2488.99
"A28080489"	2007	2489.984
"B35011675"	2010	2491.946
"B28205532"	2011	2492.6
"A08097438"	2012	2494.624
"A39007729"	2015	2494.656
"A28070167"	2012	2494.876
"A08802068"	2016	2495.618
"A12017760"	2017	2495.688
"A46087565"	2016	2496.536
"B46164679"	2016	2497.129
"A08431678"	2009	2497.598
"A12028403"	2012	2497.638
"A35012012"	2007	2498.183
"A47000054"	2015	2498.928
"A08639643"	2014	2499.206
"A46044962"	2010	2499.379
"A01017557"	2013	2499.509
"A15010994"	2012	2499.662
"A41002809"	2008	2499.692
"A28112555"	2015	2500.507
"B46084208"	2008	2500.543
"A14481105"	2016	2500.891
"A08623928"	2011	2501.743
"A03061850"	2013	2502.577
"B29042348"	2012	2502.661
"A28034031"	2011	2503.754
"A80632573"	2015	2504.061
"A28555563"	2011	2504.815
"B31001290"	2007	2505.261
"A41049503"	2013	2505.697
"B30037204"	2012	2506.1
"A30004790"	2017	2506.789
"A35014414"	2014	2507.928
"A11019767"	2013	2508.778
"A45014776"	2009	2508.853
"A15038326"	2017	2509.001
"A46048732"	2015	2509.344
"B29901469"	2016	2510.714
"B46063137"	2012	2511.266
"A28029122"	2012	2513.36
"A28029122"	2016	2514.017
"A48110381"	2016	2514.545
"A30047120"	2014	2514.696
"A07026701"	2015	2514.95
"B17014887"	2015	2515.625
"A03026739"	2017	2516.383
"A19163682"	2007	2516.464
"A28648053"	2013	2516.557
"A39030812"	2014	2516.848
"B28644441"	2008	2517.355
"A11606134"	2007	2517.638
"A36000073"	2012	2517.891
"A28672624"	2012	2518.062
"A08396830"	2012	2518.438
"A17014523"	2008	2518.518
"A28729424"	2013	2518.617
"V48566475"	2014	2519.065
"A08409948"	2014	2519.507
"A13012869"	2011	2520.437
"A08243297"	2015	2520.648
"A48029847"	2016	2521.347
"A28057495"	2014	2522.724
"B46153292"	2014	2524.475
"V48566475"	2013	2525.015
"A35004399"	2011	2525.599
"A12025490"	2016	2525.882
"A24015802"	2017	2526.752
"A28695856"	2017	2526.756
"A07004187"	2015	2527.063
"A08036709"	2008	2527.064
"A28027647"	2008	2527.411
"A41001439"	2013	2527.988
"A41022989"	2011	2528.139
"B46047817"	2013	2528.508
"A21010616"	2012	2528.852
"B30016612"	2012	2528.913
"A26013714"	2007	2529.21
"A33202474"	2011	2530.241
"A20024832"	2010	2530.459
"A28070167"	2011	2530.761
"A03734514"	2015	2530.874
"A30022214"	2014	2532.598
"A11606134"	2015	2533.089
"A08215428"	2016	2533.756
"A20074167"	2014	2534.679
"B78496759"	2010	2535.561
"A41088493"	2009	2537.792
"A46048732"	2016	2538.095
"B28555001"	2016	2538.659
"A26013714"	2012	2538.785
"B83185140"	2016	2539
"A08404253"	2012	2539.408
"B28337731"	2008	2540.711
"A17010018"	2007	2542.94
"B08690869"	2017	2543.225
"A39027917"	2009	2544.572
"B30603229"	2015	2545.397
"A33610106"	2015	2545.769
"A03099405"	2011	2545.855
"A17038035"	2010	2545.873
"A40005514"	2009	2546
"A08122574"	2013	2547.534
"A08290751"	2011	2548.439
"A28108447"	2010	2548.954
"A30046320"	2014	2549.219
"A35397884"	2012	2550.516
"A08193591"	2017	2550.953
"A46226122"	2015	2552.136
"A08630808"	2014	2552.473
"A92153527"	2017	2552.932
"A08301475"	2016	2552.963
"B48045140"	2011	2553.207
"A12012605"	2015	2553.495
"A28734432"	2009	2553.603
"B28072205"	2016	2553.888
"A06007637"	2012	2554.317
"A50011980"	2008	2556.181
"A08139339"	2013	2556.238
"B28227775"	2010	2556.731
"A35008168"	2016	2557.297
"A08713869"	2015	2557.648
"A09010661"	2008	2557.724
"A01035807"	2017	2558
"B39446315"	2014	2559.064
"A28667244"	2016	2559.078
"B46191094"	2017	2559.3
"B46069654"	2008	2560.032
"A12025565"	2008	2561.22
"A08105371"	2010	2561.459
"B28227775"	2014	2561.854
"A28091262"	2015	2561.868
"A08584062"	2012	2562.101
"A01001072"	2016	2562.216
"A28648053"	2014	2562.577
"A50047505"	2009	2563.761
"A01011881"	2009	2563.835
"B28337731"	2014	2564.07
"B01013507"	2011	2564.887
"A20003042"	2008	2568.645
"A23010200"	2016	2569.467
"A28293884"	2011	2569.977
"B01013507"	2012	2570.512
"A08466187"	2016	2570.602
"A31018187"	2017	2571.062
"A41084740"	2014	2571.437
"A25022369"	2008	2572
"B30037204"	2011	2572.17
"A30040562"	2017	2572.629
"B31001696"	2017	2572.904
"A78990603"	2007	2573.43
"B45011269"	2012	2573.523
"A62703806"	2011	2573.808
"A30046379"	2009	2574.344
"B01013507"	2016	2575.803
"A26014035"	2012	2575.917
"A08244220"	2007	2576.34
"A38485827"	2015	2577.283
"B28379386"	2016	2577.305
"A01014794"	2011	2578.105
"A28143782"	2012	2578.159
"A08069809"	2016	2578.344
"A47011721"	2016	2579.971
"A08433260"	2014	2580.068
"B38927463"	2016	2580.228
"B46054508"	2012	2580.25
"A28582450"	2010	2580.321
"A97043772"	2011	2580.356
"B31027097"	2014	2581.584
"A11605409"	2009	2582.361
"A28715027"	2007	2582.511
"A34003624"	2008	2583.34
"A50040013"	2012	2583.718
"A08623928"	2009	2584.421
"A36611622"	2015	2585.58
"B08326969"	2015	2587.153
"A07036130"	2015	2587.199
"A08425902"	2017	2587.22
"A33604182"	2017	2587.415
"A47011317"	2012	2587.54
"A43019975"	2014	2588.032
"B59469296"	2015	2588.238
"B43952126"	2015	2588.879
"A28167443"	2007	2590.52
"A33618257"	2008	2590.546
"B50561968"	2013	2590.889
"A28399715"	2011	2592.075
"A08128035"	2007	2592.157
"B80470628"	2009	2592.632
"A14000533"	2007	2592.913
"A08595324"	2007	2593.23
"B13009592"	2017	2593.399
"A43037191"	2011	2593.72
"A50040013"	2016	2593.777
"A81722712"	2013	2593.782
"A35397884"	2011	2594.338
"A28604882"	2016	2594.992
"A08069809"	2010	2595.089
"A28278596"	2017	2596.429
"A14530497"	2011	2596.644
"A07089592"	2016	2596.729
"B31089071"	2012	2597.285
"A22009906"	2008	2597.81
"B08156036"	2008	2598.18
"A78100609"	2017	2598.336
"A20015137"	2017	2598.374
"A12022224"	2016	2599.384
"A08401820"	2015	2599.711
"B48771711"	2015	2599.779
"B07685779"	2013	2600.175
"A28667244"	2012	2600.428
"B46090791"	2010	2601.951
"A39020805"	2016	2601.996
"A48100002"	2016	2602.868
"A41022989"	2009	2603.109
"A12012605"	2008	2603.116
"A06008411"	2012	2603.13
"A08560484"	2016	2603.449
"B50561968"	2007	2603.475
"A24010381"	2012	2603.728
"A59736686"	2010	2604.299
"A03057486"	2011	2604.321
"A41392317"	2012	2604.46
"A43036052"	2016	2604.613
"A28523066"	2010	2607.481
"A08347452"	2015	2608.051
"B41070020"	2013	2608.662
"A39023759"	2015	2609.205
"A50011980"	2010	2609.241
