nif	year	total_activo
"B41070020"	2012	11850.9
"B12291167"	2017	11853.27
"B62119904"	2013	11854
"A07066467"	2013	11854.42
"A19011626"	2013	11856.17
"A41055377"	2012	11856.79
"B46153292"	2015	11856.82
"A08479933"	2013	11858.14
"A07059058"	2010	11858.46
"A12050324"	2012	11860.02
"B41015652"	2015	11860.11
"A01008069"	2009	11860.13
"A28295806"	2011	11862.6
"B12462560"	2013	11863.47
"B46191094"	2012	11863.73
"A81722712"	2013	11863.8
"B97526008"	2013	11864.8
"A35510650"	2010	11865.29
"A08414906"	2008	11865.84
"A04236931"	2017	11865.89
"B08190654"	2016	11865.97
"B28670602"	2014	11866.29
"B20070082"	2014	11867.17
"A17020645"	2012	11867.36
"A17014523"	2013	11868.09
"B03030913"	2015	11868.25
"A45002839"	2010	11869.59
"A79259404"	2008	11869.79
"A08574881"	2014	11870.42
"B31067168"	2017	11870.74
"B46045993"	2010	11870.79
"A08737249"	2010	11870.79
"A08211112"	2010	11871.55
"A28681492"	2015	11872.22
"A28086858"	2011	11872.54
"A08737249"	2015	11874.66
"A28219541"	2017	11875.36
"A25010430"	2009	11875.55
"A46087565"	2014	11875.83
"A28086858"	2014	11877.12
"A01008234"	2013	11878.11
"B46063137"	2015	11880.08
"A31065915"	2016	11880.5
"A28012656"	2009	11880.67
"A15013618"	2009	11881.99
"A15032196"	2012	11882.15
"A08480287"	2009	11885.25
"B10010775"	2008	11885.83
"A08639643"	2015	11887.31
"A39000690"	2014	11887.72
"A08311995"	2008	11888.22
"A84534627"	2016	11889.08
"B08367948"	2008	11889.22
"A08565285"	2015	11889.29
"A20779849"	2017	11891.07
"A33036880"	2015	11891.66
"B61175725"	2011	11892.34
"B08125940"	2008	11892.36
"B28644441"	2015	11892.69
"A48865679"	2012	11893.35
"A35046572"	2008	11895.3
"A48009328"	2017	11896.34
"A08609281"	2013	11898.17
"B46142485"	2013	11898.26
"A46002069"	2009	11900.29
"A41059445"	2007	11903.32
"B17011511"	2012	11903.71
"A41018854"	2016	11904.42
"A59202853"	2008	11905.53
"B20193017"	2008	11905.69
"A08066300"	2011	11906.19
"A07010937"	2014	11906.65
"A11605409"	2016	11908.06
"B48074306"	2012	11912.13
"B08282337"	2016	11912.91
"B43032713"	2016	11913.26
"A01012830"	2013	11914.01
"A46014155"	2008	11914.91
"A28416089"	2009	11915.67
"A30032130"	2010	11915.69
"A01011881"	2009	11918.65
"B33607649"	2013	11922.83
"A08493306"	2011	11923.04
"A33024084"	2009	11923.1
"A46089819"	2007	11923.8
"A32006579"	2013	11923.81
"A39005095"	2010	11925.05
"A82026840"	2011	11925.42
"B54055140"	2013	11925.53
"A33026980"	2011	11926.18
"B28218287"	2012	11927.79
"A41695149"	2015	11928
"A07802218"	2013	11928.1
"B50997949"	2015	11929.02
"A08061731"	2016	11930.29
"A01005594"	2015	11930.36
"A01005594"	2010	11931.31
"A04007811"	2015	11932.15
"A28167443"	2011	11932.86
"A07123441"	2007	11933.73
"A08508418"	2017	11934.57
"A50011980"	2011	11934.65
"B38071155"	2011	11935.18
"A45014776"	2009	11936.85
"A30023238"	2010	11937.35
"A22009039"	2013	11938.28
"B20049615"	2008	11938.61
"A33036906"	2017	11938.83
"A12294815"	2014	11941
"A79203568"	2015	11941.55
"B06320410"	2012	11941.75
"B46055943"	2009	11942.33
"B28545994"	2011	11943.97
"A01006659"	2012	11945.54
"A17034505"	2012	11945.98
"B08078396"	2016	11946
"B45020351"	2011	11946.01
"A01000249"	2007	11947.05
"A01008069"	2015	11947.39
"B29369758"	2013	11948.77
"A03084936"	2015	11948.91
"A28192532"	2013	11949.27
"A04047700"	2008	11949.66
"A59382762"	2015	11949.79
"A01167204"	2011	11951.04
"A33603317"	2015	11951.05
"A20032264"	2015	11951.29
"B07025315"	2009	11952.08
"A28187672"	2011	11952.75
"A17014523"	2014	11952.95
"B27013556"	2007	11954.38
"A01008069"	2013	11956.22
"A44004422"	2015	11957.91
"B15004849"	2012	11958.1
"A46014155"	2007	11959.18
"B28579506"	2013	11959.3
"A96646880"	2008	11959.4
"A41098237"	2008	11960.75
"A35101732"	2014	11962
"B59886531"	2016	11962
"B85036887"	2016	11964.19
"A23010200"	2012	11966.35
"A17001678"	2014	11966.43
"B23014848"	2014	11966.52
"F30587919"	2013	11967.08
"A35251727"	2008	11967.29
"B81542813"	2011	11967.8
"A08191579"	2013	11969.34
"A08646200"	2007	11969.79
"A21000427"	2011	11971.42
"F50561091"	2012	11973.79
"A33608563"	2007	11974.27
"B32001687"	2007	11974.59
"B41062548"	2012	11975.97
"A01008069"	2011	11976.72
"A09015405"	2014	11979.58
"A07021256"	2013	11979.81
"A48031140"	2013	11980.79
"A30014047"	2009	11980.91
"B59886531"	2017	11981
"A26020198"	2013	11981.76
"A78526811"	2014	11982.89
"A30035679"	2012	11983
"A03036373"	2015	11983.21
"A06141345"	2013	11984.29
"A28581247"	2009	11984.86
"A30022909"	2011	11985.07
"B36620193"	2016	11985.76
"B41070020"	2009	11986.37
"B46153292"	2016	11987.96
"B82175001"	2009	11987.97
"A41059445"	2008	11988.05
"B46043238"	2010	11988.69
"A48017974"	2012	11991.22
"B08078396"	2014	11991.27
"B06013841"	2011	11991.59
"A08563769"	2015	11991.96
"A11019767"	2012	11992.03
"B84603935"	2016	11993.05
"A11000098"	2011	11993.53
"A36017598"	2013	11994.79
"A08217432"	2014	11995.28
"B28127447"	2012	11995.43
"B33119983"	2009	11996.25
"B91172221"	2013	11996.5
"A08270993"	2007	11998.2
"A01001072"	2010	11998.75
"A20003042"	2010	11998.84
"B28138196"	2016	12000.32
"A12017760"	2012	12002.13
"A48092886"	2012	12002.33
"A08193591"	2014	12002.75
"B41094459"	2008	12003.64
"B38366225"	2010	12004.42
"B50023142"	2010	12005.1
"B08660409"	2013	12006.04
"B23014848"	2013	12006.64
"A20062915"	2014	12008.13
"A28054211"	2011	12008.77
"A96862933"	2009	12010.24
"A48064182"	2012	12012
"A12012605"	2010	12013.01
"B03010634"	2007	12013.15
"A50034024"	2016	12013.93
"A31196983"	2014	12014.08
"A03040854"	2009	12014.71
"A40004731"	2010	12016.18
"B28218287"	2016	12016.47
"A05122460"	2010	12017.29
"B46164679"	2016	12018.92
"A61401857"	2015	12019.17
"A41027723"	2017	12020.73
"B21011333"	2015	12021.11
"B35027143"	2008	12021.28
"B02011641"	2013	12022.24
"A48064182"	2008	12022.42
"A35610666"	2008	12023.69
"B03101748"	2015	12029.09
"A08120859"	2010	12029.56
"B48045942"	2016	12031.34
"A33034422"	2014	12033.54
"A46134748"	2016	12033.68
"A08332256"	2011	12033.78
"A08128035"	2010	12034.5
"A33603317"	2017	12035.45
"B37020179"	2009	12035.66
"A36603421"	2010	12035.75
"A28295038"	2016	12036.12
"B39026604"	2010	12036.83
"B11606761"	2017	12037.88
"A17020645"	2009	12037.93
"B45018017"	2014	12038.3
"B46148797"	2010	12038.86
"A46048732"	2014	12039.16
"A28024172"	2010	12040.36
"A08637829"	2013	12040.7
"A45020450"	2008	12041.11
"A41050535"	2011	12041.97
"A17012626"	2012	12042.93
"A08551061"	2009	12043.82
"A38371159"	2016	12043.98
"A24015406"	2011	12044.77
"A47010194"	2015	12045.94
"B08463424"	2016	12048.52
"B08216202"	2012	12049.3
"A20003042"	2012	12049.55
"A45012259"	2010	12051.44
"B35031665"	2008	12052.48
"A33603317"	2016	12052.97
"A45018223"	2013	12053.5
"B08688301"	2007	12054.65
"A23019342"	2015	12056.63
"A40163909"	2014	12057
"A21144498"	2015	12058.42
"A45015872"	2008	12058.49
"B30605760"	2012	12059.15
"A03099405"	2016	12059.22
"B46118717"	2017	12060.32
"A46336152"	2017	12061.03
"A79290565"	2008	12061.11
"B48059786"	2010	12062.02
"A30040224"	2008	12062.18
"A82494931"	2011	12062.27
"B11606761"	2016	12063.75
"A40004731"	2009	12064.33
"A28329480"	2017	12065.61
"A08197022"	2015	12067.99
"A04016952"	2014	12068.63
"A41087404"	2011	12068.98
"B32001687"	2013	12070.63
"A50032002"	2007	12071.29
"A46047965"	2007	12071.29
"A08522971"	2007	12071.86
"A08093015"	2009	12072.95
"A07096886"	2015	12073.47
"A58017187"	2009	12074.8
"A48114151"	2013	12077.49
"A36017598"	2017	12077.69
"A03061850"	2010	12077.94
"A28278596"	2012	12078
"A59736686"	2012	12078.28
"A08311995"	2007	12078.39
"A17013947"	2010	12079.19
"A32006579"	2015	12081.42
"A58394941"	2013	12081.62
"A09015405"	2012	12082.1
"A04007811"	2007	12082.76
"A41091927"	2015	12083.04
"B28044204"	2014	12083.72
"A61831681"	2016	12086.16
"A28216992"	2015	12086.97
"A20003042"	2011	12087.16
"B32001687"	2009	12088.15
"B28498210"	2007	12088.62
"A15027139"	2016	12090.55
"A28552149"	2012	12092.18
"B41063355"	2014	12094.65
"A50169143"	2015	12094.92
"A31068927"	2017	12095.46
"A92111871"	2017	12097
"A01006055"	2014	12097.02
"A08514028"	2011	12097.8
"A01006659"	2015	12099.87
"A08149668"	2015	12102
"A15013618"	2010	12102.53
"A01167204"	2009	12106.14
"A09018862"	2011	12106.54
"A84911825"	2017	12107.3
"A46023594"	2008	12108.76
"B33029729"	2012	12109.7
"B08628455"	2013	12110.21
"A58494048"	2012	12110.3
"A31065915"	2017	12110.71
"A29015849"	2015	12111.13
"A34129635"	2009	12111.79
"A61557641"	2007	12112.43
"A15027139"	2011	12112.72
"A08700197"	2010	12113.73
"B46149555"	2015	12113.79
"A08508418"	2013	12114.34
"B35011675"	2009	12114.92
"B30010797"	2012	12115.13
"B39026604"	2014	12118
"A17009598"	2011	12118.53
"A46005484"	2016	12119.28
"A17018276"	2008	12119.65
"A08244220"	2011	12121.69
"A07042435"	2015	12121.83
"A43030626"	2011	12122.23
"B03039609"	2012	12122.55
"A41087404"	2008	12123.55
"A23010200"	2010	12124.18
"A08450421"	2015	12125.05
"A08259046"	2016	12127.17
"A46023594"	2007	12128.71
"B31077514"	2014	12129.93
"B27011477"	2011	12130.63
"B48907885"	2011	12131.01
"A28586592"	2013	12133.4
"A08021768"	2012	12134.28
"A26004978"	2014	12134.93
"A28581247"	2010	12138.36
"B33029729"	2016	12138.5
"B82612896"	2017	12139.99
"B28249431"	2009	12140.52
"A33618257"	2016	12141.72
"A01002864"	2010	12142.38
"B46090791"	2010	12143.16
"A08708620"	2009	12143.73
"A17014879"	2007	12145.51
"A46023594"	2009	12146.09
"A08513541"	2011	12146.14
"A06017040"	2007	12146.19
"A31065915"	2015	12146.75
"A38003679"	2009	12146.78
"B08284002"	2012	12147.22
"B17593633"	2007	12147.33
"B26011627"	2014	12152.26
"B20062295"	2015	12158.16
"A08691503"	2014	12159.71
"A08572729"	2010	12162.28
"A29003423"	2011	12163.16
"A38003679"	2007	12164.43
"A31189350"	2013	12166.22
"B03036720"	2009	12167.06
"B20193017"	2007	12168.48
"B07685779"	2013	12168.87
"A14037642"	2014	12168.94
"B08013963"	2011	12171.11
"A03028461"	2015	12171.45
"A08021768"	2011	12172.11
"A30013791"	2007	12172.26
"A80652423"	2011	12172.43
"A26004754"	2011	12173.01
"A23022874"	2010	12173.73
"A45562329"	2011	12176.08
"A08290975"	2017	12179.25
"A48050124"	2011	12179.29
"A07010937"	2017	12180.28
"A17034505"	2010	12180.32
"B27013382"	2009	12180.37
"B43491356"	2013	12180.93
"B38366225"	2009	12183.01
"A08934168"	2011	12184
"A28420602"	2013	12184.25
"A46056255"	2016	12185.15
"A24056319"	2016	12185.87
"B18547281"	2012	12186
"B28644441"	2016	12186.29
"A20024832"	2017	12186.77
"A43020759"	2014	12187.22
"A46045936"	2007	12188.56
"A18431064"	2009	12189.31
"A12017760"	2010	12190.09
"A08066300"	2016	12192.29
"B46084695"	2010	12194
"B28118800"	2009	12195.65
"A08332256"	2012	12196.04
"B45020351"	2013	12196.62
"B48045942"	2015	12200.7
"A33008426"	2017	12200.75
"B03087293"	2012	12201.24
"B38024089"	2013	12201.67
"B96011283"	2010	12202.31
"A36603421"	2017	12202.38
"A47011721"	2013	12204.13
"C08164253"	2012	12208.12
"A41084740"	2008	12209.13
"A12016093"	2008	12209.63
"A28579191"	2009	12210.4
"A59202853"	2012	12213.92
"B26011627"	2012	12214.24
"A03036373"	2016	12214.67
"A32007817"	2013	12214.84
"A28111342"	2011	12216.63
"A25020629"	2011	12216.68
"A20053773"	2014	12217.89
"A33026980"	2010	12219.3
"B73108755"	2017	12219.32
"A05000682"	2013	12220.28
"A04016952"	2013	12220.52
"A28400323"	2012	12222.82
"A08340267"	2013	12223.38
"A28427581"	2017	12223.62
"A25041146"	2007	12223.8
"A32006579"	2012	12224.86
"A28552149"	2013	12225.58
"A25020173"	2010	12225.64
"A18006569"	2013	12226.03
"B42001297"	2011	12226.04
"A08572430"	2013	12226.4
"A46965034"	2011	12228.82
"A48049928"	2009	12230.11
"B08619405"	2013	12231.41
"A08631517"	2011	12233.78
"A07068430"	2008	12234.02
"A36615896"	2013	12237.29
"B41058124"	2014	12237.64
"A36615037"	2013	12241.27
"A26004978"	2012	12244.26
"A59202853"	2016	12245.83
"F06312920"	2013	12246.52
"A08146730"	2011	12247.15
"A28295038"	2017	12247.27
"B20062295"	2011	12248.67
"B12020194"	2017	12249.12
"A28295806"	2010	12249.68
"A25020629"	2012	12250.39
"B17017237"	2014	12253.03
"A48006423"	2011	12254.71
"A23010200"	2017	12256.2
"A14026199"	2009	12256.28
"A73093734"	2017	12257.32
"A28487601"	2015	12257.48
"A34009936"	2017	12257.81
"A30040224"	2010	12259.02
"A28618890"	2015	12259.3
"B28222487"	2011	12259.9
"A08630808"	2015	12260.19
"A24014227"	2009	12261.24
"A36017598"	2016	12261.53
"B35006360"	2008	12262.61
"A28577864"	2009	12262.68
"B35597020"	2010	12264.27
"B46111035"	2012	12264.86
"B08988149"	2011	12265.04
"A08484107"	2013	12265.07
"A41001439"	2015	12265.5
"B30020226"	2009	12265.55
"A13008461"	2015	12265.85
"A24007072"	2011	12267.03
"A30040224"	2009	12267.82
"A17020561"	2007	12269.47
"A07265465"	2013	12270.18
"B36614816"	2007	12271.43
"A07038441"	2010	12271.55
"B08326969"	2017	12271.73
"A46089819"	2008	12272.56
"A50049105"	2011	12273.26
"B24013799"	2011	12275.43
"B35023068"	2011	12276.51
"B46023677"	2009	12277.44
"A46002069"	2008	12277.91
"A36615474"	2013	12279.54
"A14004691"	2009	12281.11
"A48865679"	2013	12281.42
"B50029263"	2011	12282.93
"A12016093"	2007	12283.15
"A08036709"	2013	12283.26
"A50066562"	2011	12283.99
"B28222487"	2010	12286.66
"A15032196"	2011	12287.59
"A48064182"	2010	12288
"B17017237"	2013	12288.19
"A83401273"	2013	12288.39
"A36017598"	2014	12288.83
"A17021460"	2014	12290.04
"A09018862"	2015	12290.09
"A08091894"	2015	12290.82
"B47014568"	2010	12292.13
"A20557294"	2007	12292.76
"A20060075"	2014	12293.07
"A08667370"	2009	12293.93
"A33036807"	2014	12294.09
"B03100831"	2012	12294.58
"A96862933"	2012	12295.51
"A30022172"	2016	12296.03
"B31078058"	2015	12296.37
"A08562910"	2008	12297.9
"A04001897"	2015	12297.93
"B28361350"	2008	12298.15
"A08630808"	2016	12299.27
"A03033164"	2009	12299.44
"B33602707"	2016	12301.73
"B96683347"	2007	12305.45
"A45020450"	2012	12306.86
"A08934168"	2012	12307
"A08952012"	2013	12307.98
"A08555344"	2009	12308.2
"A30038020"	2012	12308.76
"B46090791"	2008	12313.25
"B46054508"	2010	12313.94
"A26017434"	2014	12314.17
"A20060075"	2016	12316.24
"B08292054"	2009	12316.38
"B96990015"	2011	12317.21
"A41059445"	2009	12318.6
"A43020759"	2015	12318.96
"B10010775"	2007	12321.07
"A80352420"	2007	12321.19
"A28523470"	2007	12321.28
"A01005594"	2012	12321.89
"A17020645"	2013	12322.35
"A41038274"	2011	12323.16
"A07026651"	2013	12323.95
"B38017554"	2012	12324.07
"A08612103"	2009	12325.38
"A36201259"	2011	12325.45
"A39007729"	2012	12325.89
"A08340267"	2007	12326.07
"A08565285"	2016	12326.56
"A08198392"	2011	12327.35
"B48059786"	2008	12327.9
"A11019767"	2013	12328.79
"A28681492"	2013	12329.23
"A13005384"	2009	12330.76
"A48865679"	2009	12332.07
"A28167443"	2010	12333.15
"A30014047"	2010	12333.35
"A08414906"	2010	12333.42
"A48095822"	2014	12334
"A31030901"	2008	12334.74
"A08021768"	2014	12336.37
"A35026590"	2009	12336.7
"B17229675"	2008	12338.05
"A58534777"	2008	12338.44
"A01161066"	2014	12338.62
"B07685779"	2008	12339.42
"A02003465"	2017	12339.49
"A33604406"	2013	12339.5
"A29519220"	2009	12339.74
"A28523470"	2008	12340.29
"A26004978"	2009	12341.45
"B97307086"	2014	12344.11
"A38018404"	2009	12344.79
"A14009823"	2007	12345.34
"A09015256"	2016	12345.89
"A08425902"	2010	12346.79
"A15049281"	2007	12347.95
"A17018391"	2008	12348.02
"A12083002"	2010	12350.34
"A45018223"	2015	12351.73
"A38003133"	2009	12352
"B36008555"	2010	12352.52
"A46151973"	2010	12353.12
"A28577864"	2010	12353.76
"A38013272"	2011	12353.77
"B46164679"	2017	12354.92
"A08683864"	2010	12355.7
"B82175001"	2017	12355.89
"A47009196"	2014	12357.89
"A41059445"	2012	12358.45
"A48017974"	2011	12359.58
"A28295806"	2013	12360.35
"A50052489"	2011	12360.87
"B31001696"	2012	12362.53
"A48114151"	2015	12363.71
"A17014523"	2016	12363.95
"B74148388"	2013	12364.67
"A38003679"	2008	12365.78
"A08146730"	2015	12366.44
"B35044197"	2011	12367.72
"A39007943"	2014	12367.93
"A03032653"	2012	12368.09
"A08934168"	2013	12369
"A08679060"	2010	12369.46
"A03066909"	2011	12370.42
"A09021833"	2011	12370.51
"A09015405"	2013	12370.91
"A40005514"	2013	12371.75
"A17048349"	2015	12372.86
"B45493707"	2016	12373.69
"A17013269"	2007	12374.42
"B46084695"	2011	12375.36
"A33618257"	2015	12375.76
"A30012959"	2009	12376.11
"A48119622"	2013	12376.31
"A48802854"	2014	12380.35
"A41059445"	2017	12380.84
"A08128035"	2013	12381.58
"A35026590"	2011	12381.93
"A08257214"	2013	12382.23
"B38017554"	2013	12385.04
"B30331573"	2013	12385.58
"A35811272"	2013	12385.74
"A31017106"	2017	12385.87
"A50034024"	2017	12387.23
"A23022874"	2011	12387.7
"A58061383"	2008	12387.9
"A48295604"	2015	12389
"A28324630"	2013	12389.54
"A15169535"	2012	12390.5
"A01008069"	2008	12390.72
"A12002887"	2017	12391.02
"A08639643"	2012	12391.07
"B24007049"	2017	12392.66
"B03010634"	2015	12392.76
"B05004999"	2016	12393.74
"A80200868"	2009	12395.06
"B23011273"	2015	12395.91
"A08141038"	2011	12395.98
"A28040418"	2009	12397.52
"B96990015"	2015	12398.51
"A36017598"	2015	12398.63
"A09021833"	2012	12399.17
"A17020645"	2010	12401.05
"B46142485"	2014	12402.51
"B38028692"	2011	12402.76
"A27014430"	2014	12403.76
"A15049281"	2008	12405.19
"A40002701"	2016	12405.22
"B04028734"	2010	12405.85
"A30013247"	2009	12407.39
"A08066300"	2017	12410.19
"A28359073"	2007	12410.68
"B96990015"	2010	12410.82
"A28145191"	2008	12410.86
"A29050762"	2016	12411.26
"A08278293"	2013	12411.52
"B28072205"	2010	12411.57
"A26004754"	2009	12413.24
"A48017974"	2014	12413.25
"A41762386"	2013	12413.91
"A28427581"	2014	12414.17
"A31013543"	2015	12415.43
"A28612620"	2016	12416.63
"A12017760"	2011	12416.7
"B18547281"	2013	12418
"A03066909"	2010	12419.31
"A17041708"	2012	12419.93
"A96918867"	2010	12423.43
"A14004691"	2013	12425.58
"A08851321"	2008	12425.89
"A08639643"	2017	12426.42
"A01006055"	2015	12427.31
"B45493707"	2017	12427.66
"A50034024"	2014	12429.83
"A58394941"	2017	12430
"A31194905"	2011	12430
"A03057486"	2013	12430.28
"A81864498"	2010	12430.85
"A41059445"	2010	12431.13
"A08340267"	2014	12431.2
"A31189350"	2010	12431.51
"A35101732"	2011	12433
"B03078391"	2015	12434.83
"A08404212"	2014	12434.95
"A36615474"	2012	12436.56
"B15031560"	2013	12438.76
"A28011872"	2007	12439.09
"A82716010"	2017	12439.99
"B46069654"	2010	12440.77
"B43032713"	2017	12441.63
"B08688301"	2009	12442.14
"A46134748"	2013	12442.21
"B20070082"	2009	12442.31
"A09004813"	2017	12442.98
"F06139109"	2012	12443.7
"B38238788"	2011	12443.85
"A08595324"	2008	12445.82
"A46023594"	2010	12446.94
"A09015405"	2017	12448.21
"A08007056"	2008	12448.77
"A30013247"	2011	12449.02
"B33602707"	2017	12449.47
"B28222487"	2008	12450.06
"A15027139"	2017	12450.21
"A09018862"	2016	12450.23
"A08595324"	2012	12450.31
"B08229221"	2017	12452.64
"A08146730"	2013	12452.97
"A38014098"	2011	12457.37
"A41018854"	2014	12463.25
"A96862933"	2017	12464.6
"A41037672"	2008	12465.12
"A25010430"	2010	12467.25
"B03072857"	2010	12470.52
"A17447061"	2013	12470.63
"A08453219"	2013	12471.43
"B18012831"	2017	12471.97
"A36603967"	2014	12473.39
"A50049105"	2017	12474.5
"A39027917"	2010	12476.67
"B22003099"	2012	12478.36
"A18006569"	2015	12479.28
"A28693166"	2009	12479.41
"B05004999"	2015	12479.42
"B10010775"	2011	12480.16
"B84886837"	2017	12481.25
"A08514028"	2013	12482.6
"A96862933"	2010	12482.62
"A24003873"	2010	12484.86
"B20070082"	2013	12485.04
"A28245355"	2015	12485.11
"A08802068"	2015	12485.9
"A28117026"	2008	12485.95
"A18020271"	2017	12486.33
"A31069321"	2010	12486.94
"A20065744"	2009	12487.01
"A38020525"	2010	12487.43
"B84768761"	2015	12487.89
"A08222465"	2007	12488.27
"B31631062"	2009	12489.41
"A04001897"	2014	12490.76
"A43016757"	2013	12492.08
"A05000682"	2014	12492.47
"B38001905"	2017	12492.66
"A15000227"	2011	12493.13
"A11012572"	2009	12493.53
"B31077514"	2012	12495.58
"A28357903"	2013	12496.22
"A08091894"	2014	12497.92
"B12007357"	2012	12499.53
