nif	year	deudores
"A28131274"	2010	2891.117
"A45019916"	2009	2891.174
"A17447061"	2015	2891.251
"A28295038"	2011	2891.529
"A08061731"	2008	2891.656
"A03040854"	2007	2891.659
"B79945150"	2009	2891.824
"A43037191"	2011	2892.552
"A46137352"	2009	2892.766
"A46014155"	2017	2893.572
"A30035679"	2009	2893.642
"B46095964"	2013	2894.591
"A15033699"	2015	2894.698
"A41049503"	2007	2894.725
"A41018854"	2012	2895.019
"B30034730"	2017	2895.663
"B46171518"	2015	2895.676
"A41043159"	2014	2895.716
"A08200651"	2007	2896.066
"A20073169"	2014	2896.265
"A15685373"	2009	2896.489
"A08709131"	2015	2896.828
"B37015526"	2017	2897.077
"A58494048"	2014	2898.109
"A46463311"	2009	2898.122
"B41070020"	2014	2898.155
"A17034794"	2015	2898.374
"A50013671"	2010	2898.475
"A08560484"	2016	2898.553
"A03057221"	2013	2898.681
"A08414906"	2008	2899.235
"B31001696"	2016	2899.434
"A46074563"	2012	2899.954
"A21000427"	2007	2900.397
"A14616031"	2016	2901.109
"B11900602"	2014	2901.447
"A17010018"	2007	2901.78
"B41072471"	2017	2902.77
"B03004801"	2007	2902.791
"A25020173"	2015	2903.066
"A29955093"	2016	2904.161
"A48119622"	2016	2904.166
"A78526811"	2014	2904.372
"F46028072"	2013	2904.397
"B28460681"	2012	2904.495
"A20018586"	2016	2904.743
"A25020173"	2016	2905.073
"A46406930"	2010	2905.569
"A08146730"	2017	2906.162
"B58075136"	2009	2906.634
"A28106003"	2012	2907.247
"A46131769"	2016	2907.722
"B45005279"	2011	2907.865
"A46005252"	2011	2908.185
"A43035708"	2008	2908.486
"A08296535"	2017	2909.114
"A07096886"	2015	2909.272
"B17048364"	2017	2909.599
"A30016687"	2014	2910.118
"A08989782"	2014	2910.372
"A08466807"	2014	2910.615
"B45011269"	2014	2910.647
"A36012698"	2007	2910.778
"B08194276"	2011	2910.796
"A38017844"	2010	2910.868
"A08450421"	2012	2910.876
"A43004472"	2012	2911.04
"A28175412"	2012	2911.578
"A38269270"	2015	2911.985
"A08093015"	2016	2912.51
"B12020194"	2013	2912.708
"A31196983"	2016	2913.496
"B28383362"	2015	2913.673
"A48802854"	2008	2913.77
"A20060075"	2013	2914.105
"A36603421"	2008	2914.496
"B50023142"	2013	2914.724
"A07004187"	2011	2914.865
"B28623213"	2017	2915.044
"A31013543"	2015	2915.3
"A31001266"	2017	2915.445
"B33920141"	2015	2916.039
"B35388867"	2017	2916.139
"B31694912"	2014	2916.29
"A12050324"	2014	2916.347
"A08397465"	2007	2916.454
"B96199807"	2007	2916.92
"A48080147"	2010	2917.114
"A48119622"	2017	2917.402
"B28545994"	2012	2917.769
"A33026980"	2009	2917.994
"A30013247"	2010	2918.232
"A50047505"	2012	2918.659
"A30031835"	2014	2918.849
"B28934081"	2011	2919.544
"B97389209"	2013	2919.755
"B04348579"	2016	2919.871
"A28295038"	2007	2919.881
"A42001222"	2017	2920.106
"A50169143"	2015	2920.305
"B58222548"	2007	2920.85
"A30040224"	2010	2920.851
"A09018862"	2010	2920.937
"A12022224"	2009	2922.09
"A08200651"	2012	2923.962
"A31017106"	2015	2923.968
"A30016182"	2014	2924.059
"A31068927"	2015	2924.069
"A08224545"	2007	2924.073
"A96918867"	2011	2924.224
"B03072576"	2012	2924.231
"A48083927"	2010	2924.422
"A08466807"	2010	2924.532
"A28368603"	2010	2924.859
"B17002049"	2011	2924.947
"A22009039"	2009	2926.294
"B17229675"	2008	2926.442
"A28012656"	2008	2926.54
"A39020805"	2016	2926.552
"A22201164"	2014	2926.695
"A08433260"	2014	2927.63
"A41089368"	2015	2927.979
"B08373250"	2013	2928.577
"A36603421"	2010	2928.975
"A08681264"	2011	2929.498
"A36603421"	2011	2929.779
"A01292846"	2012	2929.838
"B46111035"	2010	2930.363
"B48074306"	2011	2930.48
"A27007731"	2010	2930.549
"A34007831"	2016	2930.907
"A28146579"	2007	2931.825
"A48102792"	2010	2932.125
"A28131274"	2009	2932.144
"A08220428"	2012	2932.226
"A48095822"	2011	2932.314
"A26001867"	2017	2932.408
"A08623928"	2009	2932.411
"B29014826"	2014	2933.255
"A17014879"	2012	2933.667
"A28574044"	2008	2933.975
"A46074647"	2017	2935.026
"A25020173"	2017	2935.247
"B12014692"	2015	2935.534
"A08181067"	2015	2935.946
"A08481632"	2009	2936.825
"A35046911"	2007	2938
"A50049105"	2011	2938.118
"A41084740"	2007	2938.207
"A08651762"	2010	2938.299
"A08481632"	2008	2938.346
"A41022989"	2014	2938.974
"B31039530"	2013	2938.986
"A28612208"	2016	2939.117
"A78100609"	2011	2939.997
"A28368603"	2011	2941.05
"A24007072"	2008	2941.32
"B38071155"	2015	2942.893
"B29042348"	2012	2943.39
"A20073169"	2010	2943.53
"A50615160"	2015	2944.029
"A28555563"	2014	2944.157
"A31034606"	2013	2944.495
"B05004999"	2017	2945.044
"B83588657"	2017	2945.11
"A28070167"	2012	2945.386
"A28012656"	2007	2945.438
"A28518819"	2014	2946.004
"A39017058"	2014	2946.045
"B31066798"	2017	2946.109
"B91139717"	2013	2946.196
"A28556504"	2008	2946.734
"A08363640"	2013	2946.793
"B08721060"	2015	2947.13
"A12012340"	2015	2947.257
"A24004426"	2013	2947.366
"A33036807"	2017	2947.85
"B08275026"	2012	2948.076
"A39008305"	2017	2948.117
"A17044546"	2015	2948.582
"B22004931"	2015	2948.655
"A28027811"	2014	2949.233
"A08200032"	2013	2949.394
"A08700197"	2013	2949.48
"A28148898"	2009	2950
"A08499568"	2011	2950.095
"B47009626"	2016	2950.449
"A08012601"	2009	2950.501
"B46118303"	2013	2950.664
"A08630063"	2010	2950.697
"B28218816"	2010	2951.4
"B38318572"	2014	2951.457
"A59202853"	2015	2951.955
"A11682507"	2013	2951.978
"A41050535"	2017	2952.99
"A58348038"	2007	2953.42
"A08120859"	2010	2953.657
"A25007105"	2007	2953.85
"B18012831"	2008	2953.973
"A28295038"	2016	2954.492
"B36002913"	2007	2954.813
"A31189350"	2017	2954.82
"A03030509"	2009	2955.379
"A33019423"	2014	2955.608
"B59469296"	2013	2955.621
"A50889955"	2013	2956.164
"A92153527"	2009	2957.161
"A19163682"	2015	2958
"A01014794"	2013	2958.229
"A12006227"	2013	2958.319
"A39013867"	2011	2958.496
"B31001290"	2015	2959.167
"A08653685"	2017	2959.883
"A22009906"	2011	2959.911
"A28046431"	2015	2960.311
"A36603421"	2012	2960.471
"A58294166"	2017	2960.764
"B58836321"	2011	2961
"A28017531"	2014	2961.245
"B46118303"	2009	2961.973
"A17009093"	2012	2962.279
"B28227775"	2010	2962.635
"A28667244"	2012	2962.806
"A12006227"	2016	2962.975
"A28674489"	2007	2963.18
"A43035708"	2011	2963.372
"A28695930"	2014	2963.798
"B63031660"	2010	2964
"B41065418"	2011	2964.148
"A08051526"	2012	2964.216
"A29076759"	2017	2964.535
"A01001072"	2012	2964.542
"A29015849"	2017	2964.953
"B08059636"	2012	2965.282
"A28290799"	2013	2965.911
"A48017974"	2014	2966.011
"A14000939"	2014	2966.05
"A08603888"	2016	2966.066
"A26013714"	2008	2966.35
"A14025902"	2010	2966.428
"A11301645"	2013	2967.373
"A15018146"	2009	2967.628
"A08008518"	2016	2968.275
"A46070777"	2017	2968.659
"A43001684"	2015	2969.523
"B38318572"	2015	2969.595
"B39019468"	2009	2969.919
"A48865679"	2017	2970.043
"A48059950"	2011	2970.102
"A47010194"	2014	2971.655
"B28227775"	2013	2971.657
"A78267309"	2014	2972.011
"A28027811"	2015	2972.241
"A08687204"	2008	2972.503
"A01006659"	2011	2973.214
"A08709131"	2012	2973.431
"A01011881"	2014	2973.671
"B46020541"	2008	2974.568
"A28321313"	2010	2974.883
"A01014794"	2010	2975.594
"A48005672"	2017	2975.699
"A41112012"	2016	2975.703
"B29369758"	2013	2975.791
"A14530497"	2017	2975.974
"A01009265"	2014	2976.229
"B58613076"	2014	2976.532
"A08709131"	2011	2976.596
"A08989782"	2017	2976.597
"A46106928"	2014	2976.657
"A31061385"	2015	2976.682
"A41022989"	2015	2977.275
"A01167204"	2010	2978.255
"B31001696"	2017	2979.105
"A08301475"	2012	2979.17
"B91139717"	2012	2979.727
"A15032196"	2009	2980.299
"A36611622"	2009	2980.604
"A22174932"	2013	2981
"A18012807"	2010	2981.207
"B37015526"	2016	2981.994
"A08397465"	2008	2982.042
"A45012259"	2008	2982.108
"A29035896"	2009	2982.351
"A30041834"	2017	2982.356
"A46005252"	2010	2982.624
"A26270322"	2009	2982.718
"A28582450"	2010	2984.226
"A28131274"	2012	2984.265
"A33025974"	2007	2984.341
"B39021217"	2012	2984.351
"B12007357"	2008	2985.061
"A35045681"	2012	2985.181
"B81231516"	2007	2985.419
"B48969885"	2007	2985.99
"A17014879"	2011	2986.131
"A50017334"	2007	2986.479
"A07050420"	2014	2987.291
"A30012645"	2012	2987.856
"A08225278"	2008	2987.922
"B46111035"	2011	2988.01
"A08128035"	2014	2988.031
"A41022989"	2016	2988.323
"A01009265"	2011	2989.471
"B28188100"	2008	2990.32
"B35011675"	2007	2990.352
"A33560772"	2012	2990.645
"B06007314"	2013	2991.239
"A46072203"	2009	2991.426
"A01014794"	2015	2991.617
"B13009592"	2013	2991.672
"B30034730"	2015	2992.054
"A14015788"	2017	2992.651
"A41031303"	2012	2993
"A28155240"	2008	2993.275
"A08631517"	2009	2993.764
"B31694912"	2017	2994.195
"A08329831"	2016	2994.584
"A58816554"	2008	2994.734
"A31000441"	2016	2994.966
"A31096233"	2008	2995.354
"A78990603"	2013	2995.442
"A46137352"	2008	2995.613
"A06141345"	2012	2996.017
"B83814251"	2016	2996.21
"A07021256"	2016	2996.303
"A08115578"	2011	2996.534
"B06007314"	2014	2996.583
"B30041115"	2009	2996.595
"B19179662"	2013	2997.105
"B07883457"	2016	2997.172
"A50025071"	2016	2997.366
"A28054211"	2010	2997.413
"B62059498"	2016	2998
"A28368603"	2017	2998.011
"A07068422"	2012	2998.261
"A48104905"	2016	2998.444
"A08691503"	2012	2998.99
"A41050535"	2009	2999.04
"A28458826"	2007	3000.102
"B36009207"	2010	3000.438
"A46056255"	2009	3001.099
"A43035708"	2015	3001.151
"B03094455"	2010	3001.24
"A07427081"	2008	3001.321
"A48050439"	2011	3001.755
"A28108447"	2016	3002.026
"A28496438"	2010	3002.335
"A08509937"	2017	3002.527
"A46031845"	2008	3003.34
"A12022224"	2008	3003.59
"A20038907"	2016	3004.335
"A08093254"	2009	3004.749
"A23022783"	2009	3004.877
"A31012636"	2015	3005.703
"A53242152"	2008	3005.856
"A35569102"	2012	3006.034
"A42000901"	2007	3006.26
"A33373622"	2007	3006.378
"A50169143"	2014	3006.757
"A26013714"	2009	3006.901
"A28667244"	2013	3007.4
"B38318572"	2017	3007.454
"A28345148"	2014	3007.946
"B31067168"	2012	3008.324
"A08514135"	2013	3008.42
"A30023238"	2009	3008.833
"B33029729"	2013	3009.707
"A30035679"	2008	3009.767
"A34009936"	2007	3010.461
"B12462560"	2010	3010.844
"A17014119"	2013	3011.07
"A08450421"	2014	3011.502
"B08488645"	2013	3011.566
"B12291167"	2017	3011.76
"A41057209"	2008	3012.11
"A17018276"	2009	3012.736
"A07035934"	2009	3012.774
"A46115127"	2008	3012.884
"A41084740"	2015	3013.286
"A08514135"	2010	3013.912
"B46164091"	2014	3014.373
"A28415487"	2017	3014.419
"A08195927"	2008	3014.44
"A20018586"	2013	3014.599
"A18008334"	2013	3014.901
"A38026605"	2011	3014.978
"A08562431"	2015	3014.991
"B12008397"	2007	3015.81
"B39551973"	2014	3015.96
"B20793956"	2013	3016.227
"A15000227"	2013	3016.375
"A46068318"	2011	3016.972
"A31000441"	2008	3017.602
"A39020805"	2015	3018.476
"A08514028"	2016	3018.485
"A39017058"	2015	3019.673
"B58222548"	2015	3019.713
"A50013671"	2016	3020.067
"A43010974"	2014	3020.573
"A46044814"	2014	3021.179
"B14468292"	2014	3021.742
"B41002619"	2008	3021.989
"B17016569"	2013	3022.048
"A08720708"	2015	3022.483
"A03011392"	2011	3022.495
"A35022987"	2009	3022.649
"B15017908"	2013	3022.776
"A08036709"	2010	3023.059
"A12405577"	2017	3023.376
"B12007357"	2009	3023.619
"A33021635"	2014	3023.693
"A14020713"	2015	3024.153
"B83495101"	2011	3024.406
"A30018147"	2010	3024.502
"A17033473"	2014	3024.695
"A46005252"	2012	3024.86
"A37043015"	2012	3024.99
"A31009913"	2015	3025.039
"A79259362"	2010	3025.484
"A46036562"	2010	3026.079
"A29955093"	2009	3026.317
"A24007072"	2014	3026.473
"A19012962"	2010	3026.485
"A08203226"	2009	3026.759
"B17462961"	2011	3026.815
"A36611622"	2015	3027.287
"A08631517"	2010	3027.333
"A08224545"	2014	3027.448
"A08243297"	2015	3028.897
"A03028552"	2015	3029.737
"A58294166"	2012	3030.669
"B31089071"	2014	3030.969
"A17014879"	2010	3031.595
"A35008168"	2013	3031.82
"B46063137"	2014	3031.821
"A29035896"	2015	3032.058
"A28034031"	2009	3032.079
"A47022165"	2016	3032.126
"A17039140"	2016	3032.248
"A48059950"	2009	3033.501
"A08565285"	2009	3033.681
"A83102426"	2013	3035.177
"A50032309"	2012	3035.711
"A28368603"	2012	3035.992
"B23289580"	2014	3036.096
"A20003042"	2015	3036.742
"A21010616"	2014	3036.904
"A50025071"	2012	3037.292
"A17006792"	2007	3037.721
"A08220428"	2015	3038.071
"A01015510"	2013	3038.714
"B03004801"	2013	3039.034
"A08989782"	2011	3039.264
"A27252063"	2017	3039.598
"B39021217"	2010	3040.318
"B30010797"	2009	3040.514
"A46002697"	2007	3040.67
"A01035807"	2015	3041
"A43004472"	2011	3041.127
"A47017728"	2017	3041.128
"A07026651"	2009	3041.2
"A78100609"	2010	3041.465
"A08663809"	2016	3041.479
"A08278293"	2010	3041.5
"A28457059"	2010	3042.443
"A09006859"	2008	3042.78
"A01014794"	2014	3042.802
"B41063355"	2008	3043.031
"B12457230"	2011	3043.271
"A08499568"	2007	3043.96
"A42003368"	2013	3044.485
"B41065418"	2012	3044.64
"A22012223"	2017	3045.48
"A08283798"	2007	3045.5
"A18008334"	2012	3045.551
"A33602905"	2017	3047.611
"A46126439"	2016	3047.699
"A36201259"	2007	3047.96
"A46038519"	2010	3048.139
"A11609682"	2015	3048.256
"A08128035"	2011	3048.485
"A46082228"	2016	3048.85
"A20053773"	2016	3049.127
"A38017844"	2014	3049.219
"A08277014"	2016	3049.25
"A28321313"	2016	3049.259
"B08584989"	2008	3049.884
"A43035708"	2012	3050.089
"A62977186"	2014	3050.175
"B04018495"	2017	3050.74
"A30022958"	2014	3051.017
"A08262412"	2012	3051.089
"A42001305"	2011	3052.476
"B11012820"	2013	3053.85
"A09006859"	2009	3054.209
"A37043015"	2013	3054.652
"A28457059"	2011	3054.785
"A08285157"	2014	3055
"A01008069"	2009	3055.202
"A46162665"	2016	3055.255
"A08631517"	2017	3055.46
"A47017728"	2016	3056.353
"B46084695"	2010	3056.51
"B28545994"	2014	3056.56
"A20008579"	2010	3056.822
"A38348413"	2007	3057.004
"A48119622"	2015	3057.518
"A41011271"	2010	3057.776
"A08220428"	2013	3058.219
"A08115578"	2009	3058.593
"A41022989"	2009	3059.275
"A48802854"	2015	3060.541
"B31694912"	2011	3060.553
"B17462961"	2014	3060.726
"A20047726"	2010	3060.946
"A08467052"	2016	3061
"B63677223"	2013	3061.581
"A14020713"	2010	3061.656
"A33602905"	2016	3063.52
"A48802854"	2009	3063.703
"A08224107"	2008	3063.712
"A33015454"	2013	3064.928
"A08575672"	2016	3065.014
"A28381564"	2016	3065.158
"A16008294"	2012	3065.231
"A29003951"	2009	3066.148
"A07027261"	2007	3066.853
"B12014692"	2014	3067.225
"A15021843"	2014	3067.323
"A80904576"	2009	3067.507
"A08203226"	2011	3067.783
"A05122460"	2014	3067.877
"A31037294"	2008	3068.179
"A08219024"	2014	3068.257
"B12027843"	2010	3068.977
"A35046911"	2014	3069
"A14025902"	2009	3069.126
"A46109054"	2015	3069.667
"A12021267"	2011	3069.688
"A46056255"	2011	3070.016
"A10010445"	2015	3070.657
"A28070167"	2009	3070.67
"A43035401"	2008	3070.793
"A50032002"	2007	3071.093
"A11605409"	2009	3071.282
"A08093254"	2008	3071.34
"A46105086"	2013	3072.228
"A07042435"	2011	3072.705
"A81722712"	2011	3072.949
"B41088642"	2014	3072.966
"A53552634"	2011	3073.147
"B07029465"	2010	3073.239
"A29033420"	2017	3073.443
"A46002697"	2009	3073.872
"A25418401"	2015	3074
"A28219202"	2012	3074.315
"A09010661"	2009	3074.358
"A09010661"	2012	3074.468
"A40002701"	2010	3074.5
"A08332256"	2007	3074.68
"A47022165"	2008	3075.246
"A03001948"	2012	3075.382
"A36016574"	2015	3075.431
"A44003663"	2011	3075.712
"A17018276"	2013	3076.179
"A36249076"	2007	3076.2
"A08012601"	2008	3077.197
"B63533095"	2017	3077.357
"A08499568"	2009	3077.771
"B84227461"	2014	3078
"B46020541"	2010	3078.19
"A08224107"	2007	3078.557
"A08115578"	2013	3078.962
"A46068318"	2009	3079.073
"A08720708"	2012	3079.328
"B62173604"	2016	3080
"A25008046"	2009	3080.205
"B31694912"	2016	3080.834
"A19012962"	2011	3081.804
"A33373622"	2010	3081.842
"A31018492"	2008	3081.9
"A50169143"	2009	3082.106
"A22201164"	2016	3083.307
"A46014650"	2007	3083.9
"A83102426"	2011	3083.967
"A08560484"	2017	3086.2
"A41277336"	2015	3086.897
"A35022987"	2011	3087.439
"F95073748"	2009	3087.594
"A28167567"	2016	3088.02
"A08104994"	2008	3088.797
"B36002913"	2013	3088.923
"B46131371"	2007	3088.956
"A25008046"	2008	3089.17
"A11012572"	2010	3089.844
"A28494482"	2012	3090.549
"A31034606"	2011	3090.863
"A28124311"	2014	3090.911
"B17011511"	2013	3091.834
"A08989782"	2015	3092.206
"A01014794"	2007	3092.465
"A50029065"	2013	3092.664
"A14336143"	2012	3092.938
"B39551973"	2017	3093.849
"A08130254"	2013	3093.97
"A50012541"	2013	3094.075
"A30014211"	2011	3094.088
"B08059636"	2014	3094.368
"A38003679"	2007	3094.436
"A12050324"	2012	3094.736
"A41920943"	2008	3094.764
"A33026980"	2014	3095.265
"A09013947"	2009	3095.33
"A28582450"	2008	3095.742
"A50049105"	2017	3095.944
"A41069352"	2010	3096.074
"A46162665"	2015	3096.129
"B29682135"	2013	3096.192
"A08397465"	2011	3096.509
"A28543809"	2007	3096.959
"B39026604"	2007	3097.28
"A14004691"	2014	3097.326
"A48295604"	2012	3097.513
"A41011271"	2007	3098.588
"A28623155"	2007	3098.906
"A20008579"	2013	3099.407
"A12228458"	2016	3099.479
"A08213936"	2016	3099.653
"A08394157"	2016	3099.792
"A41091927"	2016	3099.934
"A14616031"	2015	3101.007
"A31000441"	2017	3101.106
"A31000441"	2013	3101.183
"A28520757"	2012	3101.29
"B46054508"	2016	3101.398
"A43010974"	2010	3101.588
"B92709526"	2013	3101.69
"B03019106"	2012	3102.007
"A15016702"	2014	3102.07
"A48034110"	2013	3102.393
"A08278293"	2015	3102.544
"A43035708"	2009	3102.895
"A14037642"	2013	3103.006
"A17001207"	2013	3103.512
"A50012541"	2014	3104.678
"A08203226"	2012	3104.726
"A08651762"	2014	3105.111
"A01161066"	2014	3105.17
"B08619363"	2017	3105.253
"B28412146"	2017	3105.374
"B30020226"	2009	3105.677
"A08709131"	2014	3105.737
"A14037642"	2010	3105.873
"B08373250"	2015	3106.346
"A08347452"	2014	3106.378
"A15072622"	2009	3106.747
"A59067603"	2008	3106.962
"A46074647"	2014	3107.119
"B28072205"	2013	3107.422
"A08360844"	2010	3108.239
"A08026635"	2013	3108.497
"A08203887"	2015	3109.538
"A33604851"	2017	3109.607
"B03019106"	2013	3109.684
"A28189082"	2013	3109.963
"A19012962"	2009	3109.988
"A80771116"	2013	3110
"A78879079"	2011	3110.248
"A28684512"	2015	3110.873
"A31000441"	2015	3110.9
"A61710687"	2016	3111.117
"A28080489"	2010	3111.286
"A08329831"	2013	3111.757
"B60420692"	2014	3112.96
"A28295038"	2010	3112.992
"A28440576"	2010	3113.991
"A16000200"	2017	3114.037
"A50049105"	2010	3114.098
"B17462961"	2016	3114.106
"A50025071"	2013	3114.155
"A57082570"	2012	3114.311
"A20024568"	2017	3114.628
"A41050535"	2010	3114.995
"B22003099"	2012	3115.043
"A11609682"	2012	3115.143
"A12022224"	2007	3115.22
"A20003042"	2011	3115.4
"A26017434"	2012	3115.632
"A28126597"	2008	3115.68
"B28188100"	2015	3115.708
"B28403194"	2015	3116
"B43009091"	2009	3116.213
"A28543809"	2010	3116.527
"A08675522"	2015	3116.775
"A28582450"	2011	3116.828
"B30029110"	2009	3117.339
"A33034695"	2015	3117.461
"A25043704"	2015	3117.936
"A03001948"	2011	3118.507
"B46063137"	2012	3118.712
"B14468292"	2016	3119.895
"A34007831"	2009	3120.01
"B12008553"	2017	3120.304
"A08631517"	2016	3121.413
"A08528648"	2011	3121.415
"A30013247"	2017	3121.601
"A33036807"	2016	3121.819
"A08322067"	2014	3121.908
"A28456119"	2010	3122.028
"B38927463"	2015	3122.293
"A36608180"	2015	3122.516
"A28034031"	2010	3122.542
"B46139143"	2014	3122.688
"B43491356"	2013	3123.806
"A08217432"	2017	3125.347
"B27008408"	2013	3125.85
"A18020271"	2013	3125.856
"A08414906"	2007	3125.89
"A14037642"	2014	3126.409
"A32006611"	2015	3126.457
"B03039609"	2016	3126.821
"A15072622"	2010	3127.211
"A36615474"	2011	3127.504
"A08200032"	2012	3127.843
"A07802218"	2015	3127.867
"B83045674"	2016	3128
"A01008069"	2014	3128.453
"A08203226"	2015	3128.944
"A17020645"	2009	3129.16
"B35065788"	2013	3129.175
"A01009265"	2012	3129.353
"A82501545"	2007	3129.88
"B43491356"	2017	3130.178
"A33018425"	2013	3130.629
"A26015503"	2017	3130.687
"A36002285"	2007	3130.725
"A05007687"	2009	3131.104
"A78393840"	2009	3131.328
"A41080144"	2009	3131.436
"A08394157"	2015	3131.517
"A36603421"	2013	3131.727
"A28101020"	2016	3132.173
"B08216202"	2015	3132.483
"B38380473"	2007	3132.629
"B59469296"	2012	3132.847
"B45020351"	2009	3133.31
"A17020645"	2010	3133.521
"A28645000"	2010	3133.61
