nif	year	bai
"A58393778"	2014	196.806
"A33025974"	2008	196.983
"A28543809"	2017	197.062
"A30031835"	2013	197.154
"B12007357"	2008	197.179
"A28623155"	2009	197.254
"A30036438"	2015	197.261
"B20013983"	2007	197.306
"A08449399"	2017	197.442
"A28695856"	2008	197.556
"A08513541"	2011	197.615
"A28228690"	2017	197.68
"A28392033"	2016	197.69
"A08562910"	2007	197.942
"B08275026"	2012	198.16
"A12021267"	2014	198.386
"A08363640"	2012	198.395
"A48876874"	2009	198.446
"A80200868"	2015	198.457
"A17045204"	2015	198.574
"B33119983"	2013	198.585
"B25006222"	2017	198.611
"A28306868"	2011	198.643
"A18016709"	2010	198.725
"A48020200"	2011	198.783
"B23015753"	2015	198.86
"A31037294"	2009	198.982
"A07013907"	2011	199
"A46115127"	2008	199.042
"B48059786"	2017	199.19
"A08263469"	2015	199.257
"A79184453"	2017	199.263
"A08075293"	2012	199.272
"A20047726"	2013	199.372
"A11209749"	2011	199.373
"B46023677"	2008	199.39
"A28449569"	2009	199.45
"A08102410"	2010	199.456
"A31404452"	2015	199.468
"A02014165"	2017	199.579
"B38024089"	2008	199.645
"A08526345"	2015	199.851
"A09015256"	2012	199.874
"A17020645"	2016	199.977
"B30035968"	2015	199.981
"B83393223"	2016	199.985
"A48009328"	2014	200.015
"B08125940"	2010	200.13
"A50008937"	2014	200.144
"A46087565"	2007	200.196
"A13005384"	2009	200.228
"B20070082"	2013	200.285
"B50057330"	2010	200.319
"A29018207"	2011	200.345
"A61831681"	2013	200.351
"A28410850"	2013	200.388
"A36017598"	2017	200.389
"B08190654"	2012	200.427
"B61914883"	2012	200.442
"A38013272"	2009	200.524
"B50001874"	2013	200.663
"B41062548"	2016	200.701
"A29661394"	2007	200.738
"B12007456"	2017	200.968
"A08200313"	2011	201
"A39000849"	2014	201.03
"A30036438"	2014	201.069
"A33602905"	2015	201.131
"B30010797"	2011	201.181
"A08526345"	2014	201.185
"A08513541"	2013	201.23
"A32226037"	2013	201.275
"B35388867"	2014	201.323
"A08683864"	2008	201.353
"A03064102"	2012	201.477
"B39019468"	2011	201.534
"A08188658"	2015	201.554
"B25006222"	2010	201.59
"A97163653"	2015	201.595
"A36604882"	2017	201.627
"A02006021"	2012	201.632
"B83680322"	2016	201.656
"A41018854"	2011	201.664
"A53242152"	2010	201.671
"B46102364"	2008	201.672
"A46126686"	2016	201.692
"A53559530"	2012	201.79
"A84430107"	2017	201.865
"A08119752"	2015	201.869
"A07096886"	2017	201.872
"A08200032"	2013	201.973
"A31034606"	2013	201.981
"A08194946"	2013	202.004
"A35569102"	2014	202.063
"A46134748"	2016	202.072
"A07021256"	2008	202.3
"B08660409"	2016	202.348
"A30022958"	2010	202.485
"A30032130"	2012	202.553
"B46055489"	2016	202.778
"A21011580"	2017	202.805
"A28543809"	2012	202.849
"A30031835"	2014	202.85
"A24020828"	2016	202.912
"B31083488"	2013	203.031
"A08651762"	2011	203.037
"A24020828"	2007	203.05
"F10017804"	2009	203.131
"A17009598"	2013	203.172
"A24013864"	2016	203.179
"A08453219"	2011	203.292
"B57362105"	2016	203.42
"A08332256"	2008	203.44
"A11209749"	2014	203.502
"A33021635"	2017	203.519
"A79184453"	2010	203.565
"B46084208"	2009	203.794
"B11605862"	2009	203.801
"A08631517"	2012	203.815
"A08146474"	2012	203.828
"B08359705"	2014	203.845
"B36008555"	2014	203.92
"B38024089"	2013	203.939
"A48064182"	2015	204
"A81047375"	2013	204
"A46105508"	2010	204.026
"B39014709"	2012	204.063
"A20065744"	2011	204.148
"A28016947"	2017	204.233
"A27199140"	2014	204.354
"A41028820"	2015	204.436
"A17001678"	2015	204.521
"A02014165"	2015	204.57
"A08280323"	2016	204.706
"A08479297"	2012	204.752
"B41058124"	2012	204.791
"A08182206"	2017	204.886
"A28646735"	2015	204.893
"A31404452"	2013	204.929
"B33119983"	2012	204.98
"A08612103"	2017	205.067
"A28518041"	2013	205.155
"A30040562"	2016	205.16
"B28401222"	2014	205.17
"A33024084"	2008	205.202
"A50025071"	2009	205.217
"A17001678"	2013	205.4
"A23019342"	2008	205.446
"A29006343"	2012	205.452
"A30040562"	2017	205.456
"A08186074"	2012	205.532
"B38008983"	2008	205.631
"B06320410"	2013	205.708
"A11012572"	2008	205.821
"A33055138"	2008	205.908
"A08414906"	2015	205.942
"A30014047"	2017	206.06
"A33024084"	2010	206.071
"A28216992"	2017	206.149
"A13005384"	2008	206.168
"A08331472"	2016	206.228
"A08663957"	2015	206.461
"A05122460"	2014	206.494
"A23022874"	2016	206.522
"A61401857"	2017	206.581
"A58415779"	2011	206.593
"B01003581"	2010	206.622
"A05122460"	2010	206.677
"A14025142"	2013	206.754
"A61401857"	2014	206.884
"A23022874"	2007	206.895
"A27199140"	2008	206.91
"A08720245"	2012	206.981
"B08619363"	2013	207.143
"B08465601"	2013	207.175
"A07042088"	2013	207.187
"V30405880"	2017	207.231
"B31077514"	2013	207.312
"A46031845"	2008	207.47
"A28801942"	2014	207.582
"A41038274"	2017	207.612
"A08425902"	2009	207.629
"A26017434"	2017	207.664
"A08329831"	2017	207.691
"A47214424"	2016	207.718
"A43355403"	2009	207.74
"B22003099"	2009	207.753
"A23010200"	2011	207.97
"A09006859"	2008	208.011
"A08215428"	2016	208.02
"A08604159"	2011	208.043
"A50047505"	2015	208.084
"B33607649"	2011	208.14
"B48045942"	2012	208.174
"A08331472"	2013	208.177
"A09010661"	2016	208.278
"B08424855"	2014	208.339
"B31077514"	2009	208.344
"A08449399"	2016	208.452
"A46035770"	2015	208.516
"B36623148"	2012	208.625
"A08375545"	2011	208.684
"A26011320"	2013	208.727
"B14484612"	2012	208.832
"A30036933"	2011	208.916
"A12017760"	2010	208.921
"A12323408"	2017	208.928
"A28686111"	2014	208.966
"A28615581"	2013	208.972
"A33006644"	2007	208.998
"A08623928"	2013	209.022
"B79945150"	2013	209.1
"A29025368"	2008	209.147
"A28117026"	2016	209.158
"A48071351"	2014	209.202
"A21000427"	2010	209.22
"B82432725"	2013	209.226
"A28278596"	2016	209.265
"A38225041"	2007	209.291
"A41088345"	2015	209.375
"A08013898"	2011	209.413
"A09015405"	2016	209.467
"A46096343"	2014	209.467
"A28571750"	2008	209.543
"A33024852"	2015	209.554
"A08134942"	2014	209.594
"A28449569"	2013	209.599
"A27014430"	2008	209.662
"A23008857"	2012	209.664
"B46146080"	2015	209.774
"A50335918"	2009	209.805
"B46171518"	2015	209.896
"F37014560"	2013	210
"A50025071"	2010	210.155
"A08609281"	2012	210.168
"A28446995"	2015	210.191
"B12019485"	2008	210.427
"A28416089"	2015	210.437
"B29014826"	2016	210.48
"B57208878"	2016	210.534
"A33034695"	2016	210.545
"A07068430"	2011	210.614
"A28192532"	2008	210.636
"A30604680"	2013	210.683
"A08526345"	2017	210.733
"A50005156"	2012	210.749
"A36016574"	2012	210.774
"A20039426"	2012	211
"A08102410"	2009	211.122
"A08952012"	2010	211.122
"B47014568"	2008	211.27
"B31066798"	2016	211.355
"B12291167"	2017	211.453
"A08304933"	2014	211.539
"A39007943"	2011	211.567
"B46163655"	2012	211.585
"A18431064"	2008	211.733
"A07061161"	2008	211.781
"B11024262"	2013	211.799
"B22003099"	2008	211.95
"A08466807"	2013	211.994
"A30022172"	2015	212.034
"A28283067"	2015	212.04
"B28227775"	2016	212.047
"A36017598"	2009	212.114
"B08642324"	2008	212.117
"A80897770"	2016	212.129
"A39000690"	2011	212.156
"B41007576"	2011	212.184
"A25026733"	2015	212.252
"A14033526"	2017	212.442
"A47000054"	2015	212.502
"A25011180"	2013	212.507
"A08484107"	2011	212.525
"B11900602"	2012	212.652
"B12291167"	2012	212.773
"B50068105"	2017	212.899
"A01000249"	2012	212.99
"A50889955"	2011	213.09
"A29050572"	2015	213.391
"A08631517"	2015	213.395
"A28295038"	2012	213.456
"B01003581"	2011	213.458
"A30037873"	2013	213.508
"A48009328"	2016	213.532
"A27007731"	2012	213.566
"A47009196"	2017	213.573
"A29006343"	2013	213.615
"A58356213"	2010	213.659
"B46071080"	2013	213.731
"A27199140"	2009	213.896
"B28113991"	2017	213.984
"A17475203"	2014	214.158
"A29050572"	2009	214.212
"A41087404"	2010	214.267
"A18012807"	2010	214.274
"B27014398"	2015	214.275
"A08700197"	2013	214.385
"A26015503"	2007	214.39
"A36014009"	2016	214.409
"A17034794"	2015	214.574
"A35031343"	2008	214.653
"A01006659"	2011	214.712
"A31501901"	2010	214.744
"A08222465"	2013	214.909
"A07042088"	2014	214.993
"A33202474"	2007	215.04
"A04016952"	2010	215.051
"A28133023"	2013	215.059
"A24013864"	2015	215.146
"B08190654"	2015	215.151
"A78428596"	2015	215.281
"B28543023"	2010	215.328
"A43002450"	2009	215.365
"A11605409"	2012	215.368
"A28662005"	2009	215.403
"A08574881"	2016	215.431
"F10017804"	2007	215.513
"A09007089"	2009	215.525
"A48081061"	2015	215.575
"A35012780"	2015	215.583
"A30007231"	2014	215.628
"B38024089"	2009	215.628
"A28630374"	2014	215.776
"A28219541"	2013	215.862
"A28443158"	2013	215.877
"A08526345"	2009	215.884
"A28375913"	2015	215.895
"B12462560"	2017	215.935
"A46035770"	2014	215.983
"A06017040"	2007	215.99
"A04325494"	2017	216.02
"A01016591"	2016	216.057
"A08217432"	2016	216.13
"A17001322"	2009	216.165
"A28518090"	2012	216.186
"A08189359"	2010	216.385
"A44004059"	2012	216.44
"B30041115"	2007	216.442
"A48034110"	2015	216.503
"A08388811"	2012	216.672
"A08372351"	2007	216.76
"A30035679"	2008	216.826
"A41022989"	2017	216.852
"A28333490"	2014	216.942
"A20038907"	2017	216.988
"A03057221"	2010	216.994
"A08094567"	2007	217
"A09010661"	2011	217.085
"A30005524"	2008	217.14
"B63677223"	2015	217.187
"B18551226"	2012	217.251
"A41018854"	2013	217.644
"A28435931"	2012	217.867
"A58415779"	2012	217.986
"A28060515"	2015	218
"A82131913"	2016	218.033
"A28143782"	2007	218.07
"A18484360"	2016	218.146
"A58394941"	2008	218.15
"B03039609"	2008	218.152
"A31009913"	2013	218.18
"A08720245"	2011	218.258
"A20165650"	2016	218.295
"A50042027"	2015	218.327
"A07068422"	2008	218.336
"B39014709"	2008	218.41
"B12020194"	2014	218.429
"A28637502"	2015	218.49
"A46122065"	2012	218.513
"A07053374"	2017	218.579
"B35005040"	2016	218.636
"B11900602"	2010	218.676
"B22005524"	2016	218.758
"B01003581"	2008	218.865
"A50000355"	2015	218.96
"A15024482"	2015	218.984
"A41069352"	2012	218.99
"A15021843"	2012	219.011
"A17005968"	2011	219.02
"A08186074"	2016	219.091
"A47002878"	2007	219.12
"A17038035"	2015	219.339
"A48087126"	2013	219.424
"A08623928"	2014	219.467
"A59990580"	2010	219.695
"A28184661"	2011	219.82
"A47011721"	2011	219.823
"A28651222"	2013	219.866
"A44003663"	2011	220.006
"A46162665"	2014	220.011
"B28227775"	2017	220.027
"A30015820"	2015	220.065
"A28133023"	2017	220.113
"A24020562"	2015	220.114
"A28202075"	2007	220.12
"A28720795"	2008	220.22
"B28460681"	2011	220.243
"A58816554"	2017	220.736
"A18312041"	2014	220.753
"A13006903"	2016	220.955
"A28278596"	2012	221
"A31018799"	2015	221.163
"A46122065"	2014	221.21
"A41087404"	2011	221.239
"A08450421"	2008	221.24
"A28175412"	2015	221.279
"A08720245"	2008	221.338
"A28543809"	2009	221.354
"A50032309"	2013	221.441
"A28012656"	2007	221.502
"A28524726"	2011	221.536
"A41069352"	2015	221.56
"A01001072"	2010	221.603
"A17034844"	2010	221.619
"A29018207"	2012	221.653
"A80897770"	2017	221.727
"A28271112"	2014	221.744
"B84894377"	2017	221.766
"A23012719"	2015	221.849
"B39014709"	2011	222.008
"A48061675"	2015	222.023
"B03036720"	2014	222.15
"A08061731"	2011	222.17
"B83603746"	2013	222.282
"A29067147"	2015	222.291
"A39000849"	2013	222.33
"A05122460"	2007	222.343
"A35040831"	2012	222.411
"A08218133"	2017	222.538
"A08105256"	2014	222.606
"B07034416"	2015	222.71
"A34007831"	2015	222.757
"A50335918"	2015	222.922
"A31194905"	2014	223
"A08431090"	2012	223
"A36249076"	2015	223.01
"A03017886"	2017	223.07
"A08156218"	2015	223.074
"B08584989"	2012	223.089
"A08218133"	2016	223.105
"A12283388"	2008	223.12
"A28695856"	2013	223.213
"A43035708"	2015	223.219
"A36014009"	2017	223.329
"B08275026"	2013	223.389
"A30025555"	2014	223.41
"A12405577"	2016	223.416
"A36017598"	2012	223.441
"A29025368"	2012	223.508
"B28188100"	2015	223.56
"A08182206"	2015	223.585
"A12283388"	2009	223.716
"A21008727"	2008	223.724
"B28127447"	2014	223.73
"A48080881"	2008	223.754
"A08146474"	2008	223.797
"B03036712"	2014	223.849
"B11024262"	2011	223.91
"B28113991"	2016	223.959
"B33119983"	2011	224.013
"A03033164"	2011	224.02
"A45018223"	2012	224.169
"A13012869"	2015	224.244
"A28562908"	2013	224.266
"A08005696"	2009	224.314
"A08720245"	2010	224.371
"A01004548"	2011	224.387
"B46161261"	2014	224.42
"A28630374"	2016	224.491
"A08502635"	2015	224.635
"F10017804"	2012	224.65
"A12017919"	2008	224.698
"A28126597"	2011	224.73
"A01008069"	2013	224.733
"B19001536"	2012	224.876
"A08493306"	2012	224.974
"A26004960"	2016	225
"A41392317"	2013	225.1
"A08186074"	2010	225.154
"A08526345"	2010	225.243
"A42001305"	2015	225.268
"A14033666"	2017	225.346
"A28630374"	2011	225.439
"A17005968"	2009	225.608
"B46160842"	2015	225.77
"A08191579"	2014	225.822
"A28457059"	2015	225.85
"A81841850"	2007	225.868
"A97628242"	2017	225.885
"A46072203"	2009	225.955
"A61831681"	2016	225.99
"B03036340"	2012	226.007
"B25006222"	2007	226.05
"A28295038"	2017	226.05
"B08988149"	2011	226.131
"B08113615"	2014	226.167
"A15024482"	2008	226.19
"A78428596"	2017	226.245
"A35018027"	2013	226.32
"A47025895"	2012	226.448
"B73456147"	2014	226.483
"A08361016"	2010	226.491
"A12016093"	2013	226.604
"A33018664"	2016	226.606
"A36017598"	2010	226.675
"B20193017"	2008	226.814
"B46037446"	2010	226.836
"A81957367"	2009	226.968
"F03842671"	2013	226.977
"A12003950"	2007	227.103
"B43587120"	2013	227.228
"A62332580"	2011	227.267
"A07038441"	2009	227.539
"A79184453"	2015	227.567
"B38017554"	2017	227.647
"B46045993"	2009	227.663
"A28519932"	2016	227.663
"A17001678"	2011	227.692
"B18573931"	2013	227.743
"A12027488"	2017	227.786
"A27199140"	2015	227.846
"A46106928"	2012	227.882
"A08626939"	2008	227.931
"A28126597"	2016	228
"A46044962"	2009	228.023
"A09015256"	2010	228.052
"A13008461"	2009	228.12
"A41011271"	2013	228.166
"A18016709"	2013	228.191
"B46012324"	2017	228.269
"A28475770"	2007	228.288
"A41018854"	2007	228.296
"B27008408"	2013	228.306
"A08577215"	2013	228.321
"F37014560"	2007	228.46
"A28128486"	2013	228.544
"A03061850"	2015	228.553
"A20042933"	2011	228.566
"A48061675"	2012	228.598
"A28446995"	2014	228.643
"B41086844"	2012	228.68
"A17014879"	2016	228.705
"A08158172"	2013	228.893
"B08552614"	2015	228.946
"A28579373"	2010	228.951
"B11605862"	2010	229.094
"A28651222"	2014	229.17
"A28192532"	2015	229.193
"A28543809"	2007	229.31
"A08414906"	2012	229.521
"B12008553"	2015	229.522
"A28184661"	2007	229.54
"A48050124"	2015	229.632
"A03011392"	2012	229.866
"A08311995"	2013	229.873
"A12021267"	2017	229.961
"A36608180"	2009	230.03
"A03197308"	2011	230.045
"A24015406"	2011	230.075
"A38019543"	2008	230.116
"B46070728"	2016	230.138
"A26015503"	2008	230.15
"A31070378"	2010	230.281
"A48093918"	2013	230.298
"A58494048"	2010	230.401
"B45020351"	2014	230.537
"A41028820"	2014	230.577
"A12000071"	2016	230.866
"A28029122"	2014	230.956
"A61401857"	2015	230.976
"A28278596"	2013	231
"B48108898"	2015	231.181
"B03039609"	2011	231.208
"B30558290"	2013	231.229
"A08291973"	2007	231.25
"B31083488"	2015	231.272
"A08189359"	2012	231.394
"A25041146"	2014	231.415
"B28227866"	2009	231.439
"B35021831"	2014	231.509
"A04016952"	2007	231.536
"A46068862"	2007	231.618
"A32006413"	2014	231.688
"B79945150"	2011	231.894
"A41057209"	2009	232.2
"A50023423"	2012	232.277
"A07042088"	2016	232.296
"A29063567"	2014	232.299
"A17006479"	2017	232.314
"A15000391"	2007	232.35
"A12003950"	2016	232.392
"A28039469"	2014	232.878
"A28574044"	2014	232.893
"A27014430"	2010	232.992
"A18016709"	2012	233.036
"A03681186"	2012	233.06
"A08621161"	2017	233.074
"A08373102"	2017	233.108
"B50029263"	2015	233.126
"B43004852"	2014	233.143
"A08262412"	2013	233.591
"A31086598"	2017	233.698
"A17013913"	2007	233.752
"A25041146"	2015	233.771
"A08450421"	2009	234.23
"B79033700"	2014	234.326
"B39523956"	2016	234.371
"A08450421"	2013	234.389
"A08128910"	2010	234.455
"B27007897"	2010	234.471
"A46023735"	2017	234.544
"B21376942"	2013	234.719
"B28670602"	2016	234.852
"A30035679"	2011	234.863
"A84430107"	2012	234.923
"A08066300"	2013	234.945
"A48040034"	2015	235.025
"A28615581"	2012	235.108
"A28674489"	2013	235.233
"A28574044"	2010	235.246
"A46170080"	2009	235.361
"A21000427"	2011	235.413
"F30046411"	2017	235.461
"A22012223"	2017	235.501
"A28651222"	2015	235.635
"A28375467"	2009	235.654
"A08196446"	2013	235.655
"A17034505"	2017	235.72
"A17001678"	2014	235.796
"A48034110"	2014	235.802
"B28498210"	2008	235.883
"A30017636"	2008	236.042
"A07026651"	2010	236.118
"A43019975"	2014	236.289
"B43029305"	2017	236.374
"B08245805"	2014	236.426
"A20036877"	2013	236.461
"A28687978"	2013	236.489
"A28519932"	2008	236.503
"B36009942"	2017	236.504
"A48064521"	2012	236.533
"A25008046"	2014	236.536
"A08243297"	2012	236.538
"A31072325"	2015	236.632
"A31003247"	2011	236.658
"A08244220"	2008	236.719
"A80632573"	2008	236.808
"A07027261"	2009	236.892
"A08243297"	2013	236.95
"B30037204"	2011	236.96
"A24020828"	2008	237
"A28648053"	2012	237.015
"B17011511"	2012	237.049
"A03030509"	2008	237.12
"A46126439"	2014	237.361
"A28670313"	2015	237.46
"A79253803"	2017	237.51
"A12050324"	2010	237.628
"B35031665"	2008	237.682
"A28574101"	2012	237.865
"A30033898"	2011	237.87
"A12524278"	2012	238.048
"A28458826"	2012	238.085
"A48016877"	2016	238.255
"A28724268"	2013	238.315
"A28519932"	2014	238.615
"A46096343"	2013	238.739
"A46105086"	2013	238.757
"B08013963"	2012	238.803
"A21010616"	2017	238.926
"A30013247"	2012	238.928
"A46031027"	2015	238.974
"A08372351"	2017	239.003
"A28519932"	2012	239.084
"A08564502"	2017	239.128
"A08631517"	2013	239.211
"A48061675"	2014	239.436
"A28693166"	2011	239.497
"B36009942"	2012	239.532
"B26231191"	2014	239.788
"A28131274"	2010	239.817
"A12283388"	2017	239.978
"A29051067"	2011	239.983
"A28630374"	2009	240.015
"A17475203"	2010	240.071
"A28278596"	2017	240.077
"B61567970"	2017	240.223
"A30017883"	2016	240.343
"A08360844"	2009	240.373
"A33604851"	2015	240.422
"A06163851"	2016	240.507
"A01001072"	2013	240.542
"A01007442"	2007	240.572
"A08477663"	2015	240.619
"A08360844"	2007	240.719
"A12022224"	2015	240.891
"B09417932"	2013	240.945
"B85036887"	2017	240.97
"B30016612"	2016	241.027
"A04007811"	2007	241.147
"A08262065"	2008	241.148
"A80352420"	2017	241.186
"A30029862"	2012	241.255
"A08700197"	2008	241.341
"A46131520"	2010	241.397
"A14009823"	2009	241.525
"B96990015"	2014	241.535
"A46035770"	2017	241.605
"B39551973"	2017	241.606
"A41038274"	2007	241.87
"A46115127"	2007	241.924
"B12020194"	2013	241.959
"A61831681"	2014	242.095
"B50776657"	2015	242.212
"A45015716"	2015	242.223
"A11608999"	2015	242.344
"A30014047"	2010	242.378
"B82841552"	2010	242.416
"A32002644"	2007	242.57
"A57346926"	2017	242.608
"A07021256"	2010	242.671
"A28519932"	2013	242.711
"B97526008"	2017	242.713
"A25020173"	2011	242.831
"A59067603"	2011	242.955
"A08036709"	2013	242.967
"B30041115"	2012	243.009
"A01011881"	2007	243.02
"A23019342"	2009	243.05
"A27003243"	2013	243.105
"A24004103"	2010	243.243
"A59320143"	2007	243.271
"B28249431"	2012	243.297
"A41112012"	2012	243.422
"A82026840"	2015	243.502
"A07026651"	2011	243.516
"A30001010"	2007	243.54
"A08372351"	2008	243.62
"A46069456"	2009	243.769
"A28195147"	2012	243.821
"B24008955"	2016	243.85
"A28630374"	2010	243.883
"A17014119"	2016	243.955
"B33029729"	2014	243.968
