nif	year	tesoreria
"A08159816"	2014	343.849
"A32006413"	2016	343.941
"A50052489"	2013	344.04
"B30721237"	2009	344.056
"A08577215"	2014	344.091
"A41048489"	2014	344.205
"B11469491"	2012	344.214
"A46160701"	2011	344.47
"A26270322"	2009	344.563
"A80482334"	2008	344.597
"A36611622"	2014	344.674
"B06320410"	2012	344.912
"A07042435"	2010	344.913
"A28077709"	2016	345
"A81047375"	2009	345
"A23019342"	2011	345.201
"A30012959"	2013	345.355
"B17228081"	2009	345.495
"B34224923"	2017	345.542
"B82988825"	2016	345.577
"A22009906"	2014	345.688
"B62263272"	2009	345.727
"A08373102"	2011	345.743
"A08659302"	2016	345.758
"A48006423"	2012	345.786
"A28329480"	2017	345.822
"A01009265"	2013	345.855
"A46048732"	2012	345.993
"A08591075"	2014	346.064
"A04325494"	2011	346.211
"B06013841"	2010	346.264
"A48155352"	2010	346.302
"A63645220"	2017	346.378
"B03046158"	2017	346.499
"F30587919"	2015	346.66
"B46023677"	2007	346.8
"A36017598"	2011	346.833
"A17014119"	2011	346.842
"A03197308"	2015	346.993
"A46055794"	2008	347
"A43621416"	2015	347
"B43361724"	2010	347.237
"A46069456"	2017	347.26
"B15017908"	2015	347.279
"A08061731"	2014	347.362
"B08584989"	2016	347.443
"A30012959"	2011	347.489
"A33034422"	2015	347.685
"A12017919"	2008	347.809
"A21010616"	2013	347.854
"A48017974"	2017	347.973
"A08200313"	2014	348
"A03402468"	2016	348.093
"A20024832"	2015	348.121
"A12029039"	2015	348.124
"A30014047"	2015	348.192
"A38020525"	2016	348.291
"B46157533"	2012	348.291
"A15038326"	2014	348.319
"A38003679"	2015	348.442
"A28491041"	2012	348.552
"A12405577"	2008	348.555
"A36643450"	2008	348.56
"B30331573"	2017	348.633
"B28934081"	2017	348.73
"A08479933"	2017	348.762
"B38004966"	2017	348.791
"A28060283"	2016	348.856
"A47025895"	2015	349.008
"B48111124"	2012	349.048
"A36249076"	2016	349.056
"B46146080"	2017	349.098
"A33610304"	2014	349.274
"A31018799"	2011	349.286
"A14000939"	2015	349.409
"B28579324"	2009	349.41
"B84311760"	2012	349.503
"A50022698"	2017	349.868
"A08135139"	2009	349.892
"A46036562"	2009	349.933
"A28645000"	2007	350.156
"A20020277"	2017	350.239
"A31009665"	2009	350.255
"A39017058"	2016	350.261
"A08122574"	2011	350.267
"A31072325"	2007	350.339
"A48121826"	2015	350.438
"A58494048"	2012	350.568
"B12014692"	2014	350.59
"A23010200"	2016	350.701
"A08189359"	2008	350.83
"A08568826"	2017	350.859
"A08098949"	2012	350.983
"A28359073"	2012	351
"B31067168"	2014	351.053
"A08069809"	2009	351.056
"B08304610"	2012	351.283
"B28579324"	2011	351.304
"A42003368"	2014	351.319
"A12021390"	2014	351.327
"A28610863"	2007	351.4
"A50335918"	2011	351.512
"A43020486"	2007	351.515
"B36623148"	2011	351.665
"A36014595"	2010	351.7
"B17462961"	2013	351.761
"B33011792"	2014	351.762
"A48009328"	2016	351.944
"A31069321"	2009	352.007
"A50052950"	2012	352.015
"B57175283"	2017	352.126
"A44004059"	2013	352.142
"V30405880"	2015	352.162
"B33876459"	2017	352.174
"A59382762"	2010	352.191
"A08620056"	2011	352.513
"A15013618"	2012	352.669
"A36017598"	2007	352.82
"A33026980"	2008	352.891
"A28245009"	2014	353.006
"A28443158"	2016	353.035
"A48121826"	2013	353.075
"A48082085"	2017	353.24
"B60031150"	2012	353.247
"A48102792"	2015	353.267
"B46163655"	2011	353.294
"B46157533"	2014	353.342
"B46114724"	2014	353.401
"A08479297"	2013	353.462
"A17001322"	2017	353.564
"B46023677"	2009	353.584
"A36615037"	2009	353.623
"B45011269"	2010	353.66
"A17041708"	2010	353.684
"B12004818"	2012	353.697
"B28379386"	2012	353.857
"A30017636"	2016	353.881
"A08280240"	2011	354.413
"A02003754"	2007	354.498
"A02013985"	2012	354.593
"A27003243"	2013	354.755
"A38018404"	2008	354.78
"A28270452"	2010	354.96
"A03035417"	2014	354.997
"A28646735"	2013	355.178
"A78067188"	2007	355.23
"A11006095"	2011	355.304
"A31138761"	2014	355.331
"F06139109"	2011	355.394
"A30012959"	2007	355.473
"A08149668"	2016	355.589
"B08113615"	2013	355.698
"A28645000"	2008	355.707
"A08669178"	2012	355.75
"A12524278"	2016	355.932
"A36611622"	2016	355.935
"A19163682"	2013	355.955
"A33602905"	2010	355.967
"B17462961"	2010	355.968
"A32007817"	2015	356.176
"B31065212"	2011	356.418
"A36643450"	2009	356.449
"A96560560"	2015	356.471
"B83766485"	2017	356.507
"A19163682"	2012	356.53
"A28379816"	2008	356.59
"A46162665"	2012	356.719
"A35569102"	2014	356.732
"A48064521"	2008	357
"B20070082"	2007	357.038
"B61395497"	2014	357.101
"A30604680"	2010	357.138
"A02003754"	2012	357.194
"A31034606"	2007	357.22
"B96199807"	2013	357.244
"B91235622"	2015	357.4
"A18291476"	2012	357.51
"A46117792"	2015	357.554
"A17005968"	2012	357.593
"B19001551"	2009	357.761
"A28494896"	2017	357.791
"B91235622"	2010	357.866
"B46121000"	2013	357.875
"A45014776"	2009	357.879
"A08480287"	2016	357.93
"A30013791"	2015	357.997
"B43004852"	2012	358.148
"A45010204"	2011	358.257
"B46173423"	2014	358.267
"B30044440"	2007	358.33
"A79939112"	2012	358.347
"A08720245"	2012	358.402
"A46036562"	2010	358.548
"A48093918"	2017	358.563
"B30016612"	2017	358.683
"A04325494"	2009	358.743
"A59067603"	2014	359.008
"B37015526"	2016	359.016
"B38004966"	2007	359.096
"A30004790"	2012	359.176
"A08221582"	2017	359.219
"A46156048"	2009	359.301
"A36040442"	2008	359.51
"B47009626"	2007	359.575
"A28133023"	2016	359.663
"A08700197"	2016	359.665
"A36017598"	2015	359.87
"A43004472"	2017	359.906
"A28668580"	2013	360.009
"A31030901"	2016	360.104
"A12019295"	2017	360.162
"A36008886"	2007	360.17
"B03010634"	2010	360.186
"A50049105"	2016	360.265
"A01001072"	2010	360.575
"A81841850"	2013	360.755
"A08563769"	2010	360.818
"A03064102"	2017	360.999
"A40006371"	2012	361
"A35510650"	2016	361.021
"B48033278"	2008	361.3
"A08388811"	2013	361.305
"A28662005"	2013	361.378
"A46164034"	2013	361.417
"A29006343"	2012	361.433
"A30035547"	2016	361.443
"B27011477"	2013	361.523
"B29042348"	2013	361.543
"A46047965"	2007	361.7
"A28559474"	2016	361.761
"A33036807"	2014	361.928
"A36226645"	2012	362.057
"A46069456"	2007	362.14
"A30610984"	2010	362.283
"A11000288"	2015	362.297
"A31018492"	2011	362.436
"A31003304"	2007	362.479
"A28187672"	2011	362.512
"A31180060"	2008	362.572
"A12012605"	2017	362.644
"A08489007"	2010	362.876
"B58875048"	2010	362.911
"B50561968"	2013	362.992
"A11301645"	2014	363.171
"A33615980"	2010	363.173
"A46131769"	2008	363.181
"B46441275"	2013	363.208
"A48020358"	2013	363.288
"B60241437"	2009	363.326
"B11469491"	2013	363.55
"A43025618"	2009	363.581
"A28627446"	2015	363.672
"B50030964"	2015	363.728
"A08211112"	2017	363.762
"B31067168"	2017	363.767
"B33011792"	2011	364.217
"B79033700"	2014	364.277
"B41008970"	2013	364.336
"A81722712"	2014	364.395
"B12027843"	2012	364.404
"B31071178"	2007	364.466
"A28040418"	2015	364.569
"A28456820"	2017	364.659
"A35811272"	2012	364.768
"A08572430"	2012	364.817
"B15021835"	2016	364.848
"A28106979"	2014	365.239
"B09013335"	2013	365.433
"A96918867"	2017	365.471
"A23010200"	2017	365.681
"A08193591"	2008	365.871
"B15009566"	2009	365.973
"B30044440"	2016	366.359
"A07190291"	2017	366.393
"A17040072"	2016	366.404
"A28324630"	2015	366.407
"A08196446"	2009	366.543
"A11682507"	2016	366.563
"B30010797"	2012	366.563
"B82175001"	2013	366.566
"A48005672"	2011	366.645
"B12003554"	2007	366.798
"A35018696"	2015	367
"A22174932"	2010	367
"A08637829"	2012	367.016
"B31027097"	2016	367.16
"A11000288"	2013	367.209
"A09010661"	2013	367.299
"A37021631"	2011	367.302
"A35004399"	2009	367.344
"A91369819"	2013	367.533
"B46090791"	2014	367.559
"A17033473"	2015	367.561
"A08189359"	2012	367.622
"B54055140"	2015	367.703
"A39022660"	2009	367.744
"B31083488"	2017	367.804
"A28571750"	2015	367.877
"A33034836"	2014	367.921
"B28126019"	2015	367.936
"B03010634"	2015	367.953
"B28555001"	2009	368.099
"A08574881"	2016	368.115
"A61427183"	2008	368.279
"A30017438"	2007	368.3
"A80482334"	2016	368.31
"A83741967"	2012	368.38
"B20070082"	2012	368.383
"A20003042"	2016	368.533
"B03004801"	2013	368.575
"A32005746"	2017	368.599
"A28452647"	2017	368.72
"A08667370"	2009	368.791
"A34009936"	2014	369.086
"B37015526"	2007	369.23
"A28518090"	2013	369.242
"B12027843"	2007	369.376
"A29006343"	2013	369.792
"B11606647"	2011	369.813
"A28134534"	2010	369.918
"A48064521"	2010	370.074
"A17005968"	2010	370.094
"A02003754"	2013	370.118
"A08139339"	2012	370.275
"A53283511"	2017	370.619
"A36017598"	2014	370.644
"A46129789"	2015	370.65
"A08115578"	2014	370.863
"A07016025"	2012	370.902
"A50049105"	2011	370.99
"A03046125"	2008	371.072
"A35251727"	2007	371.14
"A50066562"	2010	371.257
"A41011271"	2009	371.443
"B28148773"	2015	371.469
"A06141345"	2016	371.484
"A08209538"	2008	371.54
"A39005095"	2010	371.577
"A45011103"	2009	371.64
"A48009773"	2012	371.671
"A08388811"	2007	371.779
"A31000441"	2008	371.8
"A08128910"	2008	371.962
"B08584989"	2010	372.009
"A48016877"	2008	372.128
"A31501901"	2007	372.21
"A45014776"	2010	372.292
"B46114724"	2007	372.511
"A36017598"	2017	372.72
"B17011511"	2013	372.782
"A46043154"	2007	372.82
"A28270452"	2011	372.919
"B50938489"	2013	372.941
"A46007548"	2015	373.038
"V82171133"	2010	373.352
"A81438145"	2016	373.365
"B48108898"	2017	373.601
"A28427581"	2017	373.686
"A36060754"	2008	373.79
"A12010948"	2014	373.883
"A58017187"	2016	373.926
"A20073169"	2014	374.018
"A50032309"	2012	374.054
"B22004931"	2014	374.095
"B17023995"	2009	374.146
"B47009626"	2012	374.434
"A60362266"	2012	374.453
"A08989782"	2011	374.875
"A97163653"	2015	374.895
"A24022196"	2016	374.932
"A85270965"	2015	374.971
"B48907885"	2016	375.027
"A92153527"	2014	375.029
"A26017434"	2011	375.098
"A07015787"	2014	375.114
"A28145498"	2013	375.232
"A08061731"	2015	375.235
"A46011888"	2017	375.275
"A28271112"	2016	375.379
"A17001322"	2007	375.439
"A13001730"	2007	375.484
"A28211092"	2017	375.515
"A30013791"	2014	375.64
"A28458826"	2013	375.708
"A28133023"	2017	375.734
"B11469491"	2011	375.765
"A15032196"	2009	375.869
"A12004180"	2016	375.89
"A50052950"	2013	375.956
"B17011511"	2010	376.003
"A46002697"	2010	376.049
"A48071369"	2011	376.054
"V30405880"	2011	376.115
"A01007137"	2016	376.13
"A08502635"	2015	376.151
"A36611903"	2010	376.151
"A28172476"	2015	376.194
"A39023759"	2010	376.274
"A08069809"	2008	376.367
"A30005524"	2007	376.39
"A48020200"	2017	376.515
"B12020194"	2017	376.52
"B46164679"	2015	376.752
"A50029065"	2008	376.758
"A47006887"	2014	376.822
"B20070082"	2011	376.922
"A12283388"	2007	376.98
"A45445210"	2013	377
"A84434224"	2015	377
"A40004731"	2011	377.037
"A08681264"	2014	377.047
"A36040442"	2013	377.058
"A80632573"	2012	377.125
"B47011374"	2016	377.137
"A08449399"	2015	377.146
"A38020905"	2007	377.202
"B21259726"	2008	377.28
"A78355278"	2014	377.456
"A28571750"	2017	377.522
"A48121826"	2012	377.6
"A28016947"	2007	377.751
"A17475203"	2015	377.763
"B03030913"	2013	377.849
"A03035417"	2012	377.895
"A28458826"	2017	378.002
"A28687978"	2016	378.1
"A08568057"	2008	378.16
"B46037446"	2014	378.184
"A20034286"	2007	378.266
"A41018854"	2011	378.314
"A28543809"	2007	378.33
"A35008168"	2014	378.374
"A15070444"	2013	378.491
"F95073748"	2011	378.651
"A28645000"	2010	378.656
"B41217761"	2013	378.739
"A58061383"	2007	378.776
"A21008727"	2014	378.797
"A08102410"	2015	378.797
"A07042088"	2017	378.805
"A28345148"	2008	379.012
"B82988825"	2008	379.037
"A47021076"	2014	379.06
"A78400603"	2017	379.181
"B41591165"	2011	379.333
"A28034031"	2017	379.407
"B31089071"	2010	379.512
"A08194284"	2008	379.578
"A28610863"	2011	379.77
"B28555001"	2010	379.96
"A46023255"	2015	379.962
"B28361350"	2010	380.143
"B39019468"	2011	380.475
"F06139109"	2009	380.579
"B08988149"	2011	380.588
"A08630063"	2013	380.728
"A81864498"	2007	380.79
"A03021276"	2016	380.925
"A81527095"	2015	380.957
"A28724219"	2015	381.114
"B78459815"	2008	381.207
"A29519220"	2015	381.217
"A08290751"	2014	381.276
"A08626939"	2011	381.281
"B17017237"	2015	381.351
"A34170183"	2014	381.421
"B96011283"	2009	381.654
"A46005252"	2014	381.728
"A46014155"	2011	381.932
"A38000410"	2014	381.967
"A08122574"	2015	382.017
"B35006360"	2015	382.092
"A58061383"	2015	382.35
"B48059786"	2009	382.583
"A08141038"	2016	382.722
"B08359093"	2017	382.745
"A38024345"	2014	382.754
"B19179662"	2016	382.767
"A08683864"	2010	382.986
"A02003754"	2009	383.001
"A25022609"	2014	383.119
"A36604882"	2014	383.12
"B20055703"	2016	383.21
"A38485827"	2008	383.38
"B06341333"	2016	383.382
"A48006423"	2013	383.526
"A43020759"	2007	383.753
"A53283511"	2012	383.879
"A12021267"	2013	384
"A38024907"	2010	384.07
"A46156048"	2008	384.098
"A29030848"	2008	384.242
"B38425070"	2015	384.255
"B08156036"	2015	384.277
"A35008168"	2007	384.277
"A31069321"	2008	384.399
"A36000073"	2017	384.463
"A08730277"	2013	384.47
"A26014035"	2015	384.606
"A12014569"	2007	384.7
"A32006215"	2013	384.853
"A28016947"	2008	384.864
"A22009492"	2016	384.895
"A80771116"	2011	385
"A50032002"	2015	385.17
"A08203226"	2011	385.272
"A36605038"	2015	385.298
"A28651222"	2008	385.323
"B31001696"	2015	385.372
"A13012869"	2015	385.379
"A01010701"	2013	385.405
"A08248502"	2014	385.411
"B12026183"	2016	385.582
"A48092886"	2012	385.615
"A18024919"	2017	385.679
"A08480287"	2010	385.754
"A28253656"	2016	385.815
"A28724268"	2012	385.849
"A13029962"	2015	385.856
"A08200651"	2011	385.872
"A46068284"	2016	386
"A08334906"	2011	386.105
"B02011641"	2013	386.113
"A29063567"	2017	386.199
"A28695856"	2017	386.255
"A50029065"	2017	386.281
"A46131520"	2015	386.377
"A30012009"	2016	386.553
"A46063731"	2008	386.66
"A08297509"	2015	386.855
"B09417932"	2016	386.992
"A38024907"	2007	387.038
"A25026139"	2017	387.071
"A08224081"	2013	387.098
"A08195927"	2008	387.2
"A30031835"	2013	387.218
"B27011477"	2012	387.262
"A19002039"	2017	387.372
"A08425902"	2016	387.445
"A45017142"	2015	387.55
"A30017636"	2013	387.64
"A39022124"	2007	387.77
"A48080147"	2009	387.937
"A03046125"	2007	388.184
"A46077053"	2014	388.423
"A28486090"	2016	388.506
"A07024896"	2015	388.549
"A34009191"	2011	388.56
"A03001948"	2016	388.566
"A38003844"	2013	388.66
"A35012780"	2015	388.762
"A08450421"	2012	388.889
"B99029365"	2016	389
"A50615160"	2011	389.022
"B12023065"	2007	389.023
"A28451649"	2016	389.115
"A45010204"	2012	389.124
"A41027723"	2010	389.282
"A31003247"	2016	389.335
"A41191313"	2015	389.37
"A08622938"	2007	389.43
"A33610304"	2013	389.482
"B30516645"	2013	389.565
"A28357903"	2015	389.779
"A08283798"	2007	389.782
"A28011286"	2009	390
"B28241495"	2015	390.171
"A08078719"	2015	390.25
"B39014709"	2007	390.29
"B96246350"	2016	390.43
"A29027901"	2014	390.651
"B46069654"	2009	390.67
"B47364872"	2014	390.696
"A48016877"	2012	390.881
"B46047817"	2013	390.883
"A28612620"	2010	390.963
"B83826230"	2013	391
"A08484107"	2014	391.015
"A78526811"	2016	391.13
"A33036807"	2012	391.132
"A41057209"	2017	391.271
"B82274135"	2017	391.403
"A08228520"	2016	391.423
"A08340267"	2016	391.44
"A03026739"	2017	391.556
"A14030027"	2015	391.668
"B08628455"	2011	391.807
"A46002697"	2007	391.827
"B96906375"	2016	392
"A28025435"	2017	392
"A28543809"	2009	392.134
"A03063583"	2016	392.174
"A50012541"	2017	392.189
"A61587358"	2014	392.246
"B61914883"	2015	392.383
"A08299406"	2007	392.4
"A08603888"	2013	392.407
"B21259726"	2011	392.416
"A18312041"	2017	392.453
"A08484107"	2016	392.5
"A96646880"	2008	392.62
"A28720795"	2010	392.638
"B38008983"	2007	392.739
"A08681264"	2013	392.91
"A30007231"	2014	392.996
"A30015820"	2013	393.053
"A08119752"	2013	393.199
"A31071913"	2013	393.218
"B35388867"	2012	393.312
"A12405577"	2013	393.316
"A28712479"	2017	393.337
"A40004731"	2009	393.347
"A14000939"	2017	393.387
"B46151411"	2009	393.472
"B08407322"	2008	393.524
"B31089071"	2011	393.606
"A28712479"	2016	393.691
"A08221582"	2016	393.705
"A46156048"	2012	393.769
"B36620193"	2016	393.897
"A24003873"	2014	394.017
"A28698884"	2017	394.107
"B43587120"	2017	394.212
"A15018146"	2009	394.331
"A29049509"	2016	394.347
"A01006659"	2010	394.397
"A29003423"	2017	394.493
"A38020525"	2017	394.706
"A81957367"	2015	394.782
"A46162665"	2011	394.825
"B19179662"	2010	395.01
"A24019499"	2008	395.17
"B28127447"	2014	395.265
"A08220014"	2007	395.44
"A09010661"	2012	395.46
"A24020828"	2016	395.546
"A30041834"	2010	395.676
"B12027843"	2010	395.797
"A28648053"	2012	395.871
"A03017308"	2010	395.883
"A30037873"	2017	396.051
"A46117792"	2013	396.071
"A45202975"	2013	396.112
"B24013799"	2014	396.26
"B62916077"	2011	396.372
"A07050420"	2008	396.376
"A46005252"	2011	396.393
"A47011721"	2015	396.475
"B30603229"	2017	396.52
"A60362266"	2011	396.532
"A27003243"	2015	396.561
"A07161821"	2008	396.563
"A24007072"	2014	396.567
"B24007049"	2012	396.648
"B08059636"	2011	396.771
"A31035413"	2016	396.823
"A81957367"	2009	396.882
"A28080489"	2007	396.892
"A08480287"	2008	396.94
"V28664472"	2017	396.986
"A08063372"	2015	397.067
"A17011297"	2015	397.093
"A28715316"	2017	397.119
"A08710055"	2010	397.404
"A12025490"	2007	397.429
"B60024353"	2017	397.467
"A28420602"	2014	397.501
"A07919087"	2010	397.52
"B33614033"	2014	397.69
"B80372220"	2011	397.945
"B60171162"	2015	398
"A01000249"	2013	398.003
"A28106979"	2013	398.031
"A07021256"	2012	398.124
"A83102426"	2017	398.163
"A30009815"	2008	398.216
"B31067697"	2010	398.26
"A11608999"	2017	398.305
"A12105029"	2012	398.414
"A46139937"	2007	398.614
"B35597020"	2012	398.786
"A08445983"	2007	398.88
"A30040224"	2010	398.941
"B33607649"	2015	398.957
"B62173604"	2016	399
"A35022987"	2014	399.038
"A28662005"	2016	399.453
"B08424855"	2011	399.456
"B03094455"	2016	399.491
"A44004059"	2009	399.517
"A28571750"	2011	399.53
"A07096886"	2014	399.724
"B28361350"	2016	399.834
"A28101020"	2016	399.912
"A81841850"	2017	399.985
"A61797536"	2009	400
"B82956517"	2016	400
"A08244220"	2011	400.065
"B20793956"	2011	400.086
"A28011716"	2014	400.231
"A08514028"	2015	400.421
"A28642122"	2014	400.55
"A01001072"	2008	400.56
"B15021835"	2014	400.639
"B03094455"	2010	400.712
"A48080881"	2015	400.748
"A26004093"	2014	400.809
"A29063567"	2007	400.811
"A28451649"	2011	400.855
"A36006021"	2017	400.858
"A17017005"	2014	400.912
"A36605772"	2017	400.925
"A29016003"	2017	401.133
"A08720708"	2008	401.259
"A35018696"	2007	401.38
"A08373102"	2010	401.47
"A18024919"	2016	401.713
"A24020562"	2015	401.852
"A30005920"	2016	401.876
"B62173604"	2015	402
"A48025571"	2009	402
"A96785225"	2007	402.14
"A07026651"	2012	402.148
"A04006417"	2012	402.249
"A28555563"	2015	402.27
"A48081061"	2015	402.31
"B54055140"	2013	402.551
"B06368674"	2012	402.564
"A50043298"	2014	402.631
"B19001551"	2012	402.724
"B28701340"	2013	402.745
"A03011392"	2011	402.804
"A28456119"	2008	402.906
"A31003247"	2017	402.975
"A29519220"	2016	403.163
"A30610984"	2013	403.178
"A45014776"	2012	403.284
"A08358442"	2015	403.381
"B28644441"	2007	403.381
"B03039609"	2014	403.469
"A15032196"	2012	403.484
"A31068927"	2014	403.517
"A29016003"	2016	403.72
"A36611903"	2013	403.795
"A15685324"	2008	403.983
"A50042027"	2017	403.996
"A58348038"	2010	404.131
