nif	year	ffpp
"A33060294"	2008	2752.452
"A12027488"	2011	2752.798
"B25436122"	2012	2753.071
"A03040854"	2008	2753.23
"A32006611"	2015	2753.375
"A31180060"	2008	2753.998
"A09015405"	2010	2754.184
"A60853413"	2014	2754.358
"B27013556"	2012	2754.631
"A33610304"	2012	2755.042
"A35047778"	2015	2755.361
"A28574101"	2016	2756.052
"B28617256"	2007	2756.49
"A15590904"	2008	2756.93
"A46160701"	2009	2757.152
"A08484107"	2012	2757.549
"A32005548"	2011	2757.751
"A31180060"	2009	2758.053
"A34009936"	2017	2758.577
"B08013963"	2010	2758.701
"A33025974"	2007	2759.348
"A07905573"	2010	2759.601
"B08216202"	2007	2759.73
"A79259404"	2010	2759.826
"A36060754"	2007	2760.26
"A39017058"	2017	2760.411
"A12095295"	2017	2761.108
"B39019468"	2009	2761.206
"A28345148"	2011	2761.527
"B48033278"	2015	2761.836
"A29661394"	2007	2761.899
"A18431064"	2014	2762.201
"A33026105"	2007	2762.56
"A08322067"	2012	2763.548
"A07050420"	2008	2763.602
"B17462961"	2014	2764.023
"A28392033"	2015	2764.738
"B18573931"	2015	2765.062
"A46084984"	2007	2765.07
"B08488645"	2017	2765.206
"A28295038"	2014	2766.58
"A41021841"	2015	2766.607
"A24050015"	2017	2766.759
"A08906208"	2007	2767.62
"A15070444"	2008	2768.103
"A08181067"	2017	2768.744
"A46131520"	2014	2769.265
"A13008461"	2009	2769.719
"A46105086"	2007	2769.876
"A82501545"	2007	2770
"A08440323"	2014	2770.497
"B28091486"	2009	2771.229
"A28106979"	2013	2771.739
"A08679060"	2017	2771.746
"A03061314"	2013	2772.333
"B20793956"	2014	2772.367
"A13012869"	2011	2772.745
"A46226122"	2007	2773.229
"A41050535"	2010	2773.658
"A28313542"	2015	2773.867
"A12283388"	2008	2774.01
"A30035034"	2017	2774.108
"B12020194"	2015	2774.147
"A28612208"	2015	2774.67
"A08651762"	2011	2775.322
"A11682507"	2009	2776.421
"B92403716"	2017	2776.664
"A28060283"	2010	2776.734
"A33609587"	2015	2780.691
"A08290751"	2008	2781.348
"A08262412"	2012	2781.534
"A24013864"	2016	2781.691
"B50997949"	2014	2781.845
"B45555489"	2013	2781.916
"A28341055"	2010	2781.995
"A19012962"	2008	2782.04
"A28184661"	2008	2782.697
"A22271209"	2014	2783.25
"A22003537"	2014	2783.305
"A60850500"	2013	2783.677
"A46084984"	2009	2784.715
"A08450421"	2007	2785.25
"A28381564"	2012	2785.605
"A17020645"	2011	2785.78
"A08186074"	2012	2786.321
"B06007314"	2014	2787.702
"A11018736"	2013	2788.408
"B22009377"	2014	2788.81
"A12013496"	2014	2788.933
"A31013543"	2013	2790.066
"A36603637"	2011	2790.265
"B61696944"	2016	2790.268
"A08013898"	2010	2790.393
"F10017804"	2017	2790.679
"A08149668"	2009	2791.778
"B08423246"	2012	2791.915
"A08659617"	2009	2792.059
"A48059950"	2009	2792.124
"A07026651"	2011	2792.425
"A36249076"	2007	2792.51
"B08619363"	2013	2792.583
"A48071351"	2015	2793.468
"A08304628"	2015	2793.785
"A08159816"	2016	2794.183
"A24014227"	2012	2794.295
"A12027488"	2017	2794.61
"A28147197"	2014	2794.89
"A47021076"	2016	2795.014
"A22009039"	2011	2795.377
"B03039609"	2013	2795.856
"A33018664"	2012	2796.249
"A35005743"	2007	2796.47
"A28147197"	2016	2796.819
"A50025071"	2012	2797.311
"A36006021"	2013	2797.491
"A58132606"	2008	2797.652
"A04325494"	2008	2797.654
"F50011139"	2015	2798.234
"A24050015"	2013	2798.512
"B12007456"	2009	2798.59
"A17040072"	2014	2799.13
"A48114151"	2009	2799.937
"B30041115"	2011	2800.116
"A60853413"	2012	2800.245
"A09007089"	2011	2801.678
"A29003423"	2011	2801.978
"A08304628"	2016	2802.035
"A12016093"	2013	2802.061
"B20759023"	2011	2802.252
"A28325785"	2015	2802.516
"B48033278"	2010	2802.74
"A28638542"	2012	2803.066
"A33610304"	2013	2803.371
"B46163655"	2012	2803.865
"A08122574"	2017	2804.405
"A18016709"	2012	2804.662
"A08200032"	2017	2804.713
"A08375537"	2008	2804.83
"A28693166"	2007	2805.387
"A43001627"	2017	2805.552
"A58061383"	2013	2805.603
"A41018854"	2008	2805.822
"A17009598"	2011	2806.2
"A08322067"	2014	2806.279
"A36615474"	2011	2806.808
"A08704520"	2014	2806.889
"B80146517"	2016	2807
"B28337731"	2010	2807.282
"A43355403"	2009	2807.358
"A28292084"	2010	2807.397
"A08502635"	2015	2808.262
"A30029862"	2013	2808.289
"A33024852"	2013	2809.048
"A28612208"	2014	2809.641
"A30033898"	2007	2809.85
"A28283794"	2007	2810
"A11012572"	2011	2810.568
"A08322067"	2013	2811.552
"A28013894"	2010	2811.847
"A36605038"	2010	2812.125
"A41011271"	2013	2812.366
"A41392317"	2017	2813.074
"A43019975"	2009	2813.673
"B96683347"	2010	2813.836
"A28574044"	2017	2814.673
"B50023142"	2014	2814.898
"A28612208"	2016	2815.585
"A35047778"	2014	2815.679
"A32005548"	2012	2815.702
"B08628455"	2007	2816.344
"B35043637"	2015	2816.355
"A08363400"	2009	2816.774
"A03033164"	2014	2817.192
"B60241437"	2012	2817.233
"A29519220"	2010	2817.374
"B30041115"	2012	2817.566
"B50997949"	2015	2817.912
"B17011511"	2012	2818.258
"A08404212"	2014	2818.407
"B23015753"	2012	2818.534
"A48802854"	2008	2818.864
"A03061314"	2014	2819.873
"A07016025"	2013	2819.911
"B26011627"	2007	2820.276
"B46160842"	2013	2820.673
"A08322067"	2015	2821.523
"A17048752"	2015	2822.081
"B28023679"	2017	2822.81
"A41191313"	2009	2822.983
"A35091057"	2007	2823.716
"A08122574"	2016	2824.259
"B43590272"	2016	2824.469
"B15017908"	2014	2824.863
"A19011634"	2015	2825.016
"A48115000"	2015	2825.413
"B21376942"	2014	2826.187
"A46023594"	2015	2826.278
"A28550960"	2013	2826.607
"A05000682"	2016	2826.897
"A81047375"	2009	2827
"B17011511"	2008	2827.759
"B81009151"	2008	2828.1
"B08114449"	2013	2828.482
"B17048364"	2011	2829.285
"A29018207"	2011	2829.651
"A30005920"	2007	2830.199
"A46010617"	2014	2831.562
"A15044530"	2013	2832.16
"B28023679"	2016	2833.682
"A07016025"	2012	2833.765
"A28580546"	2008	2834.196
"A17020645"	2012	2835.145
"A82485335"	2009	2835.819
"A28017531"	2015	2836.816
"A18008334"	2013	2836.963
"A46336152"	2013	2837.197
"A41050063"	2014	2838.023
"A08263469"	2016	2838.048
"B46118303"	2013	2838.448
"A24004103"	2007	2838.459
"A47006887"	2013	2838.788
"A33025974"	2008	2838.82
"A28452647"	2009	2839.261
"A62332580"	2010	2839.384
"A78393840"	2015	2839.55
"A43001627"	2016	2839.6
"A03061314"	2017	2839.623
"B28126019"	2016	2839.938
"A43055565"	2010	2840.811
"B23015753"	2010	2841.535
"B32008625"	2013	2842.032
"B15516933"	2009	2842.475
"A24015802"	2014	2843.021
"A31061401"	2011	2843.481
"A17020645"	2015	2844.802
"A31076508"	2007	2845.16
"A23012719"	2011	2845.222
"A48047377"	2011	2845.55
"B48841282"	2014	2846.316
"A41008640"	2012	2847
"A08186074"	2013	2847.058
"A11545795"	2016	2847.321
"A08630063"	2008	2848.199
"A48029847"	2016	2848.208
"B39014709"	2016	2848.42
"B36009942"	2007	2848.916
"A14015788"	2009	2849.126
"A80482334"	2007	2849.16
"A81117798"	2016	2849.305
"A08467052"	2014	2850
"A39017058"	2008	2850
"B30365712"	2013	2850.228
"A43025618"	2007	2850.301
"A28443158"	2014	2850.656
"A08200040"	2014	2850.735
"A46014650"	2007	2850.77
"A08217432"	2007	2851.026
"B84311760"	2016	2851.179
"A46084984"	2008	2851.53
"A44004059"	2014	2851.71
"B80146517"	2014	2851.9
"A45202975"	2013	2852.183
"A33009630"	2014	2852.811
"A31078140"	2017	2852.89
"B35043637"	2016	2853.074
"A08466807"	2007	2853.14
"A15506934"	2008	2854.159
"A41008640"	2013	2855
"A08217432"	2013	2855.05
"A12027488"	2012	2855.159
"A36611622"	2009	2855.34
"A33009630"	2016	2855.371
"A08677700"	2010	2856.121
"A28695856"	2015	2856.366
"B43590272"	2012	2856.627
"A08304628"	2014	2857.439
"A41277336"	2016	2859.366
"B41045089"	2012	2859.404
"A28612208"	2017	2859.521
"A41008640"	2014	2860
"B12662722"	2016	2861.067
"A81117798"	2017	2861.441
"A81841850"	2014	2861.686
"A06163851"	2015	2861.688
"A08612103"	2016	2861.864
"B03087293"	2008	2862.28
"B28118800"	2010	2862.728
"A39007943"	2017	2863.221
"A28423986"	2013	2864.169
"B35065788"	2010	2864.641
"A28693166"	2008	2864.66
"B06013841"	2013	2864.962
"B53548384"	2010	2865.419
"A08467052"	2017	2866
"A08453219"	2011	2866.186
"A33026980"	2009	2866.266
"B41621038"	2015	2866.465
"B80146517"	2015	2867
"A80771116"	2008	2867.62
"B03036720"	2015	2868.072
"A06163851"	2014	2868.545
"A28693166"	2011	2869.159
"A43001627"	2013	2869.321
"B31065980"	2010	2870.542
"A31018492"	2008	2870.73
"A46151973"	2012	2871.848
"A61831681"	2016	2871.853
"B20793956"	2011	2871.878
"B41062548"	2016	2871.931
"A33019720"	2013	2872.503
"B36684157"	2010	2872.564
"A28392033"	2016	2872.64
"A02003754"	2011	2872.882
"A30604680"	2010	2872.919
"A08700197"	2016	2873.472
"A32005548"	2013	2874.386
"A12100020"	2010	2874.586
"A23019342"	2012	2874.993
"A01008234"	2009	2875.606
"B08194276"	2011	2876.051
"B46037446"	2013	2877.282
"B28188100"	2008	2877.71
"A08637829"	2016	2878.635
"A46336152"	2015	2878.859
"A46036562"	2009	2878.878
"B28249431"	2013	2878.981
"A30604680"	2009	2879.119
"B41045089"	2013	2879.535
"B30028187"	2011	2879.695
"A34009936"	2012	2880.195
"A28695856"	2016	2880.965
"A32005548"	2014	2881.333
"A08526345"	2009	2881.583
"A53552634"	2010	2881.858
"A28443158"	2015	2881.867
"B37024825"	2014	2882.527
"A60016037"	2011	2882.618
"B41072471"	2013	2882.789
"A46134748"	2010	2883.78
"A47011721"	2008	2884.67
"B41058124"	2013	2885.257
"A13008461"	2017	2885.544
"A08134942"	2012	2885.68
"A08737249"	2013	2886.328
"A01008234"	2010	2887.478
"B41042698"	2013	2887.953
"A07427081"	2007	2889
"B39026604"	2007	2889.1
"B08424855"	2011	2889.212
"A50000355"	2017	2889.25
"B50997949"	2016	2889.291
"B82432725"	2007	2889.635
"A26015503"	2007	2890.71
"A17020645"	2013	2890.74
"A11018736"	2014	2890.94
"A28827335"	2007	2891.338
"A15070444"	2009	2891.421
"A29049509"	2008	2891.535
"A31070378"	2008	2891.89
"B96246350"	2012	2891.896
"A33021635"	2014	2892.068
"A28475770"	2015	2893.245
"A32005548"	2015	2893.456
"A36614691"	2015	2893.515
"A46014650"	2008	2893.88
"A81527095"	2017	2894.434
"A39000187"	2013	2895.484
"A01019702"	2008	2895.532
"A25017880"	2016	2895.588
"A59990580"	2015	2896.088
"B41007576"	2007	2896.13
"A35045681"	2009	2896.585
"A28610863"	2008	2897.03
"A12016093"	2014	2897.763
"B41062548"	2017	2897.77
"A17021460"	2012	2897.956
"B46164679"	2009	2899.414
"A15070444"	2010	2899.618
"A08130254"	2013	2899.774
"A08737249"	2015	2899.776
"A12015673"	2009	2899.923
"B13009592"	2009	2900.835
"A41011271"	2012	2900.953
"A30035521"	2009	2901.21
"B31850977"	2017	2901.358
"A61587358"	2013	2901.577
"A83062497"	2015	2901.605
"A08360844"	2009	2901.728
"A17040072"	2015	2902.214
"A78092764"	2010	2902.28
"B62725320"	2012	2902.961
"A33009630"	2017	2903.057
"A13008461"	2015	2903.724
"B41045089"	2016	2903.936
"A08285363"	2015	2904.239
"B47014568"	2013	2904.343
"A24003873"	2007	2904.56
"A46151973"	2015	2905.082
"A36005718"	2012	2905.168
"A48093868"	2012	2905.229
"B27013556"	2017	2905.705
"B61696944"	2017	2906.801
"A07802218"	2016	2907.313
"A13008461"	2010	2907.427
"B23015753"	2011	2907.774
"A41017161"	2009	2908.205
"B84311760"	2017	2908.511
"A08263469"	2017	2908.524
"B12026183"	2016	2909.747
"C08164253"	2011	2910.52
"B28113991"	2014	2910.734
"A13008461"	2011	2911.57
"A08555344"	2007	2912.14
"A50068923"	2007	2913.073
"B11469491"	2015	2913.436
"B08660409"	2012	2914.525
"A03021409"	2009	2914.909
"A11000098"	2007	2915.561
"B28227775"	2008	2916.65
"A23014871"	2013	2917.072
"A21102157"	2013	2917.18
"A08677700"	2011	2918.318
"A81408817"	2016	2918.32
"A12283388"	2009	2919.424
"A46069456"	2009	2919.592
"A08186074"	2015	2920.008
"B48033278"	2011	2921.707
"A37021631"	2007	2922.078
"A30023238"	2008	2922.512
"A81408817"	2014	2923.475
"A48155352"	2007	2923.57
"A92153527"	2008	2923.791
"A08631517"	2015	2924.17
"B11050176"	2014	2924.176
"A60853413"	2011	2925.556
"B96683347"	2009	2925.557
"B08552614"	2014	2926.574
"A33610304"	2014	2926.649
"B35388867"	2007	2926.868
"A42001305"	2014	2927.396
"A28574044"	2011	2927.974
"A04236931"	2017	2928.857
"A08450421"	2008	2929.06
"B08619363"	2014	2929.247
"A47022165"	2007	2929.516
"B36009207"	2010	2929.684
"A35045681"	2017	2930.439
"A08104994"	2007	2931.21
"A28325785"	2016	2932.016
"A48047377"	2014	2932.79
"A24020828"	2010	2933
"A28693166"	2009	2933.158
"A08262412"	2013	2933.368
"A08285363"	2011	2934.049
"A14033526"	2017	2934.534
"A08091894"	2011	2934.595
"B96990015"	2017	2934.817
"A80897770"	2012	2935.038
"A08493306"	2011	2935.106
"A13008461"	2012	2935.327
"B41045089"	2017	2935.606
"A96785225"	2008	2935.82
"A28057495"	2014	2935.921
"A08146730"	2012	2936.038
"A08283798"	2008	2936.947
"A13012869"	2012	2936.976
"A46048732"	2016	2936.994
"A08257388"	2008	2937.39
"A46162665"	2015	2938
"A28523066"	2010	2938.71
"B03004801"	2015	2938.841
"A17048752"	2013	2939.113
"A08122574"	2013	2939.204
"B96683347"	2008	2939.59
"A35811272"	2012	2939.814
"A48059950"	2010	2940.44
"A30017636"	2010	2940.811
"A08704520"	2015	2941.456
"B35044197"	2009	2941.574
"A47025895"	2011	2941.881
"B03004801"	2016	2942.03
"A08680738"	2015	2942.418
"A24003873"	2008	2942.431
"A28392694"	2011	2943.65
"A43035542"	2008	2944.329
"A46336152"	2011	2944.348
"A28337129"	2016	2944.997
"A14580385"	2012	2945.063
"A08186074"	2014	2945.584
"B35043637"	2017	2946.975
"A58132606"	2009	2947.265
"B39551973"	2012	2947.364
"B28138196"	2010	2947.642
"B28644441"	2008	2948.539
"B15031560"	2015	2949.005
"B28307536"	2011	2949.462
"A28693166"	2010	2949.486
"A34009936"	2013	2949.852
"A08484107"	2013	2950.104
"A08134942"	2014	2950.348
"A30029862"	2014	2950.561
"B08619363"	2015	2950.839
"B28644441"	2009	2951.131
"A28313542"	2016	2952.159
"A29661394"	2009	2952.935
"A46336152"	2014	2953.193
"A04017497"	2010	2953.259
"A14481105"	2012	2953.334
"A36014009"	2010	2954.125
"A02012714"	2012	2954.531
"A08449399"	2015	2954.834
"A12363529"	2011	2955.482
"B47014568"	2014	2957.334
"A36006021"	2014	2957.547
"A01019702"	2009	2957.612
"A17000993"	2007	2958.52
"A28049153"	2010	2958.903
"A08139339"	2012	2959.576
"A13005384"	2011	2959.814
"B82988825"	2008	2960.082
"A08186074"	2016	2960.127
"B96683347"	2007	2960.77
"A07038441"	2013	2961.013
"A08005696"	2013	2961.572
"A17040072"	2016	2961.979
"A35569102"	2012	2961.995
"A46069456"	2010	2962.015
"A25022369"	2012	2962.191
"A03064102"	2015	2963.428
"A08679060"	2012	2964.178
"A36605038"	2011	2964.214
"A28449569"	2011	2964.268
"B28579324"	2010	2964.411
"A46151973"	2013	2964.717
"A12027488"	2013	2965.138
"A28175412"	2011	2965.29
"B48771711"	2010	2965.338
"A31061401"	2012	2965.697
"B30605760"	2013	2965.717
"A28715316"	2013	2967.148
"A36603637"	2012	2967.68
"A53242152"	2008	2967.963
"A33024852"	2014	2968.795
"A09015405"	2011	2969.037
"A18008334"	2014	2969.271
"A25017880"	2014	2969.656
"A28049153"	2009	2970.427
"A46162665"	2016	2970.636
"A60853413"	2013	2971.248
"B36009942"	2008	2972.368
"A15685373"	2012	2972.472
"A28427581"	2016	2973.271
"A48047377"	2017	2973.713
"B43590272"	2008	2973.863
"B12007456"	2012	2973.908
"A33026105"	2008	2974.05
"A41055377"	2012	2974.089
"A28255784"	2007	2974.32
"B27014398"	2013	2974.375
"B03072493"	2014	2974.654
"A17040072"	2017	2974.714
"A46048732"	2013	2975.466
"A11018736"	2011	2975.553
"A36605038"	2012	2976.149
"B28218287"	2010	2976.241
"A36603637"	2014	2976.308
"B38022570"	2013	2977.05
"A23020506"	2017	2977.562
"A58132606"	2012	2977.744
"B08156127"	2016	2977.971
"A39031620"	2016	2978.747
"A08200651"	2010	2979.016
"B39551973"	2010	2979.721
"A53552634"	2011	2979.788
"A08651762"	2012	2980.764
"A50066562"	2009	2983.293
"B41062548"	2014	2983.308
"A60853413"	2009	2983.481
"A07061161"	2008	2983.508
"B03004801"	2017	2983.813
"B58779018"	2015	2984.722
"A17020645"	2016	2985.071
"A28049153"	2008	2985.194
"A04236931"	2008	2985.489
"B03039609"	2009	2985.904
"A28255784"	2008	2986.1
"A13008461"	2016	2986.889
"A62332580"	2011	2987.108
"A36605038"	2013	2987.535
"A18291476"	2016	2987.806
"A28801942"	2008	2987.855
"A31825466"	2016	2988.119
"A46151973"	2014	2989.062
"A07123441"	2017	2990.649
"A24003873"	2009	2991.09
"A48047377"	2016	2991.385
"A46048732"	2017	2991.668
"A50459528"	2015	2992.478
"A78521168"	2007	2992.628
"A02006021"	2008	2992.965
"A33610304"	2015	2993.837
"A30014047"	2009	2993.976
"A46055794"	2017	2994
"B82899550"	2010	2994.344
"A28610863"	2009	2995.76
"B30034573"	2008	2996.33
"A08502635"	2017	2996.966
"A31394356"	2010	2997.132
"A58393778"	2015	2997.904
"B08552614"	2013	2998.385
"B91372748"	2012	2999.297
"A07050420"	2009	2999.69
"B61425682"	2017	2999.773
"A33024852"	2015	3000.914
"A36600518"	2008	3001.04
"A12025565"	2014	3001.338
"A33006644"	2011	3001.634
"B08619363"	2016	3001.686
"A08934168"	2007	3002.747
"A47021076"	2014	3003.477
"A78092764"	2009	3003.955
"A18016709"	2013	3004.179
"A17020645"	2017	3004.308
"A46074563"	2012	3004.514
"A50615160"	2015	3004.734
"A30036933"	2012	3004.766
"A30033898"	2008	3005.01
"B13004924"	2010	3005.119
"A08334906"	2011	3005.204
"A08612103"	2017	3005.411
"A48093538"	2008	3005.58
"A13008461"	2013	3005.583
"A46170080"	2008	3005.65
"A82843129"	2009	3006
"A82843129"	2008	3006
"A12100020"	2016	3006.419
"A36201259"	2007	3006.53
"A07042435"	2011	3007.18
"A31071756"	2008	3007.407
"B46157533"	2011	3007.949
"A08737249"	2014	3008.095
"A33024852"	2016	3008.834
"A43621416"	2013	3009
"A31071756"	2009	3009.095
"A36201259"	2008	3009.44
"A08134942"	2013	3009.771
"A29661394"	2010	3009.96
"A03030509"	2014	3010.111
"A36611622"	2012	3010.418
"A06163851"	2017	3010.585
"B38028692"	2015	3010.876
"B27008408"	2016	3010.91
"A08217432"	2010	3011.03
"A46019204"	2008	3011.215
"B14030720"	2010	3013.508
"A06163851"	2016	3013.757
"B04018495"	2012	3013.829
"A08299406"	2007	3014.86
"B37024825"	2015	3014.947
"B17048364"	2012	3015.106
"B20793956"	2012	3015.432
"A17044546"	2011	3015.561
"A08134942"	2015	3015.88
"A58348038"	2011	3017.691
"A04119293"	2008	3018.067
"B33011792"	2013	3018.679
"A24012692"	2014	3018.701
"B15596331"	2011	3018.866
"B46055489"	2012	3018.88
"B17011511"	2013	3018.914
"A22009039"	2012	3019.526
"A03033164"	2008	3019.63
"A22001721"	2008	3019.993
"A41920943"	2007	3021.307
"B08284002"	2011	3022.555
"A15031800"	2013	3023.029
"B38828687"	2014	3024.353
"A35045681"	2010	3024.429
"A31404452"	2010	3024.738
"A81117798"	2013	3025.079
"A50000876"	2009	3026.8
"A08360844"	2010	3027.315
"A08572430"	2010	3027.671
"B08013963"	2011	3027.935
"B37024825"	2016	3028.621
"B07650112"	2016	3030.277
"A22271209"	2015	3030.437
"A24003873"	2010	3030.842
"A28325785"	2017	3031.423
"A26015503"	2008	3031.62
"A15590904"	2009	3031.75
"A13012869"	2015	3031.768
"A37043015"	2010	3032
"A08135139"	2007	3032.136
"B25436122"	2013	3032.574
"B47014568"	2015	3033.563
"B35065788"	2012	3033.608
"A46109054"	2013	3034.768
"A03084936"	2011	3035.671
"B50029263"	2015	3036.539
"A08008583"	2014	3036.669
"B33029729"	2017	3036.813
"A80732142"	2011	3037.399
"A25017880"	2015	3037.79
"B28579506"	2010	3038.257
"A07042088"	2012	3038.778
"A28523066"	2009	3039.113
"A41212572"	2010	3039.625
"A08700197"	2017	3039.836
"B35665991"	2010	3039.867
"B46441275"	2013	3040.447
"A17009598"	2012	3040.459
"B30009039"	2009	3040.478
"A08091894"	2012	3040.621
"A29661394"	2008	3040.629
"A41008640"	2015	3041
"B28360360"	2012	3041.901
"B28543023"	2012	3042.195
"A28313542"	2017	3043.303
"A14580385"	2013	3044.517
"B17016569"	2007	3044.802
"B36008555"	2013	3044.977
"A41053927"	2007	3045.39
"A41021841"	2014	3045.833
"A12100020"	2017	3045.997
"A92111871"	2013	3046
"B43587120"	2008	3046.652
"A08360844"	2011	3046.951
"A32006413"	2008	3047.187
"A46106928"	2015	3047.584
"A15020480"	2007	3047.823
"A08670929"	2012	3047.878
"B33029729"	2008	3048.716
"B41042698"	2016	3048.848
"B97751978"	2017	3049.466
"A28515567"	2015	3049.539
"B08156127"	2015	3050.133
"A50025071"	2013	3050.19
"A12100020"	2011	3050.507
"A28216992"	2009	3050.813
"B33029729"	2012	3051.409
"A08285363"	2012	3051.636
"A08631517"	2016	3051.741
"A08630063"	2009	3051.863
"B13004924"	2011	3052.355
"A07035934"	2010	3052.422
"B50029263"	2016	3053.499
"A20042933"	2012	3053.911
