nif	year	rdo_ejercicio
"A03033164"	2012	93.28
"A30041834"	2013	93.3
"A08677700"	2007	93.3
"B03093713"	2011	93.339
"A28143782"	2008	93.42
"A04016952"	2008	93.465
"A38225041"	2009	93.477
"A20165650"	2015	93.517
"A46016374"	2008	93.614
"B29053808"	2012	93.648
"B50561968"	2017	93.66
"A08200651"	2014	93.663
"A09007089"	2017	93.674
"A97163653"	2016	93.69
"A12025490"	2007	93.705
"B31066798"	2017	93.753
"B31039530"	2017	93.785
"A28636025"	2008	93.8
"A41002544"	2007	93.82
"A17034844"	2014	93.833
"A08612103"	2011	93.855
"B27008408"	2017	93.883
"A17005968"	2017	93.906
"A28695856"	2011	93.955
"A15072622"	2009	93.98
"B13009592"	2014	94
"B01003581"	2014	94.044
"A07040090"	2016	94.053
"B35043637"	2015	94.093
"B59469296"	2013	94.179
"A03066909"	2014	94.236
"A07016991"	2014	94.241
"A08425902"	2012	94.298
"A29015849"	2015	94.312
"A08105256"	2012	94.332
"A22009039"	2016	94.338
"A28022952"	2015	94.356
"A34009936"	2009	94.444
"A30036933"	2010	94.456
"A29008174"	2012	94.528
"B73254898"	2017	94.673
"B28127447"	2013	94.68
"A20065744"	2009	94.705
"A20073508"	2016	94.727
"A58017187"	2011	94.748
"A28049492"	2014	94.762
"B08113615"	2012	94.778
"A36614691"	2009	94.795
"B28307536"	2015	94.805
"B36009942"	2013	94.856
"A08158172"	2017	94.902
"A08329831"	2016	94.913
"A28586592"	2009	94.913
"A08200313"	2013	95
"A28523066"	2015	95
"A46068284"	2011	95
"A46019204"	2009	95.085
"B11605862"	2012	95.115
"B81365181"	2016	95.138
"A26004754"	2016	95.22
"A34007831"	2009	95.225
"A03017308"	2017	95.225
"A45011103"	2011	95.245
"A27003243"	2014	95.253
"A28636025"	2012	95.32
"A15070444"	2008	95.325
"A07905573"	2009	95.35
"A08683864"	2009	95.384
"A46151973"	2015	95.448
"A30014047"	2007	95.488
"B35005040"	2017	95.535
"A30037873"	2017	95.581
"A12016093"	2014	95.702
"A41027723"	2015	95.711
"A28049492"	2015	95.757
"B11415387"	2015	95.818
"A28324630"	2011	95.938
"A60531688"	2011	96
"A48031686"	2009	96
"A33615980"	2008	96.01
"A48876874"	2007	96.03
"A08621161"	2010	96.104
"A29008174"	2013	96.133
"B61567970"	2012	96.162
"B14484612"	2013	96.176
"A08502635"	2017	96.37
"B59469296"	2011	96.411
"A28518090"	2010	96.509
"B96324983"	2010	96.522
"B30029110"	2008	96.532
"A20049755"	2015	96.582
"A43035708"	2017	96.612
"A41088345"	2017	96.784
"A29076759"	2017	96.835
"A28270452"	2010	96.877
"A01016591"	2017	96.887
"A28029122"	2016	96.961
"A01035807"	2013	97
"A28147197"	2014	97.044
"A15010994"	2013	97.18
"B30029110"	2009	97.283
"A11010352"	2010	97.356
"A08159816"	2015	97.467
"A38008256"	2008	97.584
"A03084936"	2014	97.696
"A25026139"	2015	97.717
"A12025490"	2008	97.79
"A08104994"	2015	97.794
"A41002841"	2012	97.801
"A03036373"	2010	97.858
"B28499218"	2013	97.903
"A08285363"	2011	97.923
"A53552634"	2011	97.93
"B59162701"	2008	97.939
"A07068422"	2017	97.942
"A08170151"	2013	98
"A08612103"	2009	98.013
"A08453219"	2010	98.016
"A30025555"	2015	98.017
"A08630808"	2017	98.049
"A78753514"	2007	98.053
"A08622938"	2017	98.093
"A46151973"	2008	98.107
"F10017804"	2017	98.127
"A03030350"	2014	98.239
"A30022172"	2016	98.26
"A01017557"	2011	98.263
"A12014346"	2008	98.288
"B31684020"	2011	98.291
"B11606647"	2012	98.316
"A08604159"	2014	98.377
"B15015274"	2008	98.379
"B10010775"	2014	98.429
"A25041146"	2008	98.43
"A08665374"	2014	98.438
"B17462961"	2016	98.578
"A38018404"	2016	98.609
"A08244220"	2011	98.698
"A28610863"	2009	98.73
"A17013657"	2013	98.735
"A28662005"	2008	98.76
"A17483124"	2016	98.876
"A48029847"	2014	98.887
"A41069352"	2017	98.961
"B06007314"	2012	98.981
"A43035708"	2010	98.994
"A28423986"	2016	99.044
"A09015256"	2009	99.078
"A08005696"	2009	99.084
"B38028692"	2010	99.104
"A41392317"	2011	99.109
"B50023142"	2014	99.118
"A30021877"	2009	99.161
"B17011511"	2017	99.192
"A09015405"	2008	99.25
"A28325785"	2017	99.407
"A28695856"	2010	99.438
"A14580385"	2013	99.454
"A28357903"	2016	99.512
"A33615923"	2011	99.515
"A48092886"	2007	99.58
"A43035708"	2016	99.589
"B03019106"	2017	99.607
"A41049503"	2016	99.703
"A36615896"	2016	99.707
"A17040072"	2015	99.717
"A03017886"	2016	99.803
"B22003099"	2009	99.807
"A35499318"	2017	99.895
"A59954487"	2017	99.925
"B46173423"	2014	99.926
"A50023423"	2017	99.999
"A41069352"	2016	100.089
"A33202474"	2009	100.134
"A08551590"	2016	100.176
"B15009566"	2008	100.177
"A08128910"	2009	100.355
"A12014346"	2009	100.359
"A39000849"	2010	100.377
"A46031845"	2009	100.442
"A07050420"	2015	100.444
"A36006021"	2014	100.472
"A50013671"	2014	100.477
"A08612103"	2013	100.486
"A03066909"	2013	100.493
"A28651222"	2011	100.532
"A08159816"	2014	100.563
"A48005672"	2013	100.565
"B48841282"	2017	100.578
"A17018391"	2007	100.58
"A25008046"	2013	100.582
"A08007056"	2017	100.628
"A17011297"	2008	100.866
"B73212417"	2016	100.872
"A28325785"	2015	100.88
"A11018736"	2013	100.9
"B03036720"	2012	100.921
"B46201158"	2017	101
"A11000098"	2007	101.019
"A33609587"	2007	101.187
"A46011888"	2016	101.2
"B78496759"	2016	101.267
"A15044530"	2009	101.27
"A08612103"	2010	101.306
"A28580546"	2017	101.321
"B24007049"	2016	101.339
"A30021877"	2016	101.43
"A46074647"	2017	101.447
"A03064102"	2017	101.458
"A46014650"	2010	101.495
"A50032325"	2013	101.499
"A31018187"	2012	101.522
"A11605409"	2014	101.551
"A41021841"	2011	101.584
"B06001143"	2015	101.678
"B50997949"	2016	101.719
"A47006887"	2017	101.75
"A28695856"	2007	101.785
"A28124311"	2014	101.863
"A08730277"	2013	101.913
"A03030509"	2007	101.955
"A29025368"	2010	101.99
"A45019916"	2017	101.998
"A20073169"	2015	102.026
"B91139717"	2010	102.119
"A20024832"	2013	102.123
"B17016254"	2017	102.135
"B46173423"	2008	102.162
"B43636075"	2015	102.163
"B46166013"	2010	102.33
"A41087404"	2013	102.347
"A38225041"	2010	102.49
"B33030305"	2014	102.496
"A11018736"	2014	102.533
"A08075293"	2008	102.54
"B28692044"	2016	102.602
"A46082228"	2017	102.613
"A17005968"	2010	102.619
"A08285363"	2010	102.708
"A07068430"	2010	102.718
"A12016093"	2011	102.718
"A58394941"	2017	102.739
"A38003844"	2017	102.75
"A53559530"	2012	102.814
"A07068422"	2015	102.821
"B28623593"	2012	102.938
"A17005968"	2015	102.965
"B12008553"	2007	102.996
"B35504059"	2014	103
"B28138196"	2013	103.086
"B08988149"	2007	103.118
"A09015256"	2014	103.155
"B43579424"	2009	103.166
"A29030715"	2009	103.181
"B03010634"	2016	103.184
"A32006413"	2012	103.251
"A59954487"	2016	103.277
"A08484107"	2010	103.288
"A30018345"	2013	103.301
"A08220428"	2017	103.332
"A46038519"	2015	103.349
"B28670602"	2015	103.355
"A33034695"	2010	103.36
"A08564502"	2012	103.373
"A08612103"	2014	103.379
"A07026651"	2017	103.441
"A28057495"	2014	103.52
"A48031140"	2008	103.57
"B33029729"	2016	103.614
"A15049281"	2011	103.699
"A19012962"	2013	103.749
"A41069352"	2014	103.766
"A48092886"	2008	103.81
"A08130254"	2014	103.826
"A08363640"	2013	103.879
"A30006142"	2010	103.973
"A28582450"	2007	103.975
"A47438262"	2014	103.976
"A28610863"	2012	103.99
"B08190902"	2015	104.024
"A07068422"	2009	104.058
"A35019637"	2013	104.082
"A04047700"	2009	104.129
"A07065717"	2013	104.148
"B36620193"	2017	104.162
"A08401820"	2015	104.193
"B82988825"	2010	104.227
"A03011392"	2011	104.245
"B28499218"	2014	104.33
"B36008555"	2009	104.393
"A08198392"	2011	104.396
"B28379386"	2014	104.423
"A12100020"	2009	104.486
"B08111411"	2012	104.486
"A08104994"	2013	104.656
"B45020351"	2012	104.698
"A30018345"	2014	104.716
"A59990580"	2009	104.73
"A08322067"	2010	104.732
"A28681492"	2007	104.735
"A17005968"	2012	104.769
"A08026627"	2016	104.786
"A47022165"	2007	104.806
"F04030672"	2012	104.833
"A28249993"	2014	104.852
"A08681264"	2009	104.921
"A28202075"	2011	104.959
"A17021460"	2009	104.994
"B28240075"	2010	105.004
"A08105371"	2010	105.107
"A14025142"	2013	105.122
"A28518819"	2009	105.174
"A50335918"	2011	105.177
"B03032620"	2012	105.188
"A25529074"	2016	105.199
"A30035547"	2012	105.223
"B33615493"	2014	105.279
"B28341832"	2017	105.364
"A28458826"	2010	105.478
"A28449569"	2013	105.566
"B43361724"	2011	105.571
"A07007735"	2015	105.605
"A41011271"	2010	105.843
"A78267309"	2015	105.854
"A46084984"	2007	105.861
"B28126019"	2011	105.909
"A08069809"	2010	105.927
"A01161066"	2012	105.962
"B84150994"	2015	106
"B59162701"	2015	106.02
"A04325494"	2017	106.054
"A08730277"	2014	106.077
"A09015256"	2007	106.223
"A23008857"	2011	106.261
"A04016952"	2009	106.306
"A46069456"	2014	106.337
"A30006142"	2009	106.382
"A28519932"	2017	106.543
"A07068422"	2013	106.639
"B28249431"	2007	106.64
"A31000441"	2007	106.693
"A08222465"	2011	106.74
"A28255784"	2010	106.803
"A46129789"	2014	106.804
"A08563769"	2010	106.836
"A26015503"	2012	106.872
"C08164253"	2015	106.939
"A39000690"	2012	106.952
"A20062915"	2016	106.967
"A61831681"	2010	106.982
"A46137352"	2008	106.993
"A36249076"	2017	107.038
"B30566194"	2014	107.137
"A23372832"	2013	107.173
"B39014709"	2010	107.205
"A08404253"	2017	107.21
"A08361644"	2013	107.315
"A78521168"	2007	107.412
"B28118800"	2009	107.433
"B81303232"	2014	107.437
"A46047965"	2015	107.53
"A17005968"	2016	107.542
"A41028820"	2013	107.558
"B81365181"	2015	107.573
"A29051067"	2009	107.688
"A03057221"	2017	107.702
"B37015526"	2017	107.801
"A08375545"	2008	107.83
"A08203887"	2017	107.831
"B46050910"	2017	107.852
"B03089471"	2015	107.855
"A08433260"	2017	107.856
"A08332256"	2009	107.873
"B08195653"	2016	107.92
"A08280240"	2016	107.932
"A01012830"	2007	107.934
"A28416089"	2008	107.988
"A46048732"	2010	108.027
"A48050124"	2016	108.064
"A41112012"	2017	108.085
"A28543809"	2013	108.132
"A06017040"	2009	108.182
"A17483124"	2015	108.184
"B12007357"	2011	108.19
"A41014986"	2013	108.269
"B36623148"	2015	108.282
"B30331573"	2015	108.323
"A20073169"	2014	108.39
"A28670313"	2013	108.399
"B83782169"	2012	108.494
"A28651222"	2012	108.576
"A12023693"	2015	108.632
"A28271112"	2016	108.754
"A26004754"	2013	108.829
"B36008555"	2010	108.971
"A13005384"	2007	109.002
"A48040034"	2010	109.013
"B46164679"	2009	109.021
"A08066300"	2008	109.056
"B60552619"	2014	109.058
"A03084936"	2017	109.104
"A28623155"	2015	109.108
"A30036438"	2010	109.135
"B28249431"	2008	109.27
"A17001678"	2009	109.301
"A08622938"	2014	109.348
"A08220014"	2015	109.48
"A26020198"	2016	109.527
"A28612620"	2012	109.534
"B12007357"	2017	109.554
"B27007897"	2010	109.614
"B61567970"	2011	109.616
"A41920943"	2017	109.646
"A28054211"	2017	109.683
"B03036720"	2011	109.842
"A21008727"	2014	109.859
"A29003423"	2017	109.954
"A59954487"	2014	109.969
"B96011283"	2013	110.01
"A20017604"	2009	110.032
"A07123441"	2013	110.033
"A01000249"	2013	110.035
"B01003581"	2009	110.09
"B36603629"	2014	110.1
"A41037672"	2012	110.102
"A11006095"	2016	110.13
"A37021631"	2014	110.194
"A24056319"	2015	110.235
"A46048732"	2015	110.271
"A03084936"	2016	110.337
"A28441269"	2010	110.371
"B20793956"	2013	110.408
"A28313542"	2017	110.506
"A01005594"	2007	110.541
"B33920141"	2014	110.577
"A08723926"	2017	110.655
"B23357700"	2007	110.7
"B25006222"	2016	110.715
"B50001874"	2014	110.744
"A01000249"	2017	110.755
"A08604159"	2015	110.771
"A08667016"	2017	110.851
"A03011541"	2013	110.856
"A28636025"	2009	110.87
"A41037672"	2010	111.019
"A36605038"	2009	111.075
"B33615493"	2015	111.229
"A03035417"	2011	111.246
"A15027139"	2013	111.261
"A30610984"	2013	111.345
"A33560772"	2014	111.376
"A08689796"	2009	111.402
"A30610984"	2012	111.442
"A46031845"	2011	111.488
"A27199140"	2017	111.516
"A30025555"	2012	111.539
"B46071080"	2008	111.576
"A08631517"	2016	111.578
"A50013671"	2013	111.641
"B17016254"	2011	111.655
"A08626939"	2011	111.675
"A46068862"	2017	111.718
"B03089471"	2013	111.779
"B28240075"	2015	111.789
"B13009592"	2015	111.791
"A50013671"	2015	111.917
"A28126597"	2017	112
"A08304933"	2011	112.005
"A08377046"	2017	112.125
"A33008426"	2013	112.241
"A29063567"	2013	112.249
"A12385860"	2016	112.274
"A36615037"	2010	112.287
"A45019916"	2015	112.304
"A81933772"	2016	112.423
"A33560772"	2010	112.447
"B46070728"	2017	112.457
"A08013898"	2017	112.489
"A30036438"	2007	112.514
"B22004931"	2015	112.546
"A08361016"	2014	112.548
"A46048732"	2016	112.598
"F95073748"	2011	112.657
"A12524278"	2011	112.707
"B08424855"	2015	112.782
"A41392317"	2016	112.842
"A96918867"	2010	112.873
"A20073508"	2017	112.955
"A08285363"	2009	112.975
"A28195147"	2013	112.99
"B62119904"	2015	113
"A08630063"	2008	113.004
"A36604882"	2015	113.023
"A48119143"	2010	113.029
"A35018027"	2014	113.06
"B18012831"	2014	113.094
"A11012572"	2007	113.152
"B46121000"	2013	113.168
"A31009913"	2014	113.22
"A08209538"	2008	113.23
"A28416089"	2017	113.265
"A48080881"	2010	113.346
"B46160842"	2008	113.378
"B22005524"	2015	113.416
"A08332256"	2015	113.506
"B39014709"	2014	113.516
"B79945150"	2009	113.533
"A61427183"	2013	113.552
"B03019106"	2014	113.619
"B33029729"	2015	113.757
"A28674489"	2009	113.757
"A09015405"	2007	113.77
"A22012223"	2010	113.782
"A08257214"	2017	113.805
"B41062548"	2015	113.82
"A29018207"	2010	113.835
"A09007089"	2009	113.9
"A03003530"	2011	113.917
"A08489007"	2017	113.956
"A48064182"	2013	114
"A08131153"	2010	114
"A50013671"	2017	114.134
"A04236931"	2007	114.162
"B28623213"	2015	114.263
"A08556896"	2007	114.29
"A08186074"	2015	114.423
"A03057486"	2014	114.479
"A46156048"	2008	114.481
"A50068923"	2017	114.483
"A08651762"	2015	114.493
"A08051526"	2008	114.494
"A28080489"	2009	114.615
"A08509937"	2009	114.635
"A28392736"	2013	114.653
"A30036438"	2012	114.683
"A33560772"	2013	114.696
"A60401585"	2012	114.723
"A14022099"	2014	114.755
"A28651370"	2010	114.837
"A47000641"	2013	114.877
"B08552614"	2016	114.946
"A12012605"	2016	114.998
"A08639643"	2012	115.04
"A17014879"	2017	115.067
"A43035708"	2014	115.1
"B08156127"	2007	115.116
"A17009598"	2017	115.129
"A08659617"	2012	115.149
"A08262412"	2017	115.153
"A22201164"	2017	115.173
"B38002655"	2015	115.408
"A08479297"	2011	115.429
"A08120859"	2007	115.441
"A08217432"	2014	115.693
"A28618890"	2016	115.742
"A30036438"	2016	115.778
"B36603629"	2013	115.853
"A08120859"	2008	115.923
"A48114151"	2013	115.973
"A28515567"	2014	115.974
"A46336152"	2014	115.996
"A28683068"	2008	116.13
"A08377046"	2014	116.131
"A33024084"	2011	116.147
"A08198392"	2009	116.153
"B38380473"	2008	116.156
"A28518090"	2007	116.177
"A04119293"	2009	116.199
"A13006903"	2015	116.256
"B35015262"	2008	116.436
"A08051526"	2010	116.46
"A28357903"	2017	116.478
"B30023535"	2017	116.588
"A33006644"	2008	116.592
"A38014098"	2015	116.691
"A59320143"	2012	116.728
"B06001143"	2014	116.749
"B03094455"	2014	116.758
"A08659302"	2015	116.761
"A08255374"	2013	116.775
"A08263469"	2015	116.789
"A04000881"	2007	116.828
"B30009039"	2008	116.868
"A46117792"	2014	116.916
"B38008983"	2015	116.949
"A48071351"	2015	117.054
"A31018799"	2010	117.109
"A08189359"	2011	117.126
"A08551590"	2011	117.142
"A32226037"	2016	117.179
"A48119622"	2016	117.191
"A17045204"	2016	117.193
"A08691503"	2013	117.206
"A08720708"	2013	117.224
"A78092764"	2007	117.28
"B83766485"	2017	117.28
"A05122460"	2011	117.282
"A36014009"	2011	117.338
"A42003368"	2016	117.383
"A48005672"	2015	117.391
"A07068430"	2013	117.444
"A36002285"	2013	117.447
"A18312041"	2015	117.474
"A09004813"	2009	117.527
"A35499318"	2014	117.55
"A80352420"	2007	117.56
"A08200651"	2012	117.568
"A08285363"	2012	117.588
"A17021460"	2008	117.606
"A08681264"	2011	117.621
"B12015210"	2014	117.621
"A08105256"	2011	117.675
"A28543809"	2016	117.728
"A08513541"	2012	117.755
"A08489007"	2009	117.764
"A50023423"	2015	117.766
"B32362410"	2015	117.791
"A28117026"	2016	117.868
"B03036340"	2013	117.887
"A17483124"	2014	117.91
"B33029729"	2007	117.913
"A46162665"	2017	117.934
"A08296535"	2015	118.041
"A38225041"	2011	118.042
"A48040232"	2016	118.043
"A17009598"	2016	118.098
"A07068422"	2012	118.107
"A08094567"	2015	118.121
"A79253803"	2016	118.149
"A28457059"	2015	118.186
"A38000410"	2015	118.242
"A08405490"	2009	118.288
"A78753514"	2009	118.296
"A08231250"	2013	118.327
"B06007314"	2013	118.342
"A17013657"	2012	118.365
"A36604882"	2016	118.378
"A30005920"	2007	118.409
"A28428233"	2013	118.581
"A45015716"	2012	118.625
"A30005920"	2010	118.671
"A04236931"	2008	118.685
"A08069809"	2008	118.704
"A08622938"	2016	118.788
"B80397409"	2013	118.872
"A46156048"	2007	118.923
"A78688934"	2016	118.94
"B48033278"	2011	118.967
"A31013543"	2015	119.057
"B38008983"	2014	119.101
"A08689796"	2008	119.13
"A28415487"	2017	119.17
"A48095822"	2013	119.22
"A01000249"	2014	119.238
"B08688301"	2007	119.278
"B29014826"	2015	119.365
"A28325785"	2014	119.384
"A26004754"	2015	119.498
"A23010200"	2012	119.504
"B38238788"	2012	119.512
"F10017804"	2011	119.524
"B30034730"	2011	119.528
"B43004852"	2013	119.541
"A28446995"	2016	119.581
"A28618890"	2017	119.609
"A08051526"	2009	119.652
"A28435931"	2016	119.751
"A12228458"	2014	119.813
"A48083927"	2013	119.846
"A08375545"	2009	119.868
"F06139109"	2011	119.872
"A30036438"	2013	119.92
"A11209749"	2014	119.947
"A29050572"	2016	119.95
"B82393778"	2014	119.951
"A35026590"	2014	120.022
"A20036083"	2016	120.074
"A28202075"	2017	120.084
"A48080881"	2012	120.092
"A39030812"	2008	120.099
"A26020198"	2017	120.134
"A35012012"	2007	120.139
"A30013247"	2007	120.147
"A48876874"	2011	120.226
"A17014879"	2007	120.255
"A50050236"	2014	120.292
"A25008046"	2015	120.293
"B03045507"	2011	120.393
"A33018664"	2011	120.412
"A08606378"	2013	120.412
"B03101748"	2017	120.455
"B41007576"	2009	120.471
"A08626939"	2007	120.512
"A33026980"	2011	120.548
"A46035770"	2013	120.562
"B31005507"	2007	120.566
"A08612103"	2015	120.59
"A38020905"	2013	120.599
"A41037672"	2015	120.702
"B11606647"	2010	120.715
"A30041834"	2012	120.723
"A12021267"	2011	120.774
"A12017760"	2011	120.78
"B30605760"	2010	120.783
"B12007357"	2012	120.891
"F30046411"	2007	120.904
"A30035679"	2016	120.926
"A08514135"	2015	120.934
"A07007735"	2012	120.947
"B41002619"	2008	120.988
"A28410850"	2013	121.043
"A29018207"	2017	121.053
"A28734432"	2008	121.166
"B73456147"	2015	121.196
"A20024832"	2011	121.271
"A28375467"	2015	121.382
"A11209749"	2015	121.502
"A33024621"	2015	121.534
"A08591075"	2015	121.587
"A30036438"	2017	121.599
"A50040013"	2010	121.662
"B08282337"	2011	121.678
"A47010194"	2009	121.694
"A48080881"	2016	121.788
"A46122065"	2017	121.792
"A34007831"	2013	121.862
"B28489748"	2007	121.87
"A30035679"	2009	121.913
"A28184661"	2011	121.935
"A14022099"	2010	121.95
"A43020486"	2007	121.973
"A28011716"	2017	122
"A17005968"	2013	122.011
"A28518090"	2011	122.029
"A30005524"	2007	122.04
"B46055943"	2016	122.143
"A08640039"	2007	122.224
"A30025555"	2013	122.233
"A04007811"	2016	122.261
"A28547115"	2007	122.263
"B08238263"	2016	122.298
"A46082228"	2013	122.313
"B27008408"	2014	122.394
"A46089819"	2008	122.395
"A08198392"	2008	122.414
"B41086844"	2014	122.43
"A08562910"	2011	122.445
"A13006903"	2017	122.587
"A47000641"	2012	122.608
"A08340267"	2008	122.62
"A28016947"	2017	122.64
"A17009093"	2012	122.651
"A62400718"	2009	122.658
"A30032130"	2010	122.682
"A48155352"	2013	122.695
"B07685779"	2016	122.736
"B08292054"	2007	122.76
"A08200651"	2013	122.771
"A15007727"	2015	122.871
"A29025368"	2011	122.879
"B28623593"	2011	122.922
"A12019840"	2011	122.928
"B80146517"	2014	123
"A28695856"	2009	123.061
"A17005968"	2007	123.11
"A11209749"	2013	123.112
"A31056500"	2017	123.161
"B13009592"	2013	123.196
"A17021460"	2010	123.203
"A08989782"	2011	123.212
"A29050762"	2016	123.312
"A30005920"	2009	123.436
"B36009942"	2008	123.453
"A27199140"	2011	123.592
"A03088580"	2009	123.592
"A17011297"	2007	123.6
"B47506811"	2013	123.668
"A46126439"	2015	123.703
"B45020351"	2013	123.704
"A46035770"	2011	123.774
"A39005095"	2012	123.8
"A08200032"	2017	123.853
"B03019106"	2013	123.869
"B46153292"	2014	123.987
"A28614790"	2014	124.01
"A28612620"	2011	124.057
"A33024084"	2007	124.061
"B46115838"	2016	124.08
"A24004103"	2009	124.1
"A08623928"	2017	124.146
