nif	year	inmovilizado_inm
"B12006623"	2009	60.462
"A14037642"	2011	60.472
"A36249076"	2010	60.478
"B12006623"	2008	60.526
"A35115856"	2009	60.551
"B28241495"	2011	60.576
"A46117792"	2012	60.582
"A08115578"	2009	60.584
"B46095964"	2011	60.587
"A29350139"	2011	60.592
"A60850500"	2015	60.617
"B15015274"	2016	60.62
"A28189082"	2013	60.668
"A45015872"	2013	60.703
"A08489007"	2011	60.722
"A35028570"	2011	60.749
"A17483124"	2014	60.788
"A31000441"	2010	60.842
"A30036933"	2013	60.87
"A28058758"	2016	60.909
"A09354176"	2017	60.91
"A28720795"	2013	60.931
"A25022609"	2017	60.935
"A33036807"	2014	60.938
"A28325785"	2012	60.971
"B46118717"	2014	60.972
"A08132805"	2007	60.976
"B41094459"	2009	60.996
"A28173573"	2010	61.001
"B30331573"	2007	61.005
"A38024345"	2012	61.021
"B17228081"	2017	61.045
"A46005484"	2007	61.095
"A36249076"	2011	61.119
"A39027917"	2015	61.126
"B43590272"	2009	61.131
"A41087404"	2016	61.142
"A41088493"	2014	61.181
"A45014776"	2007	61.213
"A45014776"	2015	61.229
"A08514135"	2009	61.237
"A28249993"	2010	61.268
"A01292846"	2015	61.302
"A08013898"	2009	61.303
"A28392736"	2012	61.307
"A22201164"	2015	61.344
"A25529074"	2014	61.351
"A46106928"	2017	61.355
"B07025315"	2015	61.359
"B46054508"	2017	61.376
"A28416154"	2015	61.398
"A08681264"	2016	61.41
"A45019916"	2010	61.456
"A48116420"	2013	61.46
"A47010095"	2016	61.465
"A20073169"	2015	61.47
"A33689530"	2013	61.499
"A28715183"	2017	61.512
"A08445983"	2016	61.539
"A43019975"	2013	61.557
"A50057421"	2014	61.603
"B41065418"	2013	61.631
"B03100831"	2012	61.693
"A46011888"	2015	61.697
"B28361350"	2014	61.708
"A28184661"	2010	61.731
"A30040562"	2015	61.772
"A30040562"	2016	61.772
"A30040562"	2014	61.772
"A04047700"	2012	61.805
"B28545994"	2011	61.844
"A08007056"	2008	61.873
"A07018112"	2017	61.879
"B15015274"	2013	61.893
"A50034024"	2013	61.908
"B18547281"	2017	61.95
"B30016612"	2014	61.967
"A28487007"	2017	61.973
"A08257388"	2013	62.014
"B28307536"	2012	62.019
"B08216202"	2015	62.055
"A08199168"	2010	62.076
"B50029263"	2012	62.09
"A15072622"	2015	62.11
"A07018112"	2016	62.111
"A03064102"	2016	62.138
"B92709526"	2013	62.165
"B38005377"	2013	62.166
"A43020643"	2012	62.181
"A43621416"	2010	62.277
"A21006911"	2017	62.306
"A12013496"	2012	62.311
"A33617218"	2007	62.317
"A18431064"	2010	62.37
"B12015210"	2015	62.373
"A08193591"	2010	62.375
"A03028461"	2013	62.398
"A28117026"	2017	62.413
"A35033604"	2012	62.427
"A61831681"	2016	62.452
"B08488645"	2013	62.466
"A96785225"	2012	62.486
"A08679060"	2016	62.509
"A14004691"	2009	62.529
"B28341790"	2011	62.533
"G07065709"	2010	62.545
"A08262065"	2017	62.549
"A26010413"	2008	62.578
"A01008234"	2013	62.611
"A38030680"	2009	62.613
"A36604882"	2011	62.625
"B28222487"	2017	62.646
"A32226037"	2015	62.662
"A31031545"	2017	62.716
"A35517671"	2017	62.74
"A48116420"	2017	62.748
"A30610984"	2012	62.752
"B46114724"	2017	62.786
"B79863288"	2013	62.791
"A28131274"	2017	62.811
"A28734432"	2012	62.82
"B17228081"	2009	62.829
"A17004763"	2012	62.839
"A12294815"	2014	62.852
"A48119143"	2014	62.864
"A08013898"	2008	62.874
"A08276438"	2012	62.876
"A31086598"	2013	62.887
"A28651222"	2015	62.897
"A07036130"	2010	62.954
"A31030901"	2010	62.955
"A01017557"	2011	62.994
"A17202375"	2010	63
"A41037672"	2007	63.02
"A48059950"	2016	63.02
"A08128910"	2008	63.032
"A08146730"	2009	63.081
"A46014155"	2010	63.09
"A08145385"	2010	63.106
"A28211092"	2008	63.108
"A17003757"	2007	63.12
"B50031749"	2007	63.12
"A15013618"	2007	63.157
"A34007831"	2014	63.163
"A28423986"	2017	63.217
"A08322067"	2013	63.221
"B46124434"	2016	63.26
"A53817359"	2013	63.277
"A28175412"	2017	63.332
"B37012069"	2011	63.366
"A12027488"	2008	63.375
"B42141176"	2014	63.377
"A30041834"	2013	63.386
"A40002701"	2017	63.413
"A15016702"	2008	63.437
"A10011641"	2008	63.553
"A08012270"	2010	63.58
"A18006569"	2012	63.619
"B48714133"	2014	63.661
"F10026128"	2014	63.681
"B97307086"	2014	63.692
"A80652423"	2013	63.715
"B60653466"	2013	63.729
"B35023068"	2007	63.777
"A03003530"	2013	63.792
"A45010204"	2010	63.815
"A79201075"	2013	63.815
"A01009265"	2008	63.819
"B35023068"	2008	63.844
"B28120012"	2013	63.944
"A24010217"	2011	63.95
"A46068862"	2014	63.958
"A08149668"	2008	63.978
"B41031980"	2016	63.998
"A35101732"	2014	64
"A46002697"	2017	64.003
"A12011672"	2008	64.006
"A08489007"	2012	64.054
"A08013898"	2012	64.06
"A46048815"	2010	64.077
"A08363400"	2010	64.089
"A28543809"	2013	64.092
"B17048364"	2012	64.107
"B50475839"	2016	64.116
"A03027919"	2016	64.153
"A31031545"	2007	64.159
"B83541912"	2016	64.214
"A08683864"	2008	64.246
"A21007570"	2016	64.253
"A46005484"	2008	64.256
"A20073508"	2012	64.275
"A36615037"	2009	64.287
"A08657017"	2016	64.341
"A58393778"	2008	64.351
"A17009598"	2010	64.405
"B46132387"	2015	64.407
"B41031980"	2015	64.428
"B15004849"	2015	64.462
"A47438262"	2014	64.465
"A04016952"	2014	64.475
"A41037672"	2017	64.506
"B28545994"	2012	64.515
"A38013744"	2011	64.53
"A45007614"	2013	64.572
"A24050015"	2016	64.581
"B73456147"	2016	64.581
"A39000104"	2013	64.597
"A50049105"	2017	64.64
"A08146730"	2008	64.653
"A28801942"	2009	64.66
"A43019975"	2015	64.678
"A17014879"	2017	64.69
"A33602905"	2011	64.695
"A38024907"	2016	64.702
"A08014813"	2012	64.705
"B25006222"	2010	64.734
"A30035679"	2009	64.811
"A45014610"	2013	64.854
"A36603967"	2016	64.857
"A46068862"	2017	64.858
"A24014227"	2010	64.891
"A13001730"	2007	64.909
"V41812744"	2013	64.942
"B50475839"	2008	64.98
"A03017308"	2008	64.992
"A96773940"	2014	65
"B35023068"	2010	65.006
"A36615037"	2017	65.018
"A25010430"	2010	65.023
"A28067338"	2014	65.096
"B54055140"	2016	65.105
"A08132805"	2012	65.148
"A24020828"	2013	65.15
"B41007576"	2014	65.204
"A46134250"	2011	65.209
"A01012830"	2008	65.227
"A30025555"	2017	65.229
"B46069654"	2016	65.24
"A31013543"	2015	65.329
"A08128910"	2015	65.389
"A78428596"	2007	65.4
"A39005095"	2016	65.459
"A31018799"	2007	65.466
"A28012656"	2011	65.473
"B17011511"	2017	65.48
"A08224107"	2010	65.54
"A14000533"	2011	65.574
"A08551061"	2017	65.58
"A46023594"	2009	65.584
"A38024907"	2010	65.6
"A48047377"	2016	65.611
"A15032196"	2008	65.63
"B73456147"	2013	65.654
"A08013898"	2014	65.664
"A03012614"	2012	65.677
"A28427516"	2008	65.691
"A34009936"	2017	65.722
"A36643450"	2009	65.729
"A08026627"	2013	65.754
"A46023594"	2012	65.762
"B38004966"	2016	65.783
"A08384190"	2009	65.824
"A59954487"	2009	65.876
"A03017308"	2011	65.899
"A35045681"	2011	65.9
"B46135364"	2008	65.972
"A46094207"	2013	65.986
"A80771116"	2017	66
"A08026635"	2017	66
"A48005672"	2015	66.019
"A50025071"	2008	66.05
"A39005095"	2013	66.073
"B35031665"	2016	66.09
"A12006227"	2008	66.093
"A30035679"	2010	66.132
"B20013983"	2011	66.142
"B08660409"	2012	66.177
"B27013382"	2011	66.226
"A46139937"	2017	66.237
"A28295806"	2012	66.261
"A28670636"	2013	66.28
"A08008583"	2017	66.3
"B50068105"	2017	66.317
"A36016574"	2014	66.334
"A12083002"	2013	66.349
"A41057209"	2010	66.36
"A12228458"	2017	66.389
"A08556896"	2012	66.413
"A45014776"	2010	66.433
"B08284002"	2013	66.478
"B31049273"	2010	66.485
"A31018492"	2017	66.488
"A30005920"	2016	66.495
"A17034505"	2011	66.504
"A07018112"	2015	66.521
"B08359093"	2007	66.544
"A48084909"	2014	66.562
"A08499568"	2008	66.567
"A39022124"	2013	66.568
"A53242152"	2012	66.627
"A07019573"	2014	66.656
"A08385395"	2014	66.676
"A08322067"	2012	66.681
"A46014650"	2014	66.689
"B48045942"	2015	66.703
"A08191579"	2012	66.74
"B92091404"	2014	66.777
"A33610106"	2007	66.801
"A50068923"	2011	66.819
"B28227866"	2007	66.83
"A46105086"	2014	66.841
"A46156048"	2012	66.945
"A11010469"	2014	66.987
"A35101732"	2009	67
"A08637829"	2016	67.029
"A50052950"	2011	67.043
"B30035968"	2015	67.045
"A46126686"	2009	67.094
"A33025719"	2014	67.103
"B17228081"	2016	67.12
"A48093918"	2013	67.144
"A28108447"	2008	67.152
"B41072471"	2012	67.152
"A41050113"	2009	67.17
"A24003873"	2016	67.179
"B43636075"	2012	67.195
"A28428233"	2011	67.206
"A28734432"	2009	67.212
"B43361724"	2011	67.251
"B01003581"	2016	67.296
"B11018462"	2010	67.319
"B28383362"	2016	67.35
"B41045089"	2016	67.356
"B41045089"	2017	67.356
"B17016569"	2013	67.437
"B28569127"	2012	67.444
"A03028552"	2008	67.451
"B45493707"	2012	67.495
"B91235622"	2009	67.509
"B60420692"	2014	67.53
"A24001661"	2016	67.536
"B01003581"	2014	67.552
"A08224107"	2007	67.575
"A39005095"	2017	67.608
"B31064082"	2014	67.612
"A08606378"	2007	67.633
"B83495101"	2011	67.658
"A50023423"	2016	67.667
"A03040854"	2007	67.677
"B08194359"	2007	67.7
"A08276867"	2011	67.723
"A33689530"	2015	67.769
"B30023535"	2017	67.772
"A38003133"	2015	67.783
"B47009626"	2010	67.783
"A41080144"	2008	67.802
"A41010521"	2013	67.808
"A07042088"	2016	67.84
"A48117881"	2014	67.86
"A31034606"	2011	67.89
"A33615923"	2010	67.893
"F10027423"	2015	67.92
"B41045089"	2014	67.943
"B35043637"	2013	67.998
"A31007743"	2016	68
"A28060515"	2017	68
"A15031800"	2014	68
"A41038274"	2008	68.039
"B43202076"	2017	68.127
"A28345148"	2010	68.145
"A20557294"	2007	68.188
"A41035742"	2012	68.219
"A20032264"	2012	68.252
"B43636075"	2014	68.29
"A24020828"	2014	68.34
"B08059636"	2012	68.347
"A30036933"	2008	68.529
"A34007831"	2013	68.585
"A08097180"	2016	68.589
"A07051253"	2014	68.653
"A33615980"	2016	68.66
"A50017334"	2015	68.677
"A73093734"	2015	68.684
"A08278731"	2011	68.764
"A18006569"	2014	68.831
"A28487007"	2010	68.837
"A28574044"	2013	68.859
"A44003663"	2014	68.86
"A15007750"	2008	68.91
"A28579191"	2010	68.919
"A24014227"	2011	68.954
"A40002701"	2016	68.982
"A20557294"	2009	69
"A80316672"	2017	69
"B81864894"	2012	69
"A08061731"	2013	69.015
"A20557294"	2008	69.015
"A28190973"	2011	69.02
"B30029599"	2015	69.044
"A31018187"	2016	69.046
"A04325494"	2016	69.047
"A46115127"	2009	69.048
"A28192532"	2010	69.062
"B38318572"	2010	69.066
"A04325494"	2017	69.074
"A28070167"	2009	69.092
"A20034286"	2007	69.133
"A30035679"	2008	69.146
"A36005718"	2016	69.239
"B03004801"	2007	69.248
"A04202008"	2014	69.285
"A38031233"	2014	69.314
"A48084909"	2008	69.34
"B45005279"	2016	69.342
"A08021768"	2017	69.354
"A82131913"	2017	69.366
"A08438194"	2013	69.386
"B03087293"	2008	69.39
"A28167443"	2011	69.4
"A36016574"	2012	69.404
"A03197308"	2017	69.411
"B28498210"	2009	69.421
"A08612103"	2012	69.469
"B23357700"	2009	69.495
"A38024345"	2011	69.506
"A17013269"	2011	69.537
"A08007056"	2007	69.561
"B41072471"	2010	69.584
"B46114724"	2014	69.598
"A07051253"	2013	69.644
"B83393223"	2009	69.657
"A43010974"	2017	69.664
"B84311760"	2016	69.679
"A08097180"	2015	69.786
"A08560179"	2015	69.812
"B80372220"	2017	69.838
"B22003099"	2013	69.878
"A48102792"	2013	69.901
"A10011641"	2007	69.927
"A08146730"	2014	69.95
"A30040562"	2013	69.962
"A48009328"	2017	69.972
"A46023594"	2013	69.994
"B60171162"	2014	70
"B30034573"	2012	70.011
"A46051918"	2015	70.029
"A26010413"	2015	70.043
"A08301475"	2011	70.111
"A23014871"	2012	70.128
"A28491041"	2016	70.139
"A28458826"	2011	70.163
"A39000187"	2012	70.175
"A96785225"	2011	70.228
"V30558738"	2014	70.275
"A35040831"	2009	70.281
"V41812744"	2012	70.303
"A35397884"	2007	70.31
"A28202075"	2016	70.322
"B28028348"	2007	70.323
"A08560179"	2012	70.328
"A20034286"	2009	70.335
"A15072622"	2013	70.346
"A33604851"	2013	70.435
"A30036438"	2013	70.452
"A12019295"	2014	70.462
"A08132805"	2017	70.476
"A33008426"	2012	70.548
"B12029153"	2008	70.56
"A58907015"	2013	70.565
"B08158917"	2009	70.571
"A28675908"	2011	70.575
"B60653466"	2014	70.59
"A62977186"	2011	70.595
"A43016757"	2007	70.6
"B41007576"	2008	70.61
"A22008106"	2009	70.628
"A28368603"	2016	70.63
"A36016574"	2015	70.636
"A41053927"	2008	70.658
"B31001696"	2015	70.708
"B43202076"	2016	70.749
"B79945150"	2014	70.752
"A08322067"	2014	70.76
"B29006574"	2016	70.763
"A08508418"	2013	70.841
"A46056255"	2007	70.87
"A26004978"	2008	70.878
"B81762684"	2010	70.894
"B46076287"	2015	70.924
"B01015221"	2010	70.925
"A07216948"	2015	70.965
"A47022165"	2007	70.98
"A96966049"	2015	71
"A03030350"	2013	71.04
"A33036807"	2012	71.046
"F06312920"	2017	71.056
"A28374148"	2016	71.1
"B28249431"	2017	71.112
"B28249431"	2016	71.112
"B43587120"	2010	71.117
"B43636075"	2015	71.122
"B82393778"	2008	71.147
"B46118303"	2011	71.178
"A28524726"	2009	71.207
"A46055992"	2007	71.24
"A08511453"	2010	71.243
"A28027647"	2014	71.247
"A22271209"	2014	71.307
"A32006413"	2016	71.335
"A28189082"	2010	71.353
"A03028461"	2012	71.377
"B03091527"	2014	71.385
"A28333490"	2009	71.391
"A35045681"	2012	71.413
"A12016093"	2009	71.461
"A29076759"	2017	71.468
"B17228081"	2008	71.502
"A46139937"	2016	71.526
"B27008408"	2011	71.528
"A28167567"	2013	71.548
"A11608999"	2012	71.605
"A11608999"	2014	71.605
"A11608999"	2013	71.605
"A45025327"	2016	71.723
"A28080489"	2015	71.744
"A33373622"	2014	71.839
"A48071369"	2010	71.857
"A13005384"	2014	71.873
"A03017886"	2009	71.931
"A50615160"	2011	71.938
"A26270322"	2010	71.95
"F38008579"	2007	71.966
"A30041834"	2008	71.982
"A38003679"	2013	71.982
"A47010194"	2008	71.999
"A30021877"	2008	72
"A12011672"	2014	72.004
"A08518979"	2017	72.022
"A14020713"	2012	72.062
"B59162701"	2008	72.079
"B43361724"	2007	72.082
"A08145385"	2009	72.121
"A28379816"	2009	72.135
"B08628455"	2009	72.228
"A08681264"	2015	72.24
"A45014610"	2011	72.243
"A04119293"	2010	72.287
"A34009191"	2007	72.3
"A08657017"	2015	72.335
"A28684512"	2007	72.342
"A58294166"	2017	72.346
"A13010004"	2014	72.388
"A03061314"	2012	72.413
"A18024919"	2008	72.453
"B30016612"	2012	72.513
"B08642324"	2010	72.594
"B34226514"	2017	72.595
"A08347452"	2014	72.699
"A48087126"	2012	72.795
"A01008234"	2012	72.813
"A04007811"	2012	72.816
"A15021843"	2015	72.837
"B14030720"	2007	72.911
"A28396042"	2010	73
"A08170151"	2009	73
"A07019573"	2012	73.036
"B46441275"	2017	73.048
"A45010543"	2013	73.05
"B38318572"	2009	73.052
"B46173423"	2014	73.1
"B03087293"	2009	73.109
"B97466981"	2017	73.116
"A07042088"	2017	73.132
"B28354355"	2015	73.137
"A03017308"	2007	73.146
"A28012359"	2012	73.165
"A07019573"	2013	73.173
"A39017058"	2014	73.185
"A08262065"	2012	73.2
"A50025071"	2010	73.206
"B36009942"	2009	73.27
"B28120012"	2012	73.328
"A28295806"	2010	73.345
"A08200032"	2007	73.348
"B11900602"	2009	73.358
"B97389209"	2015	73.364
"B41070020"	2009	73.368
"A46044814"	2016	73.388
"A38003133"	2011	73.391
"A07096886"	2014	73.451
"A13005384"	2012	73.457
"A31031545"	2016	73.548
"A08414906"	2009	73.554
"B46115838"	2007	73.6
"B97131155"	2016	73.637
"A20031126"	2012	73.686
"B82393778"	2010	73.69
"A28734432"	2008	73.701
"A08514135"	2014	73.701
"F10027423"	2009	73.704
"A08564502"	2015	73.759
"A08526345"	2007	73.788
"A38013744"	2010	73.841
"A18008334"	2014	73.846
"A08274805"	2017	73.847
"B15021520"	2010	73.902
"A33610106"	2017	73.918
"A17014119"	2014	73.952
"A26010413"	2017	73.97
"A08026627"	2017	73.983
"A46068284"	2014	74
"A40004731"	2010	74.009
"A47000641"	2011	74.024
"A80732142"	2014	74.062
"A03061314"	2009	74.106
"A28259141"	2012	74.121
"B28569127"	2011	74.174
"A41057209"	2011	74.187
"B17228081"	2007	74.188
"A08397465"	2012	74.21
"A08304933"	2011	74.22
"B08619405"	2010	74.252
"B03036720"	2012	74.28
"B15015274"	2015	74.311
"A53559530"	2012	74.319
"A30035679"	2007	74.39
"A46131520"	2010	74.399
"B85036887"	2017	74.407
"A17202375"	2015	74.426
"A30041834"	2009	74.485
"A28683068"	2008	74.51
"A50050236"	2013	74.525
"A32226037"	2017	74.538
"A48084909"	2013	74.544
"A01005594"	2010	74.56
"A08063372"	2013	74.668
"A28011872"	2010	74.688
"A50068923"	2010	74.727
"A28415487"	2017	74.76
"A46156048"	2014	74.76
"A46146551"	2012	74.765
"A97043772"	2014	74.769
"A08737249"	2011	74.815
"A46156048"	2011	74.821
"A41035742"	2011	74.909
"A30036933"	2009	74.912
"B13009592"	2008	74.92
"A30046379"	2014	74.97
"B38001905"	2009	75
"A78018421"	2015	75
"A78018421"	2009	75
"A38000485"	2012	75
"A63414486"	2016	75
"A08431090"	2008	75
"A39027917"	2017	75.017
"A41087404"	2015	75.046
"B03091527"	2013	75.048
"A08514135"	2008	75.05
"A06163851"	2012	75.086
"A08285157"	2011	75.097
"A01013077"	2009	75.128
"A32015844"	2015	75.215
"A36632875"	2007	75.25
"B17016569"	2011	75.318
"A78343977"	2017	75.329
"A26020198"	2016	75.329
"A08347452"	2016	75.428
"B45006616"	2017	75.539
"A08132805"	2009	75.54
"A48059950"	2010	75.54
"A79259339"	2007	75.57
"A26004978"	2007	75.585
"A03197308"	2014	75.607
"A28711893"	2017	75.646
"A20015368"	2017	75.681
"A33008426"	2014	75.695
"A38003133"	2012	75.716
"A25008046"	2013	75.729
"B12027843"	2007	75.733
"A46007548"	2007	75.78
"B38004966"	2015	75.887
"A20032264"	2013	75.91
"A28259141"	2010	75.923
"A39012638"	2014	75.952
"A12011672"	2016	75.975
"B46164463"	2008	75.976
"A48050728"	2011	75.983
"B03087293"	2010	76.017
"A28249993"	2009	76.017
"B48108898"	2014	76.056
"A25010430"	2015	76.119
"A48050728"	2017	76.164
"B11606761"	2016	76.167
"A08026627"	2016	76.182
"A40005514"	2011	76.204
"A08508418"	2010	76.265
"A41010521"	2010	76.357
"A28375467"	2012	76.369
"A17014879"	2007	76.434
"A08061590"	2012	76.483
"B17048364"	2010	76.488
"A12021267"	2012	76.494
"A08452500"	2012	76.538
"B38318572"	2008	76.559
"B31001696"	2007	76.613
"B30034573"	2013	76.625
"A28487007"	2016	76.627
"A28146579"	2017	76.714
"A17001678"	2015	76.749
"A08710055"	2017	76.796
"A08720245"	2011	76.799
"A28167567"	2011	76.817
"B28498210"	2008	76.822
"A18016709"	2011	76.846
"A28131274"	2016	76.873
"A29035896"	2011	76.879
"A36615037"	2011	76.898
"A04325494"	2010	76.942
"A46044814"	2012	76.962
"A46068284"	2016	77
"A35046911"	2010	77
"B06368674"	2012	77.017
"A36643450"	2017	77.048
"A46226122"	2010	77.094
"B39446315"	2009	77.113
"A28724268"	2016	77.116
"A08663098"	2017	77.16
"A24004103"	2008	77.179
"A31009913"	2012	77.185
"A08262065"	2011	77.213
"A31018492"	2016	77.216
"A27199140"	2016	77.223
"A08499568"	2007	77.23
"A43010974"	2016	77.248
"A31003304"	2008	77.268
"A12011672"	2011	77.292
"A28147197"	2017	77.299
"A30418255"	2008	77.308
"A40006371"	2010	77.31
"A46115127"	2008	77.332
"B91235622"	2010	77.352
"A08414906"	2011	77.355
"B13009592"	2014	77.355
"A08670929"	2011	77.449
"A08489007"	2007	77.485
"A08217432"	2008	77.488
"A31196983"	2009	77.499
"B36609485"	2014	77.502
"A26016865"	2013	77.506
"A28681492"	2013	77.531
"A08014813"	2013	77.542
"A41050113"	2010	77.55
"A08026627"	2012	77.556
"A08555344"	2012	77.614
"A08514135"	2013	77.632
"A14020713"	2016	77.637
"A08700197"	2012	77.674
"A25010430"	2017	77.724
"B62916077"	2009	77.743
"A01002864"	2008	77.743
"A46226122"	2011	77.76
"A28842003"	2007	77.815
"A21006861"	2014	77.87
"A28427581"	2011	77.88
"A58017187"	2017	77.893
"A58907015"	2014	77.959
"A31038839"	2014	78
"A59067603"	2009	78.016
"A33026980"	2010	78.03
"B08499410"	2014	78.034
"B13009592"	2009	78.039
"A07244023"	2010	78.063
"A08522971"	2010	78.065
"A24003873"	2015	78.107
"A38030680"	2012	78.154
"A08332256"	2007	78.17
"A17041708"	2014	78.192
"A28266989"	2011	78.275
"B38005377"	2012	78.307
"A28683068"	2007	78.313
"A02006617"	2014	78.332
"A08906208"	2017	78.336
"A28295806"	2013	78.366
"A48017974"	2012	78.382
"A18020271"	2015	78.469
"A45015872"	2011	78.627
"A46129789"	2015	78.632
"A08115578"	2013	78.649
"A28422335"	2007	78.676
"B03091527"	2012	78.71
"A18431064"	2009	78.767
"A08186074"	2016	78.786
"A28012359"	2011	78.793
"A58907015"	2015	78.809
"A46104485"	2014	78.822
"B14484612"	2015	78.841
"A28211092"	2007	78.885
"A32006744"	2008	78.921
"B30033666"	2016	78.954
"A08200313"	2010	79
"A28399434"	2011	79.005
"A38473724"	2011	79.066
"A08301475"	2010	79.086
"A08663809"	2016	79.113
"A47438262"	2010	79.138
"B41217761"	2014	79.149
"A11000288"	2011	79.166
"B50475839"	2010	79.203
"A12022224"	2016	79.244
"B27008390"	2010	79.254
"A08393571"	2011	79.258
"A62035282"	2007	79.339
"F38008579"	2009	79.389
"A38018404"	2009	79.406
"A08117806"	2009	79.414
"A20015368"	2013	79.415
"A08508418"	2011	79.441
"B43636075"	2013	79.458
"A08021768"	2016	79.488
