nif	year	inmovilizado
"B45020351"	2009	2161.386
"A22009906"	2008	2161.454
"A46104485"	2013	2162.579
"B15009566"	2010	2162.863
"A03012614"	2009	2163.415
"A20024832"	2011	2164.255
"B30035968"	2014	2164.313
"A26297663"	2013	2164.368
"B28579324"	2010	2164.368
"B28579324"	2011	2165.779
"A28552149"	2008	2166.151
"A08466641"	2017	2166.409
"A46002069"	2013	2166.889
"A08225633"	2015	2166.95
"A50008937"	2014	2167.192
"A28520757"	2012	2168.41
"A17001322"	2011	2169.392
"A38014098"	2012	2169.628
"A28415487"	2016	2170.332
"A80200868"	2010	2170.618
"B46166013"	2017	2171.098
"A46035770"	2016	2171.47
"A15021843"	2013	2172.334
"A01014794"	2008	2173.065
"A28096378"	2017	2173.855
"V30558738"	2014	2173.928
"A28054211"	2010	2174.18
"B92403716"	2016	2174.259
"A18312041"	2013	2174.831
"A11012572"	2009	2174.902
"A17014523"	2008	2175.793
"A47010194"	2012	2176.168
"A29049509"	2007	2176.927
"A28543809"	2007	2177.255
"A46002069"	2009	2177.511
"A06163851"	2015	2177.802
"A07802218"	2015	2178.358
"B22004113"	2012	2178.899
"A08562431"	2015	2179.173
"A25022369"	2012	2179.492
"A46087565"	2007	2179.8
"B35005891"	2007	2180.276
"A28027811"	2007	2180.45
"A03017886"	2016	2181.135
"A60016037"	2017	2183.083
"B27011477"	2010	2183.118
"A08363400"	2008	2184.23
"A41050980"	2013	2184.389
"A28173573"	2013	2185.99
"A17001322"	2010	2186.865
"B09019548"	2015	2187.142
"A15590904"	2009	2187.71
"A07012826"	2008	2187.94
"F04030672"	2009	2188.094
"A28012359"	2015	2189.953
"A36001063"	2015	2190.095
"A50032325"	2017	2190.668
"A78067188"	2009	2191
"B30028187"	2015	2191.249
"A33604406"	2014	2191.692
"B32003998"	2014	2191.727
"A48009328"	2015	2193.94
"A28519932"	2014	2194.262
"A08200651"	2011	2194.636
"A28510246"	2009	2194.741
"B48108898"	2016	2195.416
"A31072325"	2013	2195.762
"B39026265"	2015	2195.966
"A28110971"	2017	2196.219
"A26004978"	2016	2196.439
"A08556896"	2007	2198.26
"A11902814"	2017	2198.782
"B09019548"	2012	2199.807
"A12022224"	2009	2200.28
"B11009917"	2012	2200.892
"B82274135"	2014	2201.297
"A43037191"	2012	2201.603
"B28579324"	2008	2201.956
"A01013077"	2010	2202.085
"A12029468"	2012	2202.843
"A46105086"	2012	2203.509
"B28218287"	2010	2203.818
"A07012826"	2009	2204.055
"A47009196"	2016	2204.23
"A28030062"	2012	2204.686
"B46055489"	2015	2204.692
"A40002701"	2010	2204.769
"B46135364"	2012	2205.115
"A08564502"	2011	2205.618
"A07012826"	2010	2205.705
"A41021841"	2008	2205.99
"A32002644"	2011	2206.102
"A08723926"	2011	2206.546
"A28229409"	2011	2208.029
"A08255374"	2013	2208.369
"A28112555"	2008	2209.022
"A11012572"	2010	2209.056
"B01013507"	2009	2209.782
"A24020828"	2008	2211
"A12015673"	2008	2211.844
"B03078391"	2014	2212.17
"A12027488"	2015	2212.304
"B41065418"	2011	2212.392
"A48073274"	2013	2212.757
"F37014560"	2013	2213
"A24020828"	2007	2213.43
"A28667244"	2011	2213.601
"A28698884"	2016	2213.833
"A08340267"	2017	2214.663
"A06163851"	2011	2215.542
"A23020506"	2017	2215.987
"B30000574"	2012	2216.088
"A46035770"	2017	2216.14
"A78521168"	2009	2217.333
"A28410850"	2015	2217.367
"A08577215"	2013	2217.959
"A07265465"	2011	2218.253
"A30022214"	2015	2219.383
"A07265465"	2012	2220.551
"A08479933"	2016	2221.023
"A48087126"	2017	2221.416
"B08194359"	2011	2222
"A28051597"	2013	2222.238
"A33602905"	2013	2222.555
"B48092084"	2013	2222.869
"A24015802"	2016	2222.911
"A08134942"	2015	2224.096
"A07042088"	2009	2225.07
"A46015830"	2011	2225.659
"A33604182"	2013	2225.854
"A43019975"	2009	2226.175
"A59990580"	2017	2226.177
"A08564502"	2012	2226.656
"B21015474"	2012	2226.949
"A33615923"	2011	2227.374
"B46164091"	2012	2227.633
"B46160842"	2008	2227.718
"A04000881"	2007	2228.52
"A48110381"	2009	2228.636
"B10005932"	2013	2228.641
"B09019548"	2014	2228.667
"A28027811"	2010	2228.741
"A28229409"	2016	2228.75
"A31086598"	2014	2228.804
"A31068927"	2012	2229.417
"A31070378"	2007	2229.81
"A31394356"	2013	2230.293
"B14468292"	2014	2230.324
"B03019601"	2017	2230.602
"B25006222"	2012	2232.103
"A28681492"	2013	2232.622
"B09019548"	2011	2233.22
"A46146551"	2011	2233.565
"A33036807"	2013	2233.598
"A28191088"	2017	2234.115
"B28118800"	2015	2234.724
"A12006227"	2012	2234.904
"A36249076"	2009	2235.581
"A18024919"	2011	2235.8
"A14025902"	2008	2236.086
"A08560484"	2008	2236.341
"A08541021"	2016	2236.345
"A20053773"	2016	2236.877
"B46161261"	2013	2236.902
"B32003998"	2013	2237.212
"B36684157"	2014	2237.434
"A46023594"	2016	2238.423
"A31404452"	2012	2238.439
"B03078391"	2013	2238.833
"A03061314"	2017	2239.143
"A17044546"	2012	2239.167
"A03017886"	2007	2240.154
"A08340267"	2014	2240.866
"B09019548"	2009	2240.899
"A09007089"	2009	2241.147
"A46170080"	2013	2242.08
"A80200868"	2009	2242.337
"A28452647"	2015	2243.324
"A18312041"	2014	2243.357
"B27011477"	2016	2243.476
"A08723926"	2009	2244.128
"A28411585"	2013	2244.37
"A48071369"	2013	2244.412
"A46038519"	2015	2244.817
"A17038035"	2011	2245.953
"A08513749"	2009	2245.978
"B28670602"	2014	2246.091
"A46002697"	2008	2246.125
"B28270411"	2013	2246.846
"A01000777"	2008	2247.033
"A50011980"	2010	2247.154
"B31078058"	2011	2247.686
"B25006222"	2015	2247.838
"A33006644"	2011	2248.588
"A29008174"	2007	2249.456
"B39446315"	2014	2250.947
"A48034110"	2009	2251.402
"A30038020"	2008	2251.653
"A30014211"	2009	2251.785
"A30014211"	2010	2251.986
"A20020038"	2007	2252.02
"A10011641"	2011	2252.859
"A79184453"	2017	2253.022
"A31394356"	2008	2253.56
"A40006371"	2011	2254
"A08334906"	2014	2254.146
"A08008583"	2014	2254.212
"A06163851"	2014	2254.785
"B82175001"	2010	2254.863
"A28012359"	2013	2254.949
"B18012831"	2009	2255.791
"A03061314"	2014	2256.922
"A03033164"	2008	2257.09
"B20049615"	2013	2257.739
"A31076508"	2015	2258.826
"B81496515"	2013	2259.079
"A12006227"	2009	2259.404
"A28054211"	2009	2259.613
"A48033526"	2008	2259.65
"A08042764"	2009	2260.114
"A08372351"	2008	2260.89
"A12027488"	2017	2261.325
"A01014794"	2007	2262.269
"B03072576"	2012	2262.544
"A11545795"	2014	2262.795
"A41006891"	2014	2263.776
"B28193340"	2009	2263.986
"A08723926"	2008	2263.994
"A07802218"	2014	2264.974
"B73456147"	2015	2265.141
"A17045972"	2015	2265.19
"B36620193"	2010	2265.37
"A12022224"	2012	2265.637
"A07012826"	2007	2266.03
"B09019548"	2008	2267.124
"B46045993"	2011	2267.198
"A41021841"	2011	2267.209
"A26015503"	2010	2267.836
"A35019637"	2013	2268.219
"B31067168"	2008	2268.41
"A28458826"	2013	2268.767
"A08564502"	2010	2269.755
"A08409948"	2017	2270.004
"A08466807"	2010	2270.439
"B73456147"	2016	2270.471
"A79184453"	2016	2270.635
"A08131153"	2016	2271
"A39030812"	2007	2272.67
"A03030509"	2008	2273.635
"A03033164"	2009	2275.236
"A28458826"	2010	2275.245
"B28193340"	2010	2276.927
"B20793956"	2015	2277.201
"A03012614"	2008	2278.225
"B43004852"	2016	2278.673
"A03057221"	2007	2279.069
"A30024798"	2016	2279.095
"A46109054"	2007	2279.17
"A08097438"	2009	2279.546
"A36614691"	2017	2279.927
"A47000641"	2016	2280.006
"A17021460"	2012	2280.31
"B08229221"	2011	2280.339
"A35008168"	2008	2282.095
"A28519932"	2017	2282.393
"B14468292"	2015	2282.487
"A46115101"	2016	2282.695
"A28458826"	2014	2283.795
"A08372351"	2007	2284.24
"B42141176"	2017	2284.349
"B06320410"	2017	2284.735
"A08340267"	2007	2284.8
"A33019423"	2011	2285.371
"A28543809"	2011	2285.87
"A35091057"	2008	2287.214
"B41217761"	2015	2287.342
"B35005040"	2012	2287.41
"A28173573"	2010	2287.701
"A48093538"	2012	2287.762
"A08564502"	2009	2288.015
"A28543809"	2009	2289.005
"A08401820"	2013	2289.097
"A33026980"	2008	2289.317
"A07265465"	2008	2289.94
"A08042764"	2010	2290.3
"A08094567"	2015	2291.139
"A08347452"	2015	2292.035
"A31024458"	2014	2292.189
"A48102792"	2013	2292.22
"B59737882"	2013	2292.343
"B25006222"	2013	2293.614
"A08653685"	2017	2293.793
"A08372351"	2017	2294.214
"A46131520"	2010	2294.288
"A28674489"	2007	2295.609
"A08555344"	2007	2295.99
"A08061731"	2013	2296.293
"A08209538"	2012	2296.91
"A20024832"	2010	2296.983
"A48093868"	2007	2297.873
"B46055489"	2016	2298.217
"A07036569"	2007	2298.37
"A01012103"	2009	2298.513
"B07762099"	2008	2298.76
"B25006222"	2016	2299.256
"A14026199"	2008	2299.408
"A33036807"	2012	2299.583
"A50042027"	2012	2299.77
"A41037672"	2008	2300.306
"A28519932"	2013	2300.516
"A33609587"	2017	2300.709
"A07044530"	2011	2301.544
"B27008408"	2014	2301.971
"A28112555"	2009	2302.387
"A96569207"	2009	2302.605
"B30035968"	2015	2302.816
"B09019548"	2013	2303.1
"B10005932"	2012	2304.45
"B27008408"	2012	2305.013
"A48009773"	2014	2305.213
"A46015830"	2008	2306.181
"A08063372"	2012	2306.387
"B25006222"	2011	2306.995
"B20049615"	2009	2307.386
"B36009942"	2012	2307.584
"A08560484"	2009	2308.608
"A08257214"	2011	2308.633
"A13012869"	2015	2310.189
"A28667244"	2012	2310.533
"A08105256"	2007	2310.562
"B36620193"	2011	2310.829
"B03039609"	2007	2311.073
"B46118303"	2007	2311.233
"A36249076"	2016	2311.936
"A08564502"	2013	2311.943
"A46035770"	2014	2313.308
"B46164091"	2013	2313.866
"B30033666"	2014	2313.904
"A20062915"	2014	2314.179
"A08526345"	2013	2314.829
"A26011320"	2007	2314.898
"B08229221"	2014	2315.139
"B31083488"	2015	2315.698
"A36600518"	2012	2315.869
"A18024919"	2012	2316.862
"B30028187"	2017	2317.526
"A28440576"	2008	2317.632
"A28458826"	2015	2318.043
"A35012012"	2011	2318.4
"A50013671"	2013	2318.891
"A33609587"	2016	2319.205
"B12681060"	2015	2319.836
"A48110381"	2008	2320.82
"B50030964"	2007	2321.104
"A28096378"	2016	2321.398
"A36012698"	2009	2322.686
"A33604182"	2015	2323.377
"A24004103"	2013	2323.415
"A28543809"	2010	2323.711
"A03084936"	2016	2324.314
"A41002544"	2017	2325.183
"A47022058"	2009	2325.212
"A28518819"	2014	2326.673
"A28510246"	2008	2327.141
"B41217761"	2013	2327.146
"A30603716"	2013	2327.356
"A28034031"	2008	2327.493
"A82494931"	2011	2328.062
"A03017886"	2011	2329.764
"A46055794"	2008	2330
"A08061731"	2012	2330.511
"A43016757"	2014	2330.527
"B79033700"	2014	2331.836
"A19012962"	2007	2332.49
"A25022369"	2011	2332.812
"A08347452"	2016	2332.964
"B46146080"	2011	2333.003
"A18024919"	2010	2333.196
"B20070082"	2011	2333.816
"B41007576"	2016	2333.828
"A46031027"	2013	2334.559
"B41088642"	2014	2334.689
"B50030964"	2017	2335.258
"A46031027"	2016	2336.046
"A39013867"	2016	2336.526
"A08228520"	2007	2337.228
"A14004691"	2013	2337.434
"A10011641"	2010	2338.64
"A06014930"	2008	2338.67
"A08560484"	2017	2338.792
"A28271914"	2017	2338.843
"A30023295"	2015	2338.844
"A07042088"	2012	2339.041
"A30036438"	2008	2340.303
"A08640039"	2007	2340.906
"A08126492"	2008	2340.954
"A12022224"	2008	2341.182
"B43202076"	2017	2341.82
"B45020351"	2013	2342.23
"A01007137"	2010	2342.964
"B50021658"	2010	2343.323
"A36614691"	2008	2343.427
"A33006644"	2012	2343.714
"A35019637"	2012	2343.87
"A03028461"	2012	2343.882
"A15021843"	2014	2344.314
"A26297663"	2012	2344.363
"A78067188"	2012	2345
"B41094459"	2009	2345.014
"A03088580"	2011	2345.133
"A28054211"	2008	2346.15
"B09019548"	2010	2346.531
"A15590904"	2008	2346.85
"A44004422"	2013	2347.185
"A28651222"	2015	2347.206
"A48083927"	2016	2347.875
"A96785225"	2012	2349.254
"A40006371"	2013	2349.487
"A08007056"	2009	2349.837
"B11469491"	2010	2350.216
"A28060283"	2015	2350.742
"B15015274"	2015	2350.805
"A28173573"	2014	2350.814
"A08541021"	2011	2351.234
"A05000682"	2011	2351.387
"A01002864"	2011	2352.276
"A15017163"	2009	2353.122
"A33025701"	2015	2353.141
"B30606099"	2009	2353.897
"A08653685"	2009	2354.567
"A08466807"	2013	2355.12
"B11009917"	2011	2355.476
"B08275026"	2015	2355.623
"A23022874"	2013	2356.039
"B03078391"	2012	2356.207
"A46131520"	2013	2356.394
"A28649747"	2009	2356.779
"A12022224"	2011	2357.3
"A59990580"	2014	2357.634
"A08131153"	2015	2358
"B47011374"	2011	2358.498
"A28552149"	2009	2358.671
"A23019342"	2013	2358.971
"A45007614"	2011	2359.441
"B22004931"	2013	2359.507
"A08288490"	2008	2359.944
"B27008408"	2013	2359.967
"A21007570"	2011	2361
"A25026733"	2016	2361.022
"A26014035"	2016	2362.072
"A41014986"	2013	2362.735
"A78393840"	2014	2363.024
"A03033164"	2010	2363.162
"A28415487"	2017	2364.87
"A28060283"	2016	2366.043
"A28487601"	2017	2366.813
"A46096343"	2012	2366.923
"A28060283"	2017	2366.935
"B15015274"	2014	2366.972
"A36600518"	2016	2367.161
"A28695856"	2010	2367.378
"A30018345"	2013	2367.657
"A03099405"	2014	2367.683
"A14025142"	2016	2367.712
"A01005594"	2011	2367.955
"A08906208"	2015	2368.009
"A31076508"	2013	2368.221
"A01012103"	2008	2368.232
"B41042995"	2015	2368.29
"A36600518"	2015	2368.351
"A39017058"	2008	2369
"A34009936"	2009	2369.292
"B28499218"	2014	2369.304
"B11009917"	2010	2370.223
"A80897770"	2010	2370.5
"B46191094"	2010	2370.687
"A08255374"	2012	2370.778
"A28415487"	2015	2371.468
"A48102792"	2012	2371.896
"A28681492"	2012	2371.922
"A08397465"	2009	2372.485
"A14025142"	2013	2372.535
"A28519932"	2016	2372.798
"B32008179"	2014	2373.434
"A08484107"	2011	2373.44
"A08209538"	2013	2373.688
"A08397465"	2010	2374.182
"A33036807"	2017	2375.304
"B46103131"	2016	2375.561
"B81308439"	2011	2375.723
"A28519932"	2015	2376.073
"A07802218"	2013	2376.103
"A11545795"	2015	2376.428
"A30024798"	2015	2376.437
"A43037191"	2013	2376.876
"A05007687"	2017	2377.033
"A12022224"	2013	2378.041
"B36620193"	2009	2378.292
"B46171518"	2014	2378.323
"A46035770"	2015	2378.473
"A28458826"	2012	2379.192
"A33036807"	2016	2379.319
"A31072325"	2015	2379.521
"A08372351"	2015	2380.92
"A43016757"	2016	2381.068
"B41094459"	2011	2381.439
"A48033526"	2007	2381.532
"A26008664"	2017	2381.592
"A48102792"	2017	2381.791
"A08102410"	2014	2381.926
"B37020179"	2012	2381.957
"A31394356"	2009	2381.984
"A28695930"	2014	2382.014
"A41050535"	2014	2382.064
"B08988149"	2013	2382.312
"A08347452"	2017	2382.458
"B31067168"	2009	2382.726
"A01007137"	2015	2383.656
"A28400323"	2016	2383.943
"B41063355"	2014	2384.851
"A30023295"	2012	2385.643
"A31038839"	2007	2385.74
"A81808966"	2015	2386.267
"B31083488"	2016	2386.296
"A46045936"	2009	2386.649
"A46002697"	2007	2386.825
"B80470628"	2010	2387.034
"A30604276"	2010	2387.389
"A24014227"	2011	2387.886
"A28630374"	2009	2387.95
"A08200651"	2009	2388.128
"A14037642"	2011	2388.416
"A28051597"	2014	2388.518
"B28543023"	2012	2388.571
"A28724219"	2015	2388.586
"A36016574"	2012	2388.905
"B32003998"	2015	2389.505
"A28630374"	2008	2389.888
"A40006371"	2012	2390
"A08568826"	2016	2390.052
"A47022058"	2010	2390.196
"A28520757"	2011	2391.263
"A08094567"	2011	2391.894
"A06017040"	2007	2393.02
"A33024084"	2016	2393.075
"B03032620"	2013	2393.212
"B08423246"	2017	2393.314
"A24007072"	2008	2394.07
"A01008069"	2014	2394.101
"B41063355"	2015	2394.115
"A28096378"	2015	2394.348
"A15016595"	2013	2394.618
"A31394356"	2007	2394.74
"B43029305"	2013	2394.98
"A08134942"	2016	2395.087
"B03078391"	2011	2396.578
"B31078058"	2013	2396.943
"B17017237"	2010	2396.944
"B64055445"	2016	2397
"A45007614"	2012	2397.609
"B82529017"	2013	2397.634
"B48771711"	2014	2398.515
"A26011841"	2016	2398.78
"A09021833"	2008	2398.988
"B41007576"	2015	2399.212
"A28698884"	2015	2399.352
"A28458826"	2011	2399.386
"B25006222"	2014	2399.601
"A08334906"	2016	2399.713
"A07265465"	2010	2400.182
"B28193340"	2012	2400.552
"A08200651"	2010	2400.895
"B82274135"	2017	2400.966
"A46015830"	2010	2401.033
"A17010018"	2017	2401.86
"B08111411"	2012	2401.981
"A09015405"	2013	2402.107
"B46139143"	2014	2402.112
"A25022609"	2013	2402.261
"A28145191"	2009	2403.878
"A36249076"	2013	2404.189
"B04001848"	2011	2404.961
"A01007137"	2012	2405.178
"B80470628"	2009	2405.333
"B28218816"	2012	2405.726
"A84039338"	2011	2406
"B15276728"	2015	2406.116
"B35005040"	2011	2406.347
"A17000993"	2017	2406.95
"A46023594"	2007	2406.96
"A08231250"	2014	2407.169
"B28193340"	2011	2407.198
"A30024798"	2013	2407.918
"A46146551"	2009	2407.938
"A01005594"	2012	2408.505
"A46131520"	2011	2409.07
"A46134250"	2012	2409.077
"A08397465"	2011	2409.555
"B33614033"	2016	2409.562
"A29056769"	2017	2409.687
"A07019573"	2014	2409.962
"A40006371"	2010	2410.333
"A08607988"	2016	2410.818
"A47000641"	2015	2411.047
"B45020351"	2016	2411.214
"A28229409"	2015	2411.279
"A28630374"	2010	2411.75
"A11000098"	2007	2412.24
"B08488645"	2014	2412.324
"B43241769"	2007	2412.514
"A47011721"	2016	2412.996
"B43004852"	2017	2413.194
"B43202076"	2016	2413.475
"B41217761"	2014	2414.422
"A46131520"	2012	2414.443
"A07050420"	2008	2414.539
"A36014009"	2017	2414.634
"B38028692"	2013	2414.76
"B38028692"	2012	2414.769
"A47025895"	2008	2415.116
"A28586592"	2008	2415.289
"A20062915"	2012	2415.497
"A47011721"	2008	2415.772
"A47011721"	2009	2415.91
"A15021843"	2017	2416.009
"A12029468"	2010	2416.693
"A08687204"	2010	2417.24
"A07033491"	2007	2417.94
"A11682507"	2008	2418.118
"A31013543"	2012	2418.386
"A36561595"	2016	2418.579
"A28519932"	2012	2418.772
"A08061731"	2014	2418.809
"A08560484"	2012	2419.426
"B48092084"	2015	2419.949
"A28400323"	2015	2420.185
"A81000028"	2009	2420.2
"B38024089"	2007	2420.44
"B28218287"	2017	2421.484
"B40003550"	2013	2422.658
"A48093868"	2012	2422.83
"A59990580"	2016	2423.914
"A08135139"	2007	2424.666
"A08401820"	2012	2424.87
"A46115101"	2013	2424.899
"A08560484"	2013	2424.95
"B38028692"	2014	2426.165
"A07021256"	2016	2426.428
"A28435931"	2009	2426.443
"B22004113"	2007	2426.604
"A08347452"	2014	2426.604
"A02012714"	2012	2426.778
"A08687204"	2009	2427.509
"A03033164"	2011	2427.561
"A12002887"	2010	2428.621
"A08211112"	2015	2428.813
"A40163909"	2017	2429
"B45020351"	2011	2429.791
"A15017163"	2010	2431.153
"A28219202"	2016	2431.263
"A36604882"	2009	2431.36
"A46031027"	2015	2432.533
"B27011477"	2015	2432.673
"A28547149"	2017	2432.785
"A45002839"	2017	2432.841
"B08463424"	2010	2433.185
"A45018926"	2008	2433.427
"A41006891"	2013	2433.968
"A30035679"	2007	2436.64
"A30038020"	2010	2436.778
"A28012359"	2014	2436.91
"A30023295"	2013	2437.501
"B08292054"	2008	2437.99
"A08612061"	2007	2438.526
"A09028184"	2012	2438.807
"A22013072"	2011	2439
"A03030509"	2015	2439.007
"A50036037"	2014	2439.726
"A28458826"	2016	2439.75
"A08280240"	2013	2439.84
"A08105256"	2017	2440.188
"A08541021"	2010	2440.394
"A28681492"	2016	2440.449
"A48081061"	2012	2441.001
"A08036709"	2012	2441.129
"A31031545"	2007	2441.774
"A26004093"	2009	2441.905
"A06017040"	2008	2441.967
"A47025895"	2007	2442.34
"B28188100"	2008	2443.03
"A28427516"	2013	2443.58
"A08200651"	2008	2443.717
"A46023594"	2009	2444.722
"A79290565"	2009	2445.002
"B07762099"	2010	2445.099
"A22009906"	2010	2445.598
"A08098576"	2016	2446.103
"B41088642"	2013	2446.242
"A26011320"	2010	2446.761
"B48771711"	2013	2447.59
"A36600518"	2014	2448.195
"B08407322"	2012	2448.276
"B03089471"	2015	2448.585
"A03018710"	2015	2448.97
"A38003133"	2010	2449.234
"B28205532"	2014	2449.275
"A08560484"	2016	2450.368
"A08667370"	2012	2450.74
"A25020629"	2008	2450.95
"B08229221"	2013	2450.952
"B31089071"	2009	2451.01
"A15032196"	2008	2451.17
"A28695930"	2013	2451.644
"A15021843"	2015	2451.774
"A15027139"	2016	2451.8
"A31013543"	2011	2451.855
"A48033526"	2009	2452.845
"A07096886"	2010	2453.353
"A47022058"	2011	2453.849
"B45020351"	2012	2455.086
"A28452647"	2011	2455.413
"A24004103"	2012	2455.44
"B41063355"	2017	2455.47
"A33615923"	2014	2455.535
"A48102792"	2011	2455.895
"A15016595"	2014	2456.028
"A47005095"	2012	2456.033
"B37020179"	2011	2456.765
"A28292084"	2007	2457.11
"A08102410"	2013	2457.515
"A47022058"	2012	2457.811
"A08135139"	2016	2457.949
"A02012714"	2013	2458.871
"A28630374"	2011	2458.982
"A46055794"	2017	2459
"A25007105"	2009	2459.183
"A26011320"	2013	2459.495
"A50032325"	2013	2459.584
"A36561595"	2017	2459.618
"A35012012"	2010	2460.423
"A26011320"	2014	2460.577
"A47011721"	2012	2460.63
"B25023854"	2015	2460.921
"A46005484"	2016	2461.185
"A12006227"	2015	2462.493
"A36600518"	2011	2462.681
"A01008069"	2015	2462.907
"B39019468"	2016	2463.031
