nif	year	activo_circ
"A28448538"	2015	7109.941
"B18547281"	2017	7110.561
"B31089071"	2008	7111.579
"B96952635"	2017	7111.697
"B31067168"	2017	7112.48
"A46047965"	2007	7113.765
"A08262065"	2015	7115.689
"B31039530"	2013	7116.493
"A08193591"	2012	7117.329
"B41033143"	2015	7118.04
"A08639643"	2011	7118.407
"B28361350"	2014	7119.571
"A50011980"	2008	7120.504
"A79259339"	2010	7120.531
"A08385395"	2011	7121.117
"B38071155"	2015	7121.597
"A36249076"	2010	7122.21
"A08007056"	2017	7122.3
"A08203226"	2016	7122.395
"A08568057"	2015	7123.345
"A38020525"	2013	7123.847
"B83211318"	2012	7124
"B28218816"	2016	7124.433
"A08720708"	2010	7124.49
"A08541021"	2017	7125.211
"A43016757"	2009	7125.314
"A32005548"	2012	7125.598
"A08440323"	2017	7125.833
"A80771116"	2012	7126
"B27008408"	2016	7126.013
"B41072471"	2017	7126.653
"A50016930"	2011	7126.678
"A20018586"	2015	7126.921
"A28101020"	2016	7127.054
"B41088642"	2010	7127.173
"B05004999"	2015	7127.347
"A30018147"	2015	7128.39
"A41014986"	2009	7128.787
"A14530497"	2017	7128.929
"A17041708"	2008	7129.819
"A50060011"	2016	7130.605
"A30031835"	2013	7132.093
"A35098482"	2008	7132.568
"A15033699"	2011	7132.782
"A07066467"	2008	7134.224
"A41091927"	2011	7134.742
"B84871607"	2017	7135
"A08063372"	2010	7135.228
"A43001627"	2012	7135.867
"A08280323"	2015	7136.591
"A20024568"	2014	7136.693
"B35006360"	2007	7136.74
"A33018664"	2017	7136.977
"A46005252"	2011	7137.227
"A19011626"	2012	7137.757
"A45007614"	2009	7138.471
"A80433519"	2012	7138.513
"A28368603"	2012	7138.824
"A96945530"	2008	7138.998
"A80352750"	2011	7139
"A50017334"	2014	7139.07
"A63746275"	2012	7139.53
"A20031126"	2008	7139.653
"A08499568"	2009	7139.849
"B12007357"	2012	7140.034
"A17014523"	2011	7140.325
"A08220428"	2017	7141.629
"B41217761"	2008	7141.9
"B23011273"	2014	7142.471
"A08562910"	2010	7142.475
"B50001874"	2010	7144.318
"B31001696"	2011	7144.639
"A50068923"	2009	7144.818
"A08704520"	2007	7145.05
"B31078058"	2012	7145.755
"B41058124"	2008	7146.254
"A28670313"	2014	7146.952
"A20060075"	2012	7147.211
"B42141176"	2012	7147.626
"A29018207"	2007	7147.84
"B24399305"	2013	7147.899
"B01003581"	2017	7148.491
"B81542813"	2011	7148.824
"A81957367"	2008	7149
"A27005834"	2014	7149.57
"A08061590"	2009	7149.593
"A28412724"	2014	7150.202
"A26000174"	2009	7150.372
"A45015716"	2017	7152.327
"A36016574"	2013	7152.422
"A35033604"	2012	7152.683
"A08493306"	2010	7154.28
"A39013867"	2017	7154.619
"B79945150"	2012	7155.022
"A08675522"	2008	7155.233
"A15010994"	2007	7155.293
"B06422877"	2012	7155.537
"A17014523"	2012	7155.839
"A08244220"	2014	7155.868
"A46122065"	2016	7156.427
"A48081061"	2009	7157.734
"A12013496"	2012	7158.872
"A47000641"	2012	7158.911
"B31005507"	2010	7159.069
"B41002619"	2007	7159.485
"A08675522"	2016	7159.576
"A28054211"	2014	7160.056
"A28381234"	2013	7160.515
"A03030350"	2016	7161.937
"A08467052"	2015	7163
"A48059950"	2013	7163.083
"A47008487"	2008	7163.487
"B28545994"	2009	7164.02
"A17039140"	2014	7164.584
"A41011271"	2009	7164.716
"B14819643"	2016	7164.797
"B46055489"	2009	7165.299
"A04001897"	2012	7165.926
"A46146551"	2016	7167.037
"A46038519"	2017	7167.199
"A08186074"	2010	7167.924
"B80372220"	2013	7168.077
"F30587919"	2017	7168.271
"B08465601"	2015	7169.495
"A07427081"	2011	7169.975
"A41011271"	2007	7170.867
"A22009906"	2015	7172.296
"A79259388"	2007	7172.32
"A08146474"	2014	7172.446
"A08622938"	2009	7172.453
"A08413403"	2014	7172.495
"A33025719"	2008	7172.499
"A59954487"	2011	7172.64
"B35044197"	2008	7172.799
"B26011627"	2009	7174.956
"B08988149"	2007	7174.993
"A33614082"	2013	7175.226
"A28670636"	2013	7175.284
"B41007576"	2012	7175.499
"A47000641"	2011	7175.931
"B11605862"	2014	7176.8
"A28612620"	2017	7176.861
"A15070444"	2011	7177.324
"A08388811"	2012	7177.335
"A96569207"	2007	7177.956
"A35046911"	2010	7178
"A27199140"	2010	7178.413
"A25022369"	2013	7178.782
"B96324983"	2017	7179.204
"A08036709"	2008	7180.79
"A29661394"	2009	7181.073
"A03030350"	2017	7181.207
"B46055943"	2012	7181.3
"B83766485"	2017	7181.909
"A46115101"	2011	7183.924
"A07802218"	2012	7183.939
"A08290975"	2016	7185.14
"A15007727"	2008	7185.937
"A30016687"	2011	7185.977
"A84434224"	2012	7186
"A08042764"	2008	7187.32
"A81487027"	2011	7187.517
"A08421190"	2011	7188.139
"B05004999"	2014	7188.27
"B80372220"	2016	7189.062
"A08556896"	2013	7189.214
"A08591075"	2013	7189.726
"A33014176"	2010	7189.935
"A41088493"	2010	7190.622
"A08414906"	2015	7190.964
"A08450421"	2015	7191.194
"A28556504"	2017	7191.306
"A28559474"	2015	7191.416
"A46170080"	2013	7191.983
"A48119622"	2015	7192.069
"A41049503"	2009	7192.112
"B08584989"	2010	7192.246
"A01000777"	2011	7192.422
"A39027917"	2012	7192.956
"B37416575"	2016	7193.133
"A28024172"	2010	7193.175
"A08257529"	2017	7193.382
"A32005548"	2007	7193.477
"A41088493"	2012	7194.158
"B41063355"	2010	7194.292
"A21007570"	2012	7195
"A79259388"	2008	7195.445
"A18008334"	2013	7195.894
"A59067603"	2016	7196.553
"B41007576"	2010	7198.167
"B31049273"	2008	7198.942
"B41094459"	2010	7199.303
"B31083488"	2013	7199.991
"A21007570"	2014	7200
"A08244220"	2012	7200.731
"A41014986"	2010	7201.395
"A36600518"	2008	7201.9
"B48771711"	2015	7203.209
"A48087126"	2013	7203.558
"B38484796"	2011	7203.757
"A46031845"	2009	7203.9
"B03072576"	2012	7205.204
"B46108403"	2012	7205.726
"B12291167"	2012	7206.121
"A08231250"	2016	7206.801
"A36605038"	2010	7206.922
"B41015652"	2015	7207.429
"A08206419"	2012	7207.44
"A08687204"	2014	7207.477
"B28170215"	2013	7207.549
"B01003581"	2009	7207.942
"B28222487"	2010	7207.965
"A48081061"	2012	7208.523
"A08091894"	2007	7208.58
"A08141038"	2008	7209.371
"A50889955"	2012	7210.582
"A46036562"	2013	7211.516
"B08367948"	2009	7212.52
"A28440576"	2007	7212.594
"B28205532"	2008	7212.643
"A28029122"	2012	7212.942
"A31018799"	2008	7213.221
"B08275026"	2011	7213.588
"A10010445"	2013	7213.605
"B45493418"	2015	7214.117
"A05122460"	2013	7214.312
"A08304628"	2016	7214.332
"A23012719"	2013	7214.757
"A28555563"	2012	7215.257
"A28143782"	2008	7215.57
"A35098482"	2009	7216.7
"A08562910"	2012	7217.62
"A08484107"	2008	7217.909
"A20018586"	2014	7218.702
"A19012962"	2013	7219.734
"A46463311"	2009	7221.604
"A28574101"	2016	7222.227
"B81248361"	2015	7222.264
"A28423986"	2017	7223.311
"A33024852"	2017	7224.205
"A36014009"	2017	7224.566
"A01012830"	2013	7225.284
"A28604882"	2017	7225.42
"A27005834"	2013	7226.586
"A20049755"	2017	7227.221
"A30022958"	2014	7227.843
"A29033420"	2011	7228.152
"A33005612"	2014	7228.932
"A12100020"	2008	7229.32
"A96560560"	2015	7230.416
"A26004978"	2009	7230.84
"B31064082"	2016	7231.716
"B08988149"	2009	7232.361
"A32006579"	2016	7232.583
"A08093254"	2012	7232.584
"A22009039"	2016	7234.936
"B33119983"	2012	7235.152
"A17014119"	2017	7235.95
"A08414906"	2017	7236.278
"A62035282"	2016	7236.446
"A28636025"	2013	7236.556
"A50008937"	2015	7236.585
"B41002619"	2008	7236.609
"A26022657"	2009	7237.671
"A59382762"	2009	7237.824
"A02003754"	2017	7238.929
"A08401184"	2015	7239.469
"A33610304"	2016	7239.8
"A13001730"	2008	7239.97
"A33055138"	2009	7240.193
"B35031665"	2007	7241.634
"B48070155"	2013	7241.833
"A40004731"	2007	7242.07
"B07650112"	2016	7242.726
"A96785225"	2011	7243.27
"B30606099"	2014	7246.054
"A08453219"	2011	7246.184
"A33602905"	2014	7247.785
"A48061675"	2012	7248.205
"A25011180"	2014	7248.245
"A46068318"	2017	7248.909
"A28559474"	2013	7249.477
"A03005154"	2007	7249.72
"A08689796"	2008	7250.25
"A26011841"	2016	7250.347
"A46068318"	2016	7251.483
"A46170080"	2009	7251.766
"B46055489"	2016	7254.323
"A28486090"	2016	7254.917
"A20003042"	2011	7255.013
"A43010974"	2014	7255.161
"A08329831"	2016	7255.238
"A35028570"	2010	7256.325
"A03066909"	2009	7256.496
"A28332914"	2015	7256.848
"A41018854"	2012	7258.04
"B11900602"	2017	7258.649
"A22009906"	2013	7260.188
"A28106979"	2009	7260.373
"A15010994"	2008	7261.612
"A79047916"	2009	7261.981
"A15016702"	2011	7263.493
"A46122065"	2013	7263.693
"B62293113"	2013	7264.23
"B46037446"	2010	7264.672
"A32005548"	2008	7266.412
"B08660409"	2011	7267.009
"A26011320"	2011	7267.418
"A15590904"	2009	7267.52
"B96683347"	2012	7267.71
"A45014610"	2010	7268.09
"B01003581"	2008	7268.362
"A28054211"	2012	7268.63
"A28392736"	2013	7268.67
"A36010676"	2007	7270.46
"A46005252"	2012	7271.352
"A47000054"	2011	7271.729
"A09281999"	2008	7272.158
"A26011841"	2015	7274.139
"A17038035"	2010	7274.932
"A08388811"	2009	7275.71
"A08683864"	2010	7275.797
"A48087126"	2014	7276.618
"A08639643"	2015	7276.671
"A20003042"	2008	7278.067
"B38008983"	2007	7278.571
"A33034695"	2010	7278.618
"A28675908"	2012	7279.272
"B12008553"	2014	7279.609
"A11682507"	2011	7279.859
"A28670636"	2007	7280.79
"A31180060"	2010	7281.559
"A28674968"	2012	7282.198
"A08224545"	2014	7282.619
"A08091894"	2011	7282.924
"A28636025"	2014	7283.59
"A08093015"	2011	7283.964
"B46045993"	2015	7284.391
"A36614691"	2007	7284.643
"A07050420"	2013	7285.468
"B30604565"	2014	7285.561
"A26011841"	2013	7286.634
"A79259404"	2008	7287.052
"A41018854"	2013	7287.059
"A01012830"	2011	7287.486
"A28148898"	2014	7289
"A08332256"	2011	7289.291
"B96199807"	2014	7289.308
"A45012531"	2015	7290.214
"B39446315"	2014	7290.988
"A28229409"	2015	7291.532
"A08360844"	2011	7291.667
"B03010634"	2007	7292.071
"A08225633"	2017	7292.611
"A43010974"	2017	7292.676
"B08463424"	2017	7292.716
"B36853935"	2015	7292.807
"A08042764"	2012	7293.939
"A43011196"	2009	7294.06
"A33006644"	2011	7295.352
"A08421190"	2015	7295.467
"B12007456"	2011	7295.516
"A35004399"	2010	7295.802
"A11608999"	2013	7295.964
"B18551226"	2014	7296.12
"A08393571"	2011	7296.222
"B35015262"	2012	7296.508
"A15506934"	2010	7296.636
"A29051067"	2011	7296.922
"A07015787"	2013	7297.186
"A28698884"	2014	7297.329
"A08280323"	2017	7299.169
"A08119752"	2013	7299.424
"B80372220"	2012	7299.822
"A50016930"	2012	7299.946
"A28900975"	2007	7300.04
"A59954487"	2015	7300.101
"B61914883"	2008	7300.367
"A08360109"	2014	7300.66
"B08282337"	2016	7301.162
"A28412724"	2015	7301.349
"B02011641"	2011	7302.938
"B08628455"	2015	7304.606
"B41088642"	2012	7305.291
"B31637069"	2017	7305.579
"A25022369"	2011	7305.659
"A12022885"	2013	7308.09
"B20193017"	2017	7308.659
"A31096233"	2014	7308.735
"B46166013"	2011	7308.93
"B08194276"	2012	7309.368
"A14000939"	2017	7309.486
"A41695149"	2015	7311
"B81365181"	2014	7311.953
"B38484796"	2016	7312.127
"A33006644"	2009	7312.886
"A46169082"	2017	7313.673
"A33014176"	2009	7314.97
"A12014346"	2008	7315.335
"B08194276"	2011	7315.813
"B35043637"	2013	7316.353
"A36615896"	2016	7317.257
"B30603229"	2008	7318.048
"B11415387"	2012	7318.143
"A17012626"	2010	7318.436
"B31005507"	2009	7318.518
"A35046572"	2015	7318.988
"A20003042"	2009	7319.152
"A08220428"	2010	7319.497
"A41920943"	2008	7319.711
"B46069654"	2008	7319.782
"B28218287"	2009	7321.875
"A50049105"	2013	7322.073
"A47438262"	2008	7322.401
"A25020173"	2016	7323.167
"A25041146"	2010	7324.91
"A35046911"	2012	7325
"A50013671"	2015	7325.443
"A30012041"	2008	7325.456
"B37015526"	2017	7325.579
"A43055565"	2010	7325.77
"A48155352"	2009	7326
"B31072705"	2010	7326.151
"A08388811"	2013	7326.894
"A48077184"	2009	7326.925
"A08186074"	2012	7327.783
"A40163909"	2016	7330
"B30032445"	2011	7330.148
"A15010994"	2014	7330.285
"A80732142"	2010	7330.428
"A45015716"	2013	7330.513
"A08565285"	2012	7331.257
"A21010616"	2013	7331.501
"A03001948"	2016	7331.833
"A21007570"	2017	7332.671
"B96906375"	2016	7333
"A15000227"	2010	7333.069
"A27199140"	2016	7333.212
"A08329831"	2014	7333.659
"B17017237"	2012	7333.72
"B43009091"	2015	7334.59
"A08572430"	2011	7335.598
"A28668580"	2013	7335.731
"A08257529"	2007	7336.54
"A40002701"	2012	7336.62
"B08463424"	2016	7339.455
"A08604159"	2008	7339.687
"A30022958"	2016	7341.8
"A60401585"	2014	7341.814
"A28610863"	2017	7341.895
"A28175412"	2014	7341.984
"B28222487"	2011	7343.289
"A11019767"	2010	7343.293
"B62173604"	2017	7346
"A09010661"	2017	7346.466
"A28618890"	2016	7346.88
"A14037642"	2014	7347.139
"A08675522"	2010	7347.189
"A48049928"	2009	7347.353
"A08332256"	2010	7348.698
"B38024089"	2012	7348.917
"A26017434"	2014	7349.061
"A15027139"	2007	7349.21
"A15007727"	2011	7349.455
"A03030350"	2015	7349.959
"A08952012"	2017	7350.779
"A07053374"	2013	7351.883
"A08061731"	2007	7353.069
"A23014871"	2013	7353.621
"B45493707"	2011	7353.942
"B41007576"	2011	7355.193
"B28205532"	2012	7355.25
"A08134942"	2016	7355.934
"A62035282"	2011	7356
"B31072705"	2009	7356.144
"A33025701"	2013	7356.519
"A01008069"	2016	7356.947
"B31065980"	2016	7357.037
"A50036037"	2010	7357.038
"A28324630"	2013	7357.112
"A50040013"	2010	7357.184
"A08622938"	2010	7357.761
"A59202853"	2015	7357.862
"A33006644"	2010	7358.101
"A22009039"	2015	7358.196
"A28191088"	2017	7358.819
"B50030964"	2017	7359.065
"A05000682"	2015	7359.684
"A08409948"	2011	7359.85
"A79492104"	2008	7360.102
"A48876874"	2007	7360.42
"A47010194"	2013	7363.298
"A08710055"	2014	7363.398
"A48116420"	2017	7363.811
"A15010994"	2013	7363.827
"A20003042"	2010	7363.94
"A28381234"	2012	7365.429
"A12027488"	2007	7365.985
"F46026829"	2012	7365.985
"A03167939"	2009	7366.011
"A08687204"	2011	7366.24
"A35045681"	2015	7366.906
"A08630063"	2012	7367.059
"A48840359"	2016	7368
"B45018017"	2013	7368.527
"A08203226"	2015	7368.838
"A11000098"	2009	7369.275
"B50023142"	2016	7370.661
"A48876874"	2017	7371.204
"A20031126"	2007	7371.619
"B12006623"	2007	7372.881
"A26011841"	2014	7373.007
"A06388052"	2014	7373.319
"A43001627"	2016	7373.44
"B81760829"	2009	7373.851
"B28222487"	2009	7375.441
"A41053927"	2010	7375.66
"A28314995"	2017	7375.925
"B45020351"	2017	7376.562
"A31018799"	2016	7376.751
"A41010521"	2007	7376.83
"A08257388"	2012	7377.341
"A08560484"	2013	7377.353
"A17010018"	2007	7378.02
"A08203887"	2008	7378.362
"A36615896"	2008	7378.922
"A31501901"	2014	7380.116
"A08244220"	2013	7381.098
"A45015716"	2012	7381.93
"A31061401"	2016	7383.348
"A32005548"	2015	7383.936
"A14022099"	2007	7384.647
"A03001948"	2015	7385.318
"A32006579"	2010	7385.885
"A09214636"	2016	7386.382
"A48080147"	2007	7388.03
"A28324630"	2012	7388.403
"A08440323"	2015	7388.946
"B46131371"	2012	7389.01
"A22012223"	2009	7389.307
"A21010616"	2012	7389.603
"A19011626"	2013	7389.782
"A09004813"	2012	7389.966
"A08193591"	2013	7390.171
"A25041146"	2009	7390.899
"A30016687"	2017	7391.084
"A08484107"	2010	7391.715
"B03046158"	2015	7392.674
"A46068318"	2013	7393.227
"B42141176"	2014	7393.465
"B47364872"	2015	7393.829
"A46115127"	2012	7394.68
"A13008461"	2013	7394.954
"A81047375"	2014	7395
"A33373622"	2010	7395.774
"A80897770"	2017	7395.937
"B48108898"	2013	7397.559
"B20070082"	2007	7397.985
"A28332914"	2011	7398.458
"A08622938"	2007	7398.64
"B08059636"	2011	7399.393
"B81542813"	2007	7400
"A15685373"	2007	7401.8
"A30038764"	2014	7401.921
"A20065744"	2017	7402.28
"A41018854"	2011	7402.645
"A33025719"	2009	7402.936
"A42001305"	2013	7404.694
"A17045972"	2015	7404.715
"B46055943"	2008	7404.96
"A08220428"	2011	7405.419
"A28096378"	2007	7406.03
"A48119622"	2008	7406.393
"A38003679"	2007	7406.724
"A08193591"	2017	7406.755
"A28054211"	2017	7407.032
"B30041115"	2010	7408.676
"B96011283"	2017	7409.326
"A46068318"	2015	7409.476
"A09205550"	2014	7410.03
"B36609485"	2014	7410.837
"A08413403"	2015	7411.642
"B81542813"	2010	7411.736
"A59990580"	2009	7412.246
"A59954487"	2010	7412.34
"A53559530"	2008	7412.89
"A30035034"	2016	7413.257
"A46031845"	2010	7413.343
"B95422721"	2017	7413.892
"A50169143"	2010	7413.907
"A03003530"	2012	7414.183
"A30015820"	2014	7414.726
"A08477663"	2011	7415.112
"A26013714"	2007	7415.13
"B08413247"	2009	7415.253
"B61696944"	2017	7415.6
"B28498210"	2010	7416.349
"B28227866"	2017	7416.782
"A17012626"	2015	7416.981
"A50040013"	2012	7417.044
"A08675522"	2007	7417.472
"B03039609"	2010	7418.307
"A58816554"	2016	7418.878
"A59954487"	2014	7420.063
"A08675522"	2012	7420.358
"A43016757"	2007	7421.67
"A36014009"	2014	7423.074
"A31078140"	2014	7423.189
"A12027488"	2010	7423.667
"B28460681"	2011	7424.208
"A22271209"	2014	7424.251
"B38001905"	2014	7424.316
"A58348038"	2016	7425.151
"A41017161"	2011	7425.567
"A31501901"	2016	7426.171
"A36605038"	2015	7427.139
"A46068318"	2014	7427.367
"B42001297"	2012	7428.464
"A28189082"	2012	7428.793
"B45555489"	2013	7428.965
"A33009630"	2011	7429.602
"A58348038"	2008	7430.18
"A31001266"	2016	7430.584
"B42141176"	2013	7431.574
"A08675522"	2014	7431.897
"A08324782"	2014	7431.941
"A08502635"	2017	7432.023
"B35006360"	2017	7432.287
"A82501545"	2016	7433.071
"A39031620"	2015	7433.991
"B82175001"	2017	7435.792
"A08575672"	2010	7435.894
"B46157285"	2013	7436.031
"B17229675"	2007	7437.165
"B46054508"	2007	7437.168
"A60016037"	2009	7437.916
"A30506406"	2015	7439.718
"A79047916"	2011	7440.405
"A08421190"	2012	7440.536
"A03061850"	2015	7440.596
"A36603421"	2012	7441.075
"A17009093"	2012	7441.325
"A30022958"	2017	7442.759
"A33609587"	2013	7443.014
"A30035034"	2017	7443.393
"A08051526"	2013	7443.743
"A31013543"	2014	7444.583
"A30604680"	2012	7445.055
"A15027139"	2008	7445.185
"A28314995"	2015	7445.416
"B38017554"	2011	7445.765
"B05004999"	2016	7445.813
"B58075136"	2014	7446.755
"B43491356"	2013	7447.868
"B01003581"	2007	7447.89
"A08146474"	2012	7448.445
"B46157533"	2014	7449.12
"A08541021"	2015	7450.994
"A08375537"	2012	7451.168
"A17048349"	2015	7451.409
"A08093015"	2008	7451.546
"B47364872"	2013	7451.738
"B36008415"	2013	7452.046
"B41072471"	2007	7452.69
"B08660409"	2012	7452.905
"A46014155"	2011	7453.843
"A46115127"	2013	7454.052
"A46072203"	2012	7454.811
"A28636025"	2016	7455.313
"A43001627"	2015	7455.662
"A08604159"	2012	7456.061
"A03021276"	2008	7456.657
"A36603967"	2013	7456.922
"A41080144"	2009	7457.392
"A08276867"	2014	7458.358
"A96785225"	2009	7458.61
"A47024393"	2013	7458.797
"A07919087"	2007	7459.18
"B28126019"	2016	7459.894
"A33610304"	2017	7461.493
"A78343977"	2007	7461.96
"A02012714"	2014	7462.646
"A35045681"	2014	7462.712
"A47024393"	2014	7462.785
"A12012340"	2015	7464.752
"A96785225"	2010	7464.794
"A26022657"	2008	7464.797
"A07021256"	2015	7465.306
"B46103131"	2011	7465.852
"A50036037"	2013	7466.887
"A43011196"	2008	7467.14
"B08194276"	2010	7467.154
"A08689796"	2009	7467.158
"A33026980"	2014	7467.416
"B08114449"	2015	7468.312
"A12006227"	2007	7470.38
"A28134534"	2017	7470.454
"A30041883"	2012	7471.097
"B38022570"	2012	7471.778
"A35026590"	2011	7472.107
"A28556504"	2015	7472.702
"B30331573"	2016	7473.217
"B03039609"	2013	7474.126
"A31096233"	2012	7474.465
"A08466807"	2017	7475.097
"A08568057"	2013	7475.098
"A59382762"	2010	7476.879
"A12006227"	2012	7477.31
"A30506406"	2014	7477.325
"B29053808"	2013	7477.538
"A36016574"	2017	7477.99
"A09015256"	2014	7478.248
"A28630374"	2009	7480.893
"B08114449"	2014	7481.677
"B62263272"	2017	7482.028
"A20062915"	2011	7482.139
"A28674968"	2016	7482.406
"A41080144"	2007	7482.716
"B08628455"	2017	7482.84
"A58348038"	2010	7482.891
"A29025368"	2015	7483.536
"A30018147"	2016	7483.902
"A28039469"	2016	7484.007
"A48071351"	2012	7484.074
"A50030543"	2014	7484.41
"A50169143"	2012	7484.491
"A08217432"	2015	7484.775
"A08200651"	2009	7484.821
"A26017434"	2016	7485.577
"A28080489"	2010	7486.273
"A46122065"	2015	7487.705
"A28029122"	2014	7487.965
"A08098576"	2015	7489.53
"A50032002"	2008	7490.256
"A21010616"	2015	7490.749
"A08036709"	2009	7491.226
"A12100020"	2014	7492.102
"A28085520"	2013	7492.811
"A41014986"	2012	7492.867
"B46157285"	2014	7493.526
"B08988149"	2008	7493.837
"B04028734"	2010	7494.456
"A12014346"	2007	7495.342
"A29025368"	2011	7495.538
"A33018664"	2009	7496.76
"B30516645"	2008	7497.401
"A25007105"	2008	7497.684
"A08036709"	2011	7497.791
