nif	year	ig_explo
"A07004187"	2012	10107.11
"A81933772"	2010	10107.75
"B08660409"	2012	10109.49
"A41080144"	2008	10110.55
"B08424855"	2014	10112.86
"B46055943"	2012	10112.88
"A41049503"	2011	10112.91
"A28292084"	2015	10114.39
"A03021276"	2017	10115.48
"A28651222"	2008	10117.26
"A20047726"	2014	10117.48
"B08078396"	2010	10118.94
"A08278293"	2010	10119.84
"A17014119"	2013	10121.58
"B35597020"	2017	10124.01
"B31027097"	2010	10126.08
"A07059058"	2012	10126.87
"A33036906"	2016	10128.72
"B08102881"	2016	10129.61
"A78018421"	2013	10132
"B28307536"	2008	10132.48
"A39027917"	2010	10134.66
"B62119904"	2017	10135
"B12027843"	2008	10135.37
"A08134942"	2014	10136.33
"A47022165"	2013	10136.46
"A15685373"	2012	10136.51
"A15024482"	2017	10136.62
"A31062342"	2012	10137.95
"A28630374"	2016	10137.96
"A23014871"	2016	10137.99
"B78077724"	2008	10142
"B31027097"	2011	10142.14
"A08681264"	2013	10143.02
"A03017308"	2010	10143.43
"A28058725"	2014	10144
"A48040034"	2008	10144.43
"A47017728"	2017	10145.83
"A08290975"	2009	10146.47
"A13006903"	2017	10146.69
"A29025368"	2015	10147.42
"A38371159"	2012	10148.47
"A50036037"	2017	10148.97
"A28091262"	2009	10149.14
"A04001897"	2013	10149.28
"A35031343"	2016	10149.64
"B28337038"	2015	10150.81
"A07042088"	2013	10151.36
"A73093734"	2012	10151.68
"B35027143"	2009	10153.64
"B12462560"	2013	10154.54
"A33005612"	2014	10154.82
"A81722712"	2008	10155.15
"A08670929"	2012	10155.76
"A46035770"	2013	10158.04
"A01001072"	2014	10159.13
"A48117881"	2011	10161.57
"A30013247"	2011	10162.18
"A43035401"	2010	10163.23
"A33604406"	2011	10164.05
"A29453768"	2015	10164.14
"A12050324"	2016	10164.92
"A03084936"	2016	10165
"A33610304"	2017	10165.34
"A08149668"	2008	10165.98
"A08609281"	2010	10166.29
"A12022224"	2007	10166.48
"B47014568"	2010	10166.8
"A28475770"	2017	10166.9
"A12012605"	2013	10168.61
"A08061590"	2007	10168.9
"A09205550"	2014	10172.26
"A14037642"	2008	10172.35
"A08513541"	2011	10172.61
"A47017728"	2014	10173.04
"A28058725"	2009	10174
"A46137352"	2010	10174.54
"A34007831"	2013	10175.14
"A18484360"	2011	10176.85
"B33030305"	2014	10176.88
"A58534777"	2017	10177.2
"A15033699"	2014	10179.01
"A28987196"	2017	10179.1
"A17018391"	2008	10179.48
"A14025142"	2014	10180.08
"A08007056"	2009	10180.88
"A46048732"	2013	10181.05
"A01002864"	2016	10181.35
"B18012831"	2008	10185.98
"A28900975"	2007	10188.44
"A38003679"	2011	10188.72
"A35005743"	2008	10189.23
"B08229221"	2014	10189.74
"B30606099"	2015	10189.96
"A08135139"	2010	10192.26
"A07021256"	2015	10193.75
"A43035401"	2011	10195.33
"A24015406"	2010	10196.04
"A45010204"	2010	10196.52
"A91291435"	2014	10196.86
"A28245009"	2015	10196.97
"A28075968"	2013	10197.42
"A46094207"	2013	10198.17
"A17044546"	2013	10198.96
"B28350965"	2010	10200.76
"A28101020"	2011	10204.46
"A28648053"	2010	10205.3
"A08081986"	2012	10205.72
"A12029468"	2010	10206.31
"A31065915"	2012	10206.64
"A08559932"	2017	10207.08
"A41277336"	2015	10207.76
"B61696944"	2016	10208.31
"A48119622"	2014	10209.48
"A62023262"	2012	10212.64
"A08496473"	2008	10213.62
"A36615037"	2011	10214.08
"A29350139"	2010	10215.25
"A39027917"	2011	10217.88
"A41048489"	2017	10217.91
"A08421190"	2010	10218
"A46106928"	2013	10218.33
"A80771116"	2008	10219.32
"A33604182"	2017	10219.36
"A48071351"	2011	10222.14
"B03019601"	2015	10224.23
"B46164091"	2014	10225.89
"B33011792"	2012	10225.9
"A31009665"	2011	10228.07
"B91172221"	2013	10228.47
"A30046320"	2012	10228.97
"B61914883"	2011	10229
"B82393778"	2012	10229
"A36016574"	2013	10229.32
"B22003099"	2013	10230.59
"A01000777"	2011	10232.33
"A08989782"	2012	10232.49
"A28485761"	2014	10234.06
"A24001661"	2010	10234.23
"A46134748"	2014	10236.43
"B28113991"	2017	10236.64
"A36615037"	2010	10236.84
"A28801942"	2016	10238.16
"A33018664"	2008	10241.17
"B63677223"	2015	10241.94
"A20003042"	2008	10242.22
"B08013963"	2008	10243.12
"A31018187"	2017	10243.45
"A41002841"	2012	10243.63
"A58348038"	2008	10244.96
"A48802854"	2011	10245.32
"A07026651"	2010	10246.11
"A61831681"	2014	10249.49
"A46087565"	2016	10250.65
"B07685779"	2016	10250.66
"A07089592"	2007	10250.7
"B08078396"	2015	10251.31
"B03100831"	2010	10251.38
"A20003042"	2009	10251.77
"A28164374"	2007	10251.91
"A09006859"	2017	10252.14
"B36008555"	2016	10253.08
"B48124275"	2013	10253.51
"A08081986"	2016	10255.03
"B24007049"	2017	10255.66
"A08148991"	2016	10256.03
"A38003679"	2012	10256.34
"A08061590"	2010	10260.17
"A30046320"	2015	10260.3
"B61425682"	2013	10261.06
"B46157285"	2017	10261.29
"A24001661"	2008	10261.34
"B01013507"	2007	10261.89
"B46157533"	2011	10262.19
"A28091262"	2008	10262.64
"A39007729"	2012	10263.94
"A08149668"	2009	10264.05
"A48802854"	2009	10264.61
"A08577215"	2013	10265.29
"B28127447"	2012	10265.7
"B82956517"	2015	10266
"A12027488"	2007	10266.01
"A07021256"	2010	10266.92
"A12050324"	2017	10267.16
"B03046158"	2014	10269.88
"B28218287"	2017	10270.15
"B15004849"	2008	10270.59
"A08332256"	2007	10272.16
"A12029468"	2014	10273.15
"A46068318"	2012	10276.3
"A28060283"	2013	10276.79
"B12007357"	2016	10276.86
"A03018710"	2015	10279.69
"A80352420"	2009	10279.74
"A46105086"	2014	10281.69
"A01006055"	2014	10282.25
"A07068422"	2008	10282.36
"A26022657"	2014	10282.94
"A96918867"	2014	10285.45
"B33920141"	2014	10286.19
"A31001266"	2017	10287.09
"A07042088"	2014	10287.42
"A17017005"	2012	10290.98
"A08224545"	2016	10291.47
"A33006644"	2008	10293.69
"A30009815"	2007	10294.4
"A30038020"	2008	10295.98
"A84911825"	2017	10297.01
"A08396830"	2011	10297.09
"A08126492"	2015	10297.98
"B15015274"	2008	10298.61
"A48071351"	2012	10299.86
"A33602905"	2008	10300.03
"A45010543"	2012	10300.86
"B46069654"	2008	10302.83
"A48117881"	2012	10305.02
"A35510650"	2015	10306.81
"A43037191"	2013	10306.95
"A28040418"	2010	10307.71
"A31013543"	2016	10308.61
"A62035282"	2012	10308.88
"B46111035"	2010	10309.44
"A17012626"	2016	10309.58
"B38071155"	2010	10312.33
"A20036877"	2015	10312.79
"A28648053"	2011	10315.13
"B43361724"	2015	10316.34
"A08989782"	2013	10317.22
"A08481632"	2008	10319.29
"B15862667"	2017	10320.52
"A28175412"	2012	10320.95
"A35397884"	2015	10321.69
"A08375537"	2013	10321.88
"A23022783"	2012	10322.31
"A46162665"	2017	10322.57
"A15685373"	2015	10323.08
"A80482334"	2010	10323.89
"A41091927"	2015	10324.76
"A58132606"	2012	10325.89
"A41021841"	2008	10326.13
"A14580385"	2016	10327.04
"B29682135"	2013	10327.22
"A33126244"	2009	10327.25
"A58294166"	2015	10327.36
"A46105086"	2012	10327.36
"A30001010"	2007	10328.6
"A28101020"	2012	10329.16
"A20015368"	2013	10329.39
"A08257388"	2011	10330.53
"B08125940"	2008	10331.11
"B31067168"	2011	10334.77
"A30014211"	2009	10335.88
"A58394941"	2007	10336.12
"A41695149"	2011	10339
"A31034606"	2013	10341.54
"B28350965"	2011	10342.76
"A36615474"	2011	10344.13
"A28108447"	2012	10344.29
"A50615160"	2011	10345.25
"A24013864"	2014	10345.26
"B48033278"	2007	10345.46
"A08115578"	2010	10345.54
"A08361644"	2010	10346.96
"A28172476"	2011	10349.54
"A08141038"	2011	10350.61
"A17048349"	2017	10350.87
"A08063372"	2015	10350.92
"B35005891"	2008	10351.47
"A08257388"	2010	10351.77
"B19179662"	2015	10352.05
"B02011641"	2016	10352.29
"A26014035"	2014	10352.3
"A50052489"	2009	10356.08
"A14000939"	2014	10356.93
"B47531462"	2017	10357.01
"B96011283"	2008	10357.55
"A08708620"	2014	10359.62
"A28253656"	2013	10360.42
"A25011180"	2010	10361
"A17034505"	2014	10362.75
"B35043637"	2012	10363.39
"B28337038"	2016	10363.83
"B48074306"	2008	10364.2
"A80897770"	2010	10364.24
"A08063372"	2010	10366.2
"A28630374"	2010	10366.83
"B48070155"	2014	10368.36
"A36201259"	2010	10368.42
"B23014848"	2014	10371.83
"A08609281"	2008	10371.91
"A28229409"	2016	10372.09
"A12012605"	2014	10373.15
"A28189082"	2010	10373.2
"A20062915"	2012	10375.3
"A81957367"	2012	10377.21
"A28670313"	2016	10378.55
"B20023982"	2016	10380.62
"B28492841"	2014	10382.4
"A46036562"	2008	10385.83
"A08259046"	2014	10386.11
"A25017880"	2016	10386.16
"A46078556"	2007	10387.31
"A08008518"	2014	10388.96
"A08257388"	2017	10390.48
"A08989782"	2014	10392.15
"B03100831"	2007	10392.47
"A23022874"	2012	10392.97
"B41621038"	2017	10394.55
"A14037642"	2009	10394.88
"B36609485"	2013	10395.92
"B03032620"	2015	10402.33
"B28126019"	2011	10403.05
"B06368674"	2014	10403.68
"A04047700"	2008	10407.52
"A28667244"	2012	10407.76
"A40002701"	2011	10408.34
"A31003247"	2015	10409.54
"A01008234"	2010	10410.33
"B08359093"	2014	10412.17
"A08609281"	2015	10413.36
"B37020179"	2008	10415.33
"F06312920"	2016	10415.34
"A30017883"	2017	10415.39
"A11209749"	2015	10415.75
"A46109054"	2014	10417.59
"A12016093"	2008	10418.35
"A46109054"	2015	10419.52
"B29682135"	2017	10419.71
"B08078396"	2011	10420.39
"A12000071"	2011	10420.6
"A28642122"	2009	10422.48
"B35027143"	2011	10425.09
"A08200032"	2010	10425.11
"A07035934"	2015	10426.05
"B99004541"	2017	10426.18
"B41007576"	2012	10427.78
"A39027917"	2015	10430.05
"A07059058"	2014	10430.31
"B15015274"	2010	10430.68
"A12025490"	2011	10430.89
"A13029962"	2011	10431.11
"A46068318"	2011	10431.47
"B08619363"	2015	10433.43
"A48006423"	2011	10434.4
"B73212417"	2017	10434.5
"A01006659"	2010	10435.91
"A28060283"	2016	10437.83
"B18018176"	2014	10439.39
"A36249076"	2010	10440.11
"B62409065"	2013	10440.69
"B28255016"	2015	10440.76
"A35022987"	2017	10443.45
"B22004931"	2013	10446.4
"A28642122"	2008	10448.79
"A11209749"	2012	10449.23
"A08513749"	2008	10449.74
"B40003550"	2013	10449.9
"B20023982"	2017	10451.74
"A35811272"	2014	10452.54
"A41080144"	2013	10453.62
"B30015226"	2017	10453.81
"A48017974"	2017	10453.94
"B61425682"	2014	10455.19
"A48865679"	2007	10457.76
"A17034505"	2015	10458.76
"A26022657"	2015	10459.13
"A30004790"	2016	10459.68
"A07059058"	2011	10461.47
"A14012819"	2008	10461.56
"A28440576"	2011	10462.36
"B31065980"	2011	10462.69
"A28337129"	2014	10463.54
"A46162665"	2015	10464.7
"A08138042"	2016	10465.2
"A28612620"	2011	10466.75
"B41063355"	2010	10467.44
"B50001874"	2012	10469.94
"A46068318"	2010	10470
"A33024852"	2016	10470.73
"A84780055"	2016	10471.65
"A30046320"	2008	10472.4
"A48050439"	2010	10473.87
"A80652423"	2009	10474.95
"A28675908"	2016	10475.24
"B12023065"	2017	10476.47
"A31086598"	2012	10476.63
"A28646735"	2013	10476.69
"A08577215"	2015	10476.69
"B28579506"	2008	10477.4
"B12020194"	2016	10478.6
"B08142655"	2015	10478.64
"B41065418"	2013	10480.58
"A50889955"	2011	10481.54
"A08433260"	2016	10481.84
"A48117881"	2007	10483.1
"A32007817"	2014	10484.94
"A28667244"	2013	10485.01
"A17018391"	2007	10485.9
"B28379386"	2017	10485.94
"B92116979"	2013	10486.8
"B08619363"	2013	10488.26
"A28313542"	2015	10488.46
"A12050324"	2010	10490.46
"B35388867"	2015	10490.48
"A46137352"	2009	10491.08
"A08224545"	2010	10491.73
"A28662005"	2013	10493.54
"A08527020"	2014	10493.87
"B28218287"	2009	10494.1
"B17011511"	2009	10494.46
"A08061590"	2009	10494.52
"A17009093"	2012	10495.91
"B08423246"	2012	10496.43
"A07078116"	2013	10498.88
"A14022099"	2007	10499.28
"A80652423"	2011	10500.71
"A14037642"	2016	10501.4
"B31065980"	2017	10501.75
"B43361724"	2011	10504.55
"A81036923"	2017	10504.64
"A28278596"	2008	10505.28
"B31066798"	2017	10505.34
"A08449399"	2014	10507.17
"A24001661"	2015	10510.55
"B11630886"	2012	10512.01
"A08677700"	2008	10512.9
"A35004399"	2007	10518.54
"A15033699"	2013	10519.56
"A39007729"	2009	10519.76
"A28294718"	2017	10520
"A29067147"	2014	10520.95
"B38028692"	2010	10522.11
"A43037191"	2014	10522.37
"A07010531"	2014	10523.96
"B62850094"	2013	10524.03
"B30365712"	2013	10524.61
"A20036877"	2012	10524.67
"A80732142"	2011	10525.4
"A14530497"	2013	10526.67
"A26001867"	2011	10527
"A01001072"	2013	10528.32
"A31196983"	2013	10529.01
"A17009598"	2011	10529.93
"B96199807"	2016	10530
"A46160701"	2008	10530
"A08042764"	2008	10530.53
"B39523956"	2014	10531.05
"B17011511"	2010	10532.26
"A31017106"	2016	10533.03
"A31034606"	2011	10533.07
"A39000104"	2017	10533.19
"A15033699"	2012	10533.44
"A03012614"	2015	10534.45
"A07059058"	2008	10537.99
"A28131274"	2011	10538.32
"A30604680"	2009	10539.51
"A15033699"	2007	10539.95
"B28689370"	2015	10542.28
"A59067603"	2009	10542.97
"A07042435"	2010	10546.87
"A59067603"	2010	10547.6
"B03046158"	2011	10548.15
"B43361724"	2012	10548.48
"A14022099"	2008	10548.88
"A08989782"	2015	10549.05
"B28543023"	2012	10549.38
"A17009598"	2010	10550.03
"A23010200"	2017	10550.38
"A35735083"	2015	10551.3
"A08375545"	2010	10553.1
"B41065418"	2014	10553.51
"A12022224"	2014	10555.46
"A08720708"	2013	10556.01
"B73108755"	2009	10560.49
"A33005612"	2015	10561.04
"B08463424"	2007	10562.06
"A25007105"	2008	10564.37
"A08659617"	2011	10566
"A08061590"	2012	10566.26
"A48095822"	2012	10566.91
"A17033473"	2012	10567.42
"A28219541"	2015	10567.66
"A35510650"	2013	10568.79
"A36249076"	2012	10569.27
"B42001297"	2016	10570.86
"A28505402"	2008	10570.91
"B28307536"	2010	10571.24
"A33614082"	2017	10573.54
"A03088580"	2010	10575.15
"B08619363"	2016	10576.23
"A28662005"	2017	10576.77
"A12083002"	2010	10578.78
"A08257388"	2008	10579.39
"B08078396"	2017	10580.3
"A09010661"	2010	10580.83
"A28416089"	2017	10581.65
"A12105029"	2017	10583.11
"A33025701"	2014	10584.11
"A08631517"	2011	10584.89
"B46153292"	2017	10585.46
"B30604565"	2016	10587.11
"A28618890"	2015	10587.2
"B48771711"	2008	10587.49
"A31013543"	2013	10587.54
"A38371159"	2014	10588.33
"A15016595"	2017	10588.68
"B60171162"	2007	10591.9
"B40003550"	2017	10592.86
"B18012831"	2007	10593.38
"B35006360"	2012	10595.73
"A81957367"	2009	10597.92
"A45010543"	2013	10598.83
"A14015788"	2017	10598.98
"A81036923"	2016	10600.66
"B19179662"	2013	10601.49
"A09021833"	2017	10603.14
"A08062846"	2017	10604.03
"A46087565"	2017	10605.2
"A33008426"	2016	10605.66
"A29453768"	2014	10609.38
"B28455574"	2013	10610.73
"A08225278"	2008	10611.3
"A17033473"	2011	10613.14
"A28099356"	2013	10613.33
"A28253656"	2016	10614.22
"B20332870"	2011	10614.35
"B26011361"	2013	10614.53
"A08565285"	2016	10614.65
"A29030848"	2007	10615.95
"B17462961"	2009	10616.09
"B08142655"	2013	10617.69
"A46014650"	2013	10617.96
"B82899550"	2011	10618.43
"A25022609"	2010	10619.66
"A36603421"	2015	10620.17
"A45020450"	2013	10620.31
"A28381564"	2013	10622.11
"A28324630"	2013	10622.7
"A48093538"	2007	10622.73
"B39014709"	2016	10622.93
"A29050572"	2015	10623.24
"A12006227"	2012	10625.22
"A41001439"	2014	10625.99
"B28460681"	2016	10626.18
"A31037294"	2017	10627.84
"A08257388"	2009	10628.02
"B03004801"	2017	10628.43
"A23022783"	2013	10628.86
"A50034024"	2012	10630.1
"A29003951"	2014	10630.15
"B39021217"	2008	10632.64
"A26014035"	2015	10633.82
"B17002049"	2011	10635.65
"A03011392"	2013	10635.8
"A08562431"	2014	10636.34
"B08271694"	2009	10636.56
"B46135364"	2008	10639.22
"A28101020"	2014	10639.29
"A80771116"	2007	10639.99
"B82432725"	2012	10640.4
"B30028187"	2017	10642.71
"A08421190"	2009	10642.99
"A28662005"	2012	10643.95
"A28245009"	2013	10644.22
"A26014035"	2008	10644.34
"B08628455"	2007	10645.85
"A08551590"	2011	10647.42
"A96773940"	2013	10648
"B28494797"	2014	10650.01
"A26015503"	2008	10650.57
"B03037736"	2007	10651.97
"A15506934"	2012	10655.21
"A28173573"	2007	10656.36
"A29025368"	2011	10658.14
"B11606647"	2013	10658.32
"A29050572"	2017	10658.94
"A07050420"	2015	10659.38
"B82175001"	2015	10661.62
"A08149668"	2011	10662.48
"A31449002"	2014	10665.45
"A08008518"	2013	10666.15
"A28285765"	2015	10666.62
"A46036562"	2014	10667.97
"B11012820"	2015	10671.43
"A40005514"	2009	10672.55
"B41063355"	2011	10676.47
"A40005514"	2010	10678.14
"A12100020"	2016	10680.45
"A28108447"	2008	10683.69
"A28146579"	2015	10685.5
"A08283798"	2007	10687.06
"A28519932"	2007	10688.06
"A35510650"	2014	10689.01
"B31067168"	2010	10690.54
"A08093254"	2007	10691.66
"A43035401"	2012	10694.39
"A38473724"	2015	10697.28
"A08061590"	2011	10698.48
"A96773940"	2012	10700
"B08619405"	2012	10701.8
"A09010661"	2007	10703.57
"A07089592"	2008	10704.08
"A28648053"	2009	10704.84
"A38020525"	2012	10704.96
"A47022165"	2014	10706.62
"A06244131"	2007	10707.09
"A08396830"	2012	10707.13
"A28219541"	2014	10709.1
"A08224545"	2012	10709.27
"B82529017"	2014	10709.99
"A08630063"	2010	10711.44
"A35004399"	2008	10711.46
"A17051152"	2014	10711.97
"A46068318"	2008	10712.45
"A32226037"	2009	10712.66
"B22009377"	2015	10716.47
"A78097656"	2013	10717.11
"B62173604"	2015	10721
"B36010098"	2017	10722.67
"A20062915"	2013	10722.81
"A19163682"	2017	10723
"A08450421"	2017	10723.71
"A46122065"	2012	10725.02
"B48033278"	2016	10725.99
"F46028072"	2009	10726.27
"A12100020"	2012	10728.64
"B03020914"	2012	10729.21
"A08224545"	2007	10731.25
"A01167204"	2011	10732.64
"A12363529"	2014	10733
"A48114151"	2009	10733.19
"A31030901"	2014	10733.92
"A96862933"	2012	10734.23
"A28108447"	2017	10734.61
"A28060283"	2014	10735.68
"B50068105"	2017	10737.82
"A30046320"	2013	10738.9
"A25011180"	2009	10738.98
"A28675908"	2010	10739.31
"B48070155"	2007	10739.67
"A31624661"	2016	10743.01
"B31784895"	2012	10744.21
"A28638542"	2007	10744.25
"B46103131"	2015	10744.43
"A17034505"	2017	10746.91
"B30606099"	2013	10748.13
"A31065915"	2013	10750.07
"A48802854"	2014	10750.4
"A33026980"	2009	10750.64
"A33609587"	2016	10751.52
"A30013247"	2008	10751.6
"B59469296"	2016	10753.3
"A25008046"	2007	10753.79
"A08687204"	2012	10754.2
"A36016574"	2014	10755.31
"A08591075"	2013	10755.38
"A12027488"	2012	10755.46
"A13029962"	2012	10757.76
"B27007897"	2008	10758.64
"B85160976"	2015	10759.24
"A24020828"	2016	10759.89
"A83062497"	2017	10760.67
"A08224545"	2009	10761.01
"A12017760"	2010	10763.55
"A28027647"	2017	10763.63
"A12083002"	2012	10764.58
"A28552149"	2007	10768.26
"A46126686"	2011	10772.19
"A15685373"	2013	10773.52
"A38473724"	2013	10774.89
"A28630374"	2008	10775.31
"A33617218"	2009	10775.57
"A46094207"	2012	10775.62
"B33011792"	2013	10777.07
"A82501545"	2013	10778.23
"A36249076"	2015	10778.33
"B36623148"	2012	10779.15
"B30603229"	2016	10780.04
"A28134534"	2010	10781.17
"A12016143"	2013	10781.36
"B46023677"	2007	10782.05
"B08078396"	2009	10782.18
"A08433260"	2017	10783.39
"B46164091"	2012	10786.44
"A28693166"	2007	10790.81
"A46463311"	2010	10790.95
"A08630808"	2014	10793.22
"A83102426"	2015	10793.34
"A36249076"	2011	10794.52
"B96199807"	2013	10795.21
"A48108484"	2007	10795.71
"B46149555"	2011	10796.58
"A46226122"	2007	10797.67
"B08216202"	2014	10797.92
"B28170215"	2013	10799.37
"A08453219"	2008	10800.72
"A18024919"	2008	10801.46
"A46965034"	2010	10802.71
"A08007056"	2007	10805.5
"A28106797"	2016	10806.26
"B46441275"	2013	10806.51
"A01006659"	2015	10810.26
"B42001297"	2011	10812.51
"A08631517"	2012	10812.75
"A08007056"	2008	10813.44
"B28403194"	2015	10814
"A39031620"	2015	10814.56
"A01012830"	2007	10814.67
"A28734432"	2007	10814.7
"A08354441"	2008	10815.11
"B31067168"	2009	10816.08
"A38020525"	2007	10816.16
"A17034794"	2015	10816.54
"A30603757"	2016	10817.04
"A09010661"	2014	10817.17
"A33610304"	2007	10817.42
"B46054508"	2016	10818.99
"A80352750"	2015	10819
"A23022874"	2017	10819.59
"A04325494"	2007	10819.79
"A48033526"	2016	10820.56
"A08069809"	2012	10821.26
"B46054508"	2017	10825.27
"B11024262"	2011	10825.49
"A08145385"	2017	10829.92
"A46036562"	2009	10830.11
"B79945150"	2011	10832.17
"A48093421"	2011	10832.3
"A33018664"	2010	10836.14
"A28058725"	2012	10837
"A17012626"	2017	10838.82
"B78496759"	2014	10842.59
"A30035679"	2014	10842.76
"A17048752"	2013	10843.75
"A09010661"	2013	10844.19
"A62977186"	2016	10845.24
"B08619363"	2017	10849.24
"B03046158"	2012	10849.85
"A08667370"	2007	10852.61
"A35397884"	2014	10852.72
"A33602905"	2009	10853.33
"B08125940"	2009	10854.65
"A39007729"	2014	10854.85
"A28145498"	2013	10855.75
"B41015652"	2014	10855.77
"A15021843"	2016	10858.36
