nif	year	acreed_ciales
"A28579373"	2017	1496.41
"A22001721"	2007	1496.46
"A46086773"	2015	1496.705
"A60531688"	2007	1496.89
"B22003099"	2017	1497.396
"A08453219"	2011	1497.519
"A24014227"	2017	1497.591
"A35397884"	2007	1497.615
"A35018696"	2007	1497.65
"A41001439"	2012	1497.653
"A26020198"	2010	1497.863
"B46103131"	2010	1498.226
"A17004763"	2009	1498.394
"A12000071"	2013	1498.52
"A46038519"	2009	1498.65
"A12011672"	2015	1499.017
"B47011374"	2016	1499.021
"A23008857"	2009	1499.025
"A17475203"	2009	1499.051
"A31018492"	2008	1499.25
"B08190654"	2014	1499.3
"B25006222"	2007	1499.34
"A41050980"	2016	1499.552
"A08213936"	2014	1499.828
"A28396042"	2009	1500
"A12016093"	2010	1500.245
"A08334906"	2016	1500.397
"A28559474"	2011	1500.49
"B28249431"	2008	1500.64
"A08466807"	2007	1501.31
"A08222465"	2015	1501.314
"A33610304"	2015	1501.619
"A08396830"	2008	1501.68
"A08404253"	2014	1501.785
"B24013799"	2017	1501.803
"A28173573"	2012	1501.993
"A28295038"	2015	1502.259
"A33005612"	2016	1502.301
"A31082712"	2008	1502.605
"A08322067"	2009	1502.611
"A08646101"	2017	1502.691
"B31077514"	2007	1502.842
"A12012605"	2010	1502.914
"B31067168"	2013	1503.051
"A11019767"	2013	1503.397
"A20038907"	2014	1503.72
"A46069456"	2009	1503.807
"A08637829"	2015	1504.091
"A05122460"	2015	1504.331
"A08126492"	2015	1504.639
"B11900602"	2009	1504.648
"B31077514"	2012	1505.106
"A33024852"	2016	1505.179
"A33601899"	2015	1505.627
"A22009039"	2012	1505.725
"A03024809"	2011	1506
"A30023238"	2008	1506.186
"A28060283"	2015	1506.326
"B43241769"	2016	1506.514
"B03072576"	2013	1506.595
"B29369758"	2014	1506.673
"B85160976"	2015	1507.582
"A35040831"	2013	1507.918
"A08609281"	2011	1508.3
"A17023813"	2016	1508.398
"A08631517"	2017	1508.408
"B46090791"	2008	1508.545
"A28219202"	2012	1508.766
"B35006360"	2014	1508.778
"A08220428"	2010	1509.259
"A58061383"	2007	1509.341
"B01013507"	2013	1509.383
"A30013247"	2016	1509.528
"A12012340"	2012	1509.667
"A31082712"	2016	1509.841
"B12019485"	2013	1509.92
"B31071178"	2007	1509.975
"A12017760"	2014	1510.049
"B20193017"	2008	1510.179
"B08229221"	2012	1510.22
"A15024482"	2010	1510.882
"B37024825"	2013	1510.948
"V82171133"	2008	1511.166
"A08514986"	2010	1511.63
"A01000777"	2008	1511.71
"A08159816"	2017	1511.81
"A50029065"	2014	1511.87
"B97751978"	2015	1512.286
"A28458826"	2007	1512.683
"B38025920"	2015	1512.765
"B23015753"	2009	1512.934
"A07256100"	2009	1513.244
"A09015256"	2008	1513.514
"A24015802"	2016	1514.611
"A81722712"	2017	1515
"B31694912"	2013	1515.069
"A20779849"	2013	1515.116
"A32006215"	2014	1515.325
"A08681264"	2013	1515.408
"A08421190"	2008	1516.704
"A11902814"	2013	1516.897
"A46965034"	2012	1517.172
"A41021841"	2017	1517.296
"A41088345"	2015	1517.552
"A08257529"	2014	1517.554
"A28556504"	2012	1517.581
"A08609281"	2014	1517.587
"A17048349"	2016	1517.613
"B20070082"	2012	1517.855
"A78267309"	2017	1517.885
"A18024919"	2012	1518.188
"A14580385"	2016	1518.344
"A37021631"	2014	1518.461
"A07016991"	2017	1518.642
"A28290799"	2014	1518.879
"A25022369"	2008	1519
"A41038274"	2015	1519.156
"A28649747"	2009	1519.159
"A47438262"	2011	1519.23
"A28132959"	2008	1519.45
"B09013335"	2013	1519.558
"A29350139"	2010	1519.566
"B28249431"	2012	1519.945
"B11018462"	2010	1520.077
"A32225419"	2014	1520.104
"A41022989"	2016	1520.515
"A33606534"	2007	1520.772
"A29027901"	2013	1520.82
"A07919087"	2015	1520.837
"A08496473"	2007	1520.998
"A33060294"	2007	1521.322
"A22001721"	2008	1521.346
"A08146730"	2016	1521.509
"A30017636"	2013	1522.047
"A48117881"	2014	1522.137
"B45005279"	2012	1522.164
"A28024172"	2011	1522.264
"A08290751"	2011	1522.614
"A36201259"	2010	1522.651
"B30605760"	2012	1522.686
"B28341832"	2011	1523.992
"A24022196"	2015	1524.163
"A08720708"	2011	1524.55
"A17045972"	2015	1524.648
"A09018730"	2014	1524.823
"A41212572"	2009	1525.02
"A28720795"	2016	1525.248
"B07685779"	2010	1525.287
"A15506934"	2007	1525.771
"A45019916"	2008	1525.858
"A03024809"	2008	1526
"B59886531"	2014	1526
"A50040013"	2015	1526.264
"A08565285"	2012	1526.833
"B35018332"	2017	1527.366
"A50169143"	2013	1528.134
"A19012962"	2010	1528.158
"A28027647"	2009	1528.265
"A39023759"	2015	1528.445
"A50038959"	2014	1528.699
"A38000485"	2015	1529
"A08677700"	2011	1529.36
"A17033473"	2007	1529.74
"B36002913"	2012	1529.993
"A08526345"	2017	1530.223
"A50057421"	2014	1530.25
"A28034031"	2016	1530.83
"A17017005"	2010	1531.015
"A08421190"	2009	1531.232
"A08565285"	2010	1531.746
"A39013867"	2014	1531.809
"B46173423"	2011	1531.869
"A11355526"	2012	1532.098
"A39020805"	2015	1532.452
"A08156218"	2014	1532.555
"B25006222"	2009	1532.938
"A08146870"	2008	1533.27
"A22001721"	2009	1533.515
"A35115856"	2007	1534.07
"B22003099"	2009	1534.22
"A33618257"	2008	1534.24
"B97526008"	2016	1534.259
"A08225278"	2017	1534.3
"A28923662"	2012	1535
"A08681264"	2009	1535.138
"A17014879"	2015	1535.273
"B28337731"	2013	1535.878
"B82612904"	2007	1535.92
"A28011286"	2012	1536
"A08094567"	2015	1536.532
"A11545795"	2014	1536.859
"A46005252"	2011	1537.209
"A50032325"	2015	1537.492
"A26022129"	2017	1537.717
"A12017760"	2011	1537.803
"A20032264"	2012	1537.951
"A28686111"	2013	1538.045
"A08075293"	2012	1538.376
"A30022958"	2011	1538.404
"B45011269"	2009	1538.438
"A30031769"	2010	1538.988
"A08677700"	2013	1539.461
"A46087565"	2011	1539.677
"A27003243"	2013	1539.998
"B25006222"	2011	1540.147
"A33615980"	2012	1540.333
"A07068430"	2011	1540.339
"A28027811"	2014	1540.561
"B43361724"	2014	1540.631
"A30024798"	2016	1540.847
"A28167567"	2011	1541.05
"A08051526"	2010	1541.69
"A58415779"	2016	1542.24
"A33015454"	2015	1542.898
"A20003042"	2013	1543.347
"A07052244"	2016	1544.229
"A21010616"	2016	1544.315
"A31082712"	2007	1544.402
"A46105532"	2015	1544.592
"A28580546"	2016	1545.064
"A14037642"	2015	1545.354
"A20032264"	2015	1545.404
"B33920141"	2014	1545.474
"B28249431"	2016	1545.644
"A58415779"	2013	1545.827
"B46084695"	2015	1545.946
"A28612620"	2017	1546.707
"A28057008"	2009	1546.769
"B45018017"	2014	1546.846
"B62173604"	2016	1547
"B12007357"	2011	1547.056
"A20017604"	2009	1547.297
"B23015753"	2013	1547.543
"B28623213"	2014	1547.619
"B15018393"	2010	1547.798
"A08675522"	2007	1548.017
"A41087404"	2015	1548.534
"A39007729"	2009	1548.665
"A03040854"	2017	1548.77
"A08257529"	2011	1548.817
"A46332995"	2008	1549.062
"A15018146"	2013	1549.179
"A41055377"	2017	1549.414
"A31065915"	2014	1549.541
"A47010194"	2011	1549.795
"A28547149"	2017	1550.422
"A08989782"	2013	1550.845
"A07040090"	2017	1550.855
"A08146730"	2015	1550.868
"A08453219"	2010	1551.04
"B48108898"	2015	1551.938
"A33005612"	2017	1552.18
"B15017908"	2014	1552.547
"B28091486"	2010	1552.64
"A08681264"	2012	1552.798
"A28040418"	2017	1552.831
"B08190654"	2016	1553.041
"A47022165"	2013	1553.44
"B78496759"	2014	1553.596
"A08332256"	2017	1554.01
"A30012041"	2008	1554.04
"A12029468"	2008	1554.148
"B58075136"	2009	1554.651
"A15012305"	2015	1554.779
"A41014986"	2017	1554.805
"B08961393"	2015	1554.862
"A41049503"	2009	1555.14
"A30013247"	2009	1555.611
"B45011269"	2010	1555.731
"B27008408"	2013	1555.796
"A11606134"	2011	1555.929
"A28458826"	2012	1556.801
"A03197308"	2014	1556.844
"A62035282"	2012	1557.445
"A48009328"	2014	1558.046
"A08710055"	2010	1558.057
"A33016403"	2009	1558.087
"B25006222"	2012	1558.183
"B43491356"	2015	1558.208
"A08091894"	2007	1558.86
"A08433260"	2014	1559.206
"A28266989"	2015	1560
"B01267277"	2016	1560.436
"A28559474"	2015	1560.45
"A58494048"	2014	1561.735
"F95073748"	2016	1561.735
"B43952126"	2015	1561.749
"A08621161"	2017	1562.387
"A01008069"	2009	1562.637
"A11682507"	2012	1562.702
"A26018119"	2014	1562.794
"A28423986"	2015	1562.874
"A28034031"	2015	1563.18
"A30013247"	2017	1563.651
"A80897770"	2017	1563.844
"A35045681"	2011	1563.953
"A84039338"	2011	1565
"A13012869"	2011	1565.021
"A17018391"	2007	1565.459
"A09015256"	2012	1565.59
"A29003423"	2009	1565.617
"A28734432"	2012	1565.743
"A26297663"	2011	1565.847
"A28458826"	2013	1566.064
"B43009091"	2009	1566.444
"A30022909"	2016	1566.702
"A41050980"	2013	1566.877
"B08078396"	2012	1566.912
"A50011980"	2010	1566.938
"B08078396"	2008	1567.19
"A07059058"	2012	1567.307
"B34226514"	2014	1567.419
"B96246350"	2011	1567.442
"B48948830"	2014	1567.993
"A08334906"	2017	1568.159
"A43001627"	2017	1568.223
"A30022958"	2012	1568.245
"A33015454"	2009	1568.385
"A25011180"	2016	1568.959
"A35101732"	2012	1569
"A36611622"	2015	1569.207
"A33604182"	2016	1569.567
"B35018332"	2009	1570.184
"A30015820"	2016	1570.292
"A48047377"	2017	1570.538
"A78097656"	2011	1570.697
"A28184661"	2009	1570.899
"B30015226"	2011	1571.162
"B08190654"	2015	1571.309
"B07034416"	2015	1571.47
"A14000533"	2011	1571.563
"A08273898"	2011	1571.679
"B85160976"	2017	1571.868
"A33015728"	2007	1571.89
"A08200032"	2016	1571.934
"A31031545"	2014	1572.016
"A06163851"	2015	1572.068
"A48009773"	2011	1572.332
"A08719452"	2017	1572.542
"A33615980"	2007	1572.82
"A08453219"	2014	1572.832
"A46072203"	2014	1572.839
"F46028072"	2011	1573.084
"A14004691"	2011	1573.146
"B08367948"	2012	1573.59
"B08113615"	2015	1573.623
"A33036906"	2015	1573.838
"A81722712"	2011	1574.603
"A08255374"	2012	1575.91
"A28011286"	2014	1576
"A08061731"	2017	1576.685
"A33015728"	2009	1576.781
"B28545994"	2012	1576.808
"B28543023"	2013	1577.149
"B43361724"	2008	1577.214
"A25026733"	2014	1577.445
"A12006227"	2014	1577.585
"B46132387"	2007	1577.787
"A08708620"	2011	1578.227
"A29006343"	2011	1578.6
"A08436214"	2015	1578.821
"A43020759"	2009	1579.021
"A48119622"	2011	1579.095
"A11019767"	2016	1579.84
"B83588657"	2014	1579.932
"A06003800"	2012	1580.108
"A28518819"	2009	1580.222
"A43020759"	2011	1580.755
"A35004399"	2013	1580.846
"A17051152"	2014	1581.007
"A17038035"	2017	1581.017
"A46162665"	2011	1581.719
"A08639643"	2014	1581.733
"A20165650"	2014	1581.775
"A50169143"	2012	1582.192
"A19163682"	2011	1582.328
"B20013983"	2009	1582.773
"A36005684"	2014	1582.842
"A45010204"	2009	1582.978
"A03028461"	2017	1583.46
"B62236781"	2016	1584
"B31027097"	2016	1584.177
"A29661394"	2010	1584.454
"A41018854"	2008	1584.866
"B28227775"	2008	1585.174
"A83102426"	2011	1585.387
"A41093733"	2015	1586.303
"A22009039"	2011	1586.476
"B28307536"	2017	1587.195
"B03020914"	2015	1587.736
"A14000939"	2013	1588.028
"A48087126"	2017	1588.056
"B28227775"	2011	1588.245
"B13009592"	2017	1588.261
"A07027261"	2013	1588.397
"B30606099"	2014	1588.518
"A08394157"	2015	1588.7
"A20012498"	2015	1588.713
"A35811272"	2013	1588.749
"A20055380"	2008	1588.942
"A35045681"	2010	1589.049
"B26231191"	2014	1589.059
"A35251727"	2010	1589.355
"A12405577"	2014	1589.637
"A08363400"	2015	1589.963
"A01005594"	2011	1589.972
"B08078396"	2009	1590.576
"A33015454"	2008	1590.975
"B46045993"	2009	1591.203
"A30038020"	2009	1591.214
"A30013247"	2007	1591.325
"A07053374"	2016	1591.637
"A08453219"	2013	1591.666
"A15016702"	2011	1591.689
"A28112555"	2015	1591.784
"A08637829"	2017	1591.954
"B83211318"	2011	1592
"B35504059"	2013	1592
"A39031620"	2017	1592.186
"A28091262"	2014	1592.43
"A08653685"	2017	1592.623
"A48295604"	2012	1593.515
"B48969885"	2017	1593.515
"A13029962"	2011	1593.542
"A08565285"	2014	1594.4
"A30004790"	2017	1594.511
"A11019767"	2010	1594.652
"B46191094"	2015	1594.848
"A31096233"	2007	1594.957
"A28399715"	2009	1595.048
"A41048489"	2016	1595.054
"A28029122"	2008	1595.063
"A12050324"	2015	1595.119
"A43020759"	2008	1595.164
"B36010098"	2010	1595.736
"A08449399"	2014	1596.05
"A03040854"	2010	1596.218
"A28693166"	2011	1596.343
"A11609682"	2016	1596.499
"A30022214"	2013	1596.695
"A61831681"	2015	1596.821
"A28027647"	2010	1596.833
"B30516645"	2016	1596.95
"A43020759"	2010	1597.599
"A46045936"	2009	1597.617
"A25041146"	2011	1597.904
"B29042348"	2012	1597.917
"A28446995"	2015	1598.392
"B03046158"	2011	1599.274
"A28667244"	2012	1599.293
"A41049503"	2012	1599.403
"B38318572"	2007	1599.41
"A31037294"	2008	1599.505
"A78100609"	2011	1599.603
"A28283067"	2015	1599.654
"A38003133"	2017	1599.792
"B28341790"	2017	1600.045
"A36602381"	2011	1600.193
"A08560484"	2017	1600.356
"A08228520"	2015	1601.222
"A38014098"	2010	1601.35
"A07027261"	2017	1601.567
"A43037191"	2013	1602.334
"A30001010"	2007	1602.74
"A03027919"	2014	1602.85
"A08098576"	2016	1603.21
"A17018276"	2017	1603.292
"B08142655"	2013	1603.305
"B41008970"	2012	1604.005
"A08126492"	2016	1604.624
"A33016403"	2010	1604.718
"A50011980"	2012	1605.053
"B12536934"	2007	1605.07
"A12016093"	2011	1605.409
"A38020525"	2008	1605.551
"A01008234"	2014	1605.69
"A29661394"	2013	1605.745
"B15004849"	2015	1605.758
"A28427581"	2011	1606.09
"B28127447"	2012	1606.611
"A39027917"	2011	1606.748
"A28024172"	2015	1607.494
"B08423246"	2017	1607.535
"A28034031"	2010	1607.631
"A08200032"	2007	1607.67
"A26270322"	2011	1607.851
"A46109054"	2013	1607.987
"A28579373"	2010	1608.077
"A08322067"	2013	1608.735
"A15027139"	2017	1608.904
"A12006227"	2012	1609.754
"A48009773"	2012	1609.787
"A25007105"	2016	1610.076
"A08291973"	2008	1610.23
"A09030412"	2016	1610.583
"A08496473"	2008	1610.702
"A42001305"	2016	1610.937
"A50615160"	2010	1611.108
"A46005252"	2010	1611.303
"A08720708"	2012	1611.324
"B12536934"	2011	1611.743
"B36009942"	2008	1611.912
"A07089121"	2015	1612.002
"A28642122"	2010	1612.818
"A28024172"	2016	1612.906
"B31694912"	2009	1613
"B31066798"	2015	1613.215
"A31065915"	2011	1613.404
"A08323404"	2011	1613.838
"A08631517"	2009	1613.852
"B20070082"	2013	1613.857
"B04018495"	2016	1614.483
"A19002039"	2014	1615.078
"A14037642"	2007	1615.406
"A08231250"	2016	1615.607
"A08243297"	2012	1615.812
"B36009942"	2009	1615.877
"A39005095"	2007	1615.996
"A08630808"	2016	1616.371
"A31071756"	2012	1616.532
"A31096233"	2008	1616.765
"A28058725"	2008	1617
"A18006569"	2012	1617.645
"A48017974"	2016	1617.812
"A42000802"	2014	1618
"B03030913"	2012	1618.25
"A28249993"	2014	1618.741
"A08222465"	2007	1618.78
"B28044204"	2011	1618.962
"A08013898"	2011	1619.087
"A28175412"	2011	1619.431
"A29453768"	2008	1619.559
"B48074306"	2017	1619.799
"A08565285"	2011	1620.171
"A78753514"	2007	1620.177
"A46134748"	2011	1620.195
"A45012259"	2011	1620.541
"A24004947"	2009	1621.141
"A28687978"	2016	1621.242
"A35005743"	2008	1621.51
"A15007727"	2015	1621.561
"A25022609"	2012	1622.213
"A46011888"	2017	1622.233
"A20073169"	2014	1623.107
"A08514986"	2012	1623.401
"A31037294"	2007	1623.462
"A20055380"	2012	1623.614
"B30016612"	2011	1623.636
"A33016403"	2007	1623.971
"B39523956"	2015	1624.204
"F10026128"	2013	1624.26
"A29016003"	2014	1624.27
"A07044530"	2012	1624.291
"B03091527"	2008	1624.403
"B31694912"	2010	1624.432
"A47022165"	2014	1624.788
"A28034031"	2017	1624.798
"A12050324"	2011	1624.995
"B30606099"	2013	1625.1
"A08639643"	2010	1625.411
"A17001678"	2015	1625.63
"B08245805"	2014	1625.742
"A28011286"	2015	1626
"B08275026"	2010	1626.704
"A48020358"	2015	1627.251
"B28249431"	2010	1627.389
"B38484796"	2015	1627.441
"A08159816"	2015	1627.46
"B15516933"	2016	1627.493
"A33615980"	2008	1627.85
"A08396830"	2012	1628.489
"A48006423"	2011	1629.086
"A17447061"	2014	1629.247
"A28245009"	2016	1629.341
"A08630063"	2008	1629.593
"A28295806"	2010	1630.38
"A43014174"	2013	1630.56
"A03030350"	2012	1630.584
"B46076287"	2014	1630.636
"A08680738"	2015	1630.974
"A39031406"	2015	1631.203
"C08164253"	2017	1631.277
"A48155352"	2010	1631.524
"B08059636"	2008	1631.75
"B50047091"	2010	1631.826
"A26001867"	2011	1632.081
"A62332580"	2013	1632.133
"B73108755"	2017	1632.193
"A48117881"	2012	1632.339
"A36602381"	2012	1632.527
"B46103131"	2012	1632.528
"A08621161"	2015	1632.555
"A09018730"	2011	1632.644
"A33024852"	2015	1632.809
"B31784895"	2017	1632.835
"A50011980"	2007	1632.987
"A34003624"	2016	1633.105
"A26022657"	2012	1633.125
"A08709131"	2015	1633.305
"A08562910"	2012	1633.399
"A08496473"	2015	1633.539
"A08681264"	2011	1634.763
"A24007072"	2013	1634.97
"A36005684"	2013	1635.024
"A43001684"	2016	1635.28
"A36060754"	2016	1635.654
"A28124311"	2011	1635.909
"A28011286"	2016	1636
"A14026199"	2013	1636.016
"A59736686"	2013	1636.025
"A30023238"	2009	1636.126
"A28674968"	2016	1636.73
"A46162665"	2012	1636.789
"B28249431"	2009	1636.85
"A28458826"	2015	1636.9
"A09015405"	2013	1637.063
"A20024832"	2016	1637.104
"B03158532"	2016	1637.362
"A08421190"	2015	1638.269
"A02014165"	2017	1638.358
"A20038907"	2017	1638.672
"A46089819"	2012	1638.888
"A15506934"	2009	1638.92
"A28604882"	2017	1639.119
"A29453768"	2015	1639.146
"A11682507"	2010	1639.351
"A01006659"	2013	1639.817
"A48295604"	2015	1640
"A41018854"	2009	1640.375
"A08514986"	2017	1640.683
"B43029305"	2017	1641.399
"B46118303"	2011	1642.428
"A04413340"	2017	1642.452
"B08721060"	2012	1642.687
"A08575672"	2008	1642.71
"B35006360"	2012	1643.048
"A07052244"	2015	1643.194
"A46079380"	2010	1643.212
"A46137352"	2012	1643.334
"A08026072"	2015	1644.154
"B04028734"	2016	1644.268
"B30037204"	2014	1644.4
"A45010204"	2010	1644.605
"A39031406"	2017	1644.797
"A08228520"	2017	1644.875
"A36201259"	2009	1645.227
"B31694912"	2016	1645.237
"A25022369"	2012	1645.476
"B48111124"	2013	1645.505
"A08091894"	2011	1645.627
"A81000028"	2014	1645.791
"A41022989"	2015	1645.828
"A03005154"	2009	1645.862
"B28545994"	2016	1646.376
"A43014174"	2014	1646.627
"A81931214"	2008	1646.64
"A48006423"	2008	1646.83
"A28323319"	2013	1647.258
"A50011980"	2009	1647.345
"A08630063"	2009	1647.454
"F06139109"	2008	1647.654
"A26014035"	2012	1647.946
"A38473724"	2013	1648.176
"B08424855"	2015	1648.501
"A01002864"	2010	1648.57
"A12050324"	2010	1648.905
"A33606682"	2014	1649.001
"B28240075"	2009	1649.091
"A08592370"	2013	1649.147
"A08595324"	2009	1649.332
"A07016991"	2015	1649.413
"A08225278"	2016	1649.846
"B46069654"	2015	1649.873
"A28202075"	2017	1650.129
"A08713869"	2010	1650.459
"B46164091"	2014	1650.463
"A81487027"	2011	1650.751
"A24010217"	2011	1650.77
"A39013867"	2017	1650.888
"B12007357"	2016	1651.083
"A08709131"	2017	1651.314
"A36615037"	2009	1651.502
"B62059498"	2014	1651.705
"A31071756"	2010	1651.939
"A30006142"	2013	1652.073
"A04325494"	2011	1652.095
"A08479933"	2013	1652.247
"A08021768"	2007	1652.99
"B46045993"	2007	1653.058
"B46070728"	2015	1653.183
"B08216202"	2014	1653.63
"A08663809"	2011	1653.887
"B91172221"	2015	1654.086
"A30012645"	2012	1654.147
"A08141038"	2010	1654.363
"B08660409"	2016	1654.466
"B82899550"	2016	1654.54
"A28577864"	2012	1654.724
"A08193591"	2017	1654.879
"A25022369"	2010	1655.072
"A28733350"	2016	1655.219
"B82612904"	2011	1655.281
"A20003042"	2014	1655.412
"B35665991"	2012	1656.02
"A08595324"	2013	1656.1
"A08710055"	2016	1656.124
"B46118303"	2013	1656.81
"A28255784"	2010	1656.932
"B12291167"	2007	1656.97
"A08509937"	2017	1657.098
"B31027097"	2014	1657.666
"A35004399"	2010	1657.714
"A28618890"	2010	1657.888
"B27007897"	2015	1658.108
"B36620193"	2013	1658.792
"A08509937"	2009	1659.404
"A33606534"	2017	1659.557
"A08146474"	2011	1659.942
"A50615160"	2013	1659.975
"A08091894"	2008	1660.096
"A12012605"	2011	1660.246
"A31013543"	2012	1660.345
"B35043637"	2013	1660.632
"B20023982"	2009	1660.777
"A03066933"	2015	1660.817
"A43020759"	2012	1660.82
"F46028072"	2013	1661.053
"A81722712"	2012	1661.261
"A08737249"	2012	1661.683
"A80433519"	2008	1661.87
"A46089819"	2013	1661.873
"A08132565"	2015	1661.934
"B22003099"	2010	1662.079
"A28324630"	2013	1662.092
"A07036130"	2011	1662.511
"A44003663"	2011	1663.863
"A03061314"	2010	1664.215
"B37020179"	2013	1664.283
"B46173423"	2013	1664.311
"A08709131"	2012	1664.607
"A08677700"	2012	1664.9
"A20062915"	2016	1665.389
"B03030913"	2013	1665.953
"A28518819"	2014	1666.366
"A25017880"	2015	1666.695
"A08421190"	2010	1666.753
"A37003050"	2015	1667.033
"A14026199"	2014	1667.454
