nif	year	n_empleados
"B48771711"	2014	52
"A31038839"	2012	52
"B48771711"	2015	52
"A28375913"	2014	52
"A08285363"	2010	52
"A03057486"	2012	52
"A08311995"	2015	52
"A39030812"	2009	52
"A60016037"	2009	52
"A08290405"	2017	52
"A24012692"	2014	52
"A08358442"	2015	52
"B09019548"	2008	52
"B30044440"	2009	52
"A30036933"	2010	52
"A53288478"	2013	52
"A08511453"	2016	52
"A30022172"	2017	52
"B08292054"	2014	52
"A08421190"	2013	52
"A15506934"	2012	52
"A28138386"	2014	52
"A18012807"	2014	52
"B03026382"	2008	52
"B30010797"	2011	52
"B06007314"	2007	52
"B29080751"	2017	52
"A82683434"	2012	52
"A08311995"	2010	52
"A03011392"	2012	52
"A20018586"	2017	52
"B37020179"	2013	52
"A35028208"	2010	52
"B28218287"	2017	52
"A31071756"	2009	52
"A17055153"	2014	52
"A21011580"	2015	52
"B35027143"	2014	52
"A41037672"	2007	52
"A33034422"	2016	52
"A36040442"	2013	52
"B84504455"	2014	52
"A17055153"	2010	52
"A82307117"	2015	52
"B42001297"	2017	52
"A28614790"	2011	52
"A31394356"	2008	52
"A29453768"	2007	52
"A08568057"	2009	52
"B41666728"	2008	52
"A07053374"	2016	52
"A08802068"	2016	52
"B21011333"	2015	52
"A28524726"	2016	52
"B46146080"	2017	52
"B20023982"	2012	52
"B03046158"	2013	52
"B24013799"	2015	52
"A78393840"	2007	52
"A41089368"	2017	52
"A08612103"	2015	52
"A48080881"	2015	52
"A24012692"	2013	52
"A30046379"	2014	52
"A78389608"	2016	52
"A41008640"	2016	52
"A08477663"	2011	52
"A08609281"	2010	52
"A08122574"	2012	52
"A50000876"	2015	52
"A50052489"	2011	52
"A08301475"	2016	52
"A19163682"	2013	52
"A80652423"	2010	52
"A50052489"	2017	52
"A48083927"	2009	52
"B28044204"	2016	53
"A12012605"	2010	53
"A28695856"	2007	53
"A45002839"	2016	53
"B08292054"	2017	53
"A26017434"	2016	53
"A38003844"	2008	53
"A31018492"	2017	53
"A32006413"	2010	53
"B17016569"	2007	53
"A28423986"	2015	53
"B15031560"	2012	53
"B35597020"	2012	53
"A17483124"	2014	53
"A28670313"	2016	53
"B50023142"	2012	53
"B33614033"	2014	53
"A12100020"	2008	53
"A08397119"	2014	53
"A33024084"	2010	53
"A33373622"	2008	53
"B06007314"	2009	53
"A28614790"	2013	53
"A03402468"	2008	53
"A81864498"	2011	53
"A32005548"	2011	53
"B46160842"	2012	53
"A20060075"	2012	53
"A17034505"	2013	53
"A15012305"	2013	53
"A39030812"	2008	53
"A28642122"	2011	53
"B28337038"	2016	53
"A82275306"	2014	53
"A28019461"	2014	53
"A35014075"	2009	53
"A28295038"	2008	53
"A31194905"	2011	53
"A46005484"	2014	53
"A82307117"	2014	53
"A08667370"	2008	53
"A36615474"	2012	53
"A38003844"	2017	53
"A11355526"	2015	53
"A11355526"	2014	53
"A08591075"	2016	53
"A03032653"	2007	53
"B08114449"	2012	53
"B28044204"	2013	53
"A36249076"	2007	53
"A08622938"	2012	53
"C08164253"	2011	53
"A35009992"	2007	53
"A30046379"	2012	53
"A28416089"	2017	53
"A36611903"	2011	53
"A58061383"	2016	53
"A08513541"	2012	53
"A03036373"	2008	53
"B03046158"	2011	53
"A28027647"	2012	53
"A08623928"	2016	53
"A33008426"	2012	53
"A43020486"	2014	53
"B38028692"	2012	53
"A08285363"	2009	53
"A09015256"	2015	53
"B28545994"	2007	53
"B28337038"	2012	53
"B30605760"	2015	53
"A31070378"	2011	53
"A20060075"	2014	53
"B50023142"	2014	53
"B27013713"	2008	53
"A45010543"	2015	53
"A08518979"	2007	53
"A08200040"	2017	53
"B17048364"	2017	53
"A59382762"	2013	53
"A28293884"	2013	53
"A30012041"	2012	53
"A28695856"	2011	53
"A29453768"	2015	53
"A03017308"	2012	53
"B50023142"	2013	53
"A33024084"	2009	53
"A41038274"	2013	53
"A48119622"	2010	53
"A36615474"	2011	53
"B28361350"	2009	53
"A28423986"	2014	53
"A28012656"	2017	53
"A03057486"	2009	53
"A33373622"	2007	53
"A30013247"	2008	53
"B36009942"	2011	53
"A48102792"	2013	53
"A46332995"	2013	53
"A30024798"	2013	53
"A31018492"	2016	53
"A36608180"	2015	53
"B03004678"	2014	53
"A08358442"	2016	53
"A31096233"	2011	53
"A50052489"	2015	53
"A14000533"	2017	53
"B48033278"	2009	53
"B81542813"	2010	53
"A63414486"	2017	53
"A35014075"	2010	53
"A61831681"	2012	53
"B08292054"	2016	53
"A08122574"	2016	53
"A32006413"	2013	53
"A33006644"	2014	53
"A58061383"	2013	53
"A39007729"	2015	53
"A33034422"	2017	53
"A50000876"	2012	53
"B38028692"	2017	53
"A20018586"	2016	53
"B28499218"	2017	53
"B27007897"	2008	53
"B17016569"	2015	53
"B36880003"	2017	53
"A29025368"	2013	53
"A31018492"	2015	53
"A30610984"	2013	53
"A28711893"	2016	53
"A23025927"	2014	53
"B17016569"	2008	53
"B11469491"	2010	53
"A35014075"	2013	53
"A32005548"	2017	53
"A33606682"	2015	53
"A43001627"	2017	53
"A38024345"	2017	53
"A35251727"	2016	53
"A33034836"	2017	53
"A30603716"	2012	53
"A17014119"	2017	53
"A08623928"	2017	53
"A05000682"	2016	53
"A08290405"	2013	53
"A03036373"	2010	53
"A11606134"	2007	53
"A33024084"	2008	53
"A46084984"	2011	53
"B96990015"	2012	53
"A03003530"	2010	53
"A81864498"	2007	53
"A32006413"	2011	53
"A36249076"	2013	53
"A12028403"	2012	53
"A28642122"	2014	53
"B80397409"	2016	53
"A80352420"	2011	53
"A32006413"	2012	53
"A24007072"	2014	53
"B46131371"	2009	53
"A08181067"	2015	53
"A58907015"	2010	53
"B46039061"	2010	53
"A28580546"	2014	53
"B45020351"	2013	53
"B28543023"	2016	53
"A28295038"	2009	53
"A28559474"	2013	53
"B48771711"	2010	53
"B46037446"	2009	53
"A01012103"	2010	53
"B28044204"	2017	53
"A81896375"	2010	53
"A36615037"	2017	53
"B41666728"	2009	53
"A17021460"	2007	53
"A81864498"	2013	53
"B48033278"	2017	53
"A81864498"	2012	53
"A30046320"	2013	53
"B18006668"	2016	53
"A08591075"	2013	53
"A28011872"	2009	53
"A59119917"	2012	53
"A07123441"	2012	53
"A50008390"	2016	53
"F06402697"	2014	53
"B03087293"	2010	53
"A46087565"	2016	53
"A08081986"	2012	53
"A30012041"	2011	53
"A30046320"	2012	53
"B03035854"	2009	53
"A03003530"	2008	53
"A20060075"	2011	53
"A06003800"	2014	53
"A12028403"	2011	53
"A48119622"	2015	54
"A11019767"	2014	54
"B59886531"	2009	54
"A08228124"	2014	54
"B28337038"	2014	54
"A08311995"	2013	54
"A08147357"	2014	54
"A47011721"	2013	54
"A48119622"	2014	54
"A61831681"	2011	54
"A14037642"	2007	54
"B41007576"	2015	54
"A08141038"	2010	54
"A21006911"	2015	54
"A28143782"	2012	54
"B38024089"	2009	54
"B81542813"	2011	54
"B97751978"	2017	54
"A11957792"	2008	54
"B81542813"	2012	54
"A48009773"	2017	54
"A01167204"	2013	54
"A28058758"	2016	54
"A26017434"	2010	54
"A08141038"	2011	54
"A28814135"	2013	54
"A46965034"	2016	54
"V61861548"	2017	54
"A50000876"	2014	54
"A03001948"	2017	54
"B01267277"	2014	54
"A36249076"	2017	54
"A08290751"	2010	54
"A33036906"	2013	54
"B12523601"	2011	54
"A07051253"	2011	54
"B28383362"	2015	54
"A78393840"	2010	54
"A30012009"	2014	54
"A08203226"	2015	54
"B28350965"	2010	54
"B35043637"	2013	54
"A28143782"	2008	54
"A32006413"	2008	54
"A08146730"	2012	54
"A31449002"	2007	54
"A28486090"	2015	54
"A20060075"	2010	54
"A28143782"	2013	54
"A35012012"	2007	54
"A20060075"	2009	54
"A03003530"	2009	54
"A30015820"	2017	54
"B45005279"	2014	54
"B08113615"	2013	54
"A28138386"	2013	54
"B20193017"	2007	54
"C08164253"	2012	54
"A50008390"	2013	54
"A28138386"	2010	54
"B73070914"	2012	54
"A14336143"	2012	54
"A28143782"	2011	54
"B08059636"	2016	54
"A08621161"	2016	54
"A03066933"	2017	54
"A12524278"	2016	54
"A08565285"	2017	54
"F06402697"	2015	54
"A46003265"	2015	54
"A28255784"	2013	54
"A08005696"	2015	54
"G38004297"	2010	54
"A33006644"	2016	54
"A08311995"	2011	54
"A80652423"	2008	54
"A23025927"	2013	54
"B63533095"	2013	54
"A31007743"	2016	54
"A46965034"	2015	54
"A58348038"	2008	54
"G38004297"	2009	54
"A12025490"	2010	54
"A03084936"	2016	54
"A35014075"	2011	54
"B61395497"	2014	54
"A08191579"	2010	54
"A15506934"	2011	54
"A48080881"	2016	54
"A28138386"	2009	54
"A28019461"	2016	54
"A78990603"	2016	54
"B46111035"	2012	54
"A33008426"	2013	54
"A28375913"	2017	54
"A28646735"	2014	54
"A01014794"	2008	54
"A08199168"	2007	54
"A11355526"	2017	54
"A81864498"	2014	54
"A33610304"	2007	54
"B45020351"	2011	54
"A83062497"	2017	54
"A08450421"	2013	54
"A08466807"	2014	54
"B41007576"	2014	54
"A28143782"	2009	54
"B35043637"	2012	54
"A45002839"	2015	54
"A14481105"	2017	54
"A32006413"	2014	54
"A08466807"	2011	54
"A08358442"	2014	54
"B47531462"	2014	54
"B30044440"	2008	54
"B50475839"	2008	54
"A03017308"	2007	54
"A07061161"	2012	54
"A36249076"	2016	54
"A08710055"	2015	54
"B41007576"	2016	54
"B41007576"	2012	54
"B38020020"	2008	54
"B03026382"	2015	54
"B08114449"	2013	54
"A36615037"	2016	54
"A28128486"	2014	54
"A28029122"	2014	54
"A47010194"	2010	54
"B36880003"	2014	54
"A08285363"	2016	54
"A36608180"	2016	54
"A14481105"	2016	54
"A03040854"	2015	54
"B38024089"	2008	54
"A39031406"	2016	54
"A05122460"	2016	54
"A31038839"	2014	54
"A17034505"	2009	54
"A48119143"	2009	54
"A14004691"	2011	54
"B30034730"	2015	54
"A28684512"	2016	54
"A28642122"	2015	54
"A28435931"	2012	54
"B48033278"	2008	54
"B08284002"	2011	54
"A78267309"	2015	54
"B02011641"	2013	54
"A45012259"	2014	54
"A39028378"	2017	54
"A08609281"	2012	54
"B08552614"	2012	54
"A08375545"	2014	54
"A27007731"	2016	54
"A30011282"	2016	54
"A36619476"	2015	54
"A22009906"	2014	54
"A08311995"	2014	54
"A28610863"	2011	54
"A46005484"	2010	54
"B06007314"	2010	54
"A46332995"	2014	54
"A36615037"	2014	54
"A38014098"	2012	54
"A38003844"	2016	54
"A28552149"	2015	54
"A03036373"	2015	54
"A84430107"	2013	54
"A12283388"	2009	54
"A28642122"	2012	54
"B45555489"	2016	54
"B42001297"	2009	54
"B28337038"	2013	54
"A43020486"	2017	54
"A28614790"	2012	54
"A18431064"	2013	54
"B46023677"	2010	54
"B28337038"	2015	54
"B30605760"	2016	54
"B03045507"	2013	54
"A03017308"	2010	54
"A03066933"	2008	54
"A20060075"	2013	54
"A28019461"	2017	54
"A03003530"	2007	54
"A28255784"	2015	54
"A92153527"	2009	54
"A50052489"	2012	54
"A31194905"	2010	54
"A28612620"	2015	54
"A31038839"	2013	54
"A28580546"	2013	54
"B31078058"	2016	54
"A78393840"	2008	54
"B82175001"	2015	54
"A82307117"	2013	55
"A36249076"	2014	55
"B59162701"	2011	55
"B21011333"	2013	55
"A46137352"	2017	55
"A50052489"	2014	55
"A08121089"	2017	55
"A82275306"	2015	55
"A08061731"	2009	55
"B14484612"	2015	55
"A15590904"	2017	55
"A31501901"	2010	55
"B02011641"	2010	55
"A31096233"	2012	55
"A08203226"	2013	55
"A28128486"	2012	55
"A28333490"	2009	55
"A08311995"	2016	55
"B46163655"	2015	55
"A32007817"	2011	55
"B61175725"	2011	55
"A80652423"	2009	55
"A08622938"	2008	55
"A29025368"	2011	55
"B33011792"	2013	55
"A18484360"	2015	55
"A31070378"	2010	55
"A28128486"	2013	55
"B12007357"	2016	55
"A12100020"	2007	55
"A31013543"	2012	55
"A82307117"	2012	55
"B46056909"	2009	55
"A03032653"	2008	55
"A03066933"	2009	55
"A08644932"	2012	55
"A35005743"	2017	55
"A38023925"	2017	55
"B33011792"	2010	55
"A29018207"	2014	55
"A19163682"	2017	55
"A78990603"	2017	55
"A07256100"	2009	55
"A53283511"	2009	55
"A30024798"	2011	55
"A03036373"	2007	55
"A20574380"	2016	55
"B15021835"	2015	55
"B81009151"	2009	55
"C08164253"	2017	55
"B03094455"	2011	55
"A33008426"	2010	55
"B02011641"	2011	55
"A08667370"	2009	55
"A08575672"	2010	55
"A28359073"	2007	55
"A08637829"	2012	55
"A18431064"	2017	55
"A28249993"	2008	55
"B12008397"	2008	55
"A01011881"	2011	55
"A33610304"	2012	55
"A31018799"	2017	55
"A08450421"	2010	55
"B11024262"	2011	55
"A07024896"	2016	55
"A33015454"	2008	55
"B97751978"	2016	55
"B28044204"	2014	55
"A07036569"	2012	55
"A08209538"	2010	55
"A48108484"	2015	55
"A08575672"	2016	55
"B15021835"	2017	55
"A28027647"	2010	55
"A08131112"	2016	55
"B33011792"	2015	55
"A08135139"	2015	55
"A43020486"	2015	55
"B03036720"	2011	55
"A28720795"	2007	55
"A46069456"	2017	55
"G38004297"	2008	55
"A11355526"	2016	55
"A48080683"	2007	55
"A36249076"	2008	55
"B25436122"	2011	55
"B12008397"	2017	55
"A28283067"	2010	55
"B09019548"	2010	55
"A04006706"	2015	55
"A32006413"	2007	55
"B03010634"	2008	55
"B37020179"	2014	55
"A17034505"	2008	55
"A50049105"	2009	55
"B28028348"	2011	55
"B33011792"	2011	55
"B21011333"	2012	55
"A20060075"	2008	55
"A47010194"	2015	55
"B28218287"	2010	55
"A61710687"	2016	55
"B04001848"	2017	55
"B28934081"	2017	55
"A12022885"	2013	55
"B33011792"	2017	55
"A08466807"	2010	55
"B46148797"	2009	55
"A33015454"	2007	55
"A28027647"	2011	55
"A08514028"	2013	55
"A61831681"	2013	55
"A81036923"	2015	55
"B81496515"	2012	55
"A08565285"	2016	55
"A29035896"	2017	55
"B03046158"	2012	55
"A29453768"	2014	55
"A08572729"	2012	55
"A38010997"	2007	55
"B46111035"	2017	55
"A46044814"	2014	55
"A47011721"	2011	55
"A08568057"	2011	55
"A01012103"	2011	55
"A48006423"	2010	55
"A41091927"	2014	55
"A46137352"	2016	55
"A08450421"	2012	55
"A41017161"	2008	55
"A30015820"	2012	55
"B11606647"	2012	55
"A28684512"	2017	55
"A28027647"	2009	55
"B23011273"	2014	55
"A08467052"	2016	55
"B46111035"	2016	55
"A33603317"	2008	55
"A46007548"	2016	55
"A16007064"	2013	55
"A33610304"	2014	55
"A46965034"	2013	55
"B33011792"	2012	55
"A18020271"	2013	55
"A01011881"	2012	55
"A48005672"	2010	55
"A28720795"	2008	55
"A08231250"	2013	55
"B08059636"	2017	55
"A32006413"	2009	55
"A12021556"	2015	55
"A08329039"	2016	55
"A28125920"	2008	55
"A46129789"	2015	55
"A07038441"	2009	55
"A03402468"	2009	55
"A47010194"	2009	55
"A45015716"	2013	55
"B28304129"	2015	55
"A29453768"	2013	55
"A28579373"	2017	55
"A31082712"	2017	55
"B21011333"	2011	55
"A08191579"	2016	55
"A08311995"	2012	55
"B30044440"	2012	55
"B33011792"	2014	55
"A81864498"	2015	55
"B08114449"	2014	55
"A43035708"	2017	55
"A33008426"	2011	55
"A48115000"	2017	55
"A28604882"	2015	55
"A53288478"	2017	55
"B06007314"	2008	55
"A31394356"	2012	55
"B30044440"	2014	55
"A29453768"	2011	55
"B28644441"	2010	55
"A28651370"	2014	55
"B03087293"	2017	55
"B06007314"	2011	55
"A33610304"	2013	55
"B02011641"	2014	55
"A28138386"	2012	55
"B33011792"	2016	55
"A15506934"	2013	55
"B35005891"	2008	56
"B08113615"	2014	56
"A32005548"	2014	56
"B46131371"	2011	56
"B36008415"	2015	56
"A20018586"	2015	56
"A08081986"	2013	56
"A46139937"	2013	56
"A12283388"	2010	56
"A08323404"	2012	56
"A50049105"	2010	56
"B31072705"	2010	56
"A33015454"	2009	56
"A08445983"	2008	56
"B07685779"	2008	56
"A28547115"	2007	56
"A01167204"	2011	56
"A83102426"	2017	56
"A80352420"	2010	56
"A32005548"	2013	56
"A29035896"	2016	56
"A08199168"	2008	56
"A20073508"	2012	56
"B12008397"	2015	56
"B43579424"	2016	56
"A47022058"	2007	56
"A20574380"	2017	56
"A08450421"	2011	56
"A14000533"	2012	56
"B31078058"	2015	56
"A03011392"	2013	56
"A07096886"	2011	56
"B23011273"	2016	56
"B15021835"	2016	56
"A28375913"	2015	56
"B17016254"	2017	56
"A08290751"	2014	56
"A96918867"	2017	56
"A36002285"	2012	56
"A53283511"	2017	56
"A32005548"	2012	56
"B46103131"	2015	56
"A41037672"	2009	56
"A08278293"	2013	56
"B38028692"	2011	56
"B48033278"	2010	56
"A08604159"	2010	56
"B28361350"	2012	56
"A08466807"	2007	56
"A01010164"	2013	56
"B46063137"	2014	56
"B43579424"	2017	56
"A09281999"	2016	56
"B21011333"	2014	56
"A80904576"	2009	56
"A33036906"	2014	56
"A08551061"	2011	56
"A08191579"	2008	56
"A14336143"	2013	56
"A28559474"	2012	56
"A30040224"	2016	56
"A31404452"	2014	56
"A01007442"	2013	56
"B08111411"	2012	56
"A38762167"	2013	56
"A31000441"	2017	56
"A28646735"	2015	56
"A17045972"	2013	56
"A03032653"	2009	56
"A48102792"	2012	56
"A30603716"	2013	56
"B31065980"	2014	56
"A28695856"	2012	56
"A33610304"	2017	56
"A28642122"	2013	56
"B15009566"	2015	56
"A41037672"	2008	56
"A20779849"	2013	56
"A19163682"	2015	56
"A11355526"	2013	56
"A31096233"	2014	56
"A08621161"	2017	56
"A28695856"	2009	56
"A35014075"	2015	56
"A46007548"	2017	56
"A30046320"	2009	56
"A03066933"	2013	56
"B36603629"	2013	56
"B27008390"	2007	56
"A09018862"	2009	56
"A28683068"	2007	56
"A46139937"	2011	56
"A41087404"	2008	56
"B43587120"	2008	56
"A53288478"	2015	56
"A08375537"	2014	56
"B31072705"	2011	56
"A03001948"	2016	56
"B41666728"	2007	56
"B22009377"	2014	56
"A48102792"	2011	56
"A29049509"	2012	56
"B28127447"	2009	56
"A28167567"	2015	56
"B46131371"	2010	56
"A46005484"	2013	56
"B08413247"	2009	56
"A46044814"	2015	56
"A29003423"	2017	56
"A31082712"	2013	56
"B02011641"	2012	56
"B47009626"	2009	56
"A32005548"	2015	56
"A08128035"	2014	56
"A15033699"	2014	56
"A02006617"	2016	56
"B30566194"	2015	56
"A81036923"	2016	56
"B25436122"	2014	56
"A23020506"	2017	56
"A08203226"	2012	56
"A08061590"	2015	56
"B50023142"	2010	56
"A08191579"	2011	56
"A03027919"	2016	56
"B28118800"	2016	56
"A01007442"	2009	56
"A08644932"	2013	56
"A28610863"	2017	56
"A78267309"	2016	56
"A36249076"	2015	56
"B46149555"	2016	56
"B08114449"	2015	56
"A07042088"	2014	56
"A12025490"	2014	56
"A35014075"	2014	56
"B41042698"	2013	56
"A08277014"	2017	56
"B50021658"	2012	56
"A08134942"	2017	56
"A08278293"	2017	56
"A08311995"	2009	56
"A50008390"	2014	56
"A35014075"	2008	56
"B30032445"	2012	56
"A01167204"	2012	56
"A22013072"	2009	56
"A14037642"	2008	56
"A36615037"	2015	56
"A33603317"	2007	57
"A07061161"	2014	57
"A33015454"	2012	57
"A46068318"	2012	57
"B46160842"	2015	57
"A33015454"	2017	57
"A08244220"	2013	57
"B37020179"	2015	57
"A11609682"	2012	57
"A35014075"	2012	57
"B03026382"	2013	57
"A31070378"	2008	57
"A01006055"	2015	57
"A48005672"	2013	57
"A18024919"	2016	57
"A33015454"	2013	57
"A28580546"	2016	57
"A28580546"	2017	57
"A97043772"	2009	57
"A78393840"	2011	57
"A30046379"	2010	57
"A19012962"	2009	57
"B36623148"	2016	57
"A08134942"	2016	57
"A04000881"	2010	57
"A46117792"	2014	57
"A58061383"	2014	57
"B28127447"	2008	57
"A08609281"	2014	57
"A01012103"	2016	57
"A08203226"	2014	57
"A08591075"	2014	57
"B60241437"	2011	57
"A30022172"	2016	57
"A28524726"	2008	57
"A17038035"	2009	57
"B46102364"	2013	57
"B31083488"	2011	57
"A53283511"	2012	57
"A29035896"	2011	57
"A08278293"	2015	57
"B08284002"	2012	57
"A28108447"	2011	57
"A36014009"	2015	57
"A33015454"	2011	57
"A30016182"	2014	57
"A30009815"	2008	57
"V61861548"	2016	57
"A21008727"	2014	57
"A17034505"	2016	57
"A30040224"	2015	57
"A50012822"	2017	57
"A31001266"	2016	57
"B30044440"	2010	57
"A28313351"	2015	57
"A39007729"	2016	57
"A08479933"	2013	57
"A31000441"	2016	57
"A20042933"	2011	57
"A78393840"	2012	57
"A46117792"	2013	57
"A31082712"	2009	57
"B28044204"	2015	57
"A28427516"	2014	57
"B19001551"	2015	57
"A28674968"	2015	57
"A38003844"	2009	57
"A33015454"	2010	57
"A08075954"	2007	57
"A28715316"	2013	57
"A08135139"	2007	57
"A22009906"	2015	57
"A28019461"	2011	57
"A28491637"	2009	57
"A08244220"	2014	57
"B31083488"	2016	57
"A08122574"	2014	57
"B30044440"	2011	57
"A28543809"	2015	57
"A92153527"	2017	57
"A61831681"	2010	57
"A08200040"	2016	57
"A82275306"	2013	57
"A28108447"	2010	57
"B08628455"	2010	57
"A33015454"	2015	57
"A31501901"	2014	57
"A58061383"	2015	57
"A31501901"	2015	57
"A59382762"	2014	57
"A41037672"	2012	57
"B08688301"	2012	57
"B46160842"	2013	57
"A28604882"	2016	57
"A12025490"	2012	57
"A48080683"	2017	57
"B81365181"	2016	57
"B22009377"	2017	57
"A17034505"	2007	57
"A29051067"	2011	57
"A07051253"	2016	57
"B15021835"	2013	57
"A28124311"	2011	57
"A38010997"	2011	57
"A81438145"	2017	57
"A25008046"	2015	57
"A08467052"	2014	57
"A31070378"	2009	57
"A31501901"	2009	57
"A08244220"	2016	57
"A30046379"	2009	57
"B36009942"	2008	57
"A28012656"	2014	57
"B03045507"	2015	57
"A46117792"	2012	57
"A01011881"	2010	57
"A17483124"	2015	57
"A38003844"	2010	57
"A29018207"	2012	57
"A20060075"	2007	57
"A08477663"	2012	57
"A46105508"	2008	57
"A46068318"	2009	57
"B07034416"	2016	57
"A28580546"	2015	57
"B28138196"	2017	57
"A28524726"	2013	57
"B28138196"	2016	57
"A02006617"	2015	57
"A30018147"	2015	57
"B31065980"	2015	57
"B24013799"	2012	57
"B30605760"	2014	57
"B61882551"	2011	57
"A31037294"	2012	57
"B28227866"	2010	57
"A97043772"	2008	57
"B28337731"	2008	57
"A26017434"	2015	57
"B28579506"	2009	57
"A50000876"	2013	57
"B27008390"	2008	57
"A46131520"	2016	57
"B31078058"	2017	57
"A28108447"	2013	57
"A47214424"	2016	57
"B48033278"	2016	57
"B80397409"	2012	57
"B28218287"	2011	57
"B12462560"	2010	57
"B28218287"	2013	57
"B12462560"	2012	57
"A48016794"	2008	57
"A46117792"	2011	57
"A33015454"	2014	57
"B50776657"	2015	57
"B01267277"	2017	57
"A23014871"	2016	57
"A08290751"	2011	57
"A36615474"	2014	57
"B24013799"	2011	57
"B46069654"	2008	57
"B20193017"	2009	57
"A07019573"	2017	57
"A46043154"	2016	57
"B20070082"	2011	57
"B37020179"	2016	57
"A58348038"	2009	57
"A28670313"	2017	57
"A14037642"	2017	57
"B41007576"	2013	57
"A29051067"	2012	57
