nif	year	coste_mercaderias
"A11019767"	2017	2892.84
"B62119904"	2014	2893
"A45020450"	2008	2893.08
"A39005574"	2013	2893.477
"A20060075"	2010	2893.644
"A28131274"	2007	2893.67
"A11902814"	2017	2893.737
"A28024172"	2010	2893.992
"A38026605"	2014	2894.767
"A08200032"	2012	2894.788
"A08479297"	2012	2897.887
"A50029065"	2010	2898.664
"A08667016"	2017	2899.298
"B29014826"	2012	2899.418
"B31001290"	2010	2899.62
"A39022660"	2007	2899.79
"B58075136"	2016	2900.481
"A08479297"	2011	2901.663
"A28027811"	2007	2901.73
"B12023065"	2014	2902.208
"B58075136"	2013	2902.45
"B31067697"	2016	2903.396
"A05122460"	2015	2904.121
"A08130254"	2015	2904.787
"B33607649"	2011	2905.23
"B41045089"	2013	2905.27
"A28128486"	2012	2906.051
"B50561968"	2013	2907.885
"A08578395"	2013	2909.472
"A79492104"	2014	2911.21
"A46072203"	2017	2912.749
"A28724268"	2012	2913.062
"A48080683"	2013	2913.524
"A28027647"	2011	2914.452
"A28111342"	2010	2914.562
"A36005684"	2015	2915.701
"A48080683"	2009	2918.986
"A28027647"	2013	2919.149
"A46137352"	2012	2920.346
"A78100609"	2012	2921.683
"B32008625"	2015	2922.223
"A80897770"	2017	2922.652
"A08329039"	2014	2922.679
"A28011716"	2015	2924
"A28428233"	2016	2925.112
"A19011626"	2015	2925.123
"A28085520"	2013	2925.365
"A45014610"	2013	2925.888
"A39013867"	2016	2925.987
"A07161821"	2011	2926.422
"B28148773"	2012	2927.279
"A15506934"	2017	2927.562
"B41086844"	2014	2927.873
"B13004924"	2012	2928.439
"A28686111"	2012	2929.286
"A24010381"	2010	2929.301
"B41045089"	2011	2929.718
"A83401273"	2017	2929.872
"A28253656"	2008	2930.34
"A03028552"	2009	2930.356
"F10017804"	2014	2930.831
"A45012226"	2015	2931.733
"A08105371"	2013	2932.07
"A08122574"	2012	2932.29
"A29063567"	2013	2932.356
"A15024482"	2012	2932.727
"A36611622"	2012	2933.858
"A08563769"	2016	2934.388
"A17004763"	2013	2934.888
"A39007729"	2015	2935.459
"A34007831"	2011	2935.55
"B29682135"	2015	2935.82
"A28075968"	2015	2935.85
"A08188658"	2017	2937.033
"A29507456"	2015	2937.485
"A30038764"	2013	2938.456
"B46118303"	2013	2938.516
"A37021631"	2010	2941.14
"A08397119"	2014	2941.242
"A35098482"	2011	2941.719
"A12105029"	2014	2942.352
"B13009592"	2017	2944.263
"A08667016"	2016	2944.686
"A12016093"	2012	2945.209
"A62035282"	2011	2945.462
"B32008625"	2013	2945.63
"A12012340"	2012	2946.25
"B78077724"	2014	2947
"A08637829"	2011	2947.71
"A28011716"	2014	2950.296
"A28695856"	2010	2950.378
"A78521168"	2007	2950.926
"F10017804"	2012	2953.396
"B30029599"	2016	2953.74
"A39023759"	2015	2953.862
"A11000098"	2009	2954.111
"A20806329"	2012	2954.261
"F46026829"	2012	2955.417
"A96918867"	2012	2956.509
"A28155240"	2009	2957.427
"B03094455"	2010	2958.717
"B46045993"	2012	2958.835
"A12017760"	2015	2960.417
"A31001027"	2013	2960.73
"B01013507"	2016	2960.794
"A50012541"	2010	2961.403
"A28192532"	2014	2961.435
"A41011271"	2013	2961.468
"A48865679"	2014	2961.838
"B24013856"	2014	2962.049
"B30029599"	2017	2963.298
"A28645000"	2007	2963.436
"B38024089"	2017	2963.95
"B30365712"	2013	2964.927
"B31001290"	2007	2966.386
"B83209015"	2017	2966.537
"B08581951"	2014	2966.893
"A07038441"	2017	2967.151
"A39005095"	2015	2967.193
"A28415487"	2013	2968.703
"A08436214"	2011	2968.706
"A96918867"	2016	2968.801
"B82393778"	2012	2969.132
"A39000104"	2016	2969.355
"A28219202"	2014	2969.427
"B50561968"	2008	2970.284
"B13009592"	2008	2970.3
"A15016702"	2010	2971.664
"A24012692"	2013	2971.808
"B28492841"	2017	2971.964
"A29016003"	2012	2972.446
"A41049503"	2016	2972.714
"B33876459"	2010	2972.769
"A04007811"	2015	2973.733
"A20073508"	2012	2973.917
"A36002285"	2007	2974.331
"A08621161"	2010	2974.683
"B08216202"	2007	2975.23
"B91139717"	2012	2975.987
"B30037204"	2008	2977.83
"A62035282"	2010	2977.925
"A07038441"	2016	2978.554
"A81933772"	2009	2978.559
"A07033491"	2016	2979.166
"A08466807"	2007	2979.79
"A22009039"	2011	2980.362
"A41028820"	2015	2980.446
"A08999088"	2014	2981
"B08721060"	2012	2981.211
"A08409948"	2011	2981.492
"A08479297"	2013	2982.347
"A50049105"	2012	2983.077
"V28961811"	2017	2983.173
"A28686111"	2011	2984.309
"A41059445"	2014	2984.386
"A39000104"	2010	2985.678
"A46084984"	2008	2986.118
"A09018862"	2015	2986.921
"A08514135"	2011	2987.38
"A28443158"	2015	2988.781
"A46084984"	2007	2988.788
"A40004731"	2016	2989.384
"B43009091"	2007	2989.493
"A41010521"	2011	2989.536
"B46201158"	2015	2991.164
"A07038441"	2012	2993.639
"A48016794"	2015	2993.708
"B31083488"	2011	2993.796
"A08188658"	2016	2994.248
"B12007357"	2012	2994.502
"A08122574"	2013	2994.889
"A30031769"	2008	2995.866
"B35005040"	2015	2996.468
"A50049105"	2016	2997.141
"A07084940"	2010	2997.39
"A48082085"	2017	2998.788
"A08122574"	2015	2999.22
"A28017531"	2017	2999.47
"A47011721"	2011	2999.779
"A46003265"	2016	3001.191
"A37021631"	2011	3001.342
"A08397119"	2015	3002.235
"A15000227"	2009	3002.845
"A48016794"	2014	3003.852
"A05122460"	2012	3004.38
"A38010997"	2016	3005.71
"A28392694"	2016	3005.878
"A08382491"	2017	3005.934
"A41059445"	2012	3006.59
"A41028820"	2013	3006.7
"A50012822"	2013	3007.584
"A12028403"	2011	3007.611
"A26017434"	2012	3008.217
"B42001297"	2017	3009.294
"A09018862"	2013	3009.431
"A08138042"	2016	3009.785
"A08148991"	2007	3010.572
"A24001661"	2015	3010.961
"B62119904"	2013	3011
"A28106003"	2009	3011.441
"B28250090"	2017	3012.652
"A03030350"	2016	3012.746
"A46146551"	2008	3013.909
"A80897770"	2015	3014.063
"A28091262"	2010	3014.374
"A48031686"	2008	3018.19
"A15033699"	2010	3018.85
"A28293884"	2010	3019.203
"A26011841"	2017	3019.293
"A08128035"	2012	3019.399
"A83741967"	2014	3020.381
"A12006227"	2015	3020.588
"A07919087"	2007	3020.83
"B39446315"	2011	3021.816
"A07044530"	2015	3022.235
"B39446315"	2015	3025.107
"A28022952"	2015	3025.508
"B08359705"	2015	3025.775
"B46039061"	2014	3025.928
"B96324983"	2017	3027.699
"A08200032"	2007	3028.728
"B46163655"	2011	3030.138
"B08059636"	2016	3030.19
"A15038326"	2013	3031.02
"A11606134"	2007	3032.278
"A39000187"	2011	3034.877
"A31071756"	2009	3035.147
"B31027097"	2008	3035.514
"A50029065"	2016	3035.925
"A38017844"	2007	3036.19
"A30014211"	2013	3037.221
"A43015965"	2012	3037.889
"A01017557"	2010	3038.496
"B28379386"	2017	3039.301
"A08098576"	2014	3039.396
"A04236931"	2011	3039.593
"A28491041"	2017	3040.05
"B35005040"	2017	3041.514
"A07065717"	2017	3042.285
"B46055943"	2010	3042.646
"B28337731"	2014	3042.955
"A36000073"	2016	3043.357
"A08141038"	2008	3043.379
"B57175283"	2013	3043.409
"A28259141"	2016	3044.43
"B83211318"	2016	3046
"A08659617"	2014	3046.951
"A04001897"	2008	3048.257
"B31001290"	2008	3048.799
"B08527194"	2014	3049.268
"A28017531"	2013	3049.555
"B20013983"	2007	3050.963
"A20060075"	2009	3051.865
"A30031769"	2009	3051.9
"A28011286"	2009	3052
"A28099356"	2013	3052.423
"B12462560"	2015	3054.016
"A08514986"	2012	3055.933
"B15021835"	2017	3056.75
"A08202582"	2009	3056.757
"B28543023"	2010	3057.175
"A48005672"	2012	3057.203
"A01006055"	2015	3057.865
"A15016702"	2011	3058.2
"B15004849"	2008	3058.313
"A48093918"	2016	3058.325
"B28337731"	2012	3058.424
"A38348413"	2007	3058.854
"A39000104"	2008	3058.858
"B50030964"	2017	3058.917
"B35054006"	2013	3059.265
"A45019916"	2010	3060.261
"A20047726"	2011	3060.277
"A33611195"	2016	3060.578
"A39005095"	2013	3060.64
"A28400323"	2007	3060.75
"A29003951"	2016	3061.538
"A08036709"	2008	3061.663
"A46146551"	2007	3062.275
"B38030045"	2016	3064.966
"A50038991"	2015	3065.785
"B81231516"	2010	3066.088
"B17002049"	2017	3066.397
"A20032264"	2017	3066.621
"A41049503"	2014	3067.094
"B28127447"	2009	3067.608
"A41088493"	2007	3068.665
"A28496438"	2013	3069.828
"B35005040"	2012	3069.877
"B28138196"	2017	3069.982
"A33617218"	2009	3070.324
"A28457059"	2016	3070.814
"B45005279"	2012	3070.877
"B03078391"	2012	3071.067
"A28131274"	2015	3071.45
"A47011721"	2012	3071.579
"A36201259"	2011	3073.491
"A81957367"	2014	3073.521
"A39005095"	2010	3074.13
"A15038326"	2014	3074.785
"A45014776"	2013	3074.95
"A28458826"	2007	3075.01
"A38371159"	2015	3075.14
"A11606134"	2011	3077.343
"A38371159"	2011	3078.08
"B46163655"	2015	3078.746
"B41008970"	2011	3078.749
"A08621161"	2011	3080.283
"A28458826"	2013	3080.389
"A50049105"	2009	3080.795
"B46063137"	2016	3080.891
"A48000939"	2007	3080.92
"B30041115"	2007	3080.94
"A30006142"	2010	3081.509
"A58017187"	2014	3083.739
"B25436122"	2011	3084.343
"B28337731"	2013	3085.677
"A92153527"	2014	3086.364
"A41212572"	2016	3086.802
"B35110410"	2015	3086.847
"A38371159"	2013	3087.49
"B41621038"	2016	3088.277
"A30006142"	2013	3088.355
"A08623928"	2014	3089.109
"A48119622"	2007	3089.395
"A01006055"	2013	3089.544
"B33607649"	2007	3090.25
"A41049503"	2007	3090.892
"A26022657"	2008	3093.595
"A41011271"	2011	3095.133
"A46021804"	2010	3095.72
"A08375545"	2008	3096.63
"B30604565"	2009	3097.656
"A28017531"	2015	3098.024
"A46069456"	2011	3098.14
"B30606099"	2009	3098.878
"A29016003"	2011	3098.911
"A41392317"	2013	3099.302
"B45005279"	2013	3099.78
"A28295038"	2017	3100.458
"A36201259"	2016	3102.809
"A31031545"	2011	3104.677
"A08401820"	2017	3105.4
"B28304129"	2012	3105.483
"A48119622"	2008	3107.375
"B30029599"	2015	3107.383
"A19011626"	2013	3107.551
"A48080881"	2007	3108.494
"A03057221"	2007	3108.842
"A39005095"	2012	3109.702
"A12012340"	2011	3110.819
"A28074078"	2011	3110.863
"A78067188"	2012	3111
"A19163682"	2009	3112.51
"B39446315"	2012	3112.803
"B46055943"	2015	3112.828
"B41217761"	2016	3114.746
"A24001661"	2007	3115.177
"A03030350"	2017	3116.246
"A36016574"	2017	3117.732
"A14000939"	2008	3117.859
"A01167204"	2016	3117.962
"B31039530"	2014	3119.016
"A28101020"	2007	3119.46
"A28040418"	2012	3120.415
"B38366225"	2012	3121.096
"A07044530"	2013	3121.425
"A12100020"	2012	3122.367
"A31001027"	2014	3122.399
"B91139717"	2011	3122.458
"A08200651"	2017	3123.998
"B78077724"	2007	3124
"A38371159"	2009	3124.124
"A08514986"	2011	3124.154
"A28075968"	2013	3124.755
"B03091527"	2007	3125.64
"A28138386"	2012	3125.928
"B36606853"	2014	3126.163
"A28027647"	2010	3127.67
"A26016865"	2013	3128.467
"A07427081"	2009	3130.347
"B26012013"	2009	3131.372
"A28293884"	2017	3131.514
"B38024089"	2016	3132.184
"A09214636"	2016	3134.217
"A20003042"	2017	3135.103
"A08375545"	2007	3137.66
"A30047120"	2010	3138.91
"A29016003"	2015	3140.835
"A28128486"	2015	3140.839
"A41022609"	2016	3141.398
"A46048732"	2014	3142.75
"A19012962"	2010	3143.294
"A45019916"	2009	3143.976
"A08008583"	2016	3145.383
"A08409948"	2013	3146.923
"A29063567"	2011	3147.424
"A48093918"	2013	3149.002
"A28428233"	2015	3152.488
"A12012340"	2010	3152.8
"A08665374"	2014	3153.03
"A38666897"	2009	3153.56
"A36016574"	2016	3153.625
"A22009039"	2009	3155.483
"A83826362"	2017	3155.671
"A30038020"	2012	3155.743
"A17033473"	2017	3156.899
"A20060075"	2008	3157.699
"B31001290"	2009	3158.259
"A08098576"	2015	3159.253
"A11606134"	2010	3160.11
"A28228690"	2008	3160.3
"A36002285"	2011	3160.43
"B57175283"	2015	3160.921
"B41045089"	2015	3162.486
"A38371159"	2007	3163.73
"A21011580"	2017	3163.89
"A41010521"	2012	3166.571
"B39446315"	2010	3166.71
"A31024458"	2015	3167.087
"A36605772"	2015	3167.328
"A33560772"	2012	3168.56
"A38027637"	2010	3168.569
"A08533945"	2015	3169.153
"A26017434"	2016	3169.632
"A83102426"	2012	3170.805
"A35005743"	2010	3173.883
"B28205532"	2014	3174.267
"A36000073"	2013	3174.663
"B28127447"	2012	3174.673
"A46117792"	2015	3174.749
"A11902814"	2016	3175.63
"B28205532"	2008	3175.762
"A26016865"	2017	3175.948
"A50034024"	2011	3176.449
"A08989782"	2008	3176.856
"B62119904"	2015	3179
"A28085520"	2011	3179.514
"A08329039"	2015	3181.4
"A01004548"	2012	3182.458
"B20078598"	2010	3183.407
"A05007687"	2009	3185.65
"A46169082"	2015	3185.967
"A41002809"	2011	3186.545
"A07009814"	2011	3186.596
"A41093733"	2015	3186.809
"A62035282"	2012	3186.96
"A28642122"	2007	3187.35
"A12405577"	2017	3187.412
"A09015256"	2013	3189.047
"A04236931"	2009	3189.509
"A41017161"	2009	3190.055
"A29006343"	2013	3190.912
"B50561968"	2014	3191.952
"B12291167"	2016	3192.706
"A35045681"	2012	3192.757
"A50615160"	2007	3193.008
"A05007687"	2007	3193.13
"A46115127"	2008	3193.441
"A28527158"	2017	3193.444
"A09018862"	2014	3194.065
"A41028820"	2016	3194.271
"B13009592"	2010	3195.048
"B81231516"	2015	3195.904
"A24001661"	2016	3196.709
"A48865679"	2017	3197.11
"A50029065"	2012	3197.515
"A28253656"	2007	3197.65
"A36201259"	2010	3198.439
"A08148991"	2016	3198.674
"A38026605"	2013	3199.531
"A28900975"	2007	3200.57
"A38348413"	2009	3200.98
"A30015820"	2012	3201.255
"A38348413"	2011	3201.547
"A38348413"	2010	3201.567
"B12023065"	2009	3202.627
"B41015652"	2016	3203.429
"A28443158"	2014	3203.852
"A28167567"	2012	3204.076
"A08135139"	2009	3204.689
"A22009039"	2010	3205.734
"A81957367"	2015	3206.286
"A19011626"	2012	3206.678
"A28155240"	2012	3207.029
"A28027647"	2007	3207.665
"A29016003"	2013	3208.79
"A29507456"	2010	3209.339
"A28446995"	2015	3209.633
"A33019423"	2011	3209.759
"A28011716"	2017	3210
"A28167567"	2011	3210.223
"A45015716"	2012	3211.063
"A08128910"	2010	3212.044
"A09281999"	2009	3213.553
"B31027097"	2007	3213.884
"A08243297"	2014	3213.984
"A08651762"	2015	3215.222
"A12028403"	2012	3215.53
"B78077724"	2011	3216
"B41088642"	2014	3216.656
"A31501901"	2007	3216.66
"B12015210"	2017	3216.77
"A50060011"	2013	3216.804
"A33611195"	2013	3216.842
"B46118717"	2017	3217.319
"A37021631"	2009	3217.479
"A31009913"	2016	3217.88
"B46055943"	2008	3219.767
"A28167567"	2010	3220.02
"A03011392"	2011	3220.147
"B46055943"	2009	3220.647
"A46003265"	2017	3222.081
"B09013335"	2013	3222.215
"A28368603"	2014	3222.731
"A37021631"	2008	3223.748
"A24010381"	2012	3225.363
"A81957367"	2016	3225.514
"B28205532"	2013	3225.801
"B47014568"	2013	3226.252
"A41050980"	2007	3227.03
"B46118717"	2013	3227.729
"A41002809"	2010	3227.919
"A41011271"	2007	3228.016
"B28148773"	2011	3228.056
"A08130254"	2016	3228.155
"B20013983"	2008	3228.225
"B28255016"	2013	3229.272
"A26016865"	2014	3230.491
"A20047726"	2012	3230.885
"A12012340"	2014	3231.288
"A01011881"	2011	3231.645
"A36000073"	2017	3232.325
"A50049105"	2010	3232.419
"A08193591"	2016	3232.869
"A81896375"	2010	3232.908
"A38017844"	2014	3232.921
"A53817359"	2016	3233.553
"A07161821"	2016	3234.939
"A28440576"	2017	3236.074
"A01011881"	2012	3236.206
"B23014848"	2012	3237.946
"A29016003"	2014	3239.07
"A28670313"	2017	3239.172
"A81722712"	2007	3239.751
"B38017067"	2016	3240.639
"A28172476"	2014	3240.831
"A28443158"	2013	3241.431
"A08290975"	2008	3242.815
"A08008518"	2007	3243.37
"A38473724"	2013	3243.832
"A36000073"	2014	3244.625
"A58017187"	2017	3245.527
"A11019767"	2009	3245.751
"B83654426"	2011	3246.399
"A08290751"	2013	3246.823
"A28827335"	2017	3247.518
"A03084936"	2012	3247.819
"A41010521"	2013	3248.655
"B57208878"	2012	3249.855
"A05122460"	2013	3250.123
"B02419273"	2016	3250.93
"A39008305"	2016	3252.47
"B41088642"	2009	3252.584
"A28693166"	2011	3252.613
"A15033699"	2009	3252.716
"A46023735"	2017	3252.806
"A19011634"	2016	3252.843
"B35110410"	2012	3255.459
"A35005743"	2011	3259.706
"B35054006"	2011	3260.285
"A17004763"	2012	3262.528
"B58075136"	2011	3263.588
"A29453768"	2008	3263.866
"B12027843"	2010	3266.365
"B35005040"	2013	3268.026
"A08135139"	2010	3270.647
"A28106003"	2008	3270.98
"A47022165"	2016	3270.992
"B35054006"	2015	3271.647
"A08361644"	2013	3272.745
"B21376942"	2015	3272.835
"B41045089"	2014	3273.305
"A24004947"	2010	3274.142
"A08200032"	2013	3274.302
"B38030045"	2017	3275.335
"A28046704"	2014	3275.391
"A01014794"	2016	3275.569
"A38348413"	2012	3276.973
"A38269270"	2017	3277.067
"B08690869"	2017	3277.735
"A47011721"	2008	3278.284
"A36012698"	2007	3278.712
"A41017161"	2013	3281.307
"A37021631"	2012	3281.601
"A15000227"	2010	3282.73
"B28492841"	2015	3283.144
"A48175699"	2013	3285.404
"A20074068"	2016	3285.726
"B35665991"	2010	3287.13
"B41217761"	2012	3287.161
"A46072203"	2012	3287.235
"B91139717"	2009	3288.548
"A41022609"	2017	3288.95
"A08128910"	2013	3289.434
"A08222465"	2008	3290.202
"A08134942"	2012	3291.218
"B82852831"	2010	3291.618
"A43015965"	2013	3292.034
"A08677700"	2009	3292.991
"A03099405"	2017	3293.294
"B41094459"	2012	3293.528
"A31061385"	2010	3294.258
"A21006507"	2007	3294.602
"A48119622"	2010	3294.73
"A28642122"	2015	3294.866
"A41048489"	2013	3294.881
"A47011317"	2012	3296.505
"A28574044"	2016	3296.712
"A39000690"	2009	3297.761
"A81036923"	2014	3298.578
"A24010381"	2013	3299.245
"A81896375"	2007	3301.46
"A39007943"	2012	3301.791
"A58393778"	2013	3302.18
"A48017974"	2016	3302.36
"A39027917"	2009	3303.069
"A21007950"	2013	3303.504
"A08008583"	2014	3304.275
"A28027647"	2014	3304.999
"A47008487"	2009	3305.587
"A28491041"	2016	3306.025
"A45015716"	2013	3307.331
"A28037240"	2012	3307.944
"A39027917"	2010	3307.969
"A28400323"	2012	3308.037
"A46105086"	2017	3308.372
"A28228690"	2010	3308.76
"A41088493"	2008	3308.817
"F03290871"	2016	3310.269
"A08222465"	2007	3310.77
"A08122574"	2014	3310.803
"A08621161"	2016	3310.931
"A32006215"	2012	3312.582
"A43037191"	2015	3313.943
"B46151411"	2016	3314.606
"A28106979"	2009	3315.069
"B28205532"	2012	3315.351
"A38371159"	2008	3315.6
"F46026829"	2013	3316.212
"A12025490"	2016	3318.473
"A28379816"	2015	3319.249
"B32008625"	2014	3319.958
"A28672624"	2007	3320.68
"A07002645"	2014	3321.23
"A41028820"	2014	3321.723
"A48116420"	2017	3321.826
"A08194946"	2013	3322.549
"A30007231"	2015	3323.387
"A08301475"	2012	3323.79
"A39007943"	2013	3325.004
"A45019916"	2012	3325.595
"B35665991"	2011	3325.712
"A35098482"	2008	3325.777
"A38371159"	2010	3326.978
"A28458826"	2016	3327.044
"A48865679"	2015	3327.176
"A01011881"	2015	3327.631
"A28415487"	2017	3329.807
"A20008579"	2016	3331
"A29025368"	2016	3331.23
"A36611622"	2015	3331.592
"A41088493"	2010	3333.149
"A82843129"	2011	3333.666
"A08105371"	2014	3333.841
"B28218287"	2016	3335.11
"A12385860"	2016	3335.907
"B42001297"	2010	3336.542
"B31067697"	2011	3336.674
"B50561968"	2017	3337.204
"A01161066"	2009	3338.582
"A45019916"	2015	3339.334
"A19163682"	2011	3340.006
"A31071756"	2007	3340.834
"F95073748"	2009	3340.893
"A28563047"	2017	3341.025
"A31062342"	2015	3341.979
"B82852831"	2013	3342.506
"A12000071"	2012	3342.578
"B12007357"	2007	3342.643
"A08346116"	2012	3343.834
"B41088642"	2012	3344.078
"B12018008"	2012	3344.285
"A08159816"	2016	3344.476
"B12007357"	2009	3345.363
"A20024568"	2017	3346.983
"A09007089"	2017	3347.558
"A35014075"	2015	3347.579
"A48295604"	2015	3349
"B08275026"	2010	3349.327
"A46137352"	2010	3349.339
"A28458826"	2017	3349.676
"B31007354"	2009	3350.114
"A08677700"	2010	3350.514
"A08375537"	2008	3350.96
"A07004187"	2015	3351.548
"A08466807"	2008	3351.895
"A35008168"	2017	3352.044
"A28155240"	2011	3352.091
"A28457059"	2015	3352.908
"B50561968"	2016	3353.504
"A33373622"	2016	3353.724
"A38017844"	2013	3355.626
"A28491041"	2015	3356.335
"A28040418"	2013	3357.573
"A05007687"	2011	3357.59
"A07021256"	2016	3357.856
"B18012831"	2016	3357.978
"A39013867"	2008	3358.708
"A08081986"	2012	3360.414
"B38022570"	2012	3360.563
"A29063567"	2009	3360.716
"A31189350"	2016	3361.243
"B20070082"	2014	3361.442
"A19012962"	2011	3361.547
"A26022657"	2012	3362.879
"A07084940"	2009	3363.11
"A12100020"	2015	3364.428
"A31031545"	2016	3365.388
"A19163682"	2010	3367.982
"A78100609"	2017	3370.127
"B12007357"	2010	3370.271
"A07065717"	2016	3370.615
"A30014211"	2014	3371.153
"A46005252"	2017	3371.657
"B41088642"	2010	3372.758
"B35054006"	2010	3373.057
"A50034024"	2014	3374.367
"A12016093"	2008	3375.08
"A39000104"	2012	3375.141
"A28046704"	2013	3377.92
"A01014794"	2017	3377.962
"A08409948"	2014	3378.451
"B28205532"	2010	3379.064
"A28724268"	2013	3379.476
"B62263272"	2016	3379.585
"A46014650"	2015	3379.638
