nif	year	clientes
"A08623928"	2016	2048.508
"A08122574"	2011	2048.708
"A17004763"	2010	2048.726
"B30603229"	2017	2048.903
"A46044962"	2010	2048.976
"B24013856"	2014	2049.067
"A28027647"	2013	2049.094
"B08229221"	2011	2049.275
"A30017883"	2013	2049.4
"B12457230"	2013	2049.594
"B03072857"	2011	2050.199
"B83814251"	2015	2050.249
"B28623213"	2011	2050.42
"A09205550"	2016	2050.794
"A60531688"	2013	2051
"A43001627"	2017	2051.015
"B22004113"	2013	2051.949
"A14025142"	2016	2052.788
"B79945150"	2013	2053.089
"A46099776"	2016	2053.351
"A48876874"	2010	2053.488
"A44003663"	2014	2054.021
"B28498210"	2007	2054.244
"A41087404"	2009	2054.529
"B08078396"	2014	2055.471
"B11050176"	2008	2056.5
"A03061314"	2012	2056.525
"B46090791"	2010	2056.629
"A12083002"	2017	2056.972
"A20012498"	2016	2057.118
"A48865679"	2013	2057.95
"A28126597"	2010	2058.276
"B29901469"	2014	2058.562
"A60362266"	2010	2058.812
"B30558290"	2017	2059.003
"A31068927"	2017	2059.197
"A28229409"	2010	2060.062
"B37024825"	2012	2060.5
"A46463311"	2016	2061.242
"A28556504"	2013	2061.659
"A81864498"	2012	2061.777
"B12291167"	2016	2062.222
"B35005891"	2008	2062.424
"A28138386"	2013	2063.096
"A08257388"	2013	2063.496
"B35043637"	2015	2064.109
"A39005095"	2012	2065.336
"B17229675"	2007	2065.507
"B31784895"	2017	2065.756
"B46055943"	2010	2065.973
"A46044962"	2007	2066.717
"A43030626"	2015	2068
"V82171133"	2016	2068.024
"A14018634"	2009	2068.154
"A08188658"	2016	2068.163
"B06422877"	2013	2068.917
"B46118303"	2008	2068.937
"B50030964"	2011	2069.422
"A83102426"	2014	2069.92
"A08257388"	2015	2070.673
"A09013947"	2007	2072.442
"A26022129"	2016	2072.478
"A20055380"	2008	2072.608
"A30036438"	2014	2073.244
"A46089819"	2007	2073.446
"A28085520"	2015	2074.249
"B30605760"	2010	2075.372
"A28515567"	2017	2075.686
"A38017844"	2015	2075.821
"A50029065"	2012	2076.046
"A07050420"	2009	2076.122
"A31000441"	2008	2076.606
"A29050762"	2015	2077.521
"A22012223"	2016	2077.907
"B12014692"	2017	2078.537
"A45017142"	2011	2078.691
"A44003663"	2010	2078.809
"A62035282"	2016	2078.972
"A08484107"	2017	2079.01
"A15590904"	2011	2079.91
"A46044814"	2011	2080.388
"A48081061"	2016	2081.236
"A46115127"	2010	2081.568
"B28337731"	2010	2081.59
"A43020486"	2015	2082.497
"A82501545"	2010	2082.912
"B28241495"	2011	2083.046
"A33604851"	2011	2083.085
"A41087404"	2013	2084.805
"A29016003"	2011	2085.006
"A08629107"	2011	2085.028
"A07051253"	2012	2085.467
"A14004691"	2017	2085.481
"A28138386"	2014	2085.666
"A28655157"	2012	2085.708
"A41695149"	2015	2086
"B97131155"	2015	2086.087
"B43636075"	2013	2086.527
"B35043637"	2014	2088.21
"A28101020"	2014	2088.572
"A38371159"	2010	2088.883
"A46463311"	2012	2089.227
"A09021833"	2017	2089.387
"A30006142"	2007	2089.572
"A08128035"	2015	2089.605
"A08134942"	2013	2089.701
"B43361724"	2008	2089.782
"A28440576"	2008	2089.914
"A08323404"	2010	2090.578
"B11050176"	2007	2090.61
"A14004691"	2012	2091.183
"A31031545"	2017	2091.785
"A15685373"	2012	2092.069
"B60420692"	2014	2092.28
"A08507741"	2015	2092.301
"A14004691"	2009	2092.466
"A17054081"	2014	2092.977
"A41014986"	2017	2093.461
"B74102872"	2015	2093.478
"A14018634"	2007	2093.684
"A33615980"	2008	2093.96
"B48033278"	2017	2094.046
"A07042088"	2009	2094.062
"A08097438"	2009	2094.461
"A23022783"	2008	2094.761
"A17004763"	2009	2095.783
"A46134748"	2011	2096.024
"A12050324"	2016	2096.08
"A17004763"	2013	2096.443
"A08257388"	2014	2096.759
"A23022874"	2012	2096.786
"A14004691"	2008	2097.022
"F03290871"	2015	2097.782
"A30022958"	2012	2098.105
"B03089471"	2014	2099.116
"A30018345"	2012	2099.372
"A28039469"	2016	2099.455
"A30014211"	2015	2099.469
"F01131978"	2017	2099.645
"A30016687"	2015	2100.282
"A08007056"	2008	2100.367
"A81200511"	2009	2100.721
"A46463311"	2010	2100.881
"B46118303"	2010	2101.253
"A46463311"	2017	2101.267
"A15016702"	2015	2101.427
"A30025555"	2015	2101.591
"A53552634"	2015	2101.624
"A08562910"	2008	2101.643
"A39013867"	2010	2101.645
"A01008234"	2012	2101.706
"A80771116"	2010	2102
"B12008553"	2012	2102.702
"B13009592"	2016	2102.726
"B31077514"	2010	2102.91
"B21376942"	2014	2103.383
"A28612208"	2014	2103.682
"B46163655"	2013	2103.744
"A06141345"	2011	2104.386
"A08332256"	2017	2104.618
"A83102426"	2015	2104.729
"B27007897"	2016	2106.339
"A39020805"	2017	2106.414
"A48876874"	2017	2107.176
"A39017058"	2015	2107.23
"B11606761"	2012	2107.419
"A48080683"	2011	2107.603
"A48080683"	2010	2108.258
"A46117792"	2010	2108.931
"A46084984"	2009	2109.338
"A08496473"	2012	2109.983
"B38017554"	2012	2110.09
"B28361350"	2010	2110.481
"B03037736"	2007	2111.39
"A22201164"	2013	2111.489
"A28630374"	2008	2111.82
"A08231250"	2013	2112.106
"B12008553"	2017	2112.131
"A08213936"	2013	2112.391
"A24015406"	2012	2112.579
"A07529233"	2013	2113.296
"F30587919"	2012	2113.404
"A08431678"	2008	2113.59
"A31062342"	2015	2113.878
"A22201164"	2015	2114.012
"A46134748"	2015	2114.543
"A20036083"	2008	2115.35
"A36615896"	2009	2115.425
"A31000441"	2015	2115.58
"B17048364"	2014	2115.696
"B13009592"	2017	2116.167
"A15016702"	2016	2116.205
"B38020020"	2008	2116.501
"A08484107"	2014	2116.654
"A48029847"	2016	2117.455
"B28227775"	2017	2117.672
"A45017142"	2014	2117.726
"A39013867"	2008	2118.278
"A33026105"	2013	2118.505
"A15021843"	2013	2119.779
"A05122460"	2015	2119.876
"A05122460"	2010	2120.489
"A01000777"	2008	2120.893
"A30017636"	2011	2120.907
"A17009093"	2015	2121.059
"B33029729"	2017	2121.44
"A08450421"	2007	2122.34
"A18006569"	2014	2123.072
"A31000441"	2013	2123.765
"F10026128"	2017	2124.826
"A46014650"	2009	2125.102
"B35044197"	2011	2126.036
"B25006222"	2012	2127.711
"A08562910"	2017	2127.768
"A33615980"	2012	2128.485
"A28128486"	2012	2129.593
"A46126439"	2016	2130.037
"A29009537"	2015	2130.255
"F03290871"	2016	2131.157
"A15013618"	2016	2131.254
"B11012820"	2015	2131.475
"B27014398"	2015	2131.51
"A18008334"	2017	2133.041
"B46131371"	2011	2133.321
"B31005507"	2010	2133.384
"A39005095"	2011	2133.641
"A20074068"	2014	2133.674
"A08708620"	2014	2133.726
"A48087126"	2017	2135.203
"A28329480"	2012	2135.455
"A08228124"	2015	2136
"A47010194"	2017	2136.032
"A15038326"	2013	2136.093
"A28027647"	2008	2136.378
"B08688301"	2007	2137.223
"B35044197"	2009	2137.341
"A27252063"	2016	2137.814
"A43020486"	2009	2137.944
"B46045993"	2010	2138.709
"A18020271"	2014	2139.019
"A14037642"	2016	2140.566
"A28190973"	2011	2140.969
"A24015406"	2015	2141.548
"A58294166"	2015	2141.602
"A20032264"	2015	2141.612
"B13004924"	2010	2141.806
"B30566194"	2012	2141.807
"A35022987"	2015	2142.372
"A15590904"	2013	2142.46
"A31071756"	2011	2142.494
"A14025902"	2007	2142.585
"A20036083"	2016	2142.775
"A12012605"	2009	2143.068
"A04001897"	2016	2143.489
"A49005861"	2012	2144.017
"A28138386"	2011	2144.43
"A44003663"	2016	2145.877
"A28698884"	2009	2145.887
"A08630063"	2009	2146.009
"V30405880"	2010	2146.509
"A20574372"	2015	2146.727
"A81722712"	2008	2146.94
"A30034441"	2009	2147.072
"B45020351"	2007	2147.205
"B31077514"	2007	2147.542
"A41031303"	2014	2148
"A08228124"	2013	2148
"A20060075"	2009	2148.142
"B29901469"	2016	2148.164
"B96246350"	2011	2148.241
"A33604182"	2015	2148.39
"A47010194"	2016	2148.469
"A25020173"	2012	2148.699
"B37012069"	2015	2148.746
"A11682507"	2013	2149.678
"B28222487"	2012	2149.896
"B28361350"	2011	2149.913
"B15017908"	2015	2150.373
"A82683434"	2017	2150.494
"B46163655"	2012	2150.984
"A14018634"	2008	2151.743
"A28101020"	2013	2151.753
"A08007056"	2017	2152.13
"B08078396"	2011	2153.075
"B96324983"	2017	2153.087
"A28734432"	2012	2153.362
"A97163653"	2015	2153.439
"B46163655"	2014	2153.636
"A08146730"	2016	2154.009
"A28586550"	2017	2154.019
"A36615896"	2010	2154.329
"A15018146"	2009	2155.836
"A28695930"	2013	2155.846
"B21011333"	2010	2155.945
"A14033526"	2017	2156.603
"A08211112"	2007	2156.666
"A33036807"	2011	2157.093
"A28734432"	2014	2157.638
"A28655157"	2014	2157.817
"A08607988"	2014	2158.252
"B34226514"	2016	2158.328
"A08496473"	2011	2158.355
"B28623213"	2016	2159.71
"A45445210"	2013	2160
"B35043637"	2012	2160.143
"B11605862"	2007	2160.923
"A15016702"	2008	2161.25
"A08358442"	2010	2161.462
"A28290799"	2013	2161.608
"B28304129"	2013	2162.872
"A09030412"	2015	2163.273
"A30018345"	2016	2163.799
"A17001322"	2015	2164.084
"B11024262"	2011	2164.313
"B83814251"	2011	2164.708
"A12012605"	2012	2164.796
"A14004691"	2007	2164.95
"A04236931"	2015	2165.12
"B45020351"	2017	2165.509
"B31049273"	2009	2166.017
"A30017883"	2014	2166.371
"A03061850"	2017	2166.468
"A17001678"	2010	2166.5
"A30032619"	2014	2166.608
"A33026105"	2016	2166.937
"A46044814"	2012	2167.609
"A38348413"	2017	2168.161
"A08122574"	2012	2168.378
"A17014119"	2010	2168.979
"B28403194"	2009	2169
"A11609682"	2017	2169.142
"B16010464"	2011	2169.18
"B85160976"	2016	2169.238
"A08449399"	2017	2169.683
"A08244808"	2009	2170.195
"A24015406"	2011	2170.596
"A15590904"	2016	2171
"A48034110"	2008	2171.062
"B28689370"	2015	2171.14
"A08081986"	2007	2171.237
"A46105086"	2014	2171.534
"A50012541"	2011	2171.912
"A50169143"	2016	2171.962
"A48087126"	2015	2172.294
"A24015802"	2017	2172.338
"B48969877"	2016	2172.583
"A20060075"	2008	2172.775
"B08195653"	2007	2173.349
"A46044814"	2014	2173.871
"A17041708"	2017	2174.644
"A08147357"	2017	2175.397
"A46137352"	2008	2175.517
"A47024393"	2009	2176.038
"A43010974"	2016	2176.231
"A46031027"	2013	2176.493
"A33373622"	2007	2176.71
"A08578395"	2013	2176.766
"A38003133"	2007	2177.901
"A20060075"	2012	2178.502
"A28167567"	2011	2178.812
"A38017844"	2007	2179.85
"B83156745"	2009	2180.191
"B28337731"	2014	2180.619
"A08007056"	2010	2180.881
"A31018187"	2007	2181.207
"B46146080"	2017	2181.568
"A46074647"	2016	2182.617
"A08720245"	2015	2183.28
"B22003099"	2017	2183.803
"A59119917"	2007	2183.813
"F32001976"	2017	2184
"B36623148"	2016	2184.031
"B30331573"	2008	2184.379
"A28155240"	2010	2184.846
"B39014709"	2009	2185.077
"B21011333"	2007	2185.402
"B28412146"	2015	2185.846
"A07096886"	2011	2185.963
"A31000441"	2016	2185.968
"B31005507"	2014	2185.974
"A31065915"	2013	2186.092
"A50029065"	2008	2186.388
"A16008294"	2011	2186.639
"A16008294"	2008	2187.19
"A46005252"	2017	2187.231
"B33876459"	2015	2187.273
"A20032264"	2011	2187.703
"A28729424"	2011	2191.207
"A28698884"	2013	2191.824
"A12025565"	2013	2192.106
"B46055943"	2014	2192.495
"B20055703"	2016	2192.811
"A14025902"	2009	2192.871
"A08329831"	2012	2193.023
"B12457230"	2012	2193.082
"A20060075"	2007	2194.008
"B50023142"	2015	2194.148
"A08007056"	2009	2194.225
"B35027143"	2011	2194.651
"B28337038"	2014	2195.209
"A46044814"	2013	2195.864
"A08621161"	2017	2195.873
"A08637829"	2011	2196.547
"A58393778"	2016	2196.795
"A30032619"	2016	2197.251
"A48865679"	2014	2197.326
"B31001290"	2010	2197.622
"B46162376"	2014	2197.937
"A46105508"	2017	2197.994
"A36005684"	2013	2198.024
"A04006706"	2014	2198.129
"B39446315"	2011	2198.281
"A23022783"	2007	2198.452
"A38371159"	2011	2198.951
"A07042088"	2008	2199.305
"B25006222"	2015	2199.328
"B12008553"	2013	2199.334
"A12083002"	2008	2199.78
"A39007729"	2017	2199.871
"A15070444"	2015	2200.337
"B11606761"	2010	2200.487
"B39014709"	2017	2200.858
"B17229675"	2016	2200.973
"B46090791"	2009	2201.29
"A45015716"	2013	2201.465
"B08156127"	2016	2201.534
"A41084740"	2015	2201.726
"B30721237"	2008	2202.045
"A01035807"	2007	2202.26
"A15590904"	2009	2202.56
"A28543809"	2017	2202.863
"A25026733"	2007	2202.907
"A20060075"	2010	2204.379
"A08623928"	2014	2206.128
"A46069456"	2010	2206.259
"A01001072"	2008	2206.448
"A36615474"	2016	2206.622
"B46173423"	2013	2206.681
"A41093733"	2015	2207.265
"A08021768"	2013	2207.648
"A48083927"	2009	2207.656
"F06139109"	2014	2208.125
"A08621161"	2011	2208.322
"B03030913"	2014	2208.741
"A46162665"	2012	2208.961
"B28545994"	2014	2209.15
"A15033699"	2007	2209.35
"A48029847"	2017	2210.125
"A46044962"	2009	2210.896
"A08631517"	2012	2211.133
"A28496438"	2014	2211.349
"A08097438"	2008	2211.587
"B50023142"	2013	2211.689
"A48083927"	2011	2211.709
"A46105508"	2013	2212.875
"A08621161"	2014	2212.886
"A35045681"	2016	2212.985
"A48876874"	2016	2213.099
"A30047120"	2009	2213.582
"A46463311"	2011	2213.733
"A30036438"	2016	2214.66
"A47000054"	2012	2214.743
"B41088642"	2012	2214.795
"A28131274"	2015	2214.936
"B83393223"	2014	2215.254
"A84780055"	2017	2215.742
"A14000939"	2012	2215.984
"A33015454"	2008	2216.452
"B43110113"	2015	2216.807
"B82899550"	2011	2216.867
"A41014986"	2015	2216.949
"A07161821"	2013	2217.203
"A46170080"	2008	2217.461
"B45493418"	2015	2218.089
"A38023925"	2016	2218.955
"A41001439"	2010	2219.349
"A45020450"	2014	2219.51
"A33021635"	2014	2219.75
"A12050324"	2007	2219.901
"B33029729"	2016	2220.785
"B63100150"	2017	2221.097
"A28662005"	2012	2221.187
"A33615980"	2011	2221.637
"A01012921"	2015	2221.778
"A08616542"	2008	2222.452
"A15590904"	2008	2222.59
"A09018862"	2016	2222.594
"A08496473"	2009	2223.287
"A47017728"	2012	2223.391
"A40002701"	2017	2223.497
"A28655157"	2013	2223.814
"A08623928"	2017	2223.993
"B21011333"	2008	2224.091
"A38645214"	2017	2224.098
"B38484796"	2017	2225.784
"A39030812"	2011	2226.602
"B30566194"	2014	2226.735
"A08388811"	2015	2226.904
"A43035708"	2016	2226.966
"B46084208"	2012	2227.532
"A08231250"	2014	2228.078
"F30587919"	2013	2228.254
"B30604565"	2012	2228.771
"B80397409"	2013	2229.134
"A36615474"	2012	2229.301
"B62236781"	2013	2229.81
"A21011580"	2015	2230.26
"B46173423"	2011	2230.271
"A50047505"	2015	2230.294
"B35027143"	2014	2230.974
"A28729424"	2012	2232.266
"A38017844"	2011	2232.32
"B47011374"	2016	2232.446
"B17048364"	2013	2232.594
"A38485827"	2015	2232.667
"A17014879"	2014	2233.494
"B03089471"	2015	2234.238
"A46134748"	2017	2234.269
"A08388811"	2010	2234.416
"B24013799"	2011	2234.618
"B11012820"	2013	2234.684
"A28271112"	2017	2234.705
"A41112012"	2014	2234.708
"B37033487"	2013	2234.71
"V82171133"	2017	2234.724
"A46126686"	2016	2235.283
"A46170080"	2013	2236.198
"A30018147"	2013	2236.694
"A30022172"	2015	2236.807
"A28648053"	2011	2237.679
"A33021635"	2017	2237.998
"A46082228"	2015	2238.413
"A45015716"	2012	2239.202
"A31013543"	2011	2239.449
"A08363640"	2012	2239.633
"B35007376"	2016	2240
"A08637829"	2012	2240.65
"V30558738"	2017	2241.371
"A41006891"	2017	2241.696
"A46045936"	2017	2241.972
"A08730277"	2015	2242.176
"B60420692"	2017	2242.45
"F35006451"	2007	2243.311
"B46055943"	2011	2243.68
"B08721060"	2014	2243.926
"A46074563"	2013	2243.942
"A33015728"	2009	2243.978
"A08156218"	2013	2244.153
"B21011333"	2011	2244.228
"A08122574"	2014	2244.805
"B46118303"	2007	2245.858
"A46146551"	2013	2245.904
"A46078556"	2009	2246.097
"B35027143"	2012	2246.167
"A07050420"	2012	2246.314
"A28016947"	2017	2246.571
"B08721060"	2016	2247.378
"A28662005"	2011	2247.506
"A47010194"	2008	2248.061
"A41091927"	2016	2249.662
"A30012645"	2012	2249.996
"B46084695"	2016	2250.349
"A33021635"	2013	2250.375
"A17010018"	2013	2251.177
"A29453768"	2007	2251.706
"A80316672"	2017	2252
"B24013799"	2013	2253.17
"B28091486"	2008	2253.37
"A08720245"	2016	2253.673
"A31065915"	2015	2254.229
"A41089368"	2016	2254.981
"A28108447"	2016	2255.848
"A46043154"	2012	2256.096
"B31005507"	2013	2256.151
"A03061850"	2015	2256.871
"A11682507"	2009	2257.612
"B30721237"	2017	2257.88
"B03006681"	2011	2258.161
"A20032264"	2010	2258.607
"B20049615"	2015	2258.623
"B46118717"	2013	2259.973
"B79232096"	2014	2260.013
"B48124275"	2009	2260.47
"A38026605"	2010	2260.864
"B46131371"	2007	2261.185
"A20036083"	2012	2261.214
"A28146579"	2007	2261.305
"A03062619"	2010	2261.334
"A15038326"	2015	2261.719
"B62263272"	2009	2261.957
"A50029065"	2011	2262.233
"A35610666"	2014	2262.269
"A08243297"	2012	2262.592
"A36615037"	2009	2263.762
"A36615896"	2007	2264.52
"B31077514"	2012	2264.682
"A48017974"	2016	2264.685
"A41055377"	2014	2265.325
"A31068927"	2016	2265.424
"B30721237"	2010	2265.443
"A08195927"	2010	2265.74
"A08130254"	2016	2265.854
"A31000441"	2017	2265.869
"A01167204"	2015	2266.622
"B06007314"	2009	2266.878
"A39005095"	2013	2267.034
"A39030812"	2010	2267.211
"A61557641"	2016	2267.366
"A08134942"	2016	2267.588
"A46023735"	2017	2267.638
"A08156218"	2012	2268.008
"B38024089"	2010	2268.108
"A31000441"	2014	2268.279
"A15000227"	2010	2268.799
"A31189350"	2017	2268.892
"A78092764"	2011	2269.037
"A08156218"	2010	2269.3
"A36615474"	2014	2269.347
"A08591075"	2013	2269.846
"A22201164"	2014	2269.883
"B79232096"	2015	2270
"B17002049"	2012	2270.652
"B46163655"	2010	2271.412
"V41812744"	2013	2271.583
"A17001322"	2016	2271.822
"A81824047"	2011	2273.505
"A01167204"	2007	2273.92
"A08203887"	2016	2274.012
"A26014035"	2012	2274.15
"A38348413"	2015	2274.153
"A15013618"	2009	2274.392
"A07161821"	2008	2274.583
"B37015526"	2008	2275.029
"A58494048"	2012	2276.69
"B08059636"	2016	2277.325
"A50047505"	2016	2277.451
"A08621161"	2016	2277.794
"A02003465"	2017	2278.773
"B45011269"	2015	2279.073
"A43037191"	2015	2280.272
"B24013799"	2017	2280.722
"A28715027"	2007	2280.867
"A08026072"	2013	2280.882
"B24013799"	2009	2281.019
"A31000441"	2011	2281.129
"A08450421"	2015	2281.347
"A30017636"	2010	2281.781
"B46173423"	2012	2282.142
"A08021768"	2011	2282.846
"A36603421"	2014	2282.848
"B41094459"	2007	2283.09
"A40163909"	2015	2284
"A33611195"	2014	2284.984
"B62236781"	2015	2285
"A48802854"	2015	2285.431
"A43001627"	2015	2285.727
"A31065915"	2017	2286.193
"A09018730"	2011	2286.323
"A08181067"	2012	2286.392
"B97526008"	2017	2286.577
"A11000098"	2007	2286.608
"A08609281"	2015	2287.138
"A28496438"	2012	2287.33
"A38371159"	2009	2287.788
"A46069456"	2008	2287.97
"B45555489"	2016	2288.482
"A08296535"	2013	2288.913
"A59736686"	2016	2289.13
"A08224545"	2015	2289.161
"A08630063"	2010	2289.242
"A31034606"	2007	2289.414
"A46463311"	2015	2290.555
"A02011633"	2015	2290.906
"A20032264"	2014	2291.465
"B32001687"	2017	2291.99
"A28630374"	2015	2292.163
"A46084984"	2007	2292.38
"A28729424"	2013	2292.524
"A30012009"	2016	2293.284
"B41088642"	2011	2293.714
"B28170215"	2017	2293.861
"A26000174"	2010	2294.212
"B46063137"	2016	2294.224
"A23008857"	2017	2294.46
"A41080144"	2013	2294.596
"A58394941"	2017	2295.814
"A48016877"	2011	2295.862
"A15013618"	2008	2296.504
"A28485571"	2016	2296.905
"A09028184"	2007	2297.797
"A28128486"	2007	2298.07
"B12008553"	2011	2298.425
"A50029065"	2016	2298.775
"B33607649"	2011	2299.464
"A79184453"	2017	2299.755
"A36002285"	2014	2299.8
"A14025902"	2016	2300.556
"A31062342"	2017	2301.428
"A31018187"	2011	2301.596
"A28392736"	2012	2302.044
"A19163682"	2016	2305
"B28227775"	2016	2305.153
"A28651222"	2013	2305.353
"B28403194"	2008	2305.46
"B29901469"	2015	2305.627
"A46014650"	2010	2305.679
"A33604851"	2012	2305.805
"A28138386"	2012	2305.87
"A07042088"	2015	2306.496
"A80433519"	2008	2307.39
"A20032264"	2009	2308.04
"A01009265"	2009	2308.38
"A08225633"	2017	2308.762
"A41035742"	2016	2308.975
"B39446315"	2010	2308.987
"B03072857"	2012	2309.011
"B39446315"	2012	2309.596
"A26001867"	2011	2309.659
"B28337731"	2009	2309.9
"B28227775"	2008	2310.237
"A08609281"	2011	2310.574
"A43014174"	2015	2310.606
"B28498210"	2014	2310.937
"A38023925"	2011	2311.184
"A31009913"	2016	2311.725
"A46084984"	2008	2311.871
"B28222487"	2008	2311.874
"A24007072"	2017	2312.693
"A46031027"	2017	2312.785
"A41008640"	2007	2313
"A28556504"	2014	2313.143
"A53559530"	2014	2313.54
"A38017844"	2008	2313.58
"A03030350"	2014	2314.075
"A26001867"	2010	2314.086
"A41055377"	2012	2314.222
"A33609587"	2017	2314.502
"A08609281"	2008	2315.47
"B06007314"	2007	2315.528
"A81261430"	2011	2315.722
"A14004691"	2011	2315.775
"A33611195"	2013	2316.194
"B11606761"	2007	2316.262
"B46155271"	2014	2316.633
"A31065915"	2016	2316.705
"B06007314"	2008	2316.86
"B08156127"	2011	2317.448
